real,pre,实际值与预测值差距比
1583.42,1592.1634410520883,
1559.91,1582.6580040509084,
1585.74,1556.9391674904668,
1608.4,1582.3513082015845,
1619.1,1608.6611067041008,
1657.29,1622.5730428945546,
1651.05,1672.5822307944566,
1645.62,1646.9429989427285,
1637.63,1642.7129128959225,
1635.96,1632.9943006379729,
1640.32,1631.2850587520356,
1689.02,1647.041134904589,
1710.88,1703.912635442033,
1731.02,1734.5381835410835,
1726.34,1728.5290694420487,
1728.81,1732.241732899625,
1708.1,1714.6582188881152,
1679.42,1719.1364455144824,
1671.65,1677.093500728234,
1676.6,1677.9639708163436,
1714.71,1678.2189622138685,
1758.1,1717.7340841643893,
1777.67,1774.931516200599,
1820.49,1775.9738809422952,
1853.0,1831.869097048853,
1914.44,1851.9440729844553,
1920.38,1937.7159035220668,
2021.54,1935.8290072737545,
2037.58,2045.0176479769004,
2160.66,2079.0675299613863,
2200.25,2186.6731580799046,
2298.85,2241.481176859826,
2182.69,2304.0633444886885,
2254.82,2261.833887552491,
2193.54,2279.9931598846592,
2193.29,2175.8186797720077,
2201.54,2216.3200178222664,
2299.28,2222.8093093328175,
2383.95,2305.3251564155544,
2364.04,2411.2696769076256,
2390.28,2365.585034106962,
2426.68,2403.7030439567197,
2374.95,2447.701256045263,
2270.88,2385.015889922219,
2359.66,2303.878774928534,
2464.82,2352.887625329167,
2481.66,2481.833138950687,
2523.63,2524.0037466714753,
2581.57,2536.339281674919,
2649.64,2622.3949348964306,
2629.4,2678.69261083965,
2635.23,2651.2912018753614,
2558.11,2657.8579591767266,
2569.02,2581.5980105026565,
2543.85,2623.5485813410414,
2527.83,2596.2193707666547,
2534.23,2543.962738688282,
2632.89,2561.3416665503128,
2653.03,2660.4559962389267,
2410.2,2666.333501464257,
2403.72,2413.9383001096494,
2542.32,2425.6487297352196,
2544.31,2500.562097834979,
2564.51,2502.4980989850656,
2562.36,2586.822083838205,
2522.1,2570.2302397126505,
2486.28,2531.7705930955226,
2442.04,2466.9595368415658,
2405.38,2452.586827046309,
2332.53,2398.1881268480565,
2405.76,2315.537339008576,
2372.46,2417.6022930333374,
2348.92,2356.5942273045557,
2325.24,2388.094350381777,
2366.77,2328.269305369973,
2403.55,2407.963149104903,
2415.13,2412.172716873918,
2416.45,2393.1356888280225,
2427.47,2408.3307048260194,
2431.21,2422.415010553588,
2445.26,2413.9700191962456,
2407.46,2440.558785952124,
2478.06,2408.5397588333253,
2474.6,2480.589819246714,
2479.24,2461.9306883399536,
2396.8,2482.446001948694,
2397.99,2397.3772071845415,
2366.9,2387.3628587503636,
2371.62,2360.8027588993887,
2429.87,2345.5519925246113,
2395.43,2433.343756072,
2408.5,2381.418395158007,
2485.11,2416.0351855385484,
2495.28,2512.0746214702203,
2550.86,2477.268975873223,
2583.2,2569.6436058122795,
2649.64,2588.7354002026404,
2630.24,2644.1134720124546,
2680.68,2627.528461534577,
2720.67,2689.2078251465455,
2683.65,2714.6158273208684,
2649.16,2687.472746480137,
2687.76,2633.79330947938,
2689.24,2683.6484379564376,
2784.46,2682.0208796914812,
2754.66,2806.6758445150263,
2799.45,2765.6252130815265,
2781.64,2807.568172475867,
2817.18,2808.851941018318,
2889.45,2805.4846128348163,
2952.08,2903.765340700261,
2931.77,2945.0358379834606,
2986.61,2944.294340685563,
3041.12,3002.555611694105,
3052.41,3062.7622947951477,
3053.3,3044.3855481896553,
3183.3,3080.407656896903,
3235.33,3211.9909714833175,
3164.46,3261.361310098353,
3214.36,3201.239017650413,
3299.22,3230.2404666863486,
3273.4,3317.5149597909185,
3223.96,3263.3907881793075,
3308.45,3217.038764225551,
3282.33,3299.4719012895966,
3283.28,3291.238406169249,
3250.49,3265.44785914609,
3272.0,3274.0009307553373,
3148.81,3261.4179079498826,
3139.02,3162.415076430497,
3094.88,3145.6791670340144,
3110.45,3108.5215504388434,
3169.13,3131.978573116421,
3188.31,3173.700664849058,
3141.3,3173.3794687870277,
3128.57,3134.1272636098674,
3060.41,3112.6323161702685,
2998.39,3055.896600792754,
3116.09,2984.7239410782313,
3122.85,3130.3368021381257,
3150.9,3125.5476257481077,
3248.86,3148.8696268197973,
3349.95,3272.1833222817795,
3386.59,3344.538907133152,
3344.74,3385.46730824478,
3124.62,3328.8767553483076,
3111.33,3154.066816089474,
3244.32,3111.8338965823823,
3258.31,3227.9660192602637,
3238.43,3227.4289706357445,
3299.03,3228.6633549493727,
3303.99,3291.240358290553,
3458.71,3234.6382848151948,
3414.0,3442.6356598541965,
3370.38,3409.632530914441,
3347.12,3346.513115433988,
3350.25,3352.4449432418096,
3262.48,3324.1561161908244,
3179.65,3267.392902819986,
3211.71,3186.123550095402,
3068.49,3226.5015209621674,
2903.06,3047.0222980090234,
3003.16,2927.0362449654826,
3045.24,3010.5510852104953,
2943.99,2996.7950498009054,
2736.7,2934.08301039515,
2678.37,2772.643123041277,
2870.03,2706.863969817639,
2736.85,2830.510604848463,
2714.25,2721.2530987147766,
2582.27,2747.2531362118602,
2750.0,2559.862577939191,
2812.45,2825.9301278122143,
2608.98,2760.9390778447205,
2781.08,2654.1124077960403,
2898.41,2764.797274386324,
2869.05,2853.400370515496,
2763.07,2835.689622896194,
2757.95,2794.1750973146204,
2742.85,2731.1578219469707,
2807.06,2687.940149498684,
2783.76,2781.0110254124775,
2772.77,2758.718858479203,
2739.79,2757.712220654037,
2790.76,2723.0194764015523,
2741.04,2766.368280814137,
2493.29,2731.645284707137,
2485.67,2507.5380168037677,
2531.44,2506.891473157002,
2467.37,2507.202272092141,
2461.24,2443.215119278938,
2479.72,2460.4025920792465,
2534.71,2479.265038669511,
2487.06,2522.4564406253817,
2467.52,2468.2348613436343,
2503.8,2443.916641577514,
2617.66,2516.61570168222,
2590.71,2624.579570834997,
2561.13,2598.3394210418783,
2580.78,2556.591826675589,
2577.04,2590.9163628777287,
2550.47,2549.349984733847,
2407.97,2536.91424120958,
2430.28,2413.2225791759734,
2356.92,2417.7664791116727,
2271.36,2340.3806943306213,
2058.25,2261.5012492942315,
1914.05,2064.578073752377,
1942.45,1923.7895055958525,
2094.72,1980.804923842081,
2159.96,2081.3685169697974,
2210.45,2152.3588033192696,
2230.32,2203.349711928284,
2243.63,2220.6420795478434,
2133.98,2195.0655750987385,
2180.13,2110.5985267129354,
2211.2,2158.788630625041,
2208.48,2172.643625238421,
2195.39,2195.3641703943595,
2228.15,2209.251022271174,
2175.17,2211.177166999564,
2241.95,2122.107570822537,
2194.82,2240.7200166722764,
2198.99,2176.421356632211,
2214.45,2191.654495406368,
2237.31,2224.7107588940744,
2178.55,2244.1718259258078,
2188.09,2172.293393677061,
2183.4,2181.424260354321,
2169.94,2162.6639129582763,
2127.2,2147.507074637516,
2146.12,2106.656137509921,
2191.34,2127.542335883369,
2219.29,2194.894004467097,
2283.43,2219.681543939068,
2270.95,2316.391782339085,
2253.91,2278.4403844537915,
2297.9,2269.5816631151397,
2323.78,2316.715025419591,
2318.47,2337.740011931813,
2337.08,2313.3273502379175,
2340.36,2335.859411804095,
2331.79,2330.1603196572823,
2343.96,2297.35048745005,
2350.02,2342.545885025532,
2349.9,2326.7783835478144,
2310.7,2351.8954334950795,
2307.35,2299.8996593993375,
2312.97,2295.4998373631047,
2280.09,2311.64474174398,
2271.65,2281.5953450832912,
2370.5,2281.1659226175575,
2440.65,2379.267813153919,
2493.48,2459.638496655562,
2534.08,2515.5058498497783,
2522.68,2581.1244193486705,
2505.83,2533.755500212999,
2476.43,2536.8276746058223,
2447.77,2460.9424544687204,
2447.29,2441.9498707464722,
2453.26,2449.6469487111517,
2439.45,2465.564507612481,
2468.49,2447.3171023856326,
2466.76,2485.2832908291934,
2456.84,2464.7973653850318,
2447.9,2455.709799021021,
2459.56,2448.8815945711335,
2450.96,2445.370678373354,
2334.44,2442.77158389703,
2336.29,2335.8535566357514,
2344.83,2336.322589929594,
2458.41,2323.097467241218,
2461.45,2458.445736269369,
2397.56,2460.0496615384186,
2395.58,2391.490686355286,
2364.34,2395.8957424665714,
2369.74,2343.85727440645,
2357.21,2363.4981381186835,
2342.45,2368.5537357962758,
2414.92,2345.2553823871144,
2383.83,2418.958523360758,
2376.54,2379.277888133196,
2408.32,2361.491586453366,
2422.83,2406.601668866062,
2500.06,2428.3705009792625,
2496.05,2524.1487646374208,
2503.06,2493.212636711054,
2481.75,2506.161573090715,
2492.34,2493.1816704680064,
2411.41,2489.8687065645904,
2432.88,2407.8966433961796,
2432.77,2432.1262263569092,
2420.8,2426.993980276388,
2270.46,2399.2589632054937,
2288.11,2279.1456793380053,
2317.65,2296.5012573841386,
2180.59,2310.2291551492717,
2219.61,2165.6140744906484,
2120.23,2239.4900456816767,
2131.37,2091.0521465588936,
2105.51,2161.3402810164916,
2132.08,2109.461205159126,
2070.93,2133.531642021512,
2069.27,2072.8094422138633,
2128.57,2051.48700805675,
2088.72,2139.6979509122616,
2040.98,2072.0437798918347,
2061.96,2050.1440140440964,
2065.44,2079.2897481797736,
1951.61,2047.855642558855,
1953.46,1954.162939172473,
1912.72,1956.5172035467467,
1973.01,1894.1407670347503,
1937.07,1974.6163942795033,
1969.62,1932.4012290025537,
1952.37,1962.4681936265865,
1974.24,1937.6217624927217,
1967.26,1962.7907870284198,
1948.28,1955.8495662654523,
2000.9,1939.9734635314715,
2014.44,2001.7542112048181,
2009.27,1995.7810879625522,
2004.11,2005.0758071989044,
2053.86,2002.1854029692734,
2029.52,2057.3816189183717,
2041.39,2025.6625066499898,
1932.6,2035.348630978299,
1955.4,1929.8067409745247,
1944.61,1958.9009346156806,
1973.19,1929.4701235355278,
2043.41,1958.2305548484974,
2053.27,2048.2768022011137,
2122.27,2039.7901540747987,
2107.67,2129.6081925697335,
2115.16,2109.7427293085325,
2111.92,2109.320764769541,
2061.45,2072.7325768759497,
2070.72,2045.0355018094133,
2078.41,2059.4869754302235,
2101.12,2074.049515606509,
2136.13,2105.8770388603284,
2131.48,2145.2594811904337,
2141.18,2130.1343169655947,
2193.39,2153.40980894042,
2173.26,2199.0375253362154,
2175.28,2191.6293108144873,
2137.59,2182.975553690366,
2149.2,2133.070486284393,
2123.03,2144.740189857877,
2106.86,2127.4932399350437,
2157.53,2108.4221700876046,
2156.54,2161.2361336562512,
2167.78,2156.2749414849454,
2180.26,2168.7829609436426,
2168.04,2172.5837753340156,
2139.4,2154.764422518652,
2123.8,2135.8689327536467,
2148.44,2117.2753337028107,
2143.9,2158.1579562568286,
2171.31,2141.242885657354,
2178.87,2185.315100227929,
2182.07,2182.7716826369006,
2158.23,2186.5658827889138,
2163.61,2148.605034439024,
2154.89,2160.5737902279902,
2147.72,2144.8581723695625,
2157.72,2126.21613158491,
2148.28,2155.9231849671064,
2155.79,2135.1656281632663,
2145.38,2146.638805050802,
2142.06,2138.89245969277,
2135.51,2135.3182864285036,
2158.27,2130.5688145813806,
2152.93,2159.843928012811,
2152.88,2147.992594254596,
2107.01,2144.7339495467586,
2072.47,2105.7506664853104,
2072.38,2070.747663406082,
2078.41,2069.9701736566485,
2084.84,2075.0343369809866,
2076.19,2079.230634518994,
2082.62,2074.57561579728,
2075.47,2070.7038491318863,
2078.76,2067.365524048304,
2073.8,2067.0990864161513,
2083.12,2063.3391030442453,
2082.41,2075.6007774268037,
2066.64,2076.095664934408,
2071.91,2062.301839128949,
2076.14,2067.9457729973983,
2074.92,2070.6921634810788,
2092.16,2069.062671420638,
2155.66,2086.2892902579138,
2138.96,2152.6841883072216,
2137.65,2133.973557852984,
2152.64,2133.7591523847414,
2136.32,2151.1614507764166,
2139.07,2126.643255949381,
2132.96,2136.080917823221,
2084.3,2124.545926776573,
2095.02,2080.0717719535937,
2106.63,2095.7881312030563,
2094.81,2098.0332716609296,
2102.2,2089.7585779399296,
2104.22,2097.597129352211,
2104.56,2103.2469620082984,
2115.77,2102.8953066670024,
2105.53,2120.673306491561,
2076.3,2105.560501178595,
2095.89,2072.3195453386074,
2102.05,2091.2012464150002,
2122.97,2089.348113826727,
2122.63,2116.873109966789,
2127.09,2117.0915588617227,
2163.29,2127.5863757053494,
2168.86,2165.162376119271,
2167.1,2169.2684951818715,
2166.88,2160.2481330173587,
2148.76,2163.216808009343,
2155.72,2136.996673032985,
2200.35,2156.4768780362406,
2197.79,2203.043526546095,
2195.23,2204.745636564679,
2192.39,2197.659351082226,
2187.98,2188.7043888979083,
2175.4,2182.1502531707833,
2167.12,2177.032830037157,
2177.78,2163.507031752042,
2157.23,2173.251421024715,
2159.55,2155.5755576696283,
2182.5,2159.9393426724587,
2173.97,2184.2442973491593,
2163.81,2165.267819507252,
2155.24,2143.725164547766,
2147.56,2145.1803856864603,
2148.45,2133.6569642610307,
2145.79,2137.4297044837153,
2143.84,2136.453126881149,
2148.68,2132.5307160790594,
2159.67,2140.8383695783014,
2175.35,2153.9453068093135,
2170.1,2166.061266605883,
2177.06,2162.0108043315395,
2222.49,2182.291722120693,
2287.66,2232.7282414917354,
2257.7,2300.827183249527,
2253.74,2268.059729036959,
2244.72,2262.0724837767293,
2249.34,2253.6712933188373,
2237.13,2244.800753348146,
2241.95,2237.6405459619405,
2232.21,2240.654152814429,
2222.15,2230.6733085389146,
2219.31,2213.262040264261,
2214.26,2212.156893328357,
2224.06,2206.641748258745,
2232.71,2216.1391145553525,
2220.4,2231.1374888461874,
2229.89,2219.124842841125,
2228.72,2226.432272667095,
2232.45,2228.8369446435013,
2236.55,2230.9236703274423,
2236.63,2234.151559558528,
2229.31,2234.0827871544257,
2199.98,2229.016231802114,
2193.19,2193.9863901908266,
2176.52,2183.0427078487905,
2189.46,2163.581840077562,
2184.21,2175.3768526180606,
2187.15,2178.4417768162366,
2200.7,2180.758672688668,
2196.29,2199.331152333306,
2167.26,2194.0851955893445,
2176.45,2167.813597556885,
2166.72,2174.7093109788843,
2175.37,2158.5595948858663,
2177.35,2165.4253864247366,
2202.87,2176.976962953596,
2209.23,2205.318384080721,
2201.0,2206.2231854900874,
2202.12,2198.7697374319237,
2209.81,2199.5519444718266,
2192.88,2201.1800561021287,
2222.78,2187.709900593355,
2221.53,2221.221962975789,
2223.42,2216.8313842953144,
2240.75,2218.219806337273,
2270.95,2242.627003209428,
2266.17,2272.6939140548075,
2257.12,2269.8252379237015,
2250.26,2256.4745911380837,
2253.8,2244.1232619774273,
2250.47,2251.12335247836,
2263.48,2246.243210143722,
2244.74,2258.1784258889675,
2273.63,2235.2726244786677,
2271.93,2275.3128866379184,
2276.95,2272.4680413173455,
2282.42,2274.8234170620917,
2263.92,2281.9744403060595,
2289.45,2257.580925778662,
2308.43,2288.1064882861992,
2317.77,2304.2326170936194,
2310.9,2324.837982398331,
2309.94,2324.616574135547,
2316.72,2307.6047170239103,
2307.27,2304.6662935772392,
2334.68,2301.0058099629296,
2353.0,2334.69298635972,
2360.34,2354.8774363231314,
2368.73,2364.4119217339526,
2393.95,2378.90100853475,
2403.14,2393.6971207194592,
2441.58,2398.1581055413835,
2419.41,2449.447219341455,
2431.31,2436.2411692372307,
2416.51,2436.1471306539866,
2375.26,2415.831249480847,
2368.68,2369.159763461023,
2376.92,2366.8407724296844,
2379.0,2367.105061818274,
2411.31,2363.6420815716406,
2387.16,2411.466845437573,
2372.93,2392.6425620250625,
2360.38,2368.1865204710143,
2309.82,2355.094816015351,
2302.32,2304.728714390646,
2291.38,2306.9874834658226,
2279.68,2285.8481009777734,
2297.37,2274.9113249970515,
2292.04,2294.897927784794,
2278.48,2288.2750519397423,
2294.71,2274.577944593412,
2286.96,2284.068158102097,
2277.18,2277.7987397859138,
2275.11,2264.3569471532373,
2286.9,2271.802384725897,
2307.89,2280.5183326108254,
2322.21,2301.7973781521287,
2322.68,2316.0230276002358,
2308.94,2312.456287884431,
2318.34,2302.600758692798,
2312.6,2316.9469086657355,
2300.47,2306.5945942351245,
2295.4,2296.3857600343235,
2308.06,2293.4473442240196,
2337.39,2310.540096425806,
2329.6,2335.824331078784,
2342.78,2317.7668697272893,
2334.96,2338.237256275618,
2347.18,2319.9573161983417,
2347.1,2345.2464175177647,
2352.42,2342.8041548226665,
2358.7,2343.8467190940746,
2364.02,2354.850477378358,
2339.99,2358.568971440744,
2343.97,2338.144092624907,
2337.53,2342.7237811493046,
2346.43,2328.7091292087853,
2354.9,2342.6220952280064,
2368.18,2349.297593989009,
2379.31,2363.2742003893727,
2373.51,2378.3286642797657,
2372.19,2372.435252875061,
2376.76,2367.3402262752174,
2362.71,2370.0319918465175,
2394.12,2365.284061425331,
2396.88,2392.3140062055554,
2398.19,2393.451190571189,
2387.42,2393.5358458970613,
2389.88,2381.1650832200085,
2370.56,2380.106438607639,
2370.71,2360.734617789934,
2371.93,2364.8503995258743,
2354.91,2367.8711322063855,
2347.15,2353.3196389622844,
2349.89,2347.3115091090385,
2356.29,2340.49999190413,
2358.07,2348.067711860632,
2346.55,2351.9330794577218,
2339.23,2338.360934405172,
2354.89,2331.8104045718846,
2354.9,2345.190645930801,
2357.31,2342.113711104368,
2369.19,2345.9266358439118,
2346.96,2362.001587658223,
2350.07,2344.565503921346,
2357.14,2349.1178920318607,
2338.55,2346.537344290008,
2347.43,2329.9865682841128,
2365.6,2346.2559838980633,
2364.43,2361.0789546441856,
2356.31,2357.4092862831076,
2352.69,2357.797721303563,
2346.67,2349.973104520096,
2359.75,2340.689918677066,
2384.26,2357.012507602869,
2390.39,2377.8191117520464,
2388.27,2378.2624538622777,
2379.16,2385.5811867954235,
2382.11,2373.600706322447,
2378.86,2374.3557400080554,
2368.11,2368.30088531188,
2355.52,2355.2920105195644,
2357.52,2343.5719154617163,
2337.35,2345.863311923419,
2325.04,2326.988590034047,
2335.65,2312.968117294283,
2347.67,2328.024901117763,
2341.93,2339.275833480111,
2344.74,2330.9675585698506,
2344.5,2336.126017438706,
2351.64,2338.927785193495,
2347.04,2340.3311771416193,
2336.79,2341.872111762651,
2329.77,2327.621048083569,
2325.43,2322.2929283571666,
2320.6,2320.162827189749,
2326.1,2312.63467162469,
2316.29,2315.8053176289923,
2324.92,2308.251322268492,
2339.29,2317.196075755941,
2375.45,2330.221808861832,
2381.75,2374.0257404171625,
2381.32,2380.6770029491536,
2363.56,2367.749823492253,
2354.75,2359.451030368202,
2361.66,2348.780441764663,
2381.55,2355.608456497913,
2411.8,2376.2941975423882,
2407.57,2406.9820194095746,
2473.5,2398.6512616219807,
2471.21,2466.2631656324593,
2479.08,2462.6264555334546,
2496.45,2475.208729891954,
2475.46,2496.072541551829,
2450.35,2471.404522094809,
2466.01,2447.349345991048,
2484.03,2460.6981068284076,
2507.03,2480.348986905433,
2519.27,2497.290440710668,
2521.17,2522.355340531444,
2515.14,2520.384391763533,
2477.32,2518.982783916361,
2461.97,2468.895741328636,
2452.79,2458.1680656053313,
2484.12,2448.261034345336,
2474.43,2480.244020770945,
2497.25,2472.397265356264,
2516.67,2488.807415508106,
2529.1,2513.8912384991527,
2543.32,2528.115691485412,
2554.7,2546.4817785002597,
2537.64,2546.433406428917,
2552.98,2539.1150543110334,
2549.97,2547.0782731507798,
2534.37,2544.361370305889,
2511.15,2526.2712091135536,
2548.1,2504.4565038504834,
2553.88,2541.891518770997,
2543.66,2550.0230036020967,
2550.11,2527.9689040874837,
2570.59,2546.776236243173,
2565.14,2571.2347733626293,
2600.95,2574.111203693834,
2622.98,2603.496783501323,
2631.41,2621.3646684527694,
2624.31,2635.7720954373262,
2657.89,2619.115286179137,
2665.45,2654.737274222992,
2639.21,2648.834067826985,
2654.38,2633.8424841012893,
2643.07,2653.8784368539136,
2636.2,2641.4083025373093,
2636.63,2636.609911396745,
2636.39,2638.1152018436387,
2638.12,2624.682358241904,
2681.81,2632.6257679797927,
2680.63,2676.5788727912595,
2646.22,2683.5279060151506,
2627.8,2645.6175037262965,
2634.18,2641.2909260173037,
2635.18,2630.4519169294317,
2620.38,2631.3697499522377,
2611.34,2617.3677384054345,
2570.26,2613.3980662570057,
2591.45,2568.5165997691292,
2605.24,2590.353739073481,
2595.0,2608.8933645853176,
2604.08,2589.817077036437,
2613.26,2601.35477257427,
2616.82,2612.071710720267,
2643.5,2616.3261238239156,
2659.78,2638.0338801637754,
2646.4,2658.909916070834,
2706.24,2653.3309883108886,
2736.46,2710.0257338699967,
2739.13,2743.623293534555,
2728.23,2740.318824435829,
2714.63,2738.1438587560915,
2710.12,2715.535163359775,
2711.35,2713.671710340341,
2729.85,2708.792385077554,
2714.33,2728.135124239138,
2691.83,2708.7946047757814,
2686.69,2687.4102767569298,
2674.75,2686.441986018907,
2692.54,2674.9535016133937,
2687.67,2692.470032451752,
2672.84,2681.3029913734104,
2668.38,2672.5232313067595,
2674.18,2665.132558432223,
2670.69,2676.885102610518,
2662.63,2675.7483969545374,
2675.55,2661.9762193554243,
2679.05,2679.6316214594617,
2680.65,2680.952531394224,
2678.99,2681.766525835357,
2661.55,2671.918104302816,
2661.28,2664.128178900029,
2672.33,2656.481923351008,
2692.08,2669.7072717272404,
2695.54,2702.710979390811,
2707.52,2688.1315565572813,
2718.35,2708.693641762995,
2713.38,2712.9941762840426,
2726.64,2714.4173316176775,
2723.53,2727.9889435448413,
2753.01,2726.1023625508633,
2756.04,2754.3662315812862,
2737.64,2749.4690947740046,
2734.37,2731.890748136362,
2753.65,2734.7465796823953,
2752.14,2748.162710283129,
2771.04,2748.740770208301,
2814.27,2771.2128132628113,
2809.11,2818.38763124905,
2793.71,2810.1426522173033,
2789.4,2779.2516081155345,
2794.1,2789.295099813697,
2800.47,2789.830443605982,
2792.22,2797.5894736073456,
2821.96,2778.151644461912,
2819.96,2813.679759324429,
2832.96,2819.0420702674005,
2862.34,2836.0302483617047,
2873.51,2861.6412301052774,
2861.42,2873.425734634893,
2850.05,2863.2543938581193,
2879.4,2854.711072235682,
2938.8,2879.4882079678628,
2941.15,2937.7382466293184,
2987.17,2931.60072122741,
3012.36,2994.126392246394,
2940.73,3013.172898979834,
2936.83,2942.0999704447613,
2917.31,2949.050790604328,
2897.11,2898.9987975469044,
