,Open,Close,sign,hold,balance,netAsset,profit,t
2014-06-24,1471.73,1480.13,-1.0,0.0,940603.8703150002,940603.8703150002,-26979.91870499996,940603.8703150002
2014-06-25,1477.09,1469.95,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-06-26,1471.65,1478.01,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-06-27,1475.72,1473.76,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-06-30,1475.72,1482.41,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-01,1486.79,1481.66,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-02,1481.33,1484.84,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-03,1481.85,1489.55,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-04,1489.82,1492.46,,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-07,1493.07,1492.84,,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-08,1491.72,1491.96,,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-09,1490.94,1475.14,,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-10,1475.18,1471.17,,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-11,1462.35,1468.54,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-14,1468.69,1482.78,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-15,1481.11,1484.66,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-16,1482.33,1483.18,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-17,1479.12,1473.67,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-18,1466.58,1478.76,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-21,1478.73,1479.84,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-22,1476.23,1495.93,-1.0,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-23,1495.25,1506.76,,0.0,940603.8703150002,940603.8703150002,0.0,
2014-07-24,1508.98,1541.9,1.0,623.0,39.28304500016384,940133.8230450002,0.0,940133.8230450002
2014-07-25,1546.52,1557.02,1.0,623.0,39.28304500016384,970062.7430450001,0.0,970062.7430450001
2014-07-28,1566.33,1609.48,1.0,623.0,39.28304500016384,1002745.3230450002,0.0,1002745.3230450002
2014-07-29,1610.91,1611.85,1.0,623.0,39.28304500016384,1004221.8330450001,0.0,1004221.8330450001
2014-07-30,1606.72,1601.38,1.0,623.0,39.28304500016384,997699.0230450003,0.0,
2014-07-31,1602.67,1621.85,1.0,623.0,39.28304500016384,1010451.8330450001,0.0,1010451.8330450001
2014-08-01,1616.79,1607.97,,623.0,39.28304500016384,1001804.5930450002,0.0,
2014-08-04,1614.9,1644.63,,623.0,39.28304500016384,1024643.7730450003,0.0,1024643.7730450003
2014-08-05,1644.23,1632.41,,623.0,39.28304500016384,1017030.7130450002,0.0,
2014-08-06,1624.03,1619.01,,623.0,39.28304500016384,1008682.5130450001,0.0,
2014-08-07,1619.2,1593.42,,623.0,39.28304500016384,992739.9430450002,0.0,
2014-08-08,1595.19,1595.66,,623.0,39.28304500016384,994135.4630450002,0.0,
2014-08-11,1601.31,1619.25,,623.0,39.28304500016384,1008832.0330450002,0.0,
2014-08-12,1615.14,1607.91,,623.0,39.28304500016384,1001767.2130450002,0.0,
2014-08-13,1609.46,1610.14,,623.0,39.28304500016384,1003156.5030450003,0.0,
2014-08-14,1610.39,1596.84,,623.0,39.28304500016384,994870.6030450001,0.0,
2014-08-15,1598.52,1612.0,,623.0,39.28304500016384,1004315.2830450002,0.0,
2014-08-18,1614.23,1613.13,,623.0,39.28304500016384,1005019.2730450003,0.0,
2014-08-19,1614.39,1609.09,,623.0,39.28304500016384,1002502.3530450001,0.0,
2014-08-20,1605.5,1600.34,,623.0,39.28304500016384,997051.1030450001,0.0,
2014-08-21,1599.55,1587.03,,623.0,39.28304500016384,988758.9730450001,0.0,
2014-08-22,1585.11,1594.18,,623.0,39.28304500016384,993213.4230450002,0.0,
2014-08-25,1594.71,1577.43,,623.0,39.28304500016384,982778.1730450002,0.0,
2014-08-26,1575.78,1573.39,,623.0,39.28304500016384,980261.2530450003,0.0,
2014-08-27,1573.52,1572.79,,623.0,39.28304500016384,979887.4530450001,0.0,
2014-08-28,1573.53,1563.89,,623.0,39.28304500016384,974342.7530450003,0.0,
2014-08-29,1570.4,1581.28,,623.0,39.28304500016384,985176.7230450001,0.0,
2014-09-01,1582.02,1586.02,,623.0,39.28304500016384,988129.7430450001,0.0,
2014-09-02,1588.62,1607.5,,623.0,39.28304500016384,1001511.7830450002,0.0,
2014-09-03,1609.3,1624.03,,623.0,39.28304500016384,1011809.9730450001,0.0,
2014-09-04,1626.91,1637.29,,623.0,39.28304500016384,1020070.9530450001,0.0,
2014-09-05,1643.28,1656.24,1.0,623.0,39.28304500016384,1031876.8030450002,0.0,1031876.8030450002
2014-09-09,1657.61,1645.11,1.0,623.0,39.28304500016384,1024942.8130450001,0.0,
2014-09-10,1637.49,1629.99,1.0,623.0,39.28304500016384,1015523.0530450002,0.0,
2014-09-11,1627.96,1622.81,1.0,623.0,39.28304500016384,1011049.9130450002,0.0,
2014-09-12,1619.05,1630.2,1.0,623.0,39.28304500016384,1015653.8830450001,0.0,
2014-09-15,1625.87,1624.07,,623.0,39.28304500016384,1011834.8930450001,0.0,
2014-09-16,1626.39,1600.92,,623.0,39.28304500016384,997412.4430450002,0.0,
2014-09-17,1607.16,1604.92,,623.0,39.28304500016384,999904.4430450002,0.0,
2014-09-18,1601.5,1609.87,,623.0,39.28304500016384,1002988.293045,0.0,
2014-09-19,1609.86,1619.58,,623.0,39.28304500016384,1009037.6230450001,0.0,
2014-09-22,1613.81,1583.89,,623.0,39.28304500016384,986802.7530450003,0.0,
2014-09-23,1584.29,1595.64,,623.0,39.28304500016384,994123.0030450003,0.0,
2014-09-24,1589.35,1625.73,,623.0,39.28304500016384,1012869.0730450002,0.0,
2014-09-25,1633.44,1618.52,,623.0,39.28304500016384,1008377.2430450001,0.0,
2014-09-26,1613.91,1616.09,,623.0,39.28304500016384,1006863.3530450001,0.0,
2014-09-29,1621.09,1621.82,,623.0,39.28304500016384,1010433.1430450001,0.0,
2014-09-30,1623.04,1619.7,,623.0,39.28304500016384,1009112.3830450001,0.0,
2014-10-08,1625.26,1633.57,,623.0,39.28304500016384,1017753.3930450001,0.0,
2014-10-09,1633.54,1634.04,,623.0,39.28304500016384,1018046.2030450001,0.0,
2014-10-10,1626.58,1621.71,1.0,623.0,39.28304500016384,1010364.6130450002,0.0,
2014-10-13,1614.2,1605.99,1.0,623.0,39.28304500016384,1000571.0530450002,0.0,
2014-10-14,1603.35,1600.3,,623.0,39.28304500016384,997026.1830450002,0.0,
2014-10-15,1599.9,1612.77,,623.0,39.28304500016384,1004794.9930450001,0.0,
2014-10-16,1602.38,1608.74,,623.0,39.28304500016384,1002284.3030450002,0.0,
2014-10-17,1608.98,1608.52,,623.0,39.28304500016384,1002147.2430450001,0.0,
2014-10-20,1613.8,1612.4,,623.0,39.28304500016384,1004564.4830450002,0.0,
2014-10-21,1612.1,1600.84,,623.0,39.28304500016384,997362.6030450001,0.0,
2014-10-22,1602.45,1597.13,,623.0,39.28304500016384,995051.2730450003,0.0,
2014-10-23,1595.82,1586.56,,623.0,39.28304500016384,988466.1630450002,0.0,
2014-10-24,1587.91,1583.42,,623.0,39.28304500016384,986509.9430450002,0.0,
2014-10-27,1572.89,1559.91,,623.0,39.28304500016384,971863.2130450002,0.0,
2014-10-28,1562.75,1585.74,-1.0,0.0,973145.7364200002,973145.7364200002,32541.866105000023,973145.7364200002
2014-10-29,1591.28,1608.4,-1.0,0.0,973145.7364200002,973145.7364200002,0.0,
2014-10-30,1607.48,1619.1,,0.0,973145.7364200002,973145.7364200002,0.0,
2014-10-31,1623.65,1657.29,,0.0,973145.7364200002,973145.7364200002,0.0,
2014-11-03,1662.75,1651.05,1.0,584.0,1614.2134200002765,972660.2134200003,0.0,972660.2134200003
2014-11-04,1648.11,1645.62,1.0,584.0,1614.2134200002765,962656.2934200002,0.0,
2014-11-05,1645.29,1637.63,1.0,584.0,1614.2134200002765,957990.1334200003,0.0,
2014-11-06,1639.93,1635.96,1.0,584.0,1614.2134200002765,957014.8534200003,0.0,
2014-11-07,1637.14,1640.32,1.0,584.0,1614.2134200002765,959561.0934200003,0.0,
2014-11-10,1671.23,1689.02,1.0,584.0,1614.2134200002765,988001.8934200002,0.0,988001.8934200002
2014-11-11,1701.22,1710.88,1.0,584.0,1614.2134200002765,1000768.1334200003,0.0,1000768.1334200003
2014-11-12,1699.2,1731.02,1.0,584.0,1614.2134200002765,1012529.8934200002,0.0,1012529.8934200002
2014-11-13,1734.17,1726.34,1.0,584.0,1614.2134200002765,1009796.7734200002,0.0,
2014-11-14,1719.58,1728.81,,584.0,1614.2134200002765,1011239.2534200002,0.0,
2014-11-17,1758.99,1708.1,,584.0,1614.2134200002765,999144.6134200002,0.0,
2014-11-18,1709.14,1679.42,,584.0,1614.2134200002765,982395.4934200003,0.0,
2014-11-19,1675.84,1671.65,,584.0,1614.2134200002765,977857.8134200004,0.0,
2014-11-20,1667.14,1676.6,,584.0,1614.2134200002765,980748.6134200002,0.0,
2014-11-21,1676.4,1714.71,,584.0,1614.2134200002765,1003004.8534200003,0.0,
2014-11-24,1729.27,1758.1,,584.0,1614.2134200002765,1028344.6134200002,0.0,1028344.6134200002
2014-11-25,1757.68,1777.67,,584.0,1614.2134200002765,1039773.4934200003,0.0,1039773.4934200003
2014-11-26,1786.93,1820.49,,584.0,1614.2134200002765,1064780.37342,0.0,1064780.37342
2014-11-27,1834.25,1853.0,,584.0,1614.2134200002765,1083766.2134200004,0.0,1083766.2134200004
2014-11-28,1853.55,1914.44,,584.0,1614.2134200002765,1119647.1734200004,0.0,1119647.1734200004
2014-12-01,1936.81,1920.38,,584.0,1614.2134200002765,1123116.1334200003,0.0,1123116.1334200003
2014-12-02,1910.37,2021.54,,584.0,1614.2134200002765,1182193.5734200003,0.0,1182193.5734200003
2014-12-03,2031.13,2037.58,,584.0,1614.2134200002765,1191560.9334200001,0.0,1191560.9334200001
2014-12-04,2043.47,2160.66,,584.0,1614.2134200002765,1263439.6534200003,0.0,1263439.6534200003
2014-12-05,2201.82,2200.25,,584.0,1614.2134200002765,1286560.2134200004,0.0,1286560.2134200004
2014-12-08,2187.5,2298.85,,584.0,1614.2134200002765,1344142.6134200003,0.0,1344142.6134200003
2014-12-09,2283.16,2182.69,,584.0,1614.2134200002765,1276305.1734200004,0.0,
2014-12-10,2198.84,2254.82,-1.0,0.0,1285094.7121400004,1285094.7121400004,311948.9757200002,1285094.7121400004
2014-12-11,2211.54,2193.54,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-12,2186.74,2193.29,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-15,2170.28,2201.54,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-16,2205.88,2299.28,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-17,2326.85,2383.95,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-18,2389.84,2364.04,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-19,2366.45,2390.28,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-22,2393.04,2426.68,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-23,2392.61,2374.95,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-24,2381.41,2270.88,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-25,2295.22,2359.66,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-26,2365.03,2464.82,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-29,2533.99,2481.66,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-30,2481.08,2523.63,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2014-12-31,2529.57,2581.57,0.0,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-05,2612.85,2649.64,0.0,0.0,1285094.7121400004,1285094.7121400004,0.0,1285094.7121400004
2015-01-06,2616.29,2629.4,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-07,2608.88,2635.23,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-08,2647.82,2558.11,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-09,2554.29,2569.02,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-12,2565.74,2543.85,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-13,2537.98,2527.83,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-14,2539.25,2534.23,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-15,2534.77,2632.89,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-16,2642.74,2653.03,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-19,2448.93,2410.2,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-20,2381.14,2403.72,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-21,2425.26,2542.32,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-22,2546.7,2544.31,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-23,2556.92,2564.51,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-26,2563.91,2562.36,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-27,2570.43,2522.1,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-28,2497.05,2486.28,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-29,2444.4,2442.04,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-01-30,2456.05,2405.38,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-02,2337.2,2332.53,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-03,2362.41,2405.76,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-04,2412.75,2372.46,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-05,2456.38,2348.92,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-06,2335.36,2325.24,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-09,2319.24,2366.77,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-10,2363.16,2403.55,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-11,2408.08,2415.13,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-12,2415.14,2416.45,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-13,2426.95,2427.47,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-16,2427.17,2431.21,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-17,2437.69,2445.26,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-25,2448.2,2407.46,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-26,2401.14,2478.06,,0.0,1285094.7121400004,1285094.7121400004,0.0,
2015-02-27,2476.49,2474.6,1.0,518.0,1631.4812300007325,1284453.3012300006,0.0,1284453.3012300006
2015-03-02,2495.57,2479.24,1.0,518.0,1631.4812300007325,1285877.8012300006,0.0,1285877.8012300006
2015-03-03,2462.0,2396.8,1.0,518.0,1631.4812300007325,1243173.8812300009,0.0,
2015-03-04,2403.86,2397.99,1.0,518.0,1631.4812300007325,1243790.3012300006,0.0,
2015-03-05,2379.73,2366.9,,518.0,1631.4812300007325,1227685.6812300007,0.0,
2015-03-06,2370.89,2371.62,,518.0,1631.4812300007325,1230130.6412300006,0.0,
2015-03-09,2352.22,2429.87,,518.0,1631.4812300007325,1260304.1412300006,0.0,
2015-03-10,2413.84,2395.43,,518.0,1631.4812300007325,1242464.2212300007,0.0,
2015-03-11,2401.26,2408.5,,518.0,1631.4812300007325,1249234.4812300007,0.0,
2015-03-12,2444.42,2485.11,,518.0,1631.4812300007325,1288918.4612300007,0.0,1288918.4612300007
2015-03-13,2494.35,2495.28,1.0,518.0,1631.4812300007325,1294186.5212300008,0.0,1294186.5212300008
2015-03-16,2512.35,2550.86,1.0,518.0,1631.4812300007325,1322976.9612300007,0.0,1322976.9612300007
2015-03-17,2576.41,2583.2,1.0,518.0,1631.4812300007325,1339729.0812300006,0.0,1339729.0812300006
2015-03-18,2595.74,2649.64,1.0,518.0,1631.4812300007325,1374145.0012300008,0.0,1374145.0012300008
2015-03-19,2649.0,2630.24,1.0,518.0,1631.4812300007325,1364095.8012300006,0.0,
2015-03-20,2642.8,2680.68,1.0,518.0,1631.4812300007325,1390223.7212300007,0.0,1390223.7212300007
2015-03-23,2700.16,2720.67,1.0,518.0,1631.4812300007325,1410938.5412300008,0.0,1410938.5412300008
2015-03-24,2719.51,2683.65,1.0,518.0,1631.4812300007325,1391762.1812300007,0.0,
2015-03-25,2674.35,2649.16,1.0,518.0,1631.4812300007325,1373896.3612300006,0.0,
2015-03-26,2637.53,2687.76,1.0,518.0,1631.4812300007325,1393891.161230001,0.0,
2015-03-27,2693.19,2689.24,1.0,518.0,1631.4812300007325,1394657.8012300006,0.0,
2015-03-30,2716.43,2784.46,1.0,518.0,1631.4812300007325,1443981.7612300008,0.0,1443981.7612300008
2015-03-31,2826.63,2754.66,1.0,518.0,1631.4812300007325,1428545.3612300006,0.0,
2015-04-01,2758.96,2799.45,1.0,518.0,1631.4812300007325,1451746.5812300006,0.0,1451746.5812300006
2015-04-02,2821.21,2781.64,1.0,518.0,1631.4812300007325,1442521.0012300008,0.0,
2015-04-03,2771.03,2817.18,1.0,518.0,1631.4812300007325,1460930.7212300007,0.0,1460930.7212300007
2015-04-07,2854.41,2889.45,1.0,518.0,1631.4812300007325,1498366.5812300006,0.0,1498366.5812300006
2015-04-08,2907.58,2952.08,1.0,518.0,1631.4812300007325,1530808.9212300007,0.0,1530808.9212300007
2015-04-09,2973.81,2931.77,1.0,518.0,1631.4812300007325,1520288.3412300008,0.0,
2015-04-10,2925.93,2986.61,,518.0,1631.4812300007325,1548695.4612300007,0.0,1548695.4612300007
2015-04-13,3040.01,3041.12,,518.0,1631.4812300007325,1576931.6412300006,0.0,1576931.6412300006
2015-04-14,3057.41,3052.41,,518.0,1631.4812300007325,1582779.8612300006,0.0,1582779.8612300006
2015-04-15,3054.02,3053.3,,518.0,1631.4812300007325,1583240.8812300009,0.0,1583240.8812300009
2015-04-16,3045.85,3183.3,,518.0,1631.4812300007325,1650580.8812300009,0.0,1650580.8812300009
2015-04-17,3251.98,3235.33,,518.0,1631.4812300007325,1677532.4212300007,0.0,1677532.4212300007
2015-04-20,3267.85,3164.46,,518.0,1631.4812300007325,1640821.7612300008,0.0,
2015-04-21,3163.29,3214.36,,518.0,1631.4812300007325,1666669.9612300007,0.0,
2015-04-22,3219.7,3299.22,,518.0,1631.4812300007325,1710627.4412300007,0.0,1710627.4412300007
2015-04-23,3311.07,3273.4,,518.0,1631.4812300007325,1697252.6812300007,0.0,
2015-04-24,3226.38,3223.96,,518.0,1631.4812300007325,1671642.7612300008,0.0,
2015-04-27,3257.97,3308.45,,518.0,1631.4812300007325,1715408.5812300006,0.0,1715408.5812300006
2015-04-28,3309.53,3282.33,,518.0,1631.4812300007325,1701878.4212300007,0.0,
2015-04-29,3268.52,3283.28,,518.0,1631.4812300007325,1702370.5212300008,0.0,
2015-04-30,3290.58,3250.49,,518.0,1631.4812300007325,1685385.3012300006,0.0,
2015-05-04,3250.12,3272.0,,518.0,1631.4812300007325,1696527.4812300007,0.0,
2015-05-05,3266.81,3148.81,,518.0,1631.4812300007325,1632715.0612300008,0.0,
2015-05-06,3175.89,3139.02,,518.0,1631.4812300007325,1627643.8412300008,0.0,
2015-05-07,3116.79,3094.88,-1.0,0.0,1615321.4526200008,1615321.4526200008,330226.7404800004,1615321.4526200008
2015-05-08,3126.0,3110.45,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-11,3112.24,3169.13,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-12,3162.67,3188.31,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-13,3188.06,3141.3,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-14,3136.13,3128.57,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-15,3122.89,3060.41,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-18,3032.71,2998.39,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-19,2996.84,3116.09,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-20,3127.57,3122.85,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-21,3132.34,3150.9,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-22,3180.39,3248.86,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-25,3263.96,3349.95,,0.0,1615321.4526200008,1615321.4526200008,0.0,
2015-05-26,3382.76,3386.59,1.0,477.0,938.1443600009661,1614514.664360001,0.0,1614514.664360001
2015-05-27,3390.98,3344.74,1.0,477.0,938.1443600009661,1596379.124360001,0.0,
2015-05-28,3336.7,3124.62,1.0,477.0,938.1443600009661,1491381.884360001,0.0,
2015-05-29,3127.64,3111.33,-1.0,0.0,1492076.482220001,1492076.482220001,-123244.97039999976,1492076.482220001
2015-06-01,3114.79,3244.32,,0.0,1492076.482220001,1492076.482220001,0.0,
2015-06-02,3240.8,3258.31,,0.0,1492076.482220001,1492076.482220001,0.0,
2015-06-03,3251.91,3238.43,,0.0,1492076.482220001,1492076.482220001,0.0,
2015-06-04,3244.46,3299.03,,0.0,1492076.482220001,1492076.482220001,0.0,
2015-06-05,3349.57,3303.99,,0.0,1492076.482220001,1492076.482220001,0.0,
2015-06-08,3333.83,3458.71,1.0,447.0,1109.361215001205,1491331.3712150012,0.0,1491331.3712150012
2015-06-09,3494.82,3414.0,1.0,447.0,1109.361215001205,1527167.3612150012,0.0,1527167.3612150012
2015-06-10,3362.81,3370.38,1.0,447.0,1109.361215001205,1507669.2212150013,0.0,
2015-06-11,3369.0,3347.12,1.0,447.0,1109.361215001205,1497272.001215001,0.0,
2015-06-12,3364.44,3350.25,1.0,447.0,1109.361215001205,1498671.1112150012,0.0,
2015-06-15,3359.71,3262.48,1.0,447.0,1109.361215001205,1459437.9212150013,0.0,
2015-06-16,3233.15,3179.65,,447.0,1109.361215001205,1422412.9112150013,0.0,
2015-06-17,3198.14,3211.71,-1.0,0.0,1429963.1569250012,1429963.1569250012,-62113.32529499987,1429963.1569250012
2015-06-18,3183.23,3068.49,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-19,3030.22,2903.06,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-23,2907.07,3003.16,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-24,3009.77,3045.24,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-25,3069.4,2943.99,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-26,2875.12,2736.7,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-29,2802.77,2678.37,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-06-30,2678.63,2870.03,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-01,2823.94,2736.85,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-02,2767.99,2714.25,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-03,2674.56,2582.27,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-06,2807.75,2750.0,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-07,2682.5,2812.45,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-08,2596.71,2608.98,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-09,2575.34,2781.08,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-10,2749.12,2898.41,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-13,2855.7,2869.05,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-14,2821.97,2763.07,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-15,2725.92,2757.95,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-16,2754.83,2742.85,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-17,2756.87,2807.06,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-20,2798.56,2783.76,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-21,2757.66,2772.77,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-22,2757.28,2739.79,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-23,2741.42,2790.76,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-24,2794.05,2741.04,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-27,2698.8,2493.29,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-28,2427.03,2485.67,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-29,2496.9,2531.44,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-30,2525.08,2467.37,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-07-31,2452.05,2461.24,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-03,2433.24,2479.72,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-04,2476.16,2534.71,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-05,2529.13,2487.06,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-06,2452.53,2467.52,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-07,2489.81,2503.8,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-10,2527.62,2617.66,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-11,2612.95,2590.71,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-12,2562.68,2561.13,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-13,2562.87,2580.78,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-14,2588.43,2577.04,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-17,2560.37,2550.47,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-18,2554.08,2407.97,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-19,2379.21,2430.28,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-20,2406.57,2356.92,,0.0,1429963.1569250012,1429963.1569250012,0.0,
2015-08-21,2336.45,2271.36,,0.0,1429963.1569250012,1429963.1569250012,0.0,
