样本内数据年份数,第iyear窗口,bestShortEMA,bestMeduimEMA,bestDEA1,bestDEA2,样本内净资产
,,,,,,
,,,,,,
,,,,,,
8,3,1,35,26,0,3214550.8098150077
,,,,,,
,,,,,,
,,,,,,
,,,,,,
