,Open,Close,sign,hold,balance,netAsset,profit
2014-01-02,1570.05,1561.1,0.0,0.0,1000000.0,1000000.0,0.0
2014-01-30,1489.51,1477.35,0.0,0.0,1000000.0,1000000.0,0.0
2014-02-07,1467.36,1475.34,0.0,0.0,1000000.0,1000000.0,0.0
2014-02-14,1527.21,1534.24,1.0,654.0,705.262330000056,999500.60233,0.0
2014-02-25,1469.26,1440.89,-1.0,0.0,961120.8543100002,961120.8543100002,-38879.1456899998
2014-02-28,1447.77,1464.32,0.0,0.0,961120.8543100002,961120.8543100002,0.0
2014-03-03,1459.86,1462.69,0.0,0.0,961120.8543100002,961120.8543100002,0.0
2014-03-31,1473.15,1465.78,0.0,0.0,961120.8543100002,961120.8543100002,0.0
2014-04-01,1463.71,1473.14,0.0,0.0,961120.8543100002,961120.8543100002,0.0
2014-04-03,1498.11,1477.49,1.0,641.0,352.20005500037223,960640.7100550003,0.0
2014-04-30,1499.12,1494.81,0.0,641.0,352.20005500037223,958525.4100550003,0.0
2014-05-05,1490.1,1487.53,0.0,641.0,352.20005500037223,953858.9300550004,0.0
2014-05-12,1492.63,1508.39,-1.0,0.0,956649.6421400005,956649.6421400005,956297.4420850001
2014-05-13,1507.0,1503.52,1.0,634.0,733.9231400005519,956171.9231400006,0.0
2014-05-20,1466.05,1460.82,-1.0,0.0,929744.8852900006,929744.8852900006,-26904.75684999989
2014-05-30,1485.1,1482.1,0.0,0.0,929744.8852900006,929744.8852900006,0.0
2014-06-03,1482.44,1477.52,0.0,0.0,929744.8852900006,929744.8852900006,0.0
2014-06-16,1503.66,1518.7,1.0,618.0,18.374350000638515,929280.2543500006,0.0
2014-06-23,1483.66,1475.76,-1.0,0.0,916461.8034100007,916461.8034100007,-13283.081879999838
2014-06-30,1475.72,1482.41,0.0,0.0,916461.8034100007,916461.8034100007,0.0
2014-07-01,1486.79,1481.66,0.0,0.0,916461.8034100007,916461.8034100007,0.0
2014-07-04,1489.82,1492.46,1.0,614.0,1254.9486700007692,916004.4286700008,0.0
2014-07-11,1462.35,1468.54,-1.0,0.0,898688.9072200008,898688.9072200008,-17772.89619
2014-07-17,1479.12,1473.67,1.0,607.0,414.1543000008678,898239.9943000008,0.0
2014-07-18,1466.58,1478.76,-1.0,0.0,890183.1072700009,890183.1072700009,-8505.799949999899
2014-07-23,1495.25,1506.76,1.0,595.0,64.52039500093088,889738.2703950009,0.0
2014-07-31,1602.67,1621.85,0.0,595.0,64.52039500093088,965065.2703950009,0.0
2014-08-01,1616.79,1607.97,0.0,595.0,64.52039500093088,956806.670395001,0.0
2014-08-29,1570.4,1581.28,0.0,595.0,64.52039500093088,940926.1203950009,0.0
2014-09-01,1582.02,1586.02,0.0,595.0,64.52039500093088,943746.420395001,0.0
2014-09-19,1609.86,1619.58,-1.0,0.0,957452.2870450009,957452.2870450009,957387.76665
2014-09-22,1613.81,1583.89,1.0,592.0,1599.0792850009166,956974.5992850009,0.0
2014-09-23,1584.29,1595.64,-1.0,0.0,939029.809445001,939029.809445001,-18422.477599999984
2014-09-26,1613.91,1616.09,1.0,581.0,879.2585900009144,938560.968590001,0.0
2014-09-30,1623.04,1619.7,0.0,581.0,879.2585900009144,941924.958590001,0.0
2014-10-08,1625.26,1633.57,-1.0,0.0,944683.1805600009,944683.1805600009,943803.92197
2014-10-20,1613.8,1612.4,1.0,585.0,138.14406000101008,944211.144060001,0.0
2014-10-27,1572.89,1559.91,-1.0,0.0,919818.723735001,919818.723735001,-24864.456824999885
2014-10-31,1623.65,1657.29,0.0,0.0,919818.723735001,919818.723735001,0.0
2014-11-03,1662.75,1651.05,1.0,552.0,1521.8047350010602,919359.8047350011,0.0
2014-11-28,1853.55,1914.44,0.0,552.0,1521.8047350010602,1058292.684735001,0.0
2014-12-01,1936.81,1920.38,0.0,552.0,1521.8047350010602,1061571.564735001,0.0
2014-12-31,2529.57,2581.57,0.0,552.0,1521.8047350010602,1426548.4447350013,0.0
2015-01-05,2612.85,2649.64,0.0,552.0,1521.8047350010602,1464123.084735001,0.0
2015-01-30,2456.05,2405.38,0.0,552.0,1521.8047350010602,1329291.564735001,0.0
2015-02-02,2337.2,2332.53,-1.0,0.0,1291011.1375350012,1291011.1375350012,1289489.3328
2015-02-27,2476.49,2474.6,0.0,0.0,1291011.1375350012,1291011.1375350012,0.0
2015-03-02,2495.57,2479.24,1.0,517.0,156.34269000100903,1290366.0326900012,0.0
2015-03-09,2352.22,2429.87,-1.0,0.0,1215646.0338200012,1215646.0338200012,-75365.10371499998
2015-03-10,2413.84,2395.43,1.0,503.0,877.4330600011162,1215038.9530600011,0.0
2015-03-12,2444.42,2485.11,-1.0,0.0,1229805.9214300013,1229805.9214300013,14159.887610000093
2015-03-13,2494.35,2495.28,1.0,492.0,1972.1113300013822,1229192.3113300013,0.0
2015-03-31,2826.63,2754.66,0.0,492.0,1972.1113300013822,1357264.8313300014,0.0
2015-04-01,2758.96,2799.45,0.0,492.0,1972.1113300013822,1379301.5113300013,0.0
2015-04-30,3290.58,3250.49,0.0,492.0,1972.1113300013822,1601213.1913300012,0.0
