Date,netAsset,yearTotalRate
2014-01-02,1000000.0,
2014-12-31,1408095.3100750004,0.40941984377224094
2015-12-31,1661512.117245,0.17997134523266167
2016-12-30,1661512.117245,0.0
2017-12-29,1830602.9034500022,0.10176921639631265
2018-12-28,1684620.5595400026,-0.07974550003983794
2019-12-31,2183519.9494100036,0.29614941302047804
2020-12-31,2213721.2544150045,0.01383147656295125
2021-12-31,1939456.2683450053,-0.12389318913707414
