,real,predict,ratio
2014-01-02,1536.07,1436.6558773982524,0.05537030270062299
2014-01-03,1512.93,1439.9153534132242,
2014-01-06,1510.65,1445.073782529235,
2014-01-07,1515.33,1445.8549658554791,
2014-01-08,1503.88,1440.2220237362385,
2014-01-09,1498.27,1430.0819589930773,
2014-01-10,1494.61,1419.3541445064545,
2014-01-13,1499.29,1412.164662771225,
2014-01-14,1488.51,1408.8415699350833,
2014-01-15,1493.09,1406.9487442332506,
2014-01-16,1475.67,1403.0359793323278,
2014-01-17,1464.84,1400.778212942481,
2014-01-20,1478.88,1398.7158625292777,
2014-01-21,1514.12,1395.3885045427085,
2014-01-22,1499.03,1390.7111964094638,
2014-01-23,1502.06,1389.5199579167365,
2014-01-24,1478.87,1390.678216584325,
2014-01-27,1487.8,1395.9885090845823,
2014-01-28,1494.49,1403.0215018498898,
2014-01-29,1477.35,1406.01281404078,
2014-01-30,1475.34,1402.420055567026,
