,real,predict,ratio
2014-01-02,1561.1,1580.9169614064692,0.03276031794055711
2014-01-03,1536.07,1568.4354492235184,
2014-01-06,1512.93,1558.3987693238257,
2014-01-07,1510.65,1551.85590842247,
2014-01-08,1515.33,1548.779713730812,
2014-01-09,1503.88,1547.4962038147448,
2014-01-10,1498.27,1548.1111664193868,
2014-01-13,1494.61,1550.6047776061296,
2014-01-14,1499.29,1548.3879206168651,
2014-01-15,1488.51,1543.4098292696476,
2014-01-16,1493.09,1536.4557117509842,
2014-01-17,1475.67,1529.4888588535784,
2014-01-20,1464.84,1522.8670626330374,
2014-01-21,1478.88,1515.771654497385,
2014-01-22,1514.12,1510.303971939087,
2014-01-23,1499.03,1504.1929124641417,
2014-01-24,1502.06,1500.6729018378257,
2014-01-27,1478.87,1497.6303477692604,
2014-01-28,1487.8,1492.8012363243104,
2014-01-29,1494.49,1490.5984363096952,
2014-01-30,1477.35,1490.9134567159415,
2014-02-07,1475.34,1493.5321990060806,
2014-02-10,1505.83,1496.4039067673682,
2014-02-11,1528.32,1498.4523804235457,
2014-02-12,1527.0,1499.239090423584,
2014-02-13,1528.02,1499.0670426654815,
2014-02-14,1534.24,1497.5622255074977,
2014-02-17,1538.1,1497.1039921629429,
2014-02-18,1508.54,1501.0785116362572,
2014-02-19,1533.4,1509.6412516641617,
2014-02-20,1520.14,1519.6742070662974,
2014-02-21,1505.33,1529.8428062665462,
2014-02-24,1468.06,1539.5315460073948,
2014-02-25,1440.89,1545.8279292720556,
2014-02-26,1444.2,1549.7546310025452,
2014-02-27,1452.46,1553.396769105196,
2014-02-28,1464.32,1554.533161367774,
2014-03-03,1462.69,1552.1571121442319,
2014-03-04,1464.28,1545.7214206564427,
2014-03-05,1448.33,1532.716856856942,
2014-03-06,1459.51,1521.2280434179306,
2014-03-07,1455.58,1508.0499300467968,
2014-03-10,1408.87,1497.9674147981405,
2014-03-11,1412.73,1490.5140944617985,
2014-03-12,1418.7,1485.1257677304745,
2014-03-13,1437.39,1480.815923331976,
2014-03-14,1426.4,1476.958425168991,
2014-03-17,1434.16,1474.2615285027027,
2014-03-18,1427.63,1469.1991553801297,
2014-03-19,1418.71,1462.710299693346,
2014-03-20,1406.92,1458.409225885868,
2014-03-21,1464.08,1453.892551727891,
2014-03-24,1477.53,1449.7765013474225,
