,real,predict,ratio
2014-01-02,1561.1,1591.7784973698854,0.028362195709546414
2014-01-03,1536.07,1587.9695978927612,
2014-01-06,1512.93,1586.1439332920313,
2014-01-07,1510.65,1586.2187236058712,
2014-01-08,1515.33,1588.405724542141,
2014-01-09,1503.88,1586.7319233256578,
2014-01-10,1498.27,1582.3376770067214,
2014-01-13,1494.61,1576.0217100936175,
2014-01-14,1499.29,1569.282892562747,
2014-01-15,1488.51,1562.3865047562122,
2014-01-16,1493.09,1554.9698286700248,
2014-01-17,1475.67,1548.9924906718732,
2014-01-20,1464.84,1542.5927225637436,
2014-01-21,1478.88,1538.7745719152688,
2014-01-22,1514.12,1535.6711042898894,
2014-01-23,1499.03,1531.3918968874216,
2014-01-24,1502.06,1529.362886734605,
2014-01-27,1478.87,1529.5658718514442,
2014-01-28,1487.8,1532.1865965354443,
2014-01-29,1494.49,1534.9293886232376,
2014-01-30,1477.35,1537.045023380518,
2014-02-07,1475.34,1466.473003386259,
2014-02-10,1505.83,1466.7663376051187,
2014-02-11,1528.32,1466.624626480341,
2014-02-12,1527.0,1467.5242728579044,
2014-02-13,1528.02,1470.2472410070895,
2014-02-14,1534.24,1474.2698185133934,
2014-02-17,1538.1,1480.7991030204296,
2014-02-18,1508.54,1488.0508199083804,
2014-02-19,1533.4,1496.6931560534238,
2014-02-20,1520.14,1503.1511945265531,
2014-02-21,1505.33,1507.9013105797767,
2014-02-24,1468.06,1512.6375498759746,
2014-02-25,1440.89,1515.6558947104215,
2014-02-26,1444.2,1513.4875763344764,
2014-02-27,1452.46,1506.0209799665213,
2014-02-28,1464.32,1494.9968877065182,
2014-03-03,1462.69,1543.4736863809824,
2014-03-04,1464.28,1531.2727129656075,
2014-03-05,1448.33,1520.856614895463,
2014-03-06,1459.51,1513.3607631999255,
2014-03-07,1455.58,1505.7956478643416,
2014-03-10,1408.87,1500.4294879007339,
2014-03-11,1412.73,1496.385584642291,
2014-03-12,1418.7,1494.136408625841,
2014-03-13,1437.39,1490.6740676391125,
2014-03-14,1426.4,1485.7204858887196,
2014-03-17,1434.16,1481.7719778257608,
2014-03-18,1427.63,1476.945689790249,
2014-03-19,1418.71,1472.9789797472954,
2014-03-20,1406.92,1469.2340575265885,
2014-03-21,1464.08,1465.646285073757,
2014-03-24,1477.53,1462.3294397819043,
2014-03-25,1470.12,1463.0571585464477,
2014-03-26,1467.08,1471.289920105338,
2014-03-27,1464.53,1480.1713449645042,
2014-03-28,1472.05,1488.1632757055759,
2014-03-31,1465.78,1494.497264381051,
2014-04-01,1473.14,1500.0948838460445,
2014-04-02,1491.3,1506.5459539043902,
2014-04-03,1477.49,1511.6130727577208,
2014-04-04,1490.33,1516.026482217312,
2014-04-08,1534.75,1520.24645809412,
2014-04-09,1530.88,1524.4047394710778,
2014-04-10,1570.4,1529.5230401295423,
2014-04-11,1565.31,1537.4428237485886,
2014-04-14,1557.7,1548.511429761648,
2014-04-15,1523.22,1562.8438970851898,
2014-04-16,1527.05,1577.935561184883,
2014-04-17,1520.56,1589.693739898801,
2014-04-18,1521.28,1596.9905111926794,
2014-04-21,1493.76,1599.7081328856946,
2014-04-22,1509.55,1598.3267647999526,
2014-04-23,1507.04,1593.3916253197192,
2014-04-24,1510.29,1586.3300980973243,
2014-04-25,1501.05,1577.96697912395,
2014-04-28,1483.78,1571.394622604847,
2014-04-29,1496.01,1565.8606199610233,
2014-04-30,1494.81,1560.453730814457,
2014-05-05,1487.53,1472.5714476275443,
2014-05-06,1485.25,1468.1200122493506,
2014-05-07,1476.18,1462.708497517109,
2014-05-08,1478.72,1458.1990320640803,
2014-05-09,1480.74,1452.9780674326419,
2014-05-12,1508.39,1448.6155394154787,
2014-05-13,1503.52,1443.5041470992564,
2014-05-14,1500.82,1440.9501630085706,
2014-05-15,1488.77,1443.2708854216337,
