shortMA,mediumMA,netAsset
15,44,9302194.97989003
15,45,8917092.657545032
15,46,8712954.394055028
15,47,8278223.85026503
15,48,7708227.864495026
15,49,6990756.238025029
15,50,6737280.701405026
15,51,7541939.652040026
15,52,7474885.368665026
15,53,8748293.514515027
15,54,8631346.112135027
15,55,9225203.543970032
15,56,8913346.655085033
15,57,8703324.362850029
15,58,8841591.827970019
15,59,9094790.762965025
15,60,8767199.382480027
15,61,9229679.038880028
15,62,10230209.914935034
15,63,10141376.334075036
15,64,9768363.64764503
15,65,10159080.247505037
15,66,11273985.975885032
15,67,9947683.950540032
15,68,9822233.356500031
15,69,9338262.270945026
15,70,9276739.375140015
15,71,8936714.053820016
15,72,7678679.585480019
15,73,8295996.23127002
15,74,7795744.147635021
15,75,8038684.438220026
15,76,7335098.548835015
15,77,6986882.875105019
15,78,6799303.572370019
15,79,6501677.130590024
15,80,6320750.113955014
15,81,6210936.223345018
15,82,6632130.306775019
15,83,6948377.829830019
15,84,7477636.372445019
15,85,7397631.459520014
15,86,7601034.918535016
15,87,7514396.343515015
15,88,8070308.990705023
15,89,7992108.468480021
15,90,8390753.907965023
15,91,9243634.149435017
15,92,8847028.757655013
15,93,8862045.703040017
15,94,8683964.719765013
15,95,9078345.701440018
15,96,9265004.863600014
15,97,10177164.156550018
15,98,10840653.062395008
15,99,10174404.494745016
15,100,9907506.245855017
