shortMA,mediumMA,netAsset
7,47,9713002.227750042
7,48,10536996.819925055
7,49,7999129.111675045
7,50,7927543.366635034
7,51,8686853.58573003
7,52,9818899.788605034
7,53,10920350.72504005
7,54,12862355.819885043
7,55,11900726.229285033
7,56,12222031.074370038
7,57,11742735.45014503
7,58,12122064.15971504
7,59,11876751.059285035
7,60,10909485.442870045
7,61,11925865.36773504
7,62,11098868.835775051
7,63,10735654.294430053
7,64,10962913.762650045
7,65,10446195.262615051
7,66,8874822.779315045
7,67,8610879.431300042
7,68,8453369.078960044
7,69,8964599.960825041
7,70,9155687.758730039
7,71,9696731.152500045
7,72,10517095.77090505
7,73,11831037.170855032
7,74,11424317.919135036
7,75,11086140.187850036
7,76,10617482.007745037
7,77,11202681.390025023
7,78,10805388.857030045
7,79,10442172.745925028
7,80,9993529.26009004
7,81,9834483.557730036
7,82,9708269.566910028
7,83,9278033.424050037
7,84,8883149.063080031
7,85,8998165.403185038
7,86,8717108.50725003
7,87,8071458.182425036
7,88,8334959.672750026
7,89,8862749.170395017
7,90,8972210.018405015
7,91,9059786.662915021
7,92,9089792.49185502
7,93,9314604.52055502
7,94,8968346.43844002
7,95,9965969.950720036
7,96,10373899.323470036
7,97,10549321.512525035
7,98,10374727.422520032
7,99,9936289.991420032
7,100,10366173.88019003
8,20,3863215.4012250435
8,21,4675669.192805054
8,22,4525400.632190052
8,23,5049806.830400049
8,24,6584158.767610045
8,25,7089239.9450550545
8,26,6392795.527805052
8,27,7634001.57751506
8,28,8243642.90463505
8,29,9271731.485235065
8,30,9404412.642195068
8,31,8202806.599395044
8,32,8972240.501475045
8,33,9811445.38766008
8,34,9286219.199025052
8,35,10131538.687830051
8,36,10523657.40252006
8,37,10483432.576595044
8,38,11073665.097730057
8,39,11977400.72347505
8,40,10898090.552005056
8,41,11656763.66673507
8,42,10844988.44791506
8,43,9801994.314775031
8,44,8286986.759700038
8,45,8280227.806095046
8,46,8192805.998420036
8,47,7915075.818070028
8,48,8084197.932395036
8,49,8473521.276515035
8,50,8218962.81297003
8,51,8393752.269895038
8,52,10567972.206330031
8,53,10946397.549425028
8,54,11360878.633205034
8,55,12584180.625075035
8,56,11169999.963980028
8,57,10504757.049460027
8,58,10397753.577020034
8,59,10456052.72345003
8,60,11242558.518620024
8,61,10819831.17219503
8,62,11115149.182305038
8,63,11534801.765410041
8,64,11418625.750365045
8,65,11883231.397960043
8,66,10759616.638425047
8,67,10493658.102545056
8,68,10226581.655895047
8,69,9947678.728050042
8,70,10374359.289525036
8,71,10996604.148735033
8,72,11491063.538815036
8,73,11020361.148625031
8,74,10394523.658740027
8,75,10303374.718510034
8,76,10187843.30907002
8,77,9835646.310615033
8,78,9669490.835605025
8,79,9681059.013890035
8,80,9791871.858280027
8,81,9006936.90630503
8,82,9593860.448295023
8,83,9207477.676075032
8,84,9207151.185835028
8,85,8895116.46629003
8,86,9325660.243900025
8,87,8591977.864260023
8,88,9752628.236760031
8,89,10206115.393430024
8,90,9340035.902805028
8,91,9338238.18151503
8,92,9015787.332930023
8,93,8652942.31904502
8,94,8804484.939850021
8,95,8731187.530770026
8,96,9541385.431340022
8,97,9688798.860190025
8,98,8965939.246105019
8,99,8411119.822440023
8,100,9357103.468170023
9,20,3300451.60644004
9,21,3308885.103135034
9,22,4391916.988510053
9,23,6104004.75286505
9,24,7047991.237185063
9,25,7361974.616535044
9,26,7613998.537920051
9,27,8807537.05310507
9,28,10187852.350860067
9,29,8898956.824670063
9,30,8289816.695455055
9,31,8035754.143975055
9,32,8140415.5248300405
9,33,8632458.866665058
9,34,9352879.137105046
9,35,8734933.600905057
9,36,7982173.108355032
9,37,11095499.230525052
9,38,10222913.140670035
9,39,9350587.534330038
9,40,9741885.478115033
9,41,9303453.552070055
9,42,9459877.92168505
9,43,10332867.028475046
9,44,9189449.240805047
9,45,10148645.920485038
9,46,9076435.132800046
9,47,9383058.050285038
9,48,9538349.645890033
9,49,9119902.361350033
9,50,8828976.48291003
9,51,8386951.06032003
9,52,9400589.424730025
9,53,10437980.802685032
9,54,10485311.465470038
9,55,10738388.466895035
9,56,10413563.575150035
9,57,10097461.878725028
9,58,10173680.222770026
9,59,10159382.023345038
9,60,10272394.459840039
9,61,10165602.769370038
9,62,10700411.052000025
9,63,12543909.927570041
9,64,12102353.480090043
9,65,12099501.871180043
9,66,11584118.95553003
9,67,10814605.630105026
9,68,10935546.87540003
9,69,9976548.575495033
9,70,9972276.882905034
9,71,9340885.84028003
9,72,10340884.095800024
9,73,11053470.853885027
9,74,10913282.542005034
9,75,10723384.491525032
9,76,11070255.45244503
9,77,11155668.210325036
9,78,10060497.057730032
9,79,10113012.541615024
9,80,9800434.961150033
9,81,10339511.394150026
9,82,10242375.915800033
9,83,9475096.91089003
9,84,9744310.319285031
9,85,8913384.981340028
9,86,9443644.136535024
9,87,8350591.244130024
9,88,9029748.49523503
9,89,9113356.716105029
9,90,9611668.36602503
9,91,9313798.36095502
9,92,9066601.585645033
9,93,9205965.81413503
9,94,8775539.070800029
9,95,8655255.903645026
9,96,9297071.114970025
9,97,10173755.265730027
9,98,9470355.802990027
9,99,9162479.151910024
9,100,8753642.476035023
10,20,4295652.110070049
10,21,4655846.2426250605
10,22,4951956.205560051
10,23,5765393.856285039
10,24,7485446.855970053
10,25,9445188.871865066
10,26,9172288.793745061
10,27,8544078.323210053
10,28,9855487.294295067
10,29,7797626.2781300405
10,30,7459261.105185039
10,31,9369042.11591005
10,32,7931703.758270045
10,33,7759541.06429504
10,34,7312532.149025039
10,35,8953588.29113504
10,36,9058005.650245044
10,37,9315398.716060048
10,38,8950231.374620037
10,39,8571943.265980033
10,40,9154920.748575037
10,41,10056103.486500049
10,42,9414267.65714003
10,43,10427343.092040028
10,44,10274983.03477004
10,45,10391473.340485051
10,46,10162965.024630034
10,47,8125554.795895031
10,48,9081377.722080033
10,49,8615058.967035023
10,50,7973969.478790023
10,51,9145233.516730024
10,52,9365197.665175036
10,53,9463826.126895027
10,54,10668266.636655029
10,55,10673748.60770003
10,56,10462582.251585027
10,57,10860430.357110037
10,58,11303816.122605033
10,59,10865198.810195038
10,60,10905332.494800035
10,61,11961606.554965036
10,62,12483737.539220039
10,63,11746396.750885034
10,64,12059081.02035504
10,65,12114809.294295039
10,66,10536718.923680032
10,67,10174505.06849002
10,68,9287049.458645029
10,69,9529220.669040028
10,70,9570951.235790031
10,71,9725343.522295045
10,72,10355077.496475032
10,73,11466491.309445024
10,74,10680777.88106003
10,75,10189626.356435025
10,76,10187152.312530026
10,77,10069280.283110026
10,78,9929616.218185026
10,79,9651814.192365028
10,80,9259822.60962002
10,81,9100229.013720024
10,82,9241018.570050025
10,83,9234140.828230033
10,84,8992257.65184002
10,85,9529964.949105034
10,86,9469269.002465034
10,87,9772283.893160023
10,88,10329661.079635028
10,89,8757821.170185022
10,90,9164219.982225023
10,91,9630373.870990025
10,92,8758309.659635026
10,93,9108706.000545017
10,94,9125068.562660024
10,95,8872041.61866002
10,96,10229840.320160031
10,97,9745275.50932503
10,98,8757350.581365023
10,99,8615079.525210029
10,100,8507255.160870029
11,20,4719001.954960061
11,21,4385895.163985038
11,22,5450528.521190058
11,23,7372496.754845054
11,24,8222529.115160057
11,25,8561310.891075054
11,26,8171917.327450051
11,27,8061889.810065052
11,28,7018091.846700048
11,29,7298077.920160039
11,30,7487894.20911005
11,31,8415763.761830045
11,32,7389826.811190035
11,33,6962202.893005034
11,34,7577219.261610035
11,35,7934566.6596000325
11,36,7029918.577165031
11,37,7674706.003235026
11,38,8011059.948370038
11,39,8748886.202950036
11,40,9707763.50770505
11,41,10781839.900895035
11,42,11976428.485245042
11,43,11003169.601395039
11,44,11121827.246875038
11,45,11264383.602290038
11,46,10326009.064905027
11,47,9518153.152355034
11,48,8752653.571490027
11,49,7908551.6095450185
11,50,8745102.025050024
11,51,8892419.784375023
11,52,9556078.499725036
11,53,10516897.386150029
11,54,9888186.259205021
11,55,10966515.840520022
11,56,10689580.374525035
11,57,10638435.076000033
11,58,10624584.159710044
11,59,11890489.055515034
11,60,11831340.221910032
11,61,12085456.658605034
11,62,11273024.836710045
11,63,11215667.07765504
11,64,11162369.021155039
11,65,11467956.312395034
11,66,10649193.689905034
11,67,10118846.769940032
11,68,10139623.160145037
11,69,11475048.859285044
11,70,10122941.356725039
11,71,10695597.173795035
11,72,10603804.597515028
11,73,10976387.734985035
11,74,10508465.933285024
11,75,10078546.330560032
11,76,9859985.450850034
11,77,9594325.893315036
11,78,9488836.06515003
11,79,9768838.47961002
11,80,8717514.106750026
11,81,8782114.112110013
11,82,8990152.266980024
11,83,8594870.442790026
11,84,8401284.327010032
11,85,7996704.134310024
11,86,8448106.665725024
11,87,7497245.153295017
11,88,7168801.608700018
11,89,7900470.93328502
11,90,7443123.758620022
11,91,8697766.287960017
11,92,8314056.141260017
11,93,8574871.061360026
11,94,8518145.899360025
11,95,8839645.535755018
11,96,8338761.364685029
11,97,7479635.55857502
11,98,7629431.524215014
11,99,8102387.464650018
11,100,7975374.5412250245
12,20,5011693.73411006
12,21,6535453.516860064
12,22,6359745.419800063
12,23,8251214.691130073
12,24,10251407.454045074
12,25,8248508.759985066
12,26,7394181.740720051
12,27,7387281.426480039
12,28,8405890.863140058
12,29,7917723.051160036
12,30,7829637.869075041
12,31,7625793.890780042
12,32,7546900.025945043
12,33,6657205.218695035
12,34,7347054.650485036
12,35,7843901.609105038
12,36,8934334.218325041
12,37,9702932.336555045
12,38,9717453.349355044
12,39,10077103.578995043
12,40,11003308.334960045
12,41,11135995.668915045
12,42,10311692.885820033
12,43,11675833.03146005
12,44,11775669.488390043
12,45,11417675.647435043
12,46,11759807.583650019
12,47,10899051.776045036
12,48,10205400.49444003
12,49,9592333.101605035
12,50,10511982.418195033
12,51,10258833.857465027
12,52,10167597.481105033
12,53,11122665.196825024
12,54,9692780.171045018
12,55,10716794.964255035
12,56,10280462.500830034
12,57,10685629.38665504
12,58,11661286.37346504
12,59,11115497.439955033
12,60,10587897.48648003
12,61,9968165.461540028
12,62,10671240.611195022
12,63,10259679.412875036
12,64,9816675.073755033
12,65,9720528.742085032
12,66,9765673.371230029
12,67,10997127.52012004
12,68,10781946.113140047
12,69,10396703.225385027
12,70,9897508.00322503
12,71,10239541.778110035
12,72,10120144.363500038
12,73,10364105.043860031
12,74,10446777.821135037
12,75,10378449.833865035
12,76,9698475.708315028
12,77,9721731.122415025
12,78,10019668.28378003
12,79,9478739.571340024
12,80,9352898.779495025
12,81,9358752.436590023
12,82,8745081.684210025
12,83,7633828.427680016
12,84,7328431.849490016
12,85,7439810.2439500205
12,86,7483210.26678502
12,87,7519199.429400021
12,88,7761009.673500024
12,89,8141543.543765017
12,90,8105777.766915018
12,91,8524696.82048502
12,92,7679886.07171502
12,93,8050974.441145019
12,94,7552046.884285018
12,95,7553812.349655018
12,96,8071004.212635017
12,97,7693887.998705018
12,98,7670079.030910018
12,99,7741893.583405023
12,100,7623337.469215021
13,20,4604415.8016750645
13,21,5180566.900765064
13,22,6579102.847240058
13,23,8016802.037350057
13,24,7996565.416175051
13,25,7729794.548290047
13,26,7392492.110905065
13,27,9100666.458380064
13,28,9416934.559960071
13,29,8257459.973640043
13,30,9007007.789255042
13,31,8287385.519590039
13,32,8472296.712450035
13,33,8347993.103905028
13,34,8545120.68282004
13,35,8622176.286180044
13,36,8656154.280230034
13,37,9684522.284530036
13,38,11175017.143235056
13,39,12371714.850260053
13,40,12089132.60230505
13,41,12298293.371680047
13,42,11025565.389830044
13,43,12500484.098660043
13,44,12134866.654390033
13,45,12351258.956940036
13,46,11189318.267940043
13,47,9973616.557100033
13,48,9900748.83426003
13,49,9831285.812145036
13,50,9608576.971850034
13,51,8928997.876065029
13,52,8164850.9002400255
13,53,8548638.900545018
13,54,9335102.28268503
13,55,9701306.34389003
13,56,9641828.096300032
13,57,10040820.754370026
13,58,9891594.61077003
13,59,9811006.01684002
13,60,10451505.602410035
13,61,9451239.587330034
13,62,9260257.40669502
13,63,9197712.558225024
13,64,9495741.144005029
13,65,9341812.493785024
13,66,10751149.608020034
13,67,10755931.479840035
13,68,10219963.22789504
13,69,10394349.812900038
13,70,10297155.95406003
13,71,10479545.725320026
13,72,10530524.764785038
13,73,11226843.905335024
13,74,11499844.93351503
13,75,10877133.47051003
13,76,10744111.969185032
13,77,10544494.930390036
13,78,10521574.090070033
13,79,10596925.466440037
13,80,8324729.06169003
13,81,8659746.845820019
13,82,8845923.25578002
13,83,8477774.118060023
13,84,8018005.574240016
13,85,8457850.458530024
13,86,8173589.722790018
13,87,7275453.507510015
13,88,7005401.4956950145
13,89,6896856.042335019
13,90,7683926.92839002
13,91,8214637.370825024
13,92,7809130.933265017
13,93,7276783.028465023
13,94,7505594.092670014
13,95,7193948.005350014
13,96,7404209.140640015
13,97,7988176.526250015
13,98,8037372.334945012
13,99,8235634.499785012
13,100,8206904.004380013
14,20,4068406.4703600565
14,21,4767358.958695057
14,22,8070874.463920069
14,23,9677502.403225068
14,24,10406072.24353007
14,25,10262950.078105064
14,26,9307863.739180066
14,27,11297389.658455066
14,28,9932135.25204005
14,29,9449647.199555045
14,30,9608490.91686504
14,31,8305123.633395042
14,32,7914195.285380028
14,33,7606268.582195031
14,34,8390956.475285025
14,35,8264848.760680041
14,36,9438774.785215026
14,37,10095260.08291503
14,38,10397369.821685031
14,39,10691086.60102004
14,40,11349771.733140048
14,41,11363615.46545004
14,42,11285136.83175004
14,43,10108461.013725035
14,44,10574792.309810033
14,45,9871154.932150038
14,46,9843930.215625035
14,47,9535636.942750037
14,48,9122877.693555037
14,49,8445840.030400025
14,50,8269940.243210034
14,51,7606340.894945027
14,52,6936567.8546450315
14,53,7635463.398945025
14,54,8522864.46833003
14,55,8881424.904000029
14,56,9489939.543315032
14,57,9917298.816260032
14,58,9310576.085830027
14,59,9614402.370550029
14,60,10090866.430255031
14,61,10389933.07387003
14,62,10304451.542395027
14,63,10335306.724200027
14,64,10363258.087315032
14,65,11567475.529150045
14,66,11620098.830185028
14,67,10763571.765565043
14,68,10631957.895660035
14,69,10109598.988615032
14,70,10335283.172000034
14,71,10331497.171695031
14,72,9773808.012040025
14,73,9686458.662415024
14,74,9707035.965105025
14,75,9831216.705830028
14,76,8605687.889805023
14,77,8187796.340490023
14,78,7945524.21440502
14,79,7657627.527715022
14,80,6985149.342230025
14,81,7027394.14808502
14,82,6767756.483120015
14,83,6735757.141000021
14,84,7231663.341540019
14,85,7719558.03533002
14,86,8007721.668445017
14,87,7710666.137580023
14,88,6551821.804610021
14,89,6979150.216270022
14,90,7889243.857335024
14,91,8661267.235275017
14,92,8398644.555160018
14,93,8349045.822150016
14,94,8195752.3940800205
14,95,7613911.100265017
14,96,8139090.847245016
14,97,8393721.277390016
14,98,8354248.146290012
14,99,8419421.84217502
14,100,8955566.204690007
15,20,3992805.8436700646
15,21,4803786.267510057
15,22,9014517.702970091
15,23,9748529.534605065
15,24,10886147.09934006
15,25,9868991.77761006
15,26,11466999.173935082
15,27,11182959.501840057
15,28,10093642.476220055
15,29,11101925.096750073
15,30,9541561.219425054
15,31,9412403.50104004
15,32,9850994.694980042
15,33,9909368.16244004
15,34,9092426.281380037
15,35,9460885.413290026
15,36,9834541.513710031
15,37,10144847.035730036
15,38,9522605.655020034
15,39,9121098.242560033
15,40,9083920.413305039
15,41,8777083.539280025
15,42,8734899.077845031
15,43,9314916.818940034
