shortMA,mediumMA,netAsset
2,40,6432703.8458200265
2,41,6831998.595065022
2,42,6137678.773840023
2,43,5795593.150385014
2,44,5986856.75426002
2,45,6014817.416860025
2,46,5433485.911355019
2,47,5035775.968400014
2,48,4652379.848490021
2,49,4564880.546380013
2,50,4914710.176160017
2,51,4489687.734840014
2,52,4624918.862660019
2,53,4928360.789755019
2,54,5042142.079380018
2,55,5445915.735685025
2,56,5092998.175490024
2,57,5082377.013780024
2,58,5092635.4868200235
2,59,5013010.171785025
2,60,5196874.16808502
2,61,5252509.828695019
2,62,4728673.537210023
2,63,4680570.676270019
2,64,4555604.001155021
2,65,4946879.71906502
2,66,5557984.759910027
2,67,5668187.30106502
2,68,5644726.659545024
2,69,5514064.9673500145
2,70,5588537.514745018
2,71,5586738.388230019
2,72,5663161.92127501
2,73,5706134.531890019
2,74,5202495.677610018
2,75,5189169.793380019
2,76,5350409.860850018
2,77,5407049.126740018
2,78,5163503.429310015
2,79,4975348.423380013
2,80,5103836.263495016
2,81,4897649.714460018
2,82,5095494.653480018
2,83,5091915.364860011
2,84,5151540.116710019
2,85,4934247.207435016
2,86,4690178.376435023
2,87,4457232.088865017
2,88,4517526.5559350215
2,89,4410984.895765014
2,90,4421401.30422502
2,91,4615368.901315012
2,92,4532190.636360015
2,93,4499581.804705013
2,94,4686923.257730012
2,95,4690372.257650017
2,96,4908440.1069850195
2,97,4313520.0619000085
2,98,4465908.142720009
2,99,4276497.256950013
2,100,4068386.5493600066
3,20,5149192.14975504
3,21,4749585.839210027
3,22,4750784.237985031
3,23,4862684.416915027
3,24,4078438.002730032
3,25,4074429.7510700254
3,26,4486521.262120029
3,27,4300949.985520031
3,28,5086551.087580031
3,29,4679490.566005025
3,30,4452673.474430024
3,31,4836044.545325025
3,32,4562237.006295022
3,33,4541474.976755019
3,34,4354601.710980021
3,35,3779206.429210017
3,36,4027596.2132650195
3,37,5635028.37017502
3,38,6339631.77687502
3,39,6072566.678990021
3,40,5979997.182780018
3,41,5908582.208990015
3,42,6080548.532140019
3,43,6019665.549295018
3,44,5493770.318890022
3,45,5637785.513945019
3,46,5634402.2143800175
3,47,5444224.360880016
3,48,5066183.965025013
3,49,5757122.336705013
3,50,5574454.247385016
3,51,5027773.545620018
3,52,4889068.627630015
3,53,5053545.009155022
3,54,4787410.930395021
3,55,5403671.507610022
3,56,5228312.463290018
3,57,5346763.813460015
3,58,5053968.100770015
3,59,5059741.910145021
3,60,5076238.17541002
3,61,5093684.0164800165
3,62,5371713.694985019
3,63,5212521.564535014
3,64,4892117.682890013
3,65,4982537.161190014
3,66,4754749.751845014
3,67,4978953.088305016
3,68,5328830.039620017
3,69,5416661.291420016
3,70,5318895.415115009
3,71,5367194.775965011
3,72,5593202.044885011
3,73,5331662.723555017
3,74,5174892.72634501
3,75,5088697.296675011
3,76,5298163.982845011
3,77,5389517.220680014
3,78,5257772.137705012
3,79,5280207.024330018
3,80,5193543.2494100155
3,81,5068627.716500014
3,82,5120608.765295016
3,83,5194761.722150015
3,84,4834290.812855015
3,85,4834343.721665014
3,86,4675679.090875009
3,87,4252983.993375016
3,88,4559347.523060016
3,89,4458810.278075008
3,90,4634832.48423501
3,91,4831495.667495013
3,92,4705250.17236501
3,93,4717269.39921501
3,94,4888583.4339700155
3,95,4891063.451715015
3,96,4619100.001945014
3,97,4581105.151820013
3,98,4517726.111635013
3,99,4449133.732495012
3,100,4569776.130660017
4,20,3619558.2014000216
4,21,4096278.950570027
4,22,4075875.1948200315
4,23,4127054.6015700246
4,24,4096386.221600026
4,25,4292749.966550031
4,26,4070722.42276503
4,27,3395249.786095025
4,28,3580741.2960400227
4,29,4393619.7050550245
4,30,4613574.458305019
4,31,4635705.096630015
4,32,4453041.038890018
4,33,4593960.043765017
4,34,4197650.223270022
4,35,4376745.192510017
4,36,4834179.087235014
4,37,5319186.285865015
4,38,5301467.403280011
4,39,5236361.797260015
4,40,6390471.973540027
4,41,6477099.521955017
4,42,6842009.993285019
4,43,6415016.463440017
4,44,6188029.487730021
4,45,5906396.70669502
4,46,5415754.014880017
4,47,5339873.057490019
4,48,5784014.902465017
4,49,5535710.025855018
4,50,5730788.747495027
4,51,5426184.709150016
4,52,5481182.662035018
4,53,5176584.708445017
4,54,5253034.545805015
4,55,5325044.787775015
4,56,5484763.157965016
4,57,5324790.453150014
4,58,5195314.883685011
4,59,5055810.999325017
4,60,4880334.899805018
4,61,4968386.857515016
4,62,4972538.406665009
4,63,5085610.324905013
4,64,5048484.581765015
4,65,5099549.795625014
4,66,5217734.821160014
4,67,4424639.16413502
4,68,4949865.276605025
4,69,5149080.682435017
4,70,5177044.903025017
4,71,5076444.511655013
4,72,5133328.097065012
4,73,4891358.977045013
4,74,4853412.629315017
4,75,5001424.446770015
4,76,5154109.449300016
4,77,5286860.323025014
4,78,5705022.405715013
4,79,5551252.497310011
4,80,5531118.729130011
4,81,5404494.068675009
4,82,5329102.050380012
4,83,5423427.088900014
4,84,4885659.880285014
4,85,4554942.192025008
4,86,4466884.063110012
4,87,4698141.534170006
4,88,4669038.820555014
4,89,4600780.896990008
4,90,4549679.18972501
4,91,4640414.517220011
4,92,5076486.993515008
4,93,4816537.19977501
4,94,4696944.054945009
4,95,4693172.38041001
4,96,4547170.225160008
4,97,4682577.766170014
4,98,4586537.91248501
4,99,4650628.755615011
4,100,4776152.649815018
5,20,4349082.719150021
5,21,3977991.129505026
5,22,3205159.373410021
5,23,3173761.0217200173
5,24,3521218.954045018
5,25,3787464.734890019
5,26,3318092.9147800137
5,27,3719659.8191050137
5,28,4265726.77040002
5,29,4734632.663645013
5,30,4596962.489825013
5,31,5029956.34543502
5,32,5193773.668125014
5,33,4991196.707730015
5,34,4787974.049015009
5,35,5142579.323115013
5,36,5629371.279670015
5,37,6190552.9080600105
5,38,6154645.326175014
5,39,6185408.1271900125
5,40,6018361.456975018
5,41,6243513.58689001
5,42,6678449.1776250135
5,43,7210217.493600012
5,44,7013788.586440012
5,45,6780555.843960012
5,46,6448908.309525022
5,47,5692389.3118250165
5,48,5551375.525030011
5,49,5469575.296710012
5,50,5507157.077325015
5,51,5480822.97451001
5,52,5303760.275665015
5,53,5161430.0553200105
5,54,4807263.917245015
5,55,5291543.36559501
5,56,5083247.964585015
5,57,4679717.244765016
5,58,4799056.8556150105
5,59,4789628.5642450135
5,60,5093839.138845013
5,61,5143030.185615013
5,62,5441209.214235013
5,63,5492475.877140017
5,64,5313169.033300018
5,65,5251208.08769002
5,66,4926793.68034002
5,67,5103356.22919502
5,68,5339251.660725018
5,69,5408575.643635016
5,70,5591020.363260015
5,71,5438840.203980016
5,72,5687338.134200016
5,73,6297289.706925014
5,74,6376048.715850012
5,75,6094942.244120013
5,76,5822238.426665013
5,77,5717518.736130014
5,78,5764491.51252501
5,79,5632143.755820013
5,80,5711689.971180014
5,81,5777872.628470013
5,82,5622479.898890008
5,83,5314630.860260014
5,84,5028120.709660014
5,85,5143201.324060009
5,86,5214189.267885007
5,87,4719103.7498800075
5,88,4771221.508600008
5,89,4210360.4637550125
5,90,4427856.324445012
5,91,4512753.444195012
5,92,4590851.240055011
5,93,4383796.25336001
5,94,4467015.758965011
5,95,4354303.570740009
5,96,4353401.496665009
5,97,4495356.537625011
5,98,4776459.2474950105
5,99,4830768.761105008
5,100,4622707.12934501
6,20,3155429.6308850185
6,21,3035679.3286650153
6,22,3357833.8594800145
6,23,3566073.8722400144
6,24,3494847.2903500143
6,25,3559362.970295015
6,26,4018096.5153350155
6,27,4150351.8188150143
6,28,4698722.3760750145
6,29,5584349.5191400135
6,30,5791588.837565015
6,31,5445413.029300009
6,32,5123364.577345012
6,33,5174158.77201001
6,34,5888693.973805009
6,35,6490610.119040023
6,36,6177289.037270013
6,37,6663240.934675016
6,38,6836821.283875017
6,39,6821387.961235015
6,40,6460736.401465014
6,41,6699987.8735600095
6,42,6620494.716150017
6,43,7064160.899450013
6,44,7102388.254045013
6,45,5647421.915125012
6,46,5416725.729550017
6,47,5765956.895850015
6,48,5570780.970795017
6,49,4941394.175255023
6,50,4941915.505660014
6,51,4626072.710130015
6,52,4884390.896000012
6,53,4824598.6495050145
6,54,4431553.033385008
6,55,4831479.582265011
6,56,4924667.184120015
6,57,5161996.115025008
6,58,5201279.483255011
6,59,5106048.586645017
6,60,5286301.966510018
6,61,5295069.6960000135
6,62,5273701.129970013
6,63,5410611.775500015
6,64,5399369.590675014
6,65,5396220.558505022
6,66,5570656.57460002
6,67,5766324.403545011
6,68,5792321.039135009
6,69,6081708.214540013
6,70,5915970.770470012
6,71,5960926.094535016
6,72,6134808.282845011
6,73,6779037.133570017
6,74,6713682.657965014
6,75,6412546.897240012
6,76,6538370.960515013
6,77,6577638.8016450135
6,78,6545426.014705012
6,79,6775717.928675013
6,80,6290313.491030015
6,81,5642566.136395016
6,82,5730809.80687501
6,83,5837681.721445014
6,84,5170085.259180009
6,85,5169127.509305007
6,86,5110371.54691001
6,87,4530985.606910008
6,88,4849706.609745011
6,89,4506118.952625014
6,90,4549296.480630009
6,91,4255517.945055006
6,92,4309982.892020006
6,93,4309679.151850007
6,94,4133493.837960008
6,95,4219759.017765006
6,96,4321723.502685008
6,97,4717777.389350011
6,98,4774042.334265013
6,99,4844050.301890009
6,100,4886922.570325011
7,20,3601242.897340023
7,21,3342437.7768850173
7,22,3375557.5163000147
7,23,4035488.8663900224
7,24,4079594.9836900183
7,25,4076350.6406550133
7,26,5067652.743745009
7,27,5349645.508195011
7,28,5786454.54261001
7,29,4921493.908555014
7,30,5383277.0444800155
7,31,5168930.290245015
7,32,4946773.464040014
7,33,5819154.303860021
7,34,6307489.240670014
7,35,5969618.159135021
7,36,5578047.241020016
7,37,6025992.849545017
7,38,6218119.14071502
7,39,7033784.8661600165
7,40,7280767.733855014
7,41,7576352.119150016
7,42,6853938.334835012
7,43,6767291.747845016
7,44,6934678.503840013
7,45,6482285.544140017
7,46,5555667.40818002
7,47,5357148.519990018
7,48,5515240.499640015
7,49,4584458.803325016
7,50,4237914.584790015
7,51,4307224.655965012
7,52,4625401.597375014
7,53,5107107.434550012
7,54,5650044.80999501
7,55,5368294.620155009
7,56,5631630.903585013
7,57,5420005.8787000105
7,58,5555630.850955013
7,59,5347416.397950012
7,60,5167137.568405019
7,61,5722241.781075021
7,62,5663393.126055023
7,63,5680765.942260019
7,64,5648184.3938100105
7,65,5637707.418195017
7,66,5475137.442205018
7,67,5544633.709445022
7,68,5484993.482005023
7,69,5698199.266445014
7,70,5778077.650990015
7,71,6120369.223050013
7,72,5861605.73459001
7,73,6202590.146495006
7,74,5995322.894225007
7,75,5951456.069150012
7,76,5727880.51433501
7,77,5700716.3697300125
7,78,5834201.330345015
7,79,5680812.017270008
7,80,5452154.543310013
7,81,5365727.541195014
7,82,5180861.048280011
7,83,5355402.024765015
7,84,5122295.6356100105
7,85,5043211.392265012
7,86,4915145.470410009
7,87,4525082.2917900095
7,88,4550096.51749001
7,89,4452175.3070350075
7,90,4503027.978085009
7,91,4604687.589935008
7,92,4423726.7525250055
7,93,4335201.630020006
7,94,4268962.6672150055
7,95,4737011.100860013
7,96,4894540.137345011
7,97,4898269.141875009
7,98,4799975.7299050065
7,99,4514480.778030009
7,100,4505506.13294501
8,20,3632237.0969850165
8,21,3619499.911760019
8,22,3272562.0064350143
8,23,3483458.574875016
8,24,4655287.914120007
8,25,5150435.764475015
8,26,4859920.379455011
8,27,5352140.082705016
8,28,5367675.035390013
8,29,5556727.461435022
8,30,5957835.222290019
8,31,5362299.644415018
8,32,5815672.063390019
8,33,6030611.50708502
8,34,5949439.4441950135
8,35,6252858.003655008
8,36,6239877.409860014
8,37,6444901.349915012
8,38,6742460.0027600145
8,39,6849882.36653001
8,40,6830338.844070014
8,41,7092971.138105017
8,42,6504627.60542002
8,43,5576045.728035015
8,44,4678556.248295006
8,45,4515221.928935012
8,46,4631146.984560013
8,47,4260509.336045011
8,48,4255895.913645017
8,49,4156620.7595850155
8,50,3902337.946815014
8,51,4011530.6945800157
8,52,4530219.645400013
8,53,4736029.447740014
8,54,5044203.132925015
8,55,5485968.675305018
8,56,5519515.459945012
8,57,5130192.024160013
8,58,5091884.409230012
8,59,4935375.528665012
8,60,5168709.2354650125
8,61,4971381.446830011
8,62,5491698.614775018
8,63,5602793.739325018
8,64,5899019.031470017
8,65,6157203.160185016
8,66,5739694.329710021
8,67,5676054.431805021
8,68,5578897.903275019
8,69,5390826.970100019
8,70,5846598.753285009
8,71,5994328.469680012
8,72,5919362.98389501
8,73,5475755.414305011
8,74,5448084.391735007
8,75,5411165.619050007
8,76,5408156.222975008
8,77,5359583.561985009
8,78,5359583.561985009
8,79,5301402.593710011
8,80,5142471.319915009
8,81,5165567.404300011
8,82,5333119.241235009
8,83,5084983.408200012
8,84,4991740.690995009
8,85,4804960.955950012
8,86,4861254.77745001
8,87,4530093.559200011
8,88,4886950.655665009
8,89,4953625.573415012
8,90,4615680.339040011
8,91,4721639.065070011
8,92,4497935.31026001
8,93,4391872.15700501
8,94,4326845.346805006
8,95,4305570.581145012
8,96,4576218.981310008
8,97,4435039.209860009
8,98,4251081.9496200085
8,99,4237486.48154501
8,100,4435114.142535013
9,20,3040892.8482000134
9,21,3203683.3725300124
9,22,3503609.9636250148
9,23,4271963.599700013
9,24,5310059.499545018
9,25,4800925.022165012
9,26,5094310.882285019
9,27,5497789.314105014
9,28,6373924.4028550135
9,29,5442062.658985015
9,30,5371378.209620014
9,31,5135806.576340012
9,32,5577553.426650012
9,33,5712003.155260018
9,34,5818588.464590011
9,35,5582958.292225018
9,36,5182145.4379200125
9,37,5834201.952980012
9,38,5937952.044560014
9,39,5309547.586215012
9,40,5421681.879500012
9,41,5254353.390475012
9,42,5322936.578345016
9,43,5387575.733145012
9,44,4977019.338765009
9,45,5045197.574030015
9,46,4296762.475095014
9,47,4427421.081050015
9,48,4368716.20092501
9,49,4284137.055650014
9,50,4070816.7468050104
9,51,4393104.781930008
9,52,4739821.165890009
9,53,5257020.467500014
9,54,5467709.743545018
9,55,5432321.739085017
9,56,4963656.350195013
9,57,4783570.3831950165
9,58,4979507.588525013
9,59,5071928.8773150155
9,60,5136440.920230019
9,61,4972239.252730013
9,62,5214495.064460011
9,63,5742029.201435015
9,64,5554379.300270018
9,65,5793394.516685014
9,66,5671076.694980011
9,67,5390152.60104501
9,68,5330128.797650009
9,69,5401254.594490013
9,70,5445876.765100013
9,71,5254052.269830009
9,72,5590452.675635006
9,73,6007935.653965012
9,74,5991577.506555009
9,75,5865929.482365008
9,76,5952203.978410012
9,77,6031065.302655011
9,78,5785700.180310012
9,79,5880785.269110012
9,80,5674702.291525011
9,81,5848214.955220011
9,82,5706065.489020012
9,83,5499743.102765011
9,84,5486793.632720009
9,85,4869445.921685007
9,86,4872511.667020004
9,87,4444710.156660007
9,88,4711031.006735015
9,89,4600958.197330012
9,90,4748682.225720012
9,91,4578719.304230008
9,92,4570480.972445009
9,93,4455532.315525014
9,94,4631126.983355012
9,95,4627778.008465011
9,96,4730026.153940011
9,97,5065796.74020001
9,98,4780789.42422001
9,99,4723940.179535006
9,100,4517286.987940007
10,20,3892989.4928350192
10,21,4453247.424395017
10,22,4423011.553535016
10,23,4413412.3266900135
10,24,4902832.174460016
10,25,5249213.529420014
10,26,5449604.20980502
10,27,5343611.503030019
10,28,5565266.61994502
10,29,4817968.595125018
10,30,4498044.8369800085
10,31,5139251.693490022
10,32,4858811.537880016
10,33,4550487.737785014
10,34,4716069.377755012
10,35,5147497.604150013
10,36,5118091.069240017
10,37,5072016.921110015
10,38,4645691.502425013
10,39,4392739.106320011
10,40,4871405.768030013
10,41,4963663.124735013
10,42,5013022.415400007
10,43,5206270.71129501
10,44,5119081.1911000125
10,45,5105545.202515021
10,46,5003699.031615012
10,47,4127459.877310014
10,48,4484258.161690016
10,49,4210278.836660011
10,50,4426153.875695009
10,51,5057280.318740011
10,52,4877917.695750009
10,53,4773832.150075013
10,54,5335059.540150012
10,55,5328731.8634900125
10,56,5160767.885735012
10,57,5283597.856985016
10,58,5262016.955140012
10,59,5100412.547015021
10,60,5077998.5059550125
10,61,5386486.738390017
10,62,5812277.03902002
10,63,5478825.402750013
10,64,5633102.165110015
10,65,5830629.790435019
10,66,5534310.741185014
10,67,5359577.287460009
10,68,4924719.5857950095
10,69,5143578.3309850115
10,70,5253841.89109501
10,71,5234932.118545013
10,72,5499595.147015011
10,73,6069162.101980007
10,74,5951636.982580008
10,75,5834860.375215006
10,76,5711334.93516501
10,77,5758648.782160014
10,78,5593189.815625012
10,79,5459697.173265011
10,80,5227106.98123001
10,81,5235193.44291501
10,82,5031872.468940009
10,83,5195447.88106501
10,84,4960745.33300501
10,85,5123368.498710011
10,86,5107196.866890015
10,87,5149804.6889800085
10,88,5246934.868565008
10,89,4437442.546215011
10,90,4566056.067435011
10,91,4625981.02926001
10,92,4453179.71547001
10,93,4559013.762175007
10,94,4534178.82897001
10,95,4575223.058470008
10,96,4948176.117335011
10,97,4920162.688380011
10,98,4566402.898720009
10,99,4796648.104045011
10,100,4868195.109750008
11,20,4424250.963260023
11,21,4162900.6753650135
11,22,5067923.905630018
11,23,5285604.579970016
11,24,5242879.10110502
11,25,5297907.0067850165
11,26,5222991.515050011
11,27,4869824.812150017
11,28,4554479.075545019
11,29,4255733.6726050135
11,30,4613945.111605022
11,31,4970945.19450002
11,32,4315474.884120011
11,33,4126145.954430015
11,34,4467649.620100015
11,35,4435451.139870012
11,36,4140021.8479650104
11,37,4286900.92863001
11,38,4487821.584005017
11,39,4651452.799560012
11,40,5132194.867250013
11,41,5454956.546615017
11,42,5536523.494280016
11,43,5036523.640355014
11,44,5280991.392775012
11,45,5554182.260670016
11,46,5482585.62048001
11,47,4994966.679825014
11,48,4508297.273260014
11,49,4199606.684110007
11,50,4527155.782360011
11,51,4499946.82908001
11,52,4648348.470790011
11,53,4849574.514780011
11,54,4398737.418385011
11,55,4751079.531755008
11,56,4530025.096715011
11,57,4627038.469290017
11,58,4662838.985155019
11,59,4958170.913945017
11,60,5171748.738370013
11,61,5295692.007190013
11,62,5288633.393750017
11,63,5202151.479825016
11,64,5323204.1868550135
11,65,5463702.349735012
11,66,5325535.626190016
11,67,5227815.018860013
11,68,5229901.677910012
11,69,5867404.837515012
11,70,5616916.201295015
11,71,5765195.347335012
11,72,5846872.295975013
11,73,6073594.522575009
11,74,5875868.284440011
11,75,5510773.032500012
11,76,5453291.335115013
11,77,5335810.141455014
11,78,5265828.380555013
11,79,5389000.08728001
11,80,4866768.303995012
11,81,4793102.92098001
11,82,4818896.587365012
11,83,4805232.51398501
11,84,4790886.845630008
11,85,4635705.12330501
11,86,4681974.467525012
11,87,4243956.36549001
11,88,4029842.3911200087
11,89,4225909.87085501
11,90,4014720.310845008
11,91,4424382.710425005
11,92,4195337.279620007
11,93,4147075.42236001
11,94,4172248.141740011
11,95,4227718.709070009
11,96,4298367.69756001
11,97,4086721.809080007
11,98,4201502.352245006
11,99,4413668.118065007
11,100,4317510.55672001
12,20,5584334.232645024
12,21,6873300.724135024
12,22,5426290.124320022
12,23,5426175.68177502
12,24,5873248.79983502
12,25,4760276.348480016
12,26,4123164.3072150187
12,27,4040436.0741950115
12,28,4333836.628615017
12,29,4326115.644660009
12,30,3926538.2777400166
12,31,4178855.6131550153
12,32,4185600.943115016
12,33,3996493.5453650164
12,34,4060280.459855015
12,35,4037722.2246350152
12,36,4491650.826875015
12,37,4956841.8943650145
12,38,4968760.647535015
12,39,5578113.704155012
12,40,6065342.974830013
12,41,5815903.8777400125
12,42,5649258.612015009
12,43,5918371.386190015
12,44,5822050.288525013
12,45,5800343.454015014
12,46,5466699.754225007
12,47,5158692.366800012
12,48,4977712.972325011
12,49,4829557.659055011
12,50,4915029.591330014
12,51,4775417.286545008
12,52,4718351.022050012
12,53,4743712.91808501
12,54,4279801.960250008
12,55,4625054.393010012
12,56,4477322.899225012
12,57,4884977.531325013
12,58,5031330.0493050115
12,59,5037910.818890015
12,60,4864579.658515013
12,61,4599796.623930013
12,62,4782896.179245013
12,63,4608356.185795012
12,64,4592608.400675014
12,65,4522037.92195001
12,66,4989978.791790014
12,67,5565349.808620017
12,68,5705739.379850014
12,69,5634899.600765012
12,70,5393642.805455015
12,71,5612471.7139100125
12,72,5586195.801530011
12,73,5534882.220135013
12,74,5690705.744690015
12,75,5446031.823035014
12,76,5154087.374775013
12,77,5122434.62385501
12,78,5084270.238525009
12,79,4824731.724170011
12,80,4943106.82036001
12,81,4936718.153665012
12,82,4864736.669705011
12,83,4674917.019120008
12,84,4553539.366465006
12,85,4540632.313960008
12,86,4557931.222825005
12,87,4502189.283270011
12,88,4520445.15036501
12,89,4330488.406455006
12,90,4243084.664620005
12,91,4386583.248130008
12,92,4299049.613775008
12,93,4555111.73081501
12,94,4405997.942705006
12,95,4408702.792360007
12,96,4410868.902565006
12,97,4207517.772000005
12,98,4095264.758670006
12,99,4173519.4212550083
12,100,4143256.7891100077
13,20,5129017.0328250285
13,21,5024870.026930025
13,22,4841967.233470024
13,23,5401258.757975016
13,24,4505082.998275015
13,25,4436597.481110017
13,26,4247815.356895019
13,27,4894341.57439502
13,28,4724383.002685021
13,29,4149538.0763950148
13,30,4331361.257145018
13,31,4267237.383325018
13,32,4093113.270550015
13,33,3955092.80396501
13,34,4357057.040090013
13,35,4435950.059445018
13,36,4616599.242060014
13,37,5125294.177275011
13,38,5997961.4299950125
13,39,6079563.821055011
13,40,5587554.761235015
13,41,5352734.785170011
13,42,5369197.94363501
13,43,5978260.927300016
13,44,5425878.859020009
13,45,5328689.352695013
13,46,5003011.398850014
13,47,4476827.09947501
13,48,4440641.891310011
13,49,4480191.403180012
13,50,4501742.761625012
13,51,4243252.9686200125
13,52,3800508.816730011
13,53,3998769.3145900075
13,54,4364954.7400700115
13,55,4434358.630885011
13,56,4375575.037565011
13,57,4478809.400760013
13,58,4436197.66020501
13,59,4450625.029030006
13,60,4694392.008365013
13,61,4435192.321925015
13,62,4388691.961330009
13,63,4396943.614130011
13,64,4557623.2070500115
13,65,4633320.987010013
13,66,5476386.674695011
13,67,5512176.2891300125
13,68,5671795.767800016
13,69,5716581.312250011
13,70,5486228.0553550115
13,71,5578669.16274501
13,72,5566549.896440016
13,73,5362253.70665501
13,74,5428174.552725012
13,75,5113036.830055013
13,76,5140256.919270012
13,77,5273055.399640011
13,78,5257054.234205011
13,79,5275139.732540012
13,80,4571919.412950011
13,81,4757944.925140009
13,82,4829677.20764501
13,83,4656448.13625001
13,84,4547251.698015006
13,85,4705113.424400007
13,86,4688529.786575004
13,87,4856350.480605003
13,88,4670022.452695007
13,89,4641696.936835009
13,90,4697227.079370008
13,91,4801545.641740009
13,92,4561606.720710008
13,93,4461385.20319001
13,94,4453131.796895005
13,95,4198761.919505006
13,96,4324854.701560007
13,97,4656960.478155006
13,98,4603717.123195007
13,99,4587908.338720002
13,100,4749696.562730004
14,20,4522882.8126750225
14,21,4292731.977345027
14,22,5140883.928150025
14,23,6211227.725735025
14,24,5929689.927955017
14,25,5191533.263685021
14,26,5072456.595380022
14,27,5596808.388835025
14,28,4999217.69184502
14,29,4734123.219560019
14,30,4467352.845690017
14,31,4027352.3654850167
14,32,3835016.5079650125
14,33,3953867.887025014
14,34,4274310.388285014
14,35,4481023.875770012
14,36,4734769.831260006
14,37,4967853.52616001
14,38,4929636.2808800135
14,39,5005923.391555009
14,40,5200685.621645014
14,41,5032512.624385007
14,42,5031371.591245014
14,43,4792605.738185008
14,44,4690915.16913501
14,45,4429036.203495012
14,46,4067096.732290011
14,47,4048934.141865012
14,48,4036828.5506050135
14,49,3968531.4396450124
14,50,3917087.577485017
14,51,3729612.0374150113
14,52,3464775.0011500153
14,53,3629298.3824000135
14,54,4043690.2659800113
14,55,3985953.663655013
14,56,4136223.476030012
14,57,4471936.288580011
14,58,4331478.16458501
14,59,4400430.771095011
14,60,4655225.995640011
14,61,4976209.7754150145
14,62,5036331.281740009
14,63,5072692.852910012
14,64,4958799.533520013
14,65,5539912.884680017
14,66,5627221.192965009
14,67,5426718.9533200115
14,68,5346352.713065014
14,69,5138363.555035011
14,70,5305842.930010013
14,71,5432708.733610011
14,72,5024977.241210007
14,73,4834110.626600005
14,74,4789925.242965011
14,75,4829613.2849850105
14,76,4496255.995960013
14,77,4375931.687805009
14,78,4361933.194090008
14,79,4266722.982780007
14,80,4089749.0497700106
14,81,4189785.4422800066
14,82,3942446.7366200043
14,83,4204152.476210007
14,84,4353967.8669200055
14,85,4613864.232575008
14,86,4673650.964165008
14,87,4673651.896540008
14,88,4308680.821740008
14,89,4526730.37084001
14,90,4590226.837560011
14,91,4821011.952955007
14,92,4866455.938700007
14,93,4711862.759390008
14,94,4731286.160605008
14,95,4498329.549225009
14,96,4814582.117755011
14,97,4900076.539655006
14,98,4746318.697515005
14,99,4845875.451340007
14,100,5127782.972785006
15,20,3919480.8492200263
15,21,4417005.511175022
15,22,6851720.600380027
15,23,6604832.895400015
15,24,5592602.010785012
15,25,4974453.022040014
15,26,5650269.687495026
15,27,5604545.572030019
15,28,5272615.826625019
15,29,5605238.289285022
15,30,4867145.740110019
15,31,4420034.764745009
15,32,4852962.513825016
15,33,4939510.0766850095
15,34,4329562.790110012
15,35,4292282.450900008
15,36,4492427.853905013
