,DEA2,DEA1,netAsset
0,-100,-100,518361.8500350003
1,-100,-99,518361.8500350003
2,-100,-98,518361.8500350003
3,-100,-97,518361.8500350003
4,-100,-96,518361.8500350003
5,-100,-95,518361.8500350003
6,-100,-94,518361.8500350003
7,-100,-93,518361.8500350003
8,-100,-92,518361.8500350003
9,-100,-91,518361.8500350003
10,-100,-90,518361.8500350003
11,-100,-89,518361.8500350003
12,-100,-88,518361.8500350003
13,-100,-87,518361.8500350003
14,-100,-86,518361.8500350003
15,-100,-85,518361.8500350003
16,-100,-84,518361.8500350003
17,-100,-83,518361.8500350003
18,-100,-82,539536.8649350004
19,-100,-81,539536.8649350004
20,-100,-80,539536.8649350004
21,-100,-79,539536.8649350004
22,-100,-78,539536.8649350004
23,-100,-77,539536.8649350004
24,-100,-76,539536.8649350004
25,-100,-75,530366.5685050007
26,-100,-74,530366.5685050007
27,-100,-73,530366.5685050007
28,-100,-72,530366.5685050007
29,-100,-71,530366.5685050007
30,-100,-70,586358.8591200009
31,-100,-69,586358.8591200009
32,-100,-68,623148.0633200012
33,-100,-67,623148.0633200012
34,-100,-66,623148.0633200012
35,-100,-65,623148.0633200012
36,-100,-64,623148.0633200012
37,-100,-63,623148.0633200012
38,-100,-62,623148.0633200012
39,-100,-61,623148.0633200012
40,-100,-60,623148.0633200012
41,-100,-59,590671.4227000007
42,-100,-58,567383.7391150008
43,-100,-57,567383.7391150008
44,-100,-56,567383.7391150008
45,-100,-55,567383.7391150008
46,-100,-54,567383.7391150008
47,-100,-53,567383.7391150008
48,-100,-52,567383.7391150008
49,-100,-51,589752.1579300009
50,-100,-50,595985.641295001
51,-100,-49,595985.641295001
52,-100,-48,595985.641295001
53,-100,-47,578996.1840250011
54,-100,-46,578996.1840250011
55,-100,-45,578996.1840250011
56,-100,-44,578996.1840250011
57,-100,-43,578996.1840250011
58,-100,-42,522666.13257000106
59,-100,-41,603487.1800200011
60,-100,-40,603487.1800200011
61,-100,-39,588634.6289700015
62,-100,-38,588634.6289700015
63,-100,-37,588634.6289700015
