,DEA2,DEA1,netAsset
0,-100,-100,965086.1309600002
1,-100,-99,965086.1309600002
2,-100,-98,938521.4657350003
3,-100,-97,938521.4657350003
4,-100,-96,938521.4657350003
5,-100,-95,938521.4657350003
6,-100,-94,938521.4657350003
7,-100,-93,1001875.8465350004
8,-100,-92,1001875.8465350004
9,-100,-91,1001875.8465350004
10,-100,-90,1001875.8465350004
11,-100,-89,1001875.8465350004
12,-100,-88,1001875.8465350004
13,-100,-87,1001875.8465350004
14,-100,-86,1001875.8465350004
15,-100,-85,1001875.8465350004
16,-100,-84,1001875.8465350004
17,-100,-83,1001875.8465350004
18,-100,-82,1043050.1345000005
19,-100,-81,1043050.1345000005
20,-100,-80,1043050.1345000005
21,-100,-79,1043050.1345000005
22,-100,-78,1043050.1345000005
23,-100,-77,1043050.1345000005
24,-100,-76,1043050.1345000005
25,-100,-75,1043050.1345000005
26,-100,-74,1043050.1345000005
27,-100,-73,1043050.1345000005
28,-100,-72,1043050.1345000005
29,-100,-71,1043050.1345000005
30,-100,-70,1043050.1345000005
31,-100,-69,1043050.1345000005
32,-100,-68,1043050.1345000005
33,-100,-67,1043050.1345000005
34,-100,-66,1043050.1345000005
35,-100,-65,1043050.1345000005
36,-100,-64,1043050.1345000005
37,-100,-63,1087256.6102500004
38,-100,-62,1087256.6102500004
39,-100,-61,1087256.6102500004
40,-100,-60,1087256.6102500004
41,-100,-59,1087256.6102500004
42,-100,-58,1083766.8360150005
43,-100,-57,1083766.8360150005
44,-100,-56,1083766.8360150005
45,-100,-55,1083766.8360150005
46,-100,-54,1083766.8360150005
47,-100,-53,1070683.6476450008
48,-100,-52,1070683.6476450008
49,-100,-51,1036351.1370350011
50,-100,-50,1036351.1370350011
51,-100,-49,1036351.1370350011
52,-100,-48,1036351.1370350011
53,-100,-47,1036351.1370350011
54,-100,-46,1268781.025360001
55,-100,-45,1268781.025360001
56,-100,-44,1268781.025360001
57,-100,-43,1222579.8235450012
58,-100,-42,1169529.7943200017
59,-100,-41,1072665.9166550012
60,-100,-40,1024650.2753900011
61,-100,-39,1024650.2753900011
62,-100,-38,1024650.2753900011
63,-100,-37,964072.5011250016
64,-100,-36,964072.5011250016
65,-100,-35,964072.5011250016
66,-100,-34,964072.5011250016
67,-100,-33,964072.5011250016
68,-100,-32,964072.5011250016
69,-100,-31,978455.5104800015
70,-100,-30,987420.1142650015
71,-100,-29,987420.1142650015
72,-100,-28,1002293.5272600016
73,-100,-27,1040230.1607450019
74,-100,-26,1044545.327975002
75,-100,-25,1018489.9602700019
76,-100,-24,1018489.9602700019
77,-100,-23,1018489.9602700019
78,-100,-22,1018489.9602700019
79,-100,-21,1083785.4661600017
80,-100,-20,1083785.4661600017
81,-100,-19,1083785.4661600017
82,-100,-18,1035037.5595750029
83,-100,-17,1035037.5595750029
84,-100,-16,1035037.5595750029
85,-100,-15,1023142.7935200029
86,-100,-14,1009523.0155750035
87,-100,-13,960935.4665950027
88,-100,-12,952836.3819500026
89,-100,-11,1015184.318835003
90,-100,-10,1015184.318835003
91,-100,-9,980353.414975003
92,-100,-8,1026503.7286650029
93,-100,-7,1026503.7286650029
