,DEA2,DEA1,netAsset
355,-99,54,1324093.084400007
356,-99,55,1324093.084400007
357,-99,56,1324093.084400007
358,-99,57,1324093.084400007
359,-99,58,1324093.084400007
360,-99,59,1324093.084400007
361,-99,60,1324093.084400007
362,-99,61,1324093.084400007
363,-99,62,1324093.084400007
364,-99,63,1324093.084400007
365,-99,64,1324093.084400007
366,-99,65,1324093.084400007
367,-99,66,1324093.084400007
368,-99,67,1324093.084400007
369,-99,68,1324093.084400007
370,-99,69,1321287.5178700073
371,-99,70,1321287.5178700073
372,-99,71,1321287.5178700073
373,-99,72,1321287.5178700073
374,-99,73,1321287.5178700073
375,-99,74,1321287.5178700073
376,-99,75,1321287.5178700073
377,-99,76,1321287.5178700073
378,-99,77,1321287.5178700073
379,-99,78,1321287.5178700073
380,-99,79,1321287.5178700073
381,-99,80,1321287.5178700073
382,-99,81,1321287.5178700073
383,-99,82,1321287.5178700073
384,-99,83,1321287.5178700073
385,-99,84,1321287.5178700073
386,-99,85,1321287.5178700073
387,-99,86,1321287.5178700073
388,-99,87,1321287.5178700073
389,-99,88,1321287.5178700073
390,-99,89,1321287.5178700073
391,-99,90,1321287.5178700073
392,-99,91,1321287.5178700073
393,-99,92,1321287.5178700073
394,-99,93,1321287.5178700073
395,-99,94,1321287.5178700073
396,-99,95,1321287.5178700073
397,-99,96,1321287.5178700073
398,-99,97,1321287.5178700073
399,-99,98,1321287.5178700073
400,-99,99,1321287.5178700073
401,-99,100,1321287.5178700073
402,-98,-100,865171.9088400002
403,-98,-99,865171.9088400002
404,-98,-98,865171.9088400002
405,-98,-97,865171.9088400002
406,-98,-96,865171.9088400002
407,-98,-95,865171.9088400002
408,-98,-94,865171.9088400002
409,-98,-93,865171.9088400002
410,-98,-92,865171.9088400002
411,-98,-91,865171.9088400002
412,-98,-90,865171.9088400002
413,-98,-89,865171.9088400002
414,-98,-88,865171.9088400002
415,-98,-87,865171.9088400002
416,-98,-86,865171.9088400002
417,-98,-85,865171.9088400002
418,-98,-84,865171.9088400002
419,-98,-83,865171.9088400002
420,-98,-82,900723.7204850003
421,-98,-81,900723.7204850003
422,-98,-80,900723.7204850003
423,-98,-79,900723.7204850003
424,-98,-78,900723.7204850003
425,-98,-77,900723.7204850003
426,-98,-76,900723.7204850003
427,-98,-75,885772.9369650006
428,-98,-74,885772.9369650006
429,-98,-73,885772.9369650006
430,-98,-72,885772.9369650006
431,-98,-71,885772.9369650006
432,-98,-70,978851.8519850007
433,-98,-69,978851.8519850007
434,-98,-68,1041228.614410001
435,-98,-67,1041228.614410001
436,-98,-66,1041228.614410001
437,-98,-65,1041228.614410001
438,-98,-64,1041228.614410001
439,-98,-63,1041228.614410001
440,-98,-62,1041228.614410001
441,-98,-61,1041228.614410001
442,-98,-60,1041228.614410001
443,-98,-59,985933.9850500007
444,-98,-58,947633.296005001
445,-98,-57,947633.296005001
446,-98,-56,947633.296005001
447,-98,-55,947633.296005001
448,-98,-54,947633.296005001
449,-98,-53,947633.296005001
450,-98,-52,947633.296005001
451,-98,-51,984851.115335001
452,-98,-50,995131.0431500013
453,-98,-49,995131.0431500013
454,-98,-48,995131.0431500013
455,-98,-47,966744.171085002
456,-98,-46,966744.171085002
457,-98,-45,966744.171085002
458,-98,-44,966744.171085002
459,-98,-43,966744.171085002
460,-98,-42,872293.526405002
461,-98,-41,872293.526405002
462,-98,-40,872293.526405002
463,-98,-39,850578.0960450023
464,-98,-38,850578.0960450023
465,-98,-37,850578.0960450023
466,-98,-36,850578.0960450023
467,-98,-35,816074.9320850023
468,-98,-34,816074.9320850023
469,-98,-33,816074.9320850023
470,-98,-32,816074.9320850023
471,-98,-31,970295.6854750029
472,-98,-30,923596.056785002
473,-98,-29,923596.056785002
474,-98,-28,938097.0957850021
475,-98,-27,938097.0957850021
476,-98,-26,938097.0957850021
477,-98,-25,914525.3190350023
478,-98,-24,851793.8727850021
479,-98,-23,851793.8727850021
480,-98,-22,851793.8727850021
481,-98,-21,886398.3560550022
482,-98,-20,886398.3560550022
483,-98,-19,886398.3560550022
484,-98,-18,871480.5794600022
485,-98,-17,871480.5794600022
486,-98,-16,881330.5413900029
487,-98,-15,853618.6260850021
488,-98,-14,853618.6260850021
489,-98,-13,811920.0707850024
490,-98,-12,805088.8308350026
491,-98,-11,768378.574580003
492,-98,-10,768378.574580003
493,-98,-9,768378.574580003
494,-98,-8,804624.9731050028
495,-98,-7,804624.9731050028
496,-98,-6,804624.9731050028
497,-98,-5,804624.9731050028
498,-98,-4,777531.0156200023
499,-98,-3,764073.4769150026
500,-98,-2,752115.6827600031
501,-98,-1,752115.6827600031
502,-98,0,752115.6827600031
503,-98,1,752115.6827600031
504,-98,2,735908.7943150033
505,-98,3,780412.3599750033
506,-98,4,759251.5925550031
507,-98,5,759251.5925550031
508,-98,6,759251.5925550031
509,-98,7,759251.5925550031
510,-98,8,765220.9905000032
511,-98,9,853107.8697150032
512,-98,10,853529.0092250033
513,-98,11,834896.129835003
514,-98,12,824687.7928550033
515,-98,13,840958.7247700033
516,-98,14,840958.7247700033
517,-98,15,835711.7552050034
518,-98,16,840711.5304000035
519,-98,17,840711.5304000035
520,-98,18,840711.5304000035
521,-98,19,880184.1068000047
522,-98,20,880184.1068000047
523,-98,21,880184.1068000047
524,-98,22,880184.1068000047
525,-98,23,880184.1068000047
526,-98,24,866527.4976400053
527,-98,25,866527.4976400053
528,-98,26,1122382.2129450059
529,-98,27,1122382.2129450059
530,-98,28,1122382.2129450059
531,-98,29,1105155.2027650054
532,-98,30,1105155.2027650054
533,-98,31,1082908.4402000052
534,-98,32,1125579.3196300047
535,-98,33,1125579.3196300047
536,-98,34,1364226.898225006
537,-98,35,1364226.898225006
538,-98,36,1364226.898225006
539,-98,37,1364226.898225006
540,-98,38,1364226.898225006
541,-98,39,1364226.898225006
542,-98,40,1349177.6161900058
543,-98,41,1349177.6161900058
544,-98,42,1349177.6161900058
545,-98,43,1324093.084400007
546,-98,44,1324093.084400007
547,-98,45,1324093.084400007
548,-98,46,1324093.084400007
549,-98,47,1324093.084400007
550,-98,48,1324093.084400007
551,-98,49,1324093.084400007
552,-98,50,1324093.084400007
553,-98,51,1324093.084400007
554,-98,52,1324093.084400007
555,-98,53,1324093.084400007
556,-98,54,1324093.084400007
557,-98,55,1324093.084400007
558,-98,56,1324093.084400007
559,-98,57,1324093.084400007
560,-98,58,1324093.084400007
561,-98,59,1324093.084400007
562,-98,60,1324093.084400007
563,-98,61,1324093.084400007
564,-98,62,1324093.084400007
565,-98,63,1324093.084400007
566,-98,64,1324093.084400007
567,-98,65,1324093.084400007
568,-98,66,1324093.084400007
569,-98,67,1324093.084400007
570,-98,68,1324093.084400007
571,-98,69,1321287.5178700073
572,-98,70,1321287.5178700073
573,-98,71,1321287.5178700073
574,-98,72,1321287.5178700073
575,-98,73,1321287.5178700073
576,-98,74,1321287.5178700073
577,-98,75,1321287.5178700073
578,-98,76,1321287.5178700073
579,-98,77,1321287.5178700073
580,-98,78,1321287.5178700073
581,-98,79,1321287.5178700073
582,-98,80,1321287.5178700073
583,-98,81,1321287.5178700073
584,-98,82,1321287.5178700073
585,-98,83,1321287.5178700073
586,-98,84,1321287.5178700073
587,-98,85,1321287.5178700073
588,-98,86,1321287.5178700073
589,-98,87,1321287.5178700073
590,-98,88,1321287.5178700073
591,-98,89,1321287.5178700073
592,-98,90,1321287.5178700073
593,-98,91,1321287.5178700073
594,-98,92,1321287.5178700073
595,-98,93,1321287.5178700073
596,-98,94,1321287.5178700073
597,-98,95,1321287.5178700073
598,-98,96,1321287.5178700073
599,-98,97,1321287.5178700073
600,-98,98,1321287.5178700073
601,-98,99,1321287.5178700073
602,-98,100,1321287.5178700073
603,-97,-100,865171.9088400002
604,-97,-99,865171.9088400002
605,-97,-98,865171.9088400002
606,-97,-97,865171.9088400002
607,-97,-96,865171.9088400002
608,-97,-95,865171.9088400002
609,-97,-94,865171.9088400002
610,-97,-93,865171.9088400002
611,-97,-92,865171.9088400002
612,-97,-91,865171.9088400002
613,-97,-90,865171.9088400002
614,-97,-89,865171.9088400002
615,-97,-88,865171.9088400002
616,-97,-87,865171.9088400002
617,-97,-86,865171.9088400002
618,-97,-85,865171.9088400002
619,-97,-84,865171.9088400002
620,-97,-83,865171.9088400002
621,-97,-82,900723.7204850003
622,-97,-81,900723.7204850003
623,-97,-80,900723.7204850003
624,-97,-79,900723.7204850003
625,-97,-78,900723.7204850003
626,-97,-77,900723.7204850003
627,-97,-76,900723.7204850003
628,-97,-75,885772.9369650006
629,-97,-74,885772.9369650006
630,-97,-73,885772.9369650006
631,-97,-72,885772.9369650006
632,-97,-71,885772.9369650006
633,-97,-70,978851.8519850007
634,-97,-69,978851.8519850007
635,-97,-68,1041228.614410001
636,-97,-67,1041228.614410001
637,-97,-66,1041228.614410001
638,-97,-65,1041228.614410001
639,-97,-64,1041228.614410001
640,-97,-63,1041228.614410001
641,-97,-62,1041228.614410001
642,-97,-61,1041228.614410001
643,-97,-60,1041228.614410001
644,-97,-59,985933.9850500007
645,-97,-58,947633.296005001
646,-97,-57,947633.296005001
647,-97,-56,947633.296005001
648,-97,-55,947633.296005001
649,-97,-54,947633.296005001
650,-97,-53,947633.296005001
651,-97,-52,947633.296005001
652,-97,-51,984851.115335001
653,-97,-50,995131.0431500013
654,-97,-49,995131.0431500013
655,-97,-48,995131.0431500013
656,-97,-47,966744.171085002
657,-97,-46,966744.171085002
658,-97,-45,966744.171085002
659,-97,-44,966744.171085002
660,-97,-43,966744.171085002
661,-97,-42,872293.526405002
662,-97,-41,872293.526405002
663,-97,-40,872293.526405002
664,-97,-39,850578.0960450023
665,-97,-38,850578.0960450023
666,-97,-37,850578.0960450023
667,-97,-36,850578.0960450023
668,-97,-35,816074.9320850023
669,-97,-34,816074.9320850023
670,-97,-33,816074.9320850023
671,-97,-32,816074.9320850023
672,-97,-31,970295.6854750029
673,-97,-30,923596.056785002
674,-97,-29,923596.056785002
675,-97,-28,938097.0957850021
676,-97,-27,938097.0957850021
677,-97,-26,938097.0957850021
678,-97,-25,914525.3190350023
679,-97,-24,851793.8727850021
680,-97,-23,851793.8727850021
681,-97,-22,851793.8727850021
682,-97,-21,886398.3560550022
683,-97,-20,886398.3560550022
684,-97,-19,886398.3560550022
685,-97,-18,871480.5794600022
686,-97,-17,871480.5794600022
687,-97,-16,881330.5413900029
688,-97,-15,853618.6260850021
689,-97,-14,853618.6260850021
690,-97,-13,811920.0707850024
691,-97,-12,805088.8308350026
692,-97,-11,768378.574580003
693,-97,-10,768378.574580003
694,-97,-9,768378.574580003
695,-97,-8,804624.9731050028
696,-97,-7,804624.9731050028
697,-97,-6,804624.9731050028
698,-97,-5,804624.9731050028
699,-97,-4,777531.0156200023
700,-97,-3,764073.4769150026
701,-97,-2,752115.6827600031
702,-97,-1,752115.6827600031
703,-97,0,752115.6827600031
704,-97,1,752115.6827600031
705,-97,2,735908.7943150033
706,-97,3,780412.3599750033
707,-97,4,759251.5925550031
708,-97,5,759251.5925550031
709,-97,6,759251.5925550031
710,-97,7,759251.5925550031
711,-97,8,765220.9905000032
712,-97,9,853107.8697150032
713,-97,10,853529.0092250033
714,-97,11,834896.129835003
715,-97,12,824687.7928550033
716,-97,13,840958.7247700033
717,-97,14,840958.7247700033
718,-97,15,835711.7552050034
719,-97,16,840711.5304000035
720,-97,17,840711.5304000035
721,-97,18,840711.5304000035
722,-97,19,880184.1068000047
723,-97,20,880184.1068000047
724,-97,21,880184.1068000047
725,-97,22,880184.1068000047
726,-97,23,880184.1068000047
727,-97,24,866527.4976400053
728,-97,25,866527.4976400053
729,-97,26,1122382.2129450059
730,-97,27,1122382.2129450059
731,-97,28,1122382.2129450059
732,-97,29,1105155.2027650054
733,-97,30,1105155.2027650054
734,-97,31,1082908.4402000052
735,-97,32,1125579.3196300047
736,-97,33,1125579.3196300047
737,-97,34,1364226.898225006
738,-97,35,1364226.898225006
739,-97,36,1364226.898225006
740,-97,37,1364226.898225006
741,-97,38,1364226.898225006
742,-97,39,1364226.898225006
743,-97,40,1349177.6161900058
744,-97,41,1349177.6161900058
745,-97,42,1349177.6161900058
746,-97,43,1324093.084400007
747,-97,44,1324093.084400007
748,-97,45,1324093.084400007
749,-97,46,1324093.084400007
750,-97,47,1324093.084400007
751,-97,48,1324093.084400007
752,-97,49,1324093.084400007
753,-97,50,1324093.084400007
754,-97,51,1324093.084400007
755,-97,52,1324093.084400007
756,-97,53,1324093.084400007
757,-97,54,1324093.084400007
758,-97,55,1324093.084400007
759,-97,56,1324093.084400007
760,-97,57,1324093.084400007
761,-97,58,1324093.084400007
762,-97,59,1324093.084400007
763,-97,60,1324093.084400007
764,-97,61,1324093.084400007
765,-97,62,1324093.084400007
766,-97,63,1324093.084400007
767,-97,64,1324093.084400007
768,-97,65,1324093.084400007
769,-97,66,1324093.084400007
770,-97,67,1324093.084400007
771,-97,68,1324093.084400007
772,-97,69,1321287.5178700073
773,-97,70,1321287.5178700073
774,-97,71,1321287.5178700073
775,-97,72,1321287.5178700073
776,-97,73,1321287.5178700073
777,-97,74,1321287.5178700073
778,-97,75,1321287.5178700073
779,-97,76,1321287.5178700073
780,-97,77,1321287.5178700073
781,-97,78,1321287.5178700073
782,-97,79,1321287.5178700073
783,-97,80,1321287.5178700073
784,-97,81,1321287.5178700073
785,-97,82,1321287.5178700073
786,-97,83,1321287.5178700073
787,-97,84,1321287.5178700073
788,-97,85,1321287.5178700073
789,-97,86,1321287.5178700073
790,-97,87,1321287.5178700073
791,-97,88,1321287.5178700073
792,-97,89,1321287.5178700073
793,-97,90,1321287.5178700073
794,-97,91,1321287.5178700073
795,-97,92,1321287.5178700073
796,-97,93,1321287.5178700073
797,-97,94,1321287.5178700073
798,-97,95,1321287.5178700073
799,-97,96,1321287.5178700073
800,-97,97,1321287.5178700073
801,-97,98,1321287.5178700073
802,-97,99,1321287.5178700073
803,-97,100,1321287.5178700073
804,-96,-100,865171.9088400002
805,-96,-99,865171.9088400002
806,-96,-98,865171.9088400002
807,-96,-97,865171.9088400002
808,-96,-96,865171.9088400002
809,-96,-95,865171.9088400002
810,-96,-94,865171.9088400002
811,-96,-93,865171.9088400002
812,-96,-92,865171.9088400002
813,-96,-91,865171.9088400002
814,-96,-90,865171.9088400002
815,-96,-89,865171.9088400002
816,-96,-88,865171.9088400002
817,-96,-87,865171.9088400002
818,-96,-86,865171.9088400002
819,-96,-85,865171.9088400002
820,-96,-84,865171.9088400002
821,-96,-83,865171.9088400002
822,-96,-82,900723.7204850003
823,-96,-81,900723.7204850003
824,-96,-80,900723.7204850003
825,-96,-79,900723.7204850003
826,-96,-78,900723.7204850003
827,-96,-77,900723.7204850003
828,-96,-76,900723.7204850003
829,-96,-75,885772.9369650006
830,-96,-74,885772.9369650006
831,-96,-73,885772.9369650006
832,-96,-72,885772.9369650006
833,-96,-71,885772.9369650006
834,-96,-70,978851.8519850007
835,-96,-69,978851.8519850007
836,-96,-68,1041228.614410001
837,-96,-67,1041228.614410001
838,-96,-66,1041228.614410001
839,-96,-65,1041228.614410001
840,-96,-64,1041228.614410001
841,-96,-63,1041228.614410001
842,-96,-62,1041228.614410001
843,-96,-61,1041228.614410001
844,-96,-60,1041228.614410001
845,-96,-59,985933.9850500007
846,-96,-58,947633.296005001
847,-96,-57,947633.296005001
848,-96,-56,947633.296005001
849,-96,-55,947633.296005001
850,-96,-54,947633.296005001
851,-96,-53,947633.296005001
852,-96,-52,947633.296005001
853,-96,-51,984851.115335001
854,-96,-50,995131.0431500013
855,-96,-49,995131.0431500013
856,-96,-48,995131.0431500013
857,-96,-47,966744.171085002
858,-96,-46,966744.171085002
859,-96,-45,966744.171085002
860,-96,-44,966744.171085002
861,-96,-43,966744.171085002
862,-96,-42,872293.526405002
863,-96,-41,872293.526405002
864,-96,-40,872293.526405002
865,-96,-39,850578.0960450023
866,-96,-38,850578.0960450023
867,-96,-37,850578.0960450023
868,-96,-36,850578.0960450023
869,-96,-35,816074.9320850023
870,-96,-34,816074.9320850023
871,-96,-33,816074.9320850023
872,-96,-32,816074.9320850023
873,-96,-31,970295.6854750029
874,-96,-30,923596.056785002
875,-96,-29,923596.056785002
876,-96,-28,938097.0957850021
877,-96,-27,938097.0957850021
878,-96,-26,938097.0957850021
879,-96,-25,914525.3190350023
880,-96,-24,851793.8727850021
881,-96,-23,851793.8727850021
882,-96,-22,851793.8727850021
883,-96,-21,886398.3560550022
884,-96,-20,886398.3560550022
885,-96,-19,886398.3560550022
886,-96,-18,871480.5794600022
887,-96,-17,871480.5794600022
888,-96,-16,881330.5413900029
889,-96,-15,853618.6260850021
890,-96,-14,853618.6260850021
891,-96,-13,811920.0707850024
892,-96,-12,805088.8308350026
