,real,predict,ratio
2014-01-02,1561.1,1594.807114608884,0.024782021480685965
2014-01-03,1536.07,1593.3620095568895,
2014-01-06,1512.93,1593.4759671676159,
2014-01-07,1510.65,1595.2801858711243,
2014-01-08,1515.33,1592.3569959419965,
2014-01-09,1503.88,1586.7779989647865,
2014-01-10,1498.27,1579.7488508421181,
2014-01-13,1494.61,1572.779294680357,
2014-01-14,1499.29,1566.1763612377642,
2014-01-15,1488.51,1559.3187202203274,
2014-01-16,1493.09,1553.7131711798907,
2014-01-17,1475.67,1547.630165581703,
2014-01-20,1464.84,1543.870225225687,
2014-01-21,1478.88,1540.3457692313193,
2014-01-22,1514.12,1535.3675577390193,
2014-01-23,1499.03,1533.1628954756259,
2014-01-24,1502.06,1533.3969380962849,
2014-01-27,1478.87,1535.7886662530898,
2014-01-28,1487.8,1538.0322555232049,
2014-01-29,1494.49,1539.1057518351079,
2014-01-30,1477.35,1538.8560302811861,
2014-02-07,1475.34,1490.5187200474738,
2014-02-10,1505.83,1489.0468827146292,
2014-02-11,1528.32,1488.686747829914,
2014-02-12,1527.0,1491.7188492763041,
2014-02-13,1528.02,1497.7279656487704,
2014-02-14,1534.24,1505.3618640440702,
2014-02-17,1538.1,1513.354095147848,
2014-02-18,1508.54,1521.5268442380427,
2014-02-19,1533.4,1527.2697791802882,
2014-02-20,1520.14,1531.3707513529062,
2014-02-21,1505.33,1535.2699398595093,
2014-02-24,1468.06,1537.0048348504304,
2014-02-25,1440.89,1534.7291067707538,
2014-02-26,1444.2,1528.1300179708003,
2014-02-27,1452.46,1516.2280255931616,
2014-02-28,1464.32,1504.5455382812022,
2014-03-03,1462.69,1511.8664587366582,
2014-03-04,1464.28,1499.810740725994,
2014-03-05,1448.33,1489.7185537981986,
2014-03-06,1459.51,1482.3824950623512,
2014-03-07,1455.58,1475.6160441625118,
2014-03-10,1408.87,1470.5236347693206,
2014-03-11,1412.73,1467.7726127433777,
2014-03-12,1418.7,1463.6447280722857,
2014-03-13,1437.39,1459.2449550795554,
2014-03-14,1426.4,1455.571639328003,
2014-03-17,1434.16,1451.2675618934632,
2014-03-18,1427.63,1446.9567563343048,
2014-03-19,1418.71,1442.999597825408,
2014-03-20,1406.92,1438.1029047715663,
2014-03-21,1464.08,1435.4332810389994,
2014-03-24,1477.53,1435.9825843560695,
2014-03-25,1470.12,1442.920241998434,
2014-03-26,1467.08,1452.0971636879444,
2014-03-27,1464.53,1460.5852335470915,
2014-03-28,1472.05,1467.6524075883626,
2014-03-31,1465.78,1473.3010887134076,
2014-04-01,1473.14,1407.0303227442503,
2014-04-02,1491.3,1407.696467154026,
2014-04-03,1477.49,1408.1114482688904,
2014-04-04,1490.33,1410.4163115310669,
2014-04-08,1534.75,1416.3812745857238,
2014-04-09,1530.88,1426.466853533983,
2014-04-10,1570.4,1436.247984843254,
2014-04-11,1565.31,1449.986575024128,
2014-04-14,1557.7,1467.720950357914,
2014-04-15,1523.22,1483.3772963452338,
2014-04-16,1527.05,1493.0904255378246,
2014-04-17,1520.56,1495.7195003050565,
2014-04-18,1521.28,1494.0315219688416,
2014-04-21,1493.76,1489.6053771305085,
2014-04-22,1509.55,1480.4291162389516,
2014-04-23,1507.04,1475.352565996647,
2014-04-24,1510.29,1467.136925112009,
2014-04-25,1501.05,1464.6475190031529,
2014-04-28,1483.78,1462.8007689404487,
2014-04-29,1496.01,1458.51519384861,
2014-04-30,1494.81,1455.8697192776203,
2014-05-05,1487.53,1504.6164238798617,
2014-05-06,1485.25,1500.0188320088387,
2014-05-07,1476.18,1496.3624567139148,
2014-05-08,1478.72,1491.8374324727058,
2014-05-09,1480.74,1488.2666605490447,
2014-05-12,1508.39,1483.9644453632832,
2014-05-13,1503.52,1481.0265977340937,
2014-05-14,1500.82,1481.6233583587407,
2014-05-15,1488.77,1483.043052725792,
2014-05-16,1487.74,1484.7459290522336,
2014-05-19,1459.21,1485.1944907176494,
2014-05-20,1460.82,1484.7608270424605,
2014-05-21,1474.14,1482.039360706806,
2014-05-22,1471.55,1477.8305583226681,
2014-05-23,1484.38,1473.3378531086444,
2014-05-26,1486.05,1469.422865523696,
2014-05-27,1479.73,1468.4133464682102,
2014-05-28,1491.76,1467.4565110313893,
2014-05-29,1484.31,1467.248299603462,
