,real,predict,ratio
2014-01-02,1561.1,1623.6212093758584,0.03095144294067804
2014-01-03,1536.07,1610.9132237124443,
2014-01-06,1512.93,1600.3959634828568,
2014-01-07,1510.65,1593.5572453159093,
2014-01-08,1515.33,1590.304497425556,
2014-01-09,1503.88,1589.5451204317808,
2014-01-10,1498.27,1590.8090466994047,
2014-01-13,1494.61,1593.1837142544985,
2014-01-14,1499.29,1591.0912674981355,
2014-01-15,1488.51,1586.1761922466756,
2014-01-16,1493.09,1579.2095195668935,
2014-01-17,1475.67,1572.1581446039677,
2014-01-20,1464.84,1564.6844596761464,
2014-01-21,1478.88,1557.5065118688344,
2014-01-22,1514.12,1551.3261887538433,
2014-01-23,1499.03,1545.6301704663038,
2014-01-24,1502.06,1542.2070568490028,
2014-01-27,1478.87,1538.9687864410878,
2014-01-28,1487.8,1534.3821277725697,
2014-01-29,1494.49,1532.0550376701356,
2014-01-30,1477.35,1532.442445488572,
2014-02-07,1475.34,1490.8478575009108,
2014-02-10,1505.83,1493.109288315773,
2014-02-11,1528.32,1494.716889591813,
2014-02-12,1527.0,1496.2124555784465,
2014-02-13,1528.02,1496.4109953272343,
2014-02-14,1534.24,1496.189567940235,
2014-02-17,1538.1,1496.7299805212022,
2014-02-18,1508.54,1499.05725084126,
2014-02-19,1533.4,1502.5802050220966,
2014-02-20,1520.14,1509.7466789740324,
2014-02-21,1505.33,1517.5536463606356,
2014-02-24,1468.06,1527.0821125614643,
2014-02-25,1440.89,1534.7710974770785,
2014-02-26,1444.2,1540.9810363548993,
2014-02-27,1452.46,1547.17541644454,
2014-02-28,1464.32,1551.1060829627513,
2014-03-03,1462.69,1497.5956859129667,
2014-03-04,1464.28,1492.3512929904462,
2014-03-05,1448.33,1480.2639167505502,
2014-03-06,1459.51,1469.849200348854,
2014-03-07,1455.58,1456.0122714179754,
2014-03-10,1408.87,1444.7444047856332,
2014-03-11,1412.73,1436.1876720118523,
2014-03-12,1418.7,1429.521902691126,
2014-03-13,1437.39,1425.327397571802,
2014-03-14,1426.4,1420.832529746294,
2014-03-17,1434.16,1418.7242238390445,
2014-03-18,1427.63,1415.0260380554198,
2014-03-19,1418.71,1409.3597556757927,
2014-03-20,1406.92,1405.9155565965175,
2014-03-21,1464.08,1401.24053121984,
2014-03-24,1477.53,1397.6777489441633,
2014-03-25,1470.12,1394.294883929491,
2014-03-26,1467.08,1390.2206440377236,
2014-03-27,1464.53,1387.679215108156,
2014-03-28,1472.05,1388.637011705637,
2014-03-31,1465.78,1397.2709977674483,
2014-04-01,1473.14,1442.98950563848,
2014-04-02,1491.3,1451.2357234466076,
2014-04-03,1477.49,1458.3547400909663,
2014-04-04,1490.33,1467.2300375509262,
2014-04-08,1534.75,1475.5383703666926,
2014-04-09,1530.88,1481.886355944276,
2014-04-10,1570.4,1488.464058919549,
2014-04-11,1565.31,1493.4087499338389,
2014-04-14,1557.7,1493.3093298780918,
2014-04-15,1523.22,1494.443980036974,
2014-04-16,1527.05,1500.7702193546295,
2014-04-17,1520.56,1511.6294124889373,
2014-04-18,1521.28,1524.7627117443085,
2014-04-21,1493.76,1538.564137803316,
2014-04-22,1509.55,1551.8383672404289,
2014-04-23,1507.04,1561.6612489658594,
2014-04-24,1510.29,1566.2562577176093,
2014-04-25,1501.05,1567.0992556887866,
2014-04-28,1483.78,1565.7713521647454,
2014-04-29,1496.01,1556.9589506554603,
2014-04-30,1494.81,1549.2676829832792,
2014-05-05,1487.53,1523.9794859516621,
2014-05-06,1485.25,1517.5653605061768,
2014-05-07,1476.18,1511.0472494918108,
2014-05-08,1478.72,1506.0771477925778,
2014-05-09,1480.74,1501.9614578473568,
2014-05-12,1508.39,1497.0940201210976,
2014-05-13,1503.52,1492.8708003270626,
2014-05-14,1500.82,1488.565281151533,
2014-05-15,1488.77,1484.7146312582493,
2014-05-16,1487.74,1480.3780545789002,
2014-05-19,1459.21,1477.7262723910808,
2014-05-20,1460.82,1477.2786118137835,
2014-05-21,1474.14,1478.4497260051965,
2014-05-22,1471.55,1479.674184613228,
2014-05-23,1484.38,1479.6063026416302,
2014-05-26,1486.05,1478.5998472857475,
2014-05-27,1479.73,1475.9275803613662,
2014-05-28,1491.76,1472.4792362767457,
2014-05-29,1484.31,1468.9005347776413,
2014-05-30,1482.1,1465.6766217070817,
2014-06-03,1477.52,1506.7482782232762,
2014-06-04,1466.39,1504.8759973305464,
2014-06-05,1484.24,1504.2505821037291,
2014-06-06,1472.27,1505.5366150665284,
2014-06-09,1475.35,1507.2555908340216,
2014-06-10,1493.53,1510.637975268364,
2014-06-11,1488.76,1512.4447770911454,
2014-06-12,1483.86,1513.000508170128,
2014-06-13,1502.96,1512.4531271743774,
2014-06-16,1518.7,1511.3742844063042,
2014-06-17,1501.94,1510.9987709510326,
2014-06-18,1495.43,1511.4560431349278,
2014-06-19,1478.04,1511.9996996331215,
2014-06-20,1484.48,1513.9998148936033,
2014-06-23,1475.76,1518.1728741157056,
2014-06-24,1480.13,1522.9552491235734,
2014-06-25,1469.95,1528.1383680540323,
2014-06-26,1478.01,1530.758792375326,
2014-06-27,1473.76,1532.0448253381253,
2014-06-30,1482.41,1531.0375890392065,
2014-07-01,1481.66,1513.9268267560005,
2014-07-02,1484.84,1510.7394978630543,
2014-07-03,1489.55,1507.083002423048,
2014-07-04,1492.46,1502.741079287529,
2014-07-07,1492.84,1498.167876868248,
2014-07-08,1491.96,1495.2108660984038,
2014-07-09,1475.14,1493.9430351155995,
2014-07-10,1471.17,1494.1519073414802,
2014-07-11,1468.54,1495.8379032838345,
2014-07-14,1482.78,1497.9709590780735,
2014-07-15,1484.66,1500.6282679396868,
2014-07-16,1483.18,1503.0117661583424,
2014-07-17,1473.67,1504.2169414806365,
2014-07-18,1478.76,1503.991849668622,
2014-07-21,1479.84,1502.5194716829062,
2014-07-22,1495.93,1500.834256683588,
2014-07-23,1506.76,1499.8504486757517,
2014-07-24,1541.9,1498.8740295904875,
2014-07-25,1557.02,1497.5596423882246,
2014-07-28,1609.48,1496.364018599987,
2014-07-29,1611.85,1495.9221249866484,
2014-07-30,1601.38,1497.245282779932,
2014-07-31,1621.85,1501.754868378043,
2014-08-01,1607.97,1569.9808754193782,
2014-08-04,1644.63,1592.0529688107968,
2014-08-05,1632.41,1619.1238185036182,
2014-08-06,1619.01,1646.3303119945526,
2014-08-07,1593.42,1664.5934458363056,
2014-08-08,1595.66,1678.3325766700507,
2014-08-11,1619.25,1685.6513945865631,
2014-08-12,1607.91,1689.738910509944,
2014-08-13,1610.14,1689.3548066812752,
2014-08-14,1596.84,1690.2877933192253,
2014-08-15,1612.0,1681.485964577198,
2014-08-18,1613.13,1685.2397174614669,
2014-08-19,1609.09,1681.3176413166523,
2014-08-20,1600.34,1678.3409267532825,
2014-08-21,1587.03,1672.211965661049,
2014-08-22,1594.18,1672.0545756030083,
2014-08-25,1577.43,1673.6066097784042,
2014-08-26,1573.39,1672.8192990529537,
2014-08-27,1572.79,1672.712850509882,
2014-08-28,1563.89,1673.896399717331,
2014-08-29,1581.28,1671.132882602811,
2014-09-01,1586.02,1624.3921803700923,
2014-09-02,1607.5,1619.3232593405246,
2014-09-03,1624.03,1613.3997463393212,
2014-09-04,1637.29,1606.9054240512849,
2014-09-05,1656.24,1600.5836301016807,
2014-09-09,1645.11,1594.3569910573958,
2014-09-10,1629.99,1591.5867458182572,
2014-09-11,1622.81,1592.6881758618354,
2014-09-12,1630.2,1598.0434026229382,
2014-09-15,1624.07,1606.4982523667811,
2014-09-16,1600.92,1616.991964160204,
2014-09-17,1604.92,1627.3473889636994,
2014-09-18,1609.87,1636.0442109036446,
2014-09-19,1619.58,1642.7138849395512,
2014-09-22,1583.89,1647.2016041326522,
2014-09-23,1595.64,1650.3117398101092,
2014-09-24,1625.73,1651.084452908039,
2014-09-25,1618.52,1648.7121882545948,
2014-09-26,1616.09,1644.2951143699884,
2014-09-29,1621.82,1638.4564237970114,
2014-09-30,1619.7,1630.8435507911443,
2014-10-08,1633.57,1593.4073643255233,
2014-10-09,1634.04,1592.1987047958373,
2014-10-10,1621.71,1590.8700804013013,
2014-10-13,1605.99,1591.5769539940356,
2014-10-14,1600.3,1594.9432990598677,
2014-10-15,1612.77,1597.906917809248,
2014-10-16,1608.74,1601.5693003582953,
2014-10-17,1608.52,1604.3939713197947,
2014-10-20,1612.4,1607.6846850562094,
2014-10-21,1600.84,1608.1417169499398,
2014-10-22,1597.13,1606.5379002439975,
2014-10-23,1586.56,1605.3267176675797,
2014-10-24,1583.42,1604.0693993794919,
2014-10-27,1559.91,1602.0808180469273,
2014-10-28,1585.74,1598.9556642341613,
2014-10-29,1608.4,1594.633685182333,
2014-10-30,1619.1,1590.1963067787885,
2014-10-31,1657.29,1585.642748080492,
2014-11-03,1651.05,1676.3666426855325,
2014-11-04,1645.62,1669.8497931945324,
2014-11-05,1637.63,1666.5352907317877,
2014-11-06,1635.96,1669.9059009480477,
2014-11-07,1640.32,1681.3929722833634,
2014-11-10,1689.02,1694.4808566975594,
2014-11-11,1710.88,1707.5514402198792,
2014-11-12,1731.02,1717.248349826336,
2014-11-13,1726.34,1722.8827937591075,
2014-11-14,1728.81,1726.6658019709587,
2014-11-17,1708.1,1733.3159524309635,
2014-11-18,1679.42,1747.3531031417847,
2014-11-19,1671.65,1761.321290575266,
2014-11-20,1676.6,1775.500933353901,
2014-11-21,1714.71,1789.1704401123525,
2014-11-24,1758.1,1795.6451787519454,
2014-11-25,1777.67,1797.9650601494313,
2014-11-26,1820.49,1793.4216537106038,
2014-11-27,1853.0,1782.8187300372124,
2014-11-28,1914.44,1777.2712711441518,
2014-12-01,1920.38,1794.184334694147,
2014-12-02,2021.5400000000002,1818.577991514206,
2014-12-03,2037.5800000000002,1844.6058617460728,
2014-12-04,2160.66,1881.424322270155,
2014-12-05,2200.25,1933.9552365350723,
2014-12-08,2298.85,1994.6561365532875,
2014-12-09,2182.69,2057.689292912483,
2014-12-10,2254.82,2124.709343688488,
2014-12-11,2193.54,2189.5273753929137,
2014-12-12,2193.29,2263.45096260786,
2014-12-15,2201.54,2341.4245204079148,
2014-12-16,2299.28,2419.5779353964326,
2014-12-17,2383.95,2474.379832010269,
2014-12-18,2364.04,2494.47097328186,
2014-12-19,2390.28,2486.2431977438923,
2014-12-22,2426.68,2454.8437610197066,
2014-12-23,2374.95,2431.37834510684,
2014-12-24,2270.88,2446.3156227755544,
2014-12-25,2359.66,2474.244909082651,
2014-12-26,2464.82,2512.4694275069237,
2014-12-29,2481.66,2564.4624522376057,
2014-12-30,2523.63,2611.7904837059973,
2014-12-31,2581.57,2621.0165447342392,
2015-01-05,2649.64,2485.2678599643705,
2015-01-06,2629.4,2479.1966886568066,
2015-01-07,2635.23,2481.9041580903527,
2015-01-08,2558.11,2494.4256785857674,
2015-01-09,2569.02,2520.8608406472204,
2015-01-12,2543.85,2545.6071232843397,
2015-01-13,2527.83,2577.614253835678,
2015-01-14,2534.23,2617.473466252088,
2015-01-15,2632.89,2633.031653707027,
2015-01-16,2653.03,2644.6666236388683,
2015-01-19,2410.2,2648.0662488925454,
2015-01-20,2403.72,2640.970119886398,
2015-01-21,2542.32,2628.1773117947578,
2015-01-22,2544.31,2611.8755464243886,
2015-01-23,2564.51,2606.307542722225,
2015-01-26,2562.36,2607.4936149764058,
2015-01-27,2522.1,2605.2859490859505,
2015-01-28,2486.28,2594.527918111086,
2015-01-29,2442.04,2580.3903261113164,
2015-01-30,2405.38,2580.181994538307,
2015-02-02,2332.53,2621.1050916600225,
2015-02-03,2405.76,2608.476762186289,
2015-02-04,2372.46,2594.4321624803542,
2015-02-05,2348.92,2577.343687109947,
2015-02-06,2325.24,2557.810739891529,
2015-02-09,2366.77,2544.3425962913034,
2015-02-10,2403.55,2528.7858505773543,
2015-02-11,2415.13,2510.75723993659,
2015-02-12,2416.45,2493.4341212201116,
2015-02-13,2427.47,2476.3392781603334,
2015-02-16,2431.21,2455.130667476654,
2015-02-17,2445.26,2439.928109465837,
2015-02-25,2407.46,2424.216616885662,
2015-02-26,2478.06,2415.507660292387,
2015-02-27,2474.6,2416.618882160187,
2015-03-02,2479.24,2352.4234422731397,
2015-03-03,2396.8,2363.955688159466,
2015-03-04,2397.99,2374.656289784908,
2015-03-05,2366.9,2394.3759424614905,
2015-03-06,2371.62,2413.9579088735577,
2015-03-09,2429.87,2432.6959762263295,
2015-03-10,2395.43,2445.5180997180937,
2015-03-11,2408.5,2445.4171778488158,
2015-03-12,2485.11,2438.521570985317,
2015-03-13,2495.28,2426.772463225126,
2015-03-16,2550.86,2414.6338451075553,
2015-03-17,2583.2,2403.010409103632,
2015-03-18,2649.64,2394.9377408671376,
2015-03-19,2630.24,2400.953164856434,
2015-03-20,2680.68,2413.4851379740235,
2015-03-23,2720.67,2433.7496485996244,
2015-03-24,2683.65,2465.40355260849,
2015-03-25,2649.16,2502.1280596780775,
2015-03-26,2687.76,2543.718202297687,
2015-03-27,2689.24,2582.6372794437407,
2015-03-30,2784.4599999999996,2624.737077503204,
2015-03-31,2754.66,2658.175496422052,
2015-04-01,2799.45,2671.531664805412,
2015-04-02,2781.6399999999994,2688.9505391526222,
2015-04-03,2817.1799999999994,2696.0705770301815,
2015-04-07,2889.4499999999994,2706.568734191656,
2015-04-08,2952.08,2723.156565003395,
2015-04-09,2931.77,2739.2718652057647,
2015-04-10,2986.61,2751.4055573749542,
2015-04-13,3041.12,2763.3052069234845,
2015-04-14,3052.41,2777.6666292119025,
2015-04-15,3053.2999999999997,2803.8748372125624,
2015-04-16,3183.3,2835.069787006378,
2015-04-17,3235.33,2865.15916175127,
2015-04-20,3164.46,2895.272565512657,
2015-04-21,3214.36,2932.508410053253,
2015-04-22,3299.22,2967.853411285877,
2015-04-23,3273.3999999999996,2996.3398103404043,
2015-04-24,3223.9599999999996,3031.563224749565,
2015-04-27,3308.45,3071.5239597606655,
2015-04-28,3282.3299999999995,3106.0877776670454,
2015-04-29,3283.2799999999997,3137.3500087070465,
2015-04-30,3250.49,3162.654965977669,
2015-05-04,3272.0,3207.580095796585,
2015-05-05,3148.81,3216.6337486314774,
2015-05-06,3139.02,3230.780591802597,
2015-05-07,3094.8799999999997,3235.975184588432,
2015-05-08,3110.4499999999994,3229.044495360851,
2015-05-11,3169.1299999999997,3221.3023462462425,
2015-05-12,3188.3099999999995,3223.166517345905,
2015-05-13,3141.2999999999997,3205.4674646663666,
2015-05-14,3128.5699999999997,3180.2516550469395,
2015-05-15,3060.41,3145.9329331088065,
2015-05-18,2998.3899999999994,3120.481879417896,
2015-05-19,3116.09,3107.4334025907515,
2015-05-20,3122.85,3114.455161790848,
2015-05-21,3150.9,3103.270615773201,
2015-05-22,3248.8599999999997,3092.521235244274,
2015-05-25,3349.9499999999994,3073.1257340002057,
2015-05-26,3386.5899999999997,3063.4040745067596,
2015-05-27,3344.74,3057.606833987236,
2015-05-28,3124.62,3051.224967496395,
2015-05-29,3111.33,3060.8863141584393,
2015-06-01,3244.32,3040.1026566314695,
2015-06-02,3258.3099999999995,3091.0590695905685,
2015-06-03,3238.43,3136.9847676563263,
2015-06-04,3299.03,3168.37146900177,
2015-06-05,3303.9899999999993,3171.000243406296,
2015-06-08,3458.7099999999996,3150.1766977119446,
2015-06-09,3414.0,3127.1621862936017,
2015-06-10,3370.38,3104.4845616865155,
2015-06-11,3347.12,3089.316965894699,
2015-06-12,3350.25,3104.532619719505,
2015-06-15,3262.48,3147.954734556675,
2015-06-16,3179.6499999999996,3192.697003560066,
2015-06-17,3211.7099999999996,3214.0698525714874,
2015-06-18,3068.4899999999993,3221.6231336164474,
2015-06-19,2903.0599999999995,3203.8070596265793,
2015-06-23,3003.16,3182.616831140518,
2015-06-24,3045.24,3152.847282605171,
2015-06-25,2943.99,3119.56997824192,
