DEA2,DEA1,netAsset
-89,54,3080112.014755033
-89,55,3080112.014755033
-89,56,3111690.0326450337
-89,57,3053106.94044003
-89,58,3053106.94044003
-89,59,3053106.94044003
-89,60,3053106.94044003
-89,61,3053106.94044003
-89,62,3053106.94044003
-89,63,3053106.94044003
-89,64,3053106.94044003
-89,65,3053106.94044003
-89,66,3053106.94044003
-89,67,4165195.1612750436
-89,68,4165195.1612750436
-89,69,4153631.121460042
-89,70,4153631.121460042
-89,71,4937533.621410047
-89,72,4937533.621410047
-89,73,4937533.621410047
-89,74,4937533.621410047
-89,75,4937533.621410047
-89,76,4937533.621410047
-89,77,4937533.621410047
-89,78,4937533.621410047
-89,79,4937533.621410047
-89,80,4657487.041835051
-89,81,4657487.041835051
-89,82,4657487.041835051
-89,83,4657487.041835051
-89,84,4657487.041835051
-89,85,4657487.041835051
-89,86,4657487.041835051
-89,87,4657487.041835051
-89,88,4664298.224850051
-89,89,4664298.224850051
-89,90,4664298.224850051
-89,91,4664298.224850051
-89,92,4664298.224850051
-89,93,4413286.372060048
-89,94,4413286.372060048
-89,95,4413286.372060048
-89,96,4413286.372060048
-89,97,4413286.372060048
-89,98,4413286.372060048
-89,99,4413286.372060048
-89,100,4413286.372060048
-88,-100,528770.1495500006
-88,-99,528770.1495500006
-88,-98,514276.47677500074
-88,-97,514276.47677500074
-88,-96,514276.47677500074
-88,-95,514276.47677500074
-88,-94,514276.47677500074
-88,-93,548849.924875001
-88,-92,548849.924875001
-88,-91,548849.924875001
-88,-90,548849.924875001
-88,-89,548849.924875001
-88,-88,548849.924875001
-88,-87,548849.924875001
-88,-86,548849.924875001
-88,-85,548849.924875001
-88,-84,548849.924875001
-88,-83,548849.924875001
-88,-82,571778.7371550011
-88,-81,571778.7371550011
-88,-80,571778.7371550011
-88,-79,571778.7371550011
-88,-78,571778.7371550011
-88,-77,571778.7371550011
-88,-76,571778.7371550011
-88,-75,562342.4421100009
-88,-74,562342.4421100009
-88,-73,562342.4421100009
-88,-72,562342.4421100009
-88,-71,562342.4421100009
-88,-70,620731.8249400011
-88,-69,620731.8249400011
-88,-68,660192.9678450009
-88,-67,660192.9678450009
-88,-66,660192.9678450009
-88,-65,660192.9678450009
-88,-64,660192.9678450009
-88,-63,688409.477445001
-88,-62,670279.6706100011
-88,-61,670279.6706100011
-88,-60,670279.6706100011
-88,-59,634913.992260001
-88,-58,594404.1394650012
-88,-57,594404.1394650012
-88,-56,594404.1394650012
-88,-55,594404.1394650012
-88,-54,594404.1394650012
-88,-53,587222.8595950014
-88,-52,587222.8595950014
-88,-51,590908.3249050019
-88,-50,596648.4135450012
-88,-49,596648.4135450012
-88,-48,587676.3548150013
-88,-47,570921.5940000017
-88,-46,684560.5211400023
-88,-45,684560.5211400023
-88,-44,684560.5211400023
-88,-43,659399.9264200025
-88,-42,594990.2784950022
-88,-41,630619.9980300029
-88,-40,601834.2072550026
-88,-39,586732.6497150026
-88,-38,586732.6497150026
-88,-37,552506.6710100025
-88,-36,552506.6710100025
-88,-35,530295.8945650029
-88,-34,530295.8945650029
-88,-33,530295.8945650029
-88,-32,530295.8945650029
-88,-31,630580.8694600032
-88,-30,599243.5553000028
-88,-29,599243.5553000028
-88,-28,608871.7477250029
-88,-27,631926.9501800032
-88,-26,634278.558400003
-88,-25,618496.7876650034
-88,-24,633505.7477300037
-88,-23,633505.7477300037
-88,-22,633505.7477300037
-88,-21,658981.465835004
-88,-20,658981.465835004
-88,-19,779113.4717850038
-88,-18,743687.1053850038
-88,-17,710594.310600004
-88,-16,719368.6507200039
-88,-15,702852.483945004
-88,-14,681469.9879100053
-88,-13,624464.2290850049
-88,-12,618154.0555000048
-88,-11,658908.239265005
-88,-10,655077.3079050051
-88,-9,632841.627730005
-88,-8,662403.1146700049
-88,-7,795985.3649250051
-88,-6,782313.0403350051
-88,-5,782313.0403350051
-88,-4,746587.8564500058
-88,-3,733816.0909100054
-88,-2,697061.1960550067
-88,-1,720773.5070550062
-88,0,720773.5070550062
-88,1,720773.5070550062
-88,2,706058.8574150073
-88,3,748873.9702000066
-88,4,728078.9395750064
-88,5,728078.9395750064
-88,6,728078.9395750064
-88,7,911520.9607200082
-88,8,919110.6646250082
-88,9,1109262.7312550093
-88,10,1109739.4643650104
-88,11,1084746.52726001
-88,12,1071959.576775009
-88,13,1093825.7296950128
-88,14,1230213.0674150137
-88,15,1195555.1838150127
-88,16,1203109.4452900128
-88,17,1173044.6424700124
-88,18,1173044.6424700124
-88,19,1227526.5736600107
-88,20,1227526.5736600107
-88,21,1227526.5736600107
-88,22,1227526.5736600107
-88,23,1227526.5736600107
-88,24,1203552.6181650152
-88,25,1203552.6181650152
-88,26,1668204.318970019
-88,27,1668204.318970019
-88,28,1804707.6738400199
-88,29,2704171.1457300237
-88,30,2704171.1457300237
-88,31,2650136.545765022
-88,32,2754478.615785024
-88,33,2754478.615785024
-88,34,3342520.924680027
-88,35,3342520.924680027
-88,36,3342520.924680027
-88,37,3342520.924680027
-88,38,3342520.924680027
-88,39,3342520.924680027
-88,40,3305188.601205026
-88,41,3305188.601205026
-88,42,3305188.601205026
-88,43,3241074.742015031
-88,44,3241074.742015031
-88,45,3241074.742015031
-88,46,3241074.742015031
-88,47,3241074.742015031
-88,48,3241074.742015031
-88,49,3241074.742015031
-88,50,3241074.742015031
-88,51,3147479.8646150334
-88,52,3080112.014755033
-88,53,3080112.014755033
-88,54,3080112.014755033
-88,55,3080112.014755033
-88,56,3111690.0326450337
-88,57,3053106.94044003
-88,58,3053106.94044003
-88,59,3053106.94044003
-88,60,3053106.94044003
-88,61,3053106.94044003
-88,62,3053106.94044003
-88,63,3053106.94044003
-88,64,3053106.94044003
-88,65,3053106.94044003
-88,66,3053106.94044003
-88,67,4165195.1612750436
-88,68,4165195.1612750436
-88,69,4153631.121460042
-88,70,4153631.121460042
-88,71,4937533.621410047
-88,72,4937533.621410047
-88,73,4937533.621410047
-88,74,4937533.621410047
-88,75,4937533.621410047
-88,76,4937533.621410047
-88,77,4937533.621410047
-88,78,4937533.621410047
-88,79,4937533.621410047
-88,80,4657487.041835051
-88,81,4657487.041835051
-88,82,4657487.041835051
-88,83,4657487.041835051
-88,84,4657487.041835051
-88,85,4657487.041835051
-88,86,4657487.041835051
-88,87,4657487.041835051
-88,88,4664298.224850051
-88,89,4664298.224850051
-88,90,4664298.224850051
-88,91,4664298.224850051
-88,92,4664298.224850051
-88,93,4413286.372060048
-88,94,4413286.372060048
-88,95,4413286.372060048
-88,96,4413286.372060048
-88,97,4413286.372060048
-88,98,4413286.372060048
-88,99,4413286.372060048
-88,100,4413286.372060048
-87,-100,528770.1495500006
-87,-99,528770.1495500006
-87,-98,514276.47677500074
-87,-97,514276.47677500074
-87,-96,514276.47677500074
-87,-95,514276.47677500074
-87,-94,514276.47677500074
-87,-93,548849.924875001
-87,-92,548849.924875001
-87,-91,548849.924875001
-87,-90,548849.924875001
-87,-89,548849.924875001
-87,-88,548849.924875001
-87,-87,548849.924875001
-87,-86,548849.924875001
-87,-85,548849.924875001
-87,-84,548849.924875001
-87,-83,548849.924875001
-87,-82,571778.7371550011
-87,-81,571778.7371550011
-87,-80,571778.7371550011
-87,-79,571778.7371550011
-87,-78,571778.7371550011
-87,-77,571778.7371550011
-87,-76,571778.7371550011
-87,-75,562342.4421100009
-87,-74,562342.4421100009
-87,-73,562342.4421100009
-87,-72,562342.4421100009
-87,-71,562342.4421100009
-87,-70,620731.8249400011
-87,-69,620731.8249400011
-87,-68,660192.9678450009
-87,-67,660192.9678450009
-87,-66,660192.9678450009
-87,-65,660192.9678450009
-87,-64,660192.9678450009
-87,-63,688409.477445001
-87,-62,670279.6706100011
-87,-61,670279.6706100011
-87,-60,670279.6706100011
-87,-59,634913.992260001
-87,-58,594404.1394650012
-87,-57,594404.1394650012
-87,-56,594404.1394650012
-87,-55,594404.1394650012
-87,-54,594404.1394650012
-87,-53,587222.8595950014
-87,-52,587222.8595950014
-87,-51,590908.3249050019
-87,-50,596648.4135450012
-87,-49,596648.4135450012
-87,-48,587676.3548150013
-87,-47,570921.5940000017
-87,-46,684560.5211400023
-87,-45,684560.5211400023
-87,-44,684560.5211400023
-87,-43,659399.9264200025
-87,-42,594990.2784950022
-87,-41,630619.9980300029
-87,-40,601834.2072550026
-87,-39,586732.6497150026
-87,-38,586732.6497150026
-87,-37,552506.6710100025
-87,-36,552506.6710100025
-87,-35,530295.8945650029
-87,-34,530295.8945650029
-87,-33,530295.8945650029
-87,-32,530295.8945650029
-87,-31,630580.8694600032
-87,-30,599243.5553000028
-87,-29,599243.5553000028
-87,-28,608871.7477250029
-87,-27,631926.9501800032
-87,-26,634278.558400003
-87,-25,618496.7876650034
-87,-24,633505.7477300037
-87,-23,633505.7477300037
-87,-22,633505.7477300037
-87,-21,658981.465835004
-87,-20,658981.465835004
-87,-19,779113.4717850038
-87,-18,743687.1053850038
-87,-17,710594.310600004
-87,-16,719368.6507200039
-87,-15,702852.483945004
-87,-14,681469.9879100053
-87,-13,624464.2290850049
-87,-12,618154.0555000048
-87,-11,658908.239265005
-87,-10,655077.3079050051
-87,-9,632841.627730005
-87,-8,662403.1146700049
-87,-7,795985.3649250051
-87,-6,782313.0403350051
-87,-5,782313.0403350051
-87,-4,746587.8564500058
-87,-3,733816.0909100054
-87,-2,697061.1960550067
-87,-1,720773.5070550062
-87,0,720773.5070550062
-87,1,720773.5070550062
-87,2,706058.8574150073
-87,3,748873.9702000066
-87,4,728078.9395750064
-87,5,728078.9395750064
-87,6,728078.9395750064
-87,7,911520.9607200082
-87,8,919110.6646250082
-87,9,1109262.7312550093
-87,10,1109739.4643650104
-87,11,1084746.52726001
-87,12,1071959.576775009
-87,13,1093825.7296950128
-87,14,1230213.0674150137
-87,15,1195555.1838150127
-87,16,1203109.4452900128
-87,17,1173044.6424700124
-87,18,1173044.6424700124
-87,19,1227526.5736600107
-87,20,1227526.5736600107
-87,21,1227526.5736600107
-87,22,1227526.5736600107
-87,23,1227526.5736600107
-87,24,1203552.6181650152
-87,25,1203552.6181650152
-87,26,1668204.318970019
-87,27,1668204.318970019
-87,28,1804707.6738400199
-87,29,2704171.1457300237
-87,30,2704171.1457300237
-87,31,2650136.545765022
-87,32,2754478.615785024
-87,33,2754478.615785024
-87,34,3342520.924680027
-87,35,3342520.924680027
-87,36,3342520.924680027
-87,37,3342520.924680027
-87,38,3342520.924680027
-87,39,3342520.924680027
-87,40,3305188.601205026
-87,41,3305188.601205026
-87,42,3305188.601205026
-87,43,3241074.742015031
-87,44,3241074.742015031
-87,45,3241074.742015031
-87,46,3241074.742015031
-87,47,3241074.742015031
-87,48,3241074.742015031
-87,49,3241074.742015031
-87,50,3241074.742015031
-87,51,3147479.8646150334
-87,52,3080112.014755033
-87,53,3080112.014755033
-87,54,3080112.014755033
-87,55,3080112.014755033
-87,56,3111690.0326450337
-87,57,3053106.94044003
-87,58,3053106.94044003
-87,59,3053106.94044003
-87,60,3053106.94044003
-87,61,3053106.94044003
-87,62,3053106.94044003
-87,63,3053106.94044003
-87,64,3053106.94044003
-87,65,3053106.94044003
-87,66,3053106.94044003
-87,67,4165195.1612750436
-87,68,4165195.1612750436
-87,69,4153631.121460042
-87,70,4153631.121460042
-87,71,4937533.621410047
-87,72,4937533.621410047
-87,73,4937533.621410047
-87,74,4937533.621410047
-87,75,4937533.621410047
-87,76,4937533.621410047
-87,77,4937533.621410047
-87,78,4937533.621410047
-87,79,4937533.621410047
-87,80,4657487.041835051
-87,81,4657487.041835051
-87,82,4657487.041835051
-87,83,4657487.041835051
-87,84,4657487.041835051
-87,85,4657487.041835051
-87,86,4657487.041835051
-87,87,4657487.041835051
-87,88,4664298.224850051
-87,89,4664298.224850051
-87,90,4664298.224850051
-87,91,4664298.224850051
-87,92,4664298.224850051
-87,93,4413286.372060048
-87,94,4413286.372060048
-87,95,4413286.372060048
-87,96,4413286.372060048
-87,97,4413286.372060048
-87,98,4413286.372060048
-87,99,4413286.372060048
-87,100,4413286.372060048
-86,-100,528770.1495500006
-86,-99,528770.1495500006
-86,-98,514276.47677500074
-86,-97,514276.47677500074
-86,-96,514276.47677500074
-86,-95,514276.47677500074
-86,-94,514276.47677500074
-86,-93,548849.924875001
-86,-92,548849.924875001
-86,-91,548849.924875001
-86,-90,548849.924875001
-86,-89,548849.924875001
-86,-88,548849.924875001
-86,-87,548849.924875001
-86,-86,548849.924875001
-86,-85,548849.924875001
-86,-84,548849.924875001
-86,-83,548849.924875001
-86,-82,571778.7371550011
-86,-81,571778.7371550011
-86,-80,571778.7371550011
-86,-79,571778.7371550011
-86,-78,571778.7371550011
-86,-77,571778.7371550011
-86,-76,571778.7371550011
-86,-75,562342.4421100009
-86,-74,562342.4421100009
-86,-73,562342.4421100009
-86,-72,562342.4421100009
-86,-71,562342.4421100009
-86,-70,620731.8249400011
-86,-69,620731.8249400011
-86,-68,660192.9678450009
-86,-67,660192.9678450009
-86,-66,660192.9678450009
-86,-65,660192.9678450009
-86,-64,660192.9678450009
-86,-63,688409.477445001
-86,-62,670279.6706100011
-86,-61,670279.6706100011
-86,-60,670279.6706100011
-86,-59,634913.992260001
-86,-58,594404.1394650012
-86,-57,594404.1394650012
-86,-56,594404.1394650012
-86,-55,594404.1394650012
-86,-54,594404.1394650012
-86,-53,587222.8595950014
-86,-52,587222.8595950014
-86,-51,590908.3249050019
-86,-50,596648.4135450012
-86,-49,596648.4135450012
-86,-48,587676.3548150013
-86,-47,570921.5940000017
-86,-46,684560.5211400023
-86,-45,684560.5211400023
-86,-44,684560.5211400023
-86,-43,659399.9264200025
-86,-42,594990.2784950022
-86,-41,630619.9980300029
-86,-40,601834.2072550026
-86,-39,586732.6497150026
-86,-38,586732.6497150026
-86,-37,552506.6710100025
-86,-36,552506.6710100025
-86,-35,530295.8945650029
-86,-34,530295.8945650029
-86,-33,530295.8945650029
-86,-32,530295.8945650029
-86,-31,630580.8694600032
-86,-30,599243.5553000028
-86,-29,599243.5553000028
-86,-28,608871.7477250029
-86,-27,631926.9501800032
-86,-26,634278.558400003
-86,-25,618496.7876650034
-86,-24,633505.7477300037
-86,-23,633505.7477300037
-86,-22,633505.7477300037
-86,-21,658981.465835004
-86,-20,658981.465835004
-86,-19,779113.4717850038
-86,-18,743687.1053850038
-86,-17,710594.310600004
-86,-16,719368.6507200039
-86,-15,702852.483945004
-86,-14,681469.9879100053
-86,-13,624464.2290850049
-86,-12,618154.0555000048
-86,-11,658908.239265005
-86,-10,655077.3079050051
-86,-9,632841.627730005
-86,-8,662403.1146700049
-86,-7,795985.3649250051
-86,-6,782313.0403350051
-86,-5,782313.0403350051
-86,-4,746587.8564500058
-86,-3,733816.0909100054
-86,-2,697061.1960550067
-86,-1,720773.5070550062
-86,0,720773.5070550062
-86,1,720773.5070550062
-86,2,706058.8574150073
-86,3,748873.9702000066
-86,4,728078.9395750064
-86,5,728078.9395750064
-86,6,728078.9395750064
-86,7,911520.9607200082
-86,8,919110.6646250082
-86,9,1109262.7312550093
-86,10,1109739.4643650104
-86,11,1084746.52726001
-86,12,1071959.576775009
-86,13,1093825.7296950128
-86,14,1230213.0674150137
-86,15,1195555.1838150127
-86,16,1203109.4452900128
-86,17,1173044.6424700124
-86,18,1173044.6424700124
-86,19,1227526.5736600107
-86,20,1227526.5736600107
-86,21,1227526.5736600107
-86,22,1227526.5736600107
-86,23,1227526.5736600107
-86,24,1203552.6181650152
-86,25,1203552.6181650152
-86,26,1668204.318970019
-86,27,1668204.318970019
-86,28,1804707.6738400199
-86,29,2704171.1457300237
-86,30,2704171.1457300237
-86,31,2650136.545765022
-86,32,2754478.615785024
-86,33,2754478.615785024
-86,34,3342520.924680027
-86,35,3342520.924680027
-86,36,3342520.924680027
-86,37,3342520.924680027
-86,38,3342520.924680027
-86,39,3342520.924680027
-86,40,3305188.601205026
-86,41,3305188.601205026
-86,42,3305188.601205026
-86,43,3241074.742015031
-86,44,3241074.742015031
-86,45,3241074.742015031
-86,46,3241074.742015031
-86,47,3241074.742015031
-86,48,3241074.742015031
-86,49,3241074.742015031
-86,50,3241074.742015031
-86,51,3147479.8646150334
-86,52,3080112.014755033
-86,53,3080112.014755033
-86,54,3080112.014755033
-86,55,3080112.014755033
-86,56,3111690.0326450337
-86,57,3053106.94044003
-86,58,3053106.94044003
-86,59,3053106.94044003
-86,60,3053106.94044003
-86,61,3053106.94044003
-86,62,3053106.94044003
-86,63,3053106.94044003
-86,64,3053106.94044003
-86,65,3053106.94044003
-86,66,3053106.94044003
-86,67,4165195.1612750436
-86,68,4165195.1612750436
-86,69,4153631.121460042
-86,70,4153631.121460042
-86,71,4937533.621410047
-86,72,4937533.621410047
-86,73,4937533.621410047
-86,74,4937533.621410047
-86,75,4937533.621410047
-86,76,4937533.621410047
-86,77,4937533.621410047
-86,78,4937533.621410047
-86,79,4937533.621410047
-86,80,4657487.041835051
-86,81,4657487.041835051
-86,82,4657487.041835051
-86,83,4657487.041835051
-86,84,4657487.041835051
-86,85,4657487.041835051
-86,86,4657487.041835051
-86,87,4657487.041835051
-86,88,4664298.224850051
-86,89,4664298.224850051
-86,90,4664298.224850051
-86,91,4664298.224850051
-86,92,4664298.224850051
-86,93,4413286.372060048
-86,94,4413286.372060048
-86,95,4413286.372060048
-86,96,4413286.372060048
-86,97,4413286.372060048
-86,98,4413286.372060048
-86,99,4413286.372060048
-86,100,4413286.372060048
-85,-100,528770.1495500006
-85,-99,528770.1495500006
-85,-98,514276.47677500074
-85,-97,514276.47677500074
-85,-96,514276.47677500074
-85,-95,514276.47677500074
-85,-94,514276.47677500074
-85,-93,548849.924875001
-85,-92,548849.924875001
-85,-91,548849.924875001
-85,-90,548849.924875001
-85,-89,548849.924875001
-85,-88,548849.924875001
-85,-87,548849.924875001
-85,-86,548849.924875001
-85,-85,548849.924875001
-85,-84,548849.924875001
-85,-83,548849.924875001
-85,-82,571778.7371550011
-85,-81,571778.7371550011
-85,-80,571778.7371550011
-85,-79,571778.7371550011
-85,-78,571778.7371550011
-85,-77,571778.7371550011
-85,-76,571778.7371550011
-85,-75,562342.4421100009
-85,-74,562342.4421100009
-85,-73,562342.4421100009
-85,-72,562342.4421100009
-85,-71,562342.4421100009
-85,-70,620731.8249400011
-85,-69,620731.8249400011
-85,-68,660192.9678450009
-85,-67,660192.9678450009
-85,-66,660192.9678450009
-85,-65,660192.9678450009
-85,-64,660192.9678450009
-85,-63,688409.477445001
-85,-62,670279.6706100011
-85,-61,670279.6706100011
-85,-60,670279.6706100011
-85,-59,634913.992260001
-85,-58,594404.1394650012
-85,-57,594404.1394650012
-85,-56,594404.1394650012
-85,-55,594404.1394650012
-85,-54,594404.1394650012
-85,-53,587222.8595950014
-85,-52,587222.8595950014
-85,-51,590908.3249050019
-85,-50,596648.4135450012
-85,-49,596648.4135450012
-85,-48,587676.3548150013
-85,-47,570921.5940000017
-85,-46,684560.5211400023
-85,-45,684560.5211400023
-85,-44,684560.5211400023
-85,-43,659399.9264200025
-85,-42,594990.2784950022
-85,-41,630619.9980300029
-85,-40,601834.2072550026
-85,-39,586732.6497150026
-85,-38,586732.6497150026
-85,-37,552506.6710100025
-85,-36,552506.6710100025
-85,-35,530295.8945650029
-85,-34,530295.8945650029
-85,-33,530295.8945650029
-85,-32,530295.8945650029
-85,-31,630580.8694600032
-85,-30,599243.5553000028
-85,-29,599243.5553000028
-85,-28,608871.7477250029
-85,-27,631926.9501800032
-85,-26,634278.558400003
-85,-25,618496.7876650034
-85,-24,633505.7477300037
-85,-23,633505.7477300037
-85,-22,633505.7477300037
-85,-21,658981.465835004
-85,-20,658981.465835004
-85,-19,779113.4717850038
-85,-18,743687.1053850038
-85,-17,710594.310600004
-85,-16,719368.6507200039
-85,-15,702852.483945004
-85,-14,681469.9879100053
-85,-13,624464.2290850049
-85,-12,618154.0555000048
-85,-11,658908.239265005
-85,-10,655077.3079050051
-85,-9,632841.627730005
-85,-8,662403.1146700049
-85,-7,795985.3649250051
-85,-6,782313.0403350051
-85,-5,782313.0403350051
-85,-4,746587.8564500058
-85,-3,733816.0909100054
-85,-2,697061.1960550067
-85,-1,720773.5070550062
-85,0,720773.5070550062
-85,1,720773.5070550062
-85,2,706058.8574150073
-85,3,748873.9702000066
-85,4,728078.9395750064
-85,5,728078.9395750064
-85,6,728078.9395750064
-85,7,911520.9607200082
-85,8,919110.6646250082
-85,9,1109262.7312550093
-85,10,1109739.4643650104
-85,11,1084746.52726001
-85,12,1071959.576775009
-85,13,1093825.7296950128
-85,14,1230213.0674150137
-85,15,1195555.1838150127
-85,16,1203109.4452900128
-85,17,1173044.6424700124
-85,18,1173044.6424700124
-85,19,1227526.5736600107
-85,20,1227526.5736600107
-85,21,1227526.5736600107
-85,22,1227526.5736600107
-85,23,1227526.5736600107
-85,24,1203552.6181650152
-85,25,1203552.6181650152
-85,26,1668204.318970019
-85,27,1668204.318970019
-85,28,1804707.6738400199
-85,29,2704171.1457300237
-85,30,2704171.1457300237
-85,31,2650136.545765022
-85,32,2754478.615785024
-85,33,2754478.615785024
-85,34,3342520.924680027
-85,35,3342520.924680027
-85,36,3342520.924680027
-85,37,3342520.924680027
-85,38,3342520.924680027
-85,39,3342520.924680027
-85,40,3305188.601205026
-85,41,3305188.601205026
-85,42,3305188.601205026
-85,43,3241074.742015031
-85,44,3241074.742015031
-85,45,3241074.742015031
-85,46,3241074.742015031
-85,47,3241074.742015031
-85,48,3241074.742015031
-85,49,3241074.742015031
-85,50,3241074.742015031
-85,51,3147479.8646150334
-85,52,3080112.014755033
-85,53,3080112.014755033
-85,54,3080112.014755033
-85,55,3080112.014755033
-85,56,3111690.0326450337
-85,57,3053106.94044003
-85,58,3053106.94044003
-85,59,3053106.94044003
-85,60,3053106.94044003
-85,61,3053106.94044003
-85,62,3053106.94044003
-85,63,3053106.94044003
-85,64,3053106.94044003
-85,65,3053106.94044003
-85,66,3053106.94044003
-85,67,4165195.1612750436
-85,68,4165195.1612750436
-85,69,4153631.121460042
-85,70,4153631.121460042
-85,71,4937533.621410047
-85,72,4937533.621410047
-85,73,4937533.621410047
-85,74,4937533.621410047
-85,75,4937533.621410047
-85,76,4937533.621410047
-85,77,4937533.621410047
-85,78,4937533.621410047
-85,79,4937533.621410047
-85,80,4657487.041835051
-85,81,4657487.041835051
-85,82,4657487.041835051
-85,83,4657487.041835051
-85,84,4657487.041835051
-85,85,4657487.041835051
-85,86,4657487.041835051
-85,87,4657487.041835051
-85,88,4664298.224850051
-85,89,4664298.224850051
-85,90,4664298.224850051
-85,91,4664298.224850051
-85,92,4664298.224850051
-85,93,4413286.372060048
-85,94,4413286.372060048
-85,95,4413286.372060048
-85,96,4413286.372060048
-85,97,4413286.372060048
-85,98,4413286.372060048
-85,99,4413286.372060048
-85,100,4413286.372060048
-84,-100,528770.1495500006
-84,-99,528770.1495500006
-84,-98,514276.47677500074
-84,-97,514276.47677500074
-84,-96,514276.47677500074
-84,-95,514276.47677500074
-84,-94,514276.47677500074
-84,-93,548849.924875001
-84,-92,548849.924875001
-84,-91,548849.924875001
-84,-90,548849.924875001
-84,-89,548849.924875001
-84,-88,548849.924875001
-84,-87,548849.924875001
-84,-86,548849.924875001
-84,-85,548849.924875001
-84,-84,548849.924875001
-84,-83,548849.924875001
-84,-82,571778.7371550011
-84,-81,571778.7371550011
-84,-80,571778.7371550011
-84,-79,571778.7371550011
-84,-78,571778.7371550011
-84,-77,571778.7371550011
-84,-76,571778.7371550011
-84,-75,562342.4421100009
-84,-74,562342.4421100009
-84,-73,562342.4421100009
-84,-72,562342.4421100009
-84,-71,562342.4421100009
-84,-70,620731.8249400011
-84,-69,620731.8249400011
-84,-68,660192.9678450009
-84,-67,660192.9678450009
-84,-66,660192.9678450009
-84,-65,660192.9678450009
-84,-64,660192.9678450009
-84,-63,688409.477445001
-84,-62,670279.6706100011
-84,-61,670279.6706100011
-84,-60,670279.6706100011
-84,-59,634913.992260001
-84,-58,594404.1394650012
-84,-57,594404.1394650012
-84,-56,594404.1394650012
-84,-55,594404.1394650012
-84,-54,594404.1394650012
-84,-53,587222.8595950014
-84,-52,587222.8595950014
-84,-51,590908.3249050019
-84,-50,596648.4135450012
-84,-49,596648.4135450012
-84,-48,587676.3548150013
-84,-47,570921.5940000017
-84,-46,684560.5211400023
-84,-45,684560.5211400023
-84,-44,684560.5211400023
-84,-43,659399.9264200025
-84,-42,594990.2784950022
-84,-41,630619.9980300029
-84,-40,601834.2072550026
-84,-39,586732.6497150026
-84,-38,586732.6497150026
-84,-37,552506.6710100025
-84,-36,552506.6710100025
-84,-35,530295.8945650029
-84,-34,530295.8945650029
-84,-33,530295.8945650029
-84,-32,530295.8945650029
-84,-31,630580.8694600032
-84,-30,599243.5553000028
-84,-29,599243.5553000028
-84,-28,608871.7477250029
-84,-27,631926.9501800032
-84,-26,634278.558400003
-84,-25,618496.7876650034
-84,-24,633505.7477300037
-84,-23,633505.7477300037
-84,-22,633505.7477300037
-84,-21,658981.465835004
-84,-20,658981.465835004
-84,-19,779113.4717850038
-84,-18,743687.1053850038
-84,-17,710594.310600004
-84,-16,719368.6507200039
-84,-15,702852.483945004
-84,-14,681469.9879100053
-84,-13,624464.2290850049
-84,-12,618154.0555000048
-84,-11,658908.239265005
-84,-10,655077.3079050051
-84,-9,632841.627730005
-84,-8,662403.1146700049
-84,-7,795985.3649250051
-84,-6,782313.0403350051
-84,-5,782313.0403350051
-84,-4,746587.8564500058
-84,-3,733816.0909100054
-84,-2,697061.1960550067
-84,-1,720773.5070550062
-84,0,720773.5070550062
-84,1,720773.5070550062
-84,2,706058.8574150073
-84,3,748873.9702000066
-84,4,728078.9395750064
-84,5,728078.9395750064
-84,6,728078.9395750064
-84,7,911520.9607200082
-84,8,919110.6646250082
-84,9,1109262.7312550093
-84,10,1109739.4643650104
-84,11,1084746.52726001
-84,12,1071959.576775009
-84,13,1093825.7296950128
-84,14,1230213.0674150137
-84,15,1195555.1838150127
-84,16,1203109.4452900128
-84,17,1173044.6424700124
-84,18,1173044.6424700124
-84,19,1227526.5736600107
-84,20,1227526.5736600107
-84,21,1227526.5736600107
-84,22,1227526.5736600107
-84,23,1227526.5736600107
-84,24,1203552.6181650152
-84,25,1203552.6181650152
-84,26,1668204.318970019
-84,27,1668204.318970019
-84,28,1804707.6738400199
-84,29,2704171.1457300237
-84,30,2704171.1457300237
-84,31,2650136.545765022
-84,32,2754478.615785024
-84,33,2754478.615785024
-84,34,3342520.924680027
-84,35,3342520.924680027
-84,36,3342520.924680027
-84,37,3342520.924680027
-84,38,3342520.924680027
-84,39,3342520.924680027
-84,40,3305188.601205026
-84,41,3305188.601205026
-84,42,3305188.601205026
-84,43,3241074.742015031
-84,44,3241074.742015031
-84,45,3241074.742015031
-84,46,3241074.742015031
-84,47,3241074.742015031
-84,48,3241074.742015031
-84,49,3241074.742015031
-84,50,3241074.742015031
-84,51,3147479.8646150334
-84,52,3080112.014755033
-84,53,3080112.014755033
-84,54,3080112.014755033
-84,55,3080112.014755033
-84,56,3111690.0326450337
-84,57,3053106.94044003
-84,58,3053106.94044003
-84,59,3053106.94044003
-84,60,3053106.94044003
-84,61,3053106.94044003
-84,62,3053106.94044003
-84,63,3053106.94044003
-84,64,3053106.94044003
-84,65,3053106.94044003
-84,66,3053106.94044003
-84,67,4165195.1612750436
-84,68,4165195.1612750436
-84,69,4153631.121460042
-84,70,4153631.121460042
-84,71,4937533.621410047
-84,72,4937533.621410047
-84,73,4937533.621410047
-84,74,4937533.621410047
-84,75,4937533.621410047
-84,76,4937533.621410047
-84,77,4937533.621410047
-84,78,4937533.621410047
-84,79,4937533.621410047
-84,80,4657487.041835051
-84,81,4657487.041835051
-84,82,4657487.041835051
-84,83,4657487.041835051
-84,84,4657487.041835051
