shortEMA,mediumEMA,netAsset
3,94,4018651.823430017
3,95,4237621.197300017
3,96,4221754.721755017
3,97,4309691.112225017
3,98,4229059.235200017
3,99,4333138.706305014
3,100,3747063.7796550123
4,20,4932068.834765018
4,21,5679271.972005024
4,22,5403337.038105025
4,23,5359438.223905026
4,24,5735025.534365032
4,25,5205579.197725023
4,26,5192754.867250031
4,27,5403079.226805031
4,28,5523585.061185022
4,29,5391366.1952500185
4,30,5196128.470730015
4,31,5058236.876655026
4,32,4994837.188350022
4,33,4605842.514005019
4,34,4942539.8511700155
4,35,4837291.123080023
4,36,5317353.507160018
4,37,4909406.964580022
4,38,4659411.740560018
4,39,4657464.0481400145
4,40,4813919.713430019
4,41,4642403.861785012
4,42,4382556.620680014
4,43,4448322.633930019
4,44,5064447.4716650145
4,45,4766353.253360015
4,46,5207885.452665014
4,47,4723988.978265014
4,48,4787885.509885013
4,49,4847487.641640018
4,50,4982326.293760018
4,51,5143730.1567200115
4,52,5101972.39546001
4,53,5105426.529515021
4,54,5408737.295115023
4,55,5290697.065320015
4,56,5223198.638815012
4,57,5138906.341120018
4,58,4840650.274930019
4,59,4829077.449415014
4,60,4994243.575480013
4,61,4911101.174390016
4,62,4557564.717500012
4,63,4575994.697000017
4,64,4793308.792505017
4,65,4690395.771420017
4,66,4693241.073350021
4,67,4558649.691910019
4,68,4627623.0371400155
4,69,4799071.584690019
4,70,4908759.6282800175
4,71,5261145.112920015
4,72,5443598.613595015
4,73,5244491.743745016
4,74,5105752.521955017
4,75,5244180.565010012
4,76,5158787.697580018
4,77,5286619.538320013
4,78,5004851.052135016
4,79,4845457.8195050135
4,80,4686245.086230017
4,81,4561046.278785009
4,82,4687724.316110019
4,83,4548036.01364501
4,84,4525495.653625014
4,85,4538992.775560012
4,86,4205457.659035012
4,87,4326321.91515501
4,88,4337751.120230013
4,89,4382657.464910013
4,90,4768703.632025017
4,91,4452257.678910016
4,92,4593173.525135014
4,93,4492471.93697501
4,94,4560292.918010014
4,95,4522650.6742900135
4,96,4297332.330550011
4,97,4207643.150745011
4,98,4309180.970605009
4,99,4486778.410035012
4,100,4538608.970375017
5,20,5036753.614615026
5,21,5196137.967825025
5,22,5478432.554525024
5,23,5024974.8679950265
5,24,4799689.31095502
5,25,4916516.336975024
5,26,5053050.953715022
5,27,4851142.188405019
5,28,5150758.95469002
5,29,5015366.018340018
5,30,5109951.102255019
5,31,4716037.296240016
5,32,5410988.428140016
5,33,5770016.901145021
5,34,5330702.1535650175
5,35,5306599.247490018
5,36,5009306.167550013
5,37,5009306.167550013
5,38,4618559.833500017
5,39,4153430.331885018
5,40,4378931.159395015
5,41,4457513.6285750205
5,42,4596592.159300013
5,43,5071327.263210015
5,44,4914412.273355015
5,45,4991840.351060016
5,46,5105866.049880015
5,47,5039632.966850017
5,48,4979886.905370011
5,49,4977922.408370015
5,50,5031529.003365009
5,51,5361176.671420019
5,52,5493285.917490017
5,53,5607154.855975018
5,54,5477463.253810012
5,55,5051508.716890009
5,56,4804118.798225011
5,57,4746211.358130017
5,58,4839232.291410012
5,59,4842001.212100017
5,60,4763187.221115016
5,61,4749597.167470013
5,62,4350191.22588501
5,63,4415608.17138001
5,64,4473799.215895016
5,65,4758572.227300014
5,66,5011630.756100019
5,67,5011630.756100019
5,68,5159672.372155013
5,69,5125601.406820016
5,70,5092172.978555017
5,71,5184322.417210015
5,72,5467523.675835012
5,73,5388600.592995011
5,74,5654883.648120016
5,75,5387122.124640014
5,76,5158193.111675017
5,77,4891271.305005017
5,78,4810946.981250015
5,79,4793610.6052450165
5,80,5118106.715240009
5,81,5141688.358885015
5,82,4952795.571855013
5,83,4949684.42148502
5,84,4579132.503180017
5,85,4461109.562815014
5,86,4735150.434960017
5,87,4865348.909785012
5,88,4799304.964905014
5,89,4655195.201980015
5,90,4641700.772340015
5,91,4742072.723825019
5,92,4757300.844340014
5,93,4674633.336035017
5,94,4698397.015570009
5,95,4545429.192195018
5,96,4978720.553210018
5,97,4939241.873000014
5,98,4732279.303140016
5,99,4691802.025845008
5,100,4485561.605830012
6,20,4800142.924145025
6,21,4525320.112845026
6,22,4574967.918705016
6,23,4554256.158815015
6,24,4692612.785010016
6,25,5048045.59267502
6,26,5313160.469800018
6,27,5318415.991725014
6,28,5406434.248635015
6,29,5230390.803750015
6,30,6063224.225165018
6,31,6120532.3779250225
6,32,5727492.160085014
6,33,5898347.135275014
6,34,4994658.266125017
6,35,5075199.517545018
6,36,5077142.857420018
6,37,4682879.774770017
6,38,4268261.051370011
6,39,4622352.823925016
6,40,4357784.25017501
6,41,4482174.799385014
6,42,4589252.512125012
6,43,4767852.251650012
6,44,4786259.332900013
6,45,4918386.314745015
6,46,4834055.574370016
6,47,4982948.066865013
6,48,5497791.519940022
6,49,5005589.210330014
6,50,5022174.505995016
6,51,4939711.008355017
6,52,4808826.78120501
6,53,4504443.082170014
6,54,4498124.152725015
6,55,4636656.944805008
6,56,4374485.953800015
6,57,4257176.647295015
6,58,4539180.440820015
6,59,4551576.0536100175
6,60,4524071.213730019
6,61,4541567.345525013
6,62,4646440.167530012
6,63,4522690.000930019
6,64,4430965.047545017
6,65,5241204.376870022
6,66,5445975.956805016
6,67,5297649.249725015
6,68,5572071.162770015
6,69,5625632.90819502
6,70,6104006.419805017
6,71,6227852.57003002
6,72,6194747.949375018
6,73,5637802.354690013
6,74,5349800.579330018
6,75,5287219.3690950135
6,76,5665258.963190012
6,77,5588593.13223001
6,78,5401742.2070200145
6,79,5302357.582105017
6,80,5290065.107620014
6,81,5327437.822565015
6,82,5111447.024790013
6,83,5218612.276050017
6,84,4856545.552905016
6,85,4706218.739245016
6,86,4715232.673410014
6,87,4579987.531600014
6,88,4495563.863880013
6,89,4588756.770120016
6,90,4627696.575850012
6,91,4399388.63544001
6,92,4467109.327770014
6,93,4539231.931735011
6,94,4690298.3160250075
6,95,4400369.385580012
6,96,4477638.683805013
6,97,4501027.569420017
6,98,4171313.698800011
6,99,4313838.216940013
6,100,4076194.3500150107
7,20,4457603.822140025
7,21,4557283.543760014
7,22,4697780.174915017
7,23,4936516.03387002
7,24,5063691.026635022
7,25,5541309.4898200175
7,26,5498492.80074501
7,27,6140328.386635017
7,28,5853882.68513002
7,29,5719909.740575019
7,30,6527227.776195015
7,31,6311394.746500018
7,32,5573902.225325012
7,33,5162900.346320011
7,34,5219181.176640018
7,35,4558937.1778100105
7,36,4699083.91036001
7,37,4712724.212830014
7,38,4555585.974655013
7,39,4589879.906120011
7,40,4291924.065365014
7,41,4661593.219615019
7,42,4862868.388880019
7,43,4762382.957330015
7,44,4817374.639810017
7,45,5057304.310670022
7,46,5194918.285235018
7,47,5037275.67187002
7,48,4888146.220675015
7,49,4775126.846255014
7,50,4758154.374515012
7,51,4913352.062995017
7,52,4656881.5015550135
7,53,4331566.838620015
7,54,4503047.1215550145
7,55,4717517.069780015
7,56,5032029.697505017
7,57,5109646.406405012
7,58,4975184.993570014
7,59,5013291.315740016
7,60,4903741.711395013
7,61,4982827.523190015
7,62,4891404.642210018
7,63,5123484.8369900165
7,64,5382710.342035017
7,65,5905421.322785013
7,66,5964576.108130019
7,67,6132232.383135019
7,68,5945483.194915014
7,69,5955314.312085014
7,70,6208186.597610017
7,71,5865317.3987100115
7,72,5786539.463505014
7,73,6022775.298340012
7,74,6029542.230760013
7,75,6072097.356350015
7,76,6083318.596435014
7,77,5991606.583070016
7,78,5558978.796410015
7,79,5470157.474995015
7,80,5084425.394215018
7,81,4879654.582640008
7,82,4771745.892995012
7,83,4741853.541240017
7,84,4798785.613100015
7,85,4532211.30292001
7,86,4655088.49410001
7,87,4492689.357130011
7,88,3915352.5040750066
7,89,3900863.282345006
7,90,4034432.8810650036
7,91,4553393.867980014
7,92,4639177.15769001
7,93,4478456.222115013
7,94,4428357.325850006
7,95,4005036.420205013
7,96,4019694.0350850085
7,97,3935007.4959200127
7,98,4170436.5119300135
7,99,4170436.5119300135
7,100,4129343.0292350124
8,20,4527426.416795017
8,21,4630621.670390019
8,22,4766832.845215018
8,23,4721295.9315000195
8,24,5266432.15527002
8,25,5619135.453280014
8,26,6076972.055090021
8,27,6022692.113815013
8,28,6114111.788150014
8,29,5530196.243595017
8,30,5902773.831940013
8,31,5393808.1296700165
8,32,4923834.024155013
8,33,4836733.305105018
8,34,4780341.758220019
8,35,5222084.0792150125
8,36,4985216.511935015
8,37,4665207.295995014
8,38,4397199.48680001
8,39,4217332.605610012
8,40,4069611.2760700164
8,41,4586585.812725013
8,42,4906195.9801250165
8,43,5109203.447705018
8,44,5108399.930215013
8,45,5170588.985825015
8,46,4778356.466610012
8,47,4770886.259580014
8,48,4417758.107805011
8,49,4472561.331160009
8,50,4439324.774700013
8,51,4504125.419265014
8,52,4604356.649645014
8,53,4604871.52450001
8,54,4940637.110815013
8,55,5026907.089600012
8,56,4800413.64527501
8,57,4914152.600995012
8,58,5152193.068885014
8,59,5005201.690700012
8,60,5408658.0444650175
8,61,5468517.6714600185
8,62,5601241.343825017
8,63,5598553.143065016
8,64,5921512.508485019
8,65,6028535.529985018
8,66,5626883.581795021
8,67,5713141.336175016
8,68,5949731.658460016
8,69,5964476.348535014
8,70,5833227.979455012
8,71,5802960.579185012
8,72,5700040.557150013
8,73,5829279.885500018
8,74,6107136.359525018
8,75,5983619.8507400155
8,76,5791874.717355017
8,77,5450609.384610016
8,78,5002060.052870011
8,79,5198296.806440012
8,80,4924663.216840013
8,81,4797719.131770013
8,82,4360707.675875006
8,83,4082501.8010900063
8,84,4207147.283630008
8,85,3837727.5327050104
8,86,3932818.0115850084
8,87,3957783.975680007
8,88,4041077.871420008
8,89,4248836.804895007
8,90,4170570.0936900084
8,91,4280894.742695012
8,92,4085083.404265011
8,93,4091880.6962850145
8,94,4132126.2142300126
8,95,3947844.3908700095
8,96,3979292.92660501
8,97,3947265.886300009
8,98,3888422.4270750103
8,99,4073774.25355001
8,100,3980291.867425013
9,20,4668570.101605014
9,21,4743433.297945017
9,22,4936410.813800022
9,23,5518210.918170012
9,24,5987144.543720022
9,25,6495099.620380017
9,26,6371405.062710012
9,27,6287021.366600016
9,28,5709276.767680018
9,29,5508122.932575019
9,30,5294610.778690018
9,31,5059181.480160016
9,32,5033572.068530014
9,33,5408284.402100012
9,34,6015164.9310850175
9,35,4912925.087405014
9,36,4708330.663790011
9,37,4569816.283430018
9,38,4637563.966540012
9,39,4531451.947160012
9,40,5069534.729640016
9,41,5006434.827865014
9,42,5091858.754115019
9,43,5675162.844930015
9,44,4789134.805665017
9,45,4798378.810265012
9,46,4753203.644155012
9,47,4849508.642205014
9,48,4959889.016670017
9,49,4653908.821730015
9,50,4442910.368010018
9,51,4696432.865865012
9,52,4785234.429750016
9,53,5068424.162285018
9,54,4916030.216010013
9,55,5085469.519530015
9,56,5271517.662385012
9,57,5240975.121170016
9,58,5126447.463010015
9,59,5576689.065015011
9,60,5510403.566075011
9,61,5603241.975825016
9,62,5850737.793730018
9,63,6062400.502520018
9,64,5966659.268615014
9,65,5491014.687715014
9,66,5777864.555770014
9,67,6026871.039340012
9,68,5919999.764850011
9,69,5761604.481700011
9,70,6019578.764845015
9,71,5860105.532035015
9,72,5683092.967620012
9,73,5630448.923055014
9,74,5487026.492600014
9,75,5283332.617245011
9,76,4845920.297100012
9,77,4833504.69364001
9,78,4612384.041000012
9,79,4419174.075725006
9,80,4477033.11894001
9,81,4483970.702770007
9,82,4112552.30035001
9,83,4073492.1757050096
9,84,3959453.2071450087
9,85,4113975.6504100095
9,86,4112750.248765008
9,87,4219866.262795009
9,88,4240333.76509001
9,89,4007043.6547200116
9,90,3950006.831895013
9,91,3800208.1918050065
9,92,3900903.187545011
9,93,3824647.3526650085
9,94,4012084.663925011
9,95,3931019.275125009
9,96,4025747.7295000097
9,97,3950207.0751400087
9,98,4031711.9690950084
9,99,4166244.0746400123
9,100,4133947.8624900095
10,20,4772942.960970016
10,21,5227520.343290019
10,22,5679175.952490013
10,23,5893066.816525022
10,24,6467183.655245013
10,25,6155835.696885016
10,26,6082467.5741650155
10,27,5980396.944915021
10,28,5899567.990520018
10,29,5602786.136500018
10,30,5004596.675740016
10,31,5262321.954060013
10,32,5771866.880080011
10,33,5055593.18975001
10,34,4864764.742355011
10,35,5032504.153310014
10,36,5156520.933970009
10,37,5053631.601625013
10,38,4724161.036405007
10,39,4831057.852005013
10,40,5119321.426000013
10,41,4776148.095600014
10,42,4622283.206260015
10,43,4547487.291235009
10,44,4852269.451190014
10,45,4980279.822225011
10,46,4848677.032140016
10,47,4784948.181435015
10,48,4910445.719630011
10,49,4966533.459905014
10,50,4994810.754405012
10,51,4894217.175625011
10,52,5479504.875680012
10,53,5365263.1604400175
10,54,5323986.62856501
10,55,5413942.887390013
10,56,5148183.723815015
10,57,5538540.928355015
10,58,5626445.058655013
10,59,5574607.876760014
10,60,5178830.03621001
10,61,5122460.055800012
10,62,5329239.362975014
10,63,5480456.271930014
10,64,5328305.290035014
10,65,5623260.341905014
10,66,5611916.972240013
10,67,5539830.073900011
10,68,5575326.201120011
10,69,5581632.461570012
10,70,5360901.103150012
10,71,5230533.947475011
10,72,4864225.496590013
10,73,4725810.383525011
10,74,4684971.207375013
10,75,4638678.832860013
10,76,4616534.390335012
10,77,4269858.937740009
10,78,4296831.693315007
10,79,3930150.4015250113
10,80,4061125.0680050105
10,81,4029074.5017100074
10,82,4271237.3814500095
10,83,4216744.655165008
10,84,4118137.4412550093
10,85,4065897.2521500085
10,86,4237856.19912001
10,87,4163131.712260013
10,88,3816544.6825000136
10,89,3687958.53415001
10,90,3530461.2178300084
10,91,3645134.12551001
10,92,3861964.686755011
10,93,3870903.3582550096
10,94,3921177.989015012
10,95,3829336.7018750124
10,96,4020533.700490009
10,97,3919117.287210008
10,98,3858403.0616850127
10,99,4091372.996520007
10,100,4115411.859600009
11,20,5517141.505355016
11,21,5927668.106750014
11,22,6763808.6012750175
11,23,6582828.7582300175
11,24,6332542.721945022
11,25,5865582.45311002
11,26,6291932.916275022
11,27,6271238.793135018
11,28,5261404.85542501
11,29,5318527.65773501
11,30,5377035.840820007
11,31,5463714.947475009
11,32,4942927.363900011
11,33,5135970.780290013
11,34,5048888.199830011
11,35,5439298.941045011
11,36,5417233.244660012
11,37,4697704.813235011
11,38,5049556.013390012
11,39,4864708.362185009
11,40,4789812.330020015
11,41,4654645.771655014
11,42,4881488.585590012
11,43,4910378.799440015
11,44,5008723.959325015
11,45,4654242.277335017
11,46,4730950.232285015
11,47,4977500.993050012
11,48,5181063.676950012
11,49,5128419.839090013
11,50,5304698.998400013
11,51,5332701.472105011
11,52,5323613.189430016
11,53,5491211.548975009
11,54,5848770.142275013
11,55,6079765.110695012
11,56,6058393.135170014
11,57,5827920.888395014
11,58,5562405.065530015
11,59,5032607.428940015
11,60,4966049.654440014
11,61,5220382.435065012
11,62,5088118.74079001
11,63,5575379.28756001
11,64,5380537.164995008
11,65,5224753.130000007
11,66,5171408.651400006
11,67,5029367.858925009
11,68,5153789.455850009
11,69,4879935.815100009
11,70,4780017.539460011
11,71,4783150.22721001
11,72,4363250.085490011
11,73,4659879.340255008
11,74,4659879.340255008
11,75,4505078.22634001
11,76,4079259.275155008
11,77,3992993.8463800084
11,78,4010700.866635005
11,79,4041592.994915009
11,80,4268766.34781501
11,81,4117396.4501900063
11,82,4208012.715300007
11,83,4247707.854785008
11,84,4356679.3077600105
11,85,4053570.2313950104
11,86,3927935.6005500103
11,87,3989413.9604300116
11,88,3602087.6717150095
11,89,3836042.145020011
11,90,3733793.8410600093
11,91,3728678.221445013
11,92,3752861.209235009
11,93,3901947.3164800117
11,94,3766962.244625011
11,95,3868637.63780001
11,96,3897432.691825007
11,97,3768225.578385007
11,98,3684039.94454001
11,99,3876859.2512950087
11,100,3943015.3523250087
12,20,5962450.198815014
12,21,6606977.735605019
12,22,6620496.512990016
12,23,6175445.384120016
12,24,6454069.221245018
12,25,6875210.518575017
12,26,5675497.617955017
12,27,4785583.261585015
12,28,5258119.0835800115
12,29,5461773.381110013
12,30,5381735.12161501
12,31,4925859.684660015
12,32,4824845.119485014
12,33,5258120.424550015
12,34,5225217.263690015
12,35,5131389.079000013
12,36,4563072.685145012
12,37,4789475.289090012
12,38,4651435.139340009
12,39,5078828.005720014
12,40,4918245.905270016
12,41,4955751.262615015
12,42,4839793.238540016
12,43,4755110.146540016
12,44,4672290.4724750165
12,45,5024378.335010016
12,46,5241185.757905012
12,47,5170233.077895014
12,48,5276919.059300013
12,49,5154777.207355018
12,50,5369401.679830012
12,51,5522799.348935009
12,52,5816237.767585013
12,53,5879333.663370012
12,54,6019223.33737001
12,55,5549552.483990008
12,56,5285549.912480011
12,57,5101764.536385011
12,58,4805404.262730012
12,59,4720261.1532500135
12,60,5264972.439390007
12,61,5461755.840075012
12,62,5414051.403425008
12,63,5225878.48401001
12,64,5114949.227390004
12,65,5114949.227390004
12,66,5087522.5009950055
12,67,4851315.809435009
12,68,4499207.83424001
12,69,4550242.8510950105
12,70,4253804.23155501
12,71,4344562.928400008
12,72,4618742.53014501
12,73,4130315.1408350067
12,74,4078264.43705001
12,75,4020788.312050008
12,76,4092612.5086800093
12,77,4217811.720115009
12,78,4110023.061390009
12,79,4061273.395245008
12,80,4312273.568305009
12,81,4317638.616635008
12,82,4193453.9970500106
12,83,4190975.290705011
12,84,4069249.6511850143
12,85,4198761.048020008
12,86,3742153.2665300067
12,87,3796945.9077050085
12,88,3878460.723445009
12,89,3822206.953170009
12,90,3822206.953170009
12,91,3652250.690360009
12,92,3773238.585245013
12,93,3770928.681000011
12,94,3587218.907890009
12,95,3799455.1963700084
12,96,3723520.38636001
12,97,3906737.1812850093
12,98,3785552.6553650103
12,99,4068017.264120007
12,100,4095976.215755006
13,20,6362078.86446502
13,21,6525536.152950017
13,22,6504742.094790018
13,23,6607247.96842002
13,24,6554696.911550015
13,25,5692462.609445017
13,26,5124096.088100012
13,27,5410335.665240013
13,28,5454660.222290013
13,29,4869596.753600011
13,30,4731689.085915014
13,31,4514576.681415012
13,32,5018827.374620013
13,33,4992674.796070013
13,34,4880926.342275013
13,35,4983892.273385011
13,36,4715305.514035009
13,37,4714569.71909501
13,38,5266717.071100008
13,39,5075588.4254200095
13,40,5116395.498625017
13,41,4824669.466025013
13,42,4446188.644775008
13,43,4807916.364705015
13,44,4784378.373965015
13,45,5156128.426345009
13,46,5376549.85825001
13,47,5575669.655100012
13,48,5513410.584475013
13,49,5453455.54087001
13,50,5700889.947165009
13,51,5708110.571350007
13,52,5431534.910540007
13,53,5027596.517650007
13,54,4818492.846110008
13,55,4803644.641550013
13,56,4811684.866560012
13,57,4575545.030755009
13,58,4796740.382670009
13,59,5329048.851095012
13,60,5614815.436815009
13,61,5598873.541300012
13,62,5422348.402670006
13,63,5365825.762315006
13,64,4812576.107060009
13,65,4771649.54226001
13,66,4554086.753005009
13,67,4559423.833195007
13,68,4269948.564625008
13,69,4261506.30081001
13,70,4118743.611765009
13,71,3993895.127160009
13,72,3943679.0755650136
13,73,3920957.29203001
13,74,3984390.5000550076
13,75,4028305.2155900076
13,76,4066730.747985009
13,77,4379876.578845008
13,78,4296757.093880007
13,79,4296937.219770011
13,80,4402169.73975501
13,81,4171762.1214900133
13,82,4124297.181980011
13,83,4069756.033165011
13,84,4116728.982655007
13,85,3758069.540575013
13,86,3718357.5433250125
13,87,3802198.1310300115
13,88,3735997.7156000105
13,89,3778817.3527950137
13,90,3704347.5011900123
13,91,3705570.7905700095
13,92,3766805.6913350075
13,93,3543708.541590006
13,94,3728612.5026650075
13,95,3902500.740185012
13,96,3904276.669275008
13,97,4080508.1206800085
13,98,4139835.777325009
13,99,3974840.1498800074
13,100,4276583.804005006
14,20,6719122.5182550205
14,21,6538069.5562750185
14,22,6833501.751235014
14,23,6178140.086815013
14,24,5333048.727010016
14,25,5218933.1272950135
14,26,5345683.185485014
14,27,5290561.995075013
14,28,4690054.984405016
14,29,4461418.041360012
14,30,4918606.583400013
14,31,4834716.853195012
14,32,4772254.377785011
14,33,4764690.604245008
14,34,4851598.230380008
14,35,4809065.910240009
14,36,4798344.153545011
14,37,4964866.337500012
14,38,4945855.382785012
14,39,4877669.767420013
14,40,4756180.657285011
14,41,4734663.923095013
14,42,4705691.173200015
14,43,4935437.544345013
14,44,5234839.921510013
14,45,5587942.807585012
14,46,5074354.799415014
14,47,5276709.790380011
14,48,5310505.63044501
14,49,5305821.842775008
14,50,5472689.614010003
14,51,4886546.81900501
14,52,4972137.999970007
14,53,4920162.104110011
14,54,4798070.29963501
14,55,4893130.596405008
14,56,4835587.075770007
14,57,4930561.105310007
14,58,5463825.31378001
14,59,5430561.464665008
14,60,5430561.464665008
14,61,4980863.740040009
14,62,5009461.739260007
14,63,4912304.2695400035
14,64,4982758.886875007
14,65,4529753.37028501
14,66,4467647.831180007
14,67,4056695.978730005
14,68,4228265.072450011
14,69,3984503.408360007
14,70,3997577.675735009
14,71,4025288.43404001
14,72,3983559.57791501
14,73,3872639.3560250057
14,74,3957270.517200006
14,75,4143698.3784400043
14,76,4194740.153370008
14,77,4278010.223660009
14,78,4308586.361545008
14,79,4081593.4988300097
14,80,4101842.634160008
14,81,4216069.029510013
14,82,4166980.664120006
14,83,3910247.7246100088
14,84,3819813.4995950093
14,85,3849841.191260009
14,86,3675365.6278850078
14,87,3672329.039475008
14,88,3519951.8522450095
14,89,3457422.4900650047
14,90,3563334.478415006
14,91,3639712.593365009
14,92,3807145.6095500044
14,93,3793346.1438850053
14,94,3816577.1236650054
14,95,4061690.449035007
14,96,4268240.532160008
14,97,4329336.165030008
14,98,4444797.757915007
14,99,4271031.316470005
14,100,4328133.911010008
15,20,6507688.54408002
15,21,6865185.188885012
15,22,5689506.310745018
15,23,5712566.8362650145
15,24,5595464.82087502
15,25,5440889.8456150135
15,26,5240197.136795013
15,27,4486268.412595017
15,28,4563090.78252001
15,29,4906769.19354501
15,30,4489798.753100008
15,31,4718056.481445009
15,32,4694623.165045014
