Date,Close,netAsset,closeFR,netAssetFR
2006-01-04,941.43,1000000.0,0.019470464020791493,0.0
2006-01-05,959.13,1015666.9433500001,0.03863771725594233,0.015666943350000073
2006-01-06,970.03,1027199.14335,0.05044127998267359,0.027199143350000028
2006-01-09,975.25,1032721.90335,0.0560939953435486,0.03272190335000004
2006-01-10,978.15,1035790.10335,0.059234392766256895,0.03579010334999999
2006-01-11,973.48,1030849.24335,0.05417727002003354,0.030849243350000003
2006-01-12,983.72,1041683.16335,0.06526612160918294,0.041683163350000045
2006-01-13,978.81,1036488.38335,0.05994910390383875,0.03648838335000002
2006-01-16,961.44,1018110.92335,0.04113920623747903,0.018110923350000054
2006-01-17,964.29,1021126.22335,0.044225458877037105,0.021126223349999987
2006-01-18,983.62,1041577.36335,0.06515783204288263,0.04157736335
2006-01-19,991.22,1049618.16335,0.07338783908170446,0.04961816335000005
2006-01-20,993.34,1051861.12335,0.07568357788727054,0.05186112335000001
2006-01-23,996.16,1054844.68335,0.07873734365693856,0.05484468335000006
2006-01-24,999.09,1057944.62335,0.08191022794953705,0.05794462335000001
2006-01-25,1009.6,1069064.20335,0.0932914613676972,0.06906420335000009
2006-02-06,1033.23,1094064.7433500001,0.118880285884455,0.09406474335000012
2006-02-07,1029.94,1090583.92335,0.1153175591531756,0.09058392335000005
2006-02-08,1033.07,1093895.4633499999,0.11870702257837445,0.09389546334999986
2006-02-09,1019.6,1079644.20335,0.1041204179977259,0.07964420335000008
2006-02-10,1032.34,1093123.12335,0.11791650874438234,0.09312312335
2006-02-13,1031.61,1092350.78335,0.11712599491039022,0.09235078334999992
2006-02-14,1038.53,1099672.14335,0.12461963289837016,0.09967214335000003
2006-02-15,1041.66,1102983.68335,0.12800909632356924,0.10298368335000006
2006-02-16,1020.12,1080194.36335,0.10468352374248736,0.08019436335
2006-02-17,1020.37,1080458.86335,0.10495424765823808,0.08045886334999999
2006-02-20,1021.64,1081802.52335,0.10632952515025171,0.08180252334999992
2006-02-21,1038.82,1099978.9633499999,0.12493367264064095,0.09997896334999987
2006-02-22,1037.89,1098995.0233500001,0.12392657967404846,0.09899502335000016
2006-02-23,1041.37,1102676.86335,0.1276950565812982,0.10267686335
2006-02-24,1049.44,1111214.92335,0.13643402458173157,0.11121492335000005
2006-02-27,1047.84,1109522.12335,0.1347013915209268,0.10952212335000001
2006-02-28,1053.01,1114991.98335,0.14029996209865173,0.11499198335000012
