sellD,buyD,netAsset
34,48,537044.8955500091
34,49,500294.07226000866
34,50,523311.1671350108
34,51,562524.8693750113
34,52,572754.9177500115
34,53,588568.2142500117
34,54,586534.8654300115
34,55,592889.23685501
34,56,607123.1657000107
34,57,568691.6965300117
34,58,670989.1564600128
34,59,626458.8888300124
34,60,622524.5238750145
34,61,759268.5459500147
34,62,740770.0606750137
34,63,713177.2180750163
34,64,722036.8571950148
34,65,685150.8881550146
34,66,715996.4507600158
34,67,710867.6408000167
34,68,704214.5823350158
34,69,695097.3577350145
34,70,815940.1298700168
34,71,842939.9437800176
34,72,853678.7141350165
34,73,987948.4251250214
34,74,982203.7010600208
34,75,1016611.8965300224
34,76,1008120.5355500233
34,77,1101064.6909000243
34,78,1106347.5026000242
34,79,1018174.8158450247
34,80,1043115.532145026
34,81,1045784.9682300251
34,82,1006238.1982400243
34,83,1022942.0288750256
34,84,1019463.2540550272
34,85,1165000.8372700315
34,86,1189922.8874750307
34,87,1138545.037760031
34,88,1147614.164805032
34,89,1073057.737975031
34,90,1065140.036720034
35,10,996009.12556
35,11,896819.2996700002
35,12,896819.2996700002
35,13,893844.4944300003
35,14,751128.0898400005
35,15,706183.3027350006
35,16,662706.6213650011
35,17,659164.5615150019
35,18,600453.2298950017
35,19,533067.5504800017
35,20,516024.03082000185
35,21,475998.73134000244
35,22,553379.6027250019
35,23,409212.5629700018
35,24,432963.19343500264
35,25,378590.45647500263
35,26,384453.7626200029
35,27,381426.14020000317
35,28,391811.1452850031
35,29,524504.5691750053
35,30,559578.0038700049
35,31,510494.67136500584
35,32,509895.2512650055
35,33,508074.0470600054
35,34,501293.2001550061
35,35,486171.6204600064
35,36,456234.3389650055
35,37,464749.3897050054
35,38,559314.2882000069
35,39,552104.5099350072
35,40,530670.1812600072
35,41,558102.1476150078
35,42,605808.8360200076
35,43,621066.4888300071
35,44,595678.2121800071
35,45,661775.8644950079
35,46,647545.084540008
35,47,571466.6757650081
35,48,559704.1818250085
35,49,521619.1590750081
35,50,545435.6051250098
35,51,586383.9529250121
35,52,596799.8597150125
35,53,613830.9932000118
35,54,611380.4784150119
35,55,618355.0083800115
35,56,633604.0787550131
35,57,592802.4416300121
35,58,699391.9987250139
35,59,651030.9272250126
35,60,648430.2519400117
35,61,790556.113490017
35,62,771912.8617650162
35,63,742732.7334650153
35,64,751782.4679550176
35,65,713670.6261450181
35,66,745408.7335750166
35,67,740095.8490100169
35,68,732787.7726900162
35,69,724369.6646300155
35,70,850702.5818250175
35,71,877622.9010050191
35,72,887920.3029400177
35,73,1028827.3023700211
35,74,1021068.3364600206
35,75,1056692.9649750225
35,76,1049055.548210025
35,77,1146787.551400023
35,78,1153087.4198550247
35,79,1060249.3092350236
35,80,1086013.5887400233
35,81,1089594.0842900253
35,82,1048678.5017800254
35,83,1064359.3429600294
35,84,1061635.7584200278
35,85,1212482.3097350292
35,86,1238219.7302750347
35,87,1185673.2923050323
35,88,1194902.5146350365
35,89,1118356.4245200315
35,90,1109593.3302300312
36,10,996009.12556
36,11,896819.2996700002
36,12,896819.2996700002
36,13,893844.4944300003
36,14,751128.0898400005
36,15,706183.3027350006
36,16,662706.6213650011
36,17,664650.377235002
36,18,605440.3350950017
36,19,537472.8267400018
36,20,520304.6294500018
36,21,479942.07954000233
36,22,557946.3390750018
36,23,412574.08223000175
36,24,436532.5087450026
36,25,381702.62047500256
36,26,387607.4858300028
36,27,384626.19937000313
36,28,395094.3228750031
36,29,528863.5094750056
36,30,567653.9757000051
36,31,517395.51760500594
36,32,516989.9857900053
36,33,514997.4705350053
36,34,508141.28016500594
36,35,493151.4984050066
36,36,462765.7964600055
36,37,471417.3864200055
36,38,567061.4935650064
36,39,559813.2705500068
36,40,538257.2002550068
36,41,565588.6755900074
36,42,614136.4170850081
36,43,629769.1062250074
36,44,604240.2561000073
36,45,671057.8435900073
36,46,656532.2303600081
36,47,579525.450575008
36,48,567015.8312600079
36,49,528906.0826650078
36,50,552153.8836950096
36,51,594456.9673550117
36,52,605212.327875012
36,53,622681.3279650116
36,54,619332.7916950119
36,55,627084.0624050121
36,56,641768.7747900124
36,57,600908.741810013
36,58,708752.117390014
36,59,660226.8539300131
36,60,657199.0413350123
36,61,802041.997815017
36,62,782712.9316650169
36,63,752965.9998550166
36,64,762292.4581550172
36,65,723291.170420018
36,66,755596.8922650181
36,67,750497.614000017
36,68,742908.6012600155
36,69,734371.4790850166
36,70,862744.8928350178
36,71,889032.3731850188
36,72,900256.0531450178
36,73,1042791.7562600215
36,74,1035153.4021200206
36,75,1071738.8285450232
36,76,1063427.712250026
36,77,1163323.8253000241
36,78,1169618.422610024
36,79,1075561.1930100236
36,80,1101432.8022850235
36,81,1104770.7927500256
36,82,1062467.1276750246
36,83,1078606.9724550287
36,84,1075557.2306450286
36,85,1229534.7839050298
36,86,1254952.4794200342
36,87,1202549.9860200328
36,88,1211792.6729250369
36,89,1134083.4662500331
36,90,1125273.5898700312
37,10,996009.12556
37,11,925830.0723700003
37,12,925830.0723700003
37,13,922754.4682400004
37,14,775427.9453250008
37,15,728919.5887600012
37,16,684082.6601100016
37,17,686501.9465050022
37,18,625063.2984100021
37,19,554965.8332900025
37,20,537425.7126000023
37,21,495470.1197200028
37,22,575461.4591300028
37,23,425418.33356000227
37,24,450812.11747000203
37,25,394166.5046000028
37,26,400235.8392800031
37,27,397273.0318500034
37,28,407953.51915500325
37,29,546545.614450005
37,30,586257.3543950053
37,31,534573.8691750058
37,32,533672.5480500057
37,33,544393.7791550065
37,34,558767.5014400062
37,35,541921.1483950055
37,36,509360.2153650051
37,37,504693.08847500593
37,38,607677.0366850073
37,39,599899.8770200076
37,40,576672.8201400075
37,41,606158.5783350084
37,42,656956.2492200098
37,43,673564.9577400091
37,44,646867.5462650098
37,45,718808.6828750095
37,46,702883.183155008
37,47,621581.0579800081
37,48,607720.7822550088
37,49,566174.3529400089
37,50,591231.4222200104
37,51,637127.5036650116
37,52,647090.0590700115
37,53,665901.4370050118
37,54,662808.248800012
37,55,671386.6225600134
37,56,687296.6203700115
37,57,643770.6355350117
37,58,759274.6312800141
37,59,707701.2113100142
37,60,703200.0948800141
37,61,857880.7074450164
37,62,837207.0609450171
37,63,806408.1225850157
37,64,816126.5575400182
37,65,775517.6245050166
37,66,810447.9563800176
37,67,805201.841070019
37,68,796822.6715450172
37,69,786951.9860050179
37,70,924423.1216450181
37,71,954123.5358550191
37,72,965366.6803250165
37,73,1118006.6802050222
37,74,1110820.3505250234
37,75,1148891.4351150233
37,76,1140316.2823250252
37,77,1245054.868580025
37,78,1252856.1241300253
37,79,1152837.4186350245
37,80,1179160.5281450273
37,81,1181993.073145031
37,82,1138580.3274200289
37,83,1154841.4164700275
37,84,1152984.138110028
37,85,1317865.8776050368
37,86,1345545.827645034
37,87,1285902.534410036
37,88,1297672.7176000406
37,89,1214456.6724600312
37,90,1205813.5711050313
38,10,996009.12556
38,11,925830.0723700003
38,12,925830.0723700003
38,13,922754.4682400004
38,14,775427.9453250008
38,15,728919.5887600012
38,16,684082.6601100016
38,17,686501.9465050022
38,18,625063.2984100021
38,19,554965.8332900025
38,20,537425.7126000023
38,21,495470.1197200028
38,22,575461.4591300028
38,23,425418.33356000227
38,24,450812.11747000203
38,25,394166.5046000028
38,26,400235.8392800031
38,27,397273.0318500034
38,28,407953.51915500325
38,29,546545.614450005
38,30,586257.3543950053
38,31,534573.8691750058
38,32,533672.5480500057
38,33,544393.7791550065
38,34,558767.5014400062
38,35,541921.1483950055
38,36,509360.2153650051
38,37,504693.08847500593
38,38,607677.0366850073
38,39,599899.8770200076
38,40,576672.8201400075
38,41,606158.5783350084
38,42,656956.2492200098
38,43,673564.9577400091
38,44,646867.5462650098
38,45,718808.6828750095
38,46,702883.183155008
38,47,621581.0579800081
38,48,607720.7822550088
38,49,566174.3529400089
38,50,591231.4222200104
38,51,637127.5036650116
38,52,647090.0590700115
38,53,665901.4370050118
38,54,662808.248800012
38,55,671386.6225600134
38,56,687296.6203700115
38,57,643770.6355350117
38,58,759274.6312800141
38,59,707701.2113100142
38,60,703200.0948800141
38,61,857880.7074450164
38,62,837207.0609450171
38,63,806408.1225850157
38,64,816126.5575400182
38,65,775517.6245050166
38,66,810447.9563800176
38,67,805201.841070019
38,68,796822.6715450172
38,69,786951.9860050179
38,70,924423.1216450181
38,71,954123.5358550191
38,72,965366.6803250165
38,73,1118006.6802050222
38,74,1110820.3505250234
38,75,1148891.4351150233
38,76,1140316.2823250252
38,77,1245054.868580025
38,78,1252856.1241300253
38,79,1152837.4186350245
38,80,1179160.5281450273
38,81,1181993.073145031
38,82,1138580.3274200289
38,83,1154841.4164700275
38,84,1152984.138110028
38,85,1317865.8776050368
38,86,1345545.827645034
38,87,1285902.534410036
38,88,1297672.7176000406
38,89,1214456.6724600312
38,90,1205813.5711050313
39,10,996009.12556
39,11,925830.0723700003
39,12,925830.0723700003
39,13,922754.4682400004
39,14,775427.9453250008
39,15,717455.1929100013
39,16,673102.1291800013
39,17,675536.2096200024
39,18,608450.1387550017
39,19,543780.3048900027
39,20,526542.4064350025
39,21,485282.72808000236
39,22,563858.3577800026
39,23,416713.3130800019
39,24,441653.31049000233
39,25,385851.9418000024
39,26,392045.45123500325
39,27,389301.18131000333
39,28,399528.37320500397
39,29,535154.9326000047
39,30,574238.1833000063
39,31,523634.13507000566
39,32,522812.6645600059
39,33,533135.7317300058
39,34,547626.4467650064
39,35,531168.2144500058
39,36,498634.1996900058
39,37,494686.48593000637
39,38,595221.9638250069
39,39,587516.6220100074
39,40,540145.6295850073
39,41,567794.1987150076
39,42,581912.1049850079
39,43,596675.2470050075
39,44,573117.1378050091
39,45,636873.4648100097
39,46,622430.6180100078
39,47,549533.1686400068
39,48,537632.6611800084
39,49,501297.1351250088
39,50,523720.84804500884
39,51,563337.9393050113
39,52,572967.088515012
39,53,589784.5274700123
39,54,587516.4440100126
39,55,594255.7534000117
39,56,608088.1885550113
39,57,569272.3412800118
39,58,671978.087455014
39,59,626376.0974250117
39,60,622735.019125013
39,61,759038.2804200138
39,62,741404.5396250141
39,63,713697.5358200166
39,64,723032.4819750178
39,65,687310.0223000163
39,66,718126.6997900158
39,67,712780.7283950169
39,68,705193.0992200164
39,69,696592.999410016
39,70,818395.0535350167
39,71,843061.0788400177
39,72,853186.0394900193
39,73,988446.7805400211
39,74,982734.9045700209
39,75,1017274.2491400228
39,76,1009110.7336700225
39,77,1102402.3734050211
39,78,1109603.2427900247
39,79,1018339.4874250239
39,80,1044074.9262400233
39,81,1047343.4888500248
39,82,1007382.2451500256
39,83,1023208.9084000282
39,84,1020518.2119650263
39,85,1166087.2355000337
39,86,1191335.5133250335
39,87,1139617.4742600322
39,88,1147965.940430035
39,89,1075652.1447400295
39,90,1067535.2877250311
40,10,996009.12556
40,11,925830.0723700003
40,12,925830.0723700003
40,13,922754.4682400004
40,14,775427.9453250008
40,15,717455.1929100013
40,16,673102.1291800013
40,17,675536.2096200024
40,18,608450.1387550017
40,19,543780.3048900027
40,20,526542.4064350025
40,21,485282.72808000236
40,22,563858.3577800026
40,23,416713.3130800019
40,24,441653.31049000233
40,25,385851.9418000024
40,26,392045.45123500325
40,27,389301.18131000333
40,28,399528.37320500397
40,29,535154.9326000047
40,30,574238.1833000063
40,31,534826.5071850062
40,32,536008.184315006
40,33,546532.534225006
40,34,561072.9629350064
40,35,544537.9390100059
40,36,511014.1058800059
40,37,507001.2530250063
40,38,609688.7890350071
40,39,601832.1390050075
40,40,553501.8605100074
40,41,581806.791095008
40,42,596434.2310900072
40,43,611477.4748600082
40,44,586934.515900009
40,45,652119.9964450089
40,46,637932.2675300086
40,47,562917.7652550067
40,48,550741.4252200084
40,49,513945.3290600085
40,50,536600.6839450093
40,51,577368.0141550114
40,52,587376.3964900121
40,53,604280.8276750119
40,54,601779.1706450123
40,55,608826.4990950115
40,56,623083.9250950111
40,57,583164.6613100112
40,58,688941.903655013
40,59,641707.0201350104
40,60,638427.9062750131
40,61,777822.5855300138
40,62,759682.1770300149
40,63,731134.5043650174
40,64,740440.6687850172
40,65,704022.5934700157
40,66,735187.5174200162
40,67,729967.9862100177
40,68,723032.1812850169
40,69,714258.5685950168
40,70,838012.2024750168
40,71,864520.7441700179
40,72,874782.3235750181
40,73,1012882.5937150209
40,74,1007074.986120021
40,75,1042173.1324500222
40,76,1034561.6558900212
40,77,1130045.983625022
40,78,1135989.4203150254
40,79,1044475.6229250233
40,80,1069822.6766350232
40,81,1073179.8509350258
40,82,1032397.5314900246
40,83,1048894.395345027
40,84,1045605.8959950258
40,85,1195329.950870033
40,86,1221241.750820034
40,87,1167689.9553750306
40,88,1176175.6228450367
40,89,1102375.4012000286
40,90,1093533.9193700314
41,10,996009.12556
41,11,925830.0723700003
41,12,925830.0723700003
41,13,922754.4682400004
41,14,775427.9453250008
41,15,717455.1929100013
41,16,673102.1291800013
41,17,675536.2096200024
41,18,608450.1387550017
41,19,543780.3048900027
41,20,526542.4064350025
41,21,485282.72808000236
41,22,563858.3577800026
41,23,416713.3130800019
41,24,441653.31049000233
41,25,385851.9418000024
41,26,392045.45123500325
41,27,389301.18131000333
41,28,399528.37320500397
41,29,535154.9326000047
41,30,574238.1833000063
41,31,534826.5071850062
41,32,536008.184315006
41,33,546532.534225006
41,34,561072.9629350064
41,35,544537.9390100059
41,36,511014.1058800059
41,37,507001.2530250063
41,38,609688.7890350071
41,39,601832.1390050075
41,40,542437.2855500072
41,41,570255.4660450071
41,42,584797.931995008
41,43,599358.9461400078
41,44,575723.3428050085
41,45,639265.4257000088
41,46,624591.1774750082
41,47,551773.1226700066
41,48,539889.9328350079
41,49,503500.44037500815
41,50,525873.7776900086
41,51,566178.0472150109
41,52,576054.8320600117
41,53,592196.9775050121
41,54,590191.7105450124
41,55,596128.3193600118
41,56,610674.7184200116
41,57,571953.7267000119
41,58,675080.7584000143
41,59,628679.6823400118
41,60,625706.1076400134
41,61,762118.2463150142
41,62,744519.8466900137
41,63,716799.7380050162
41,64,726348.7469900171
41,65,690153.2743800157
41,66,721203.0688550161
41,67,716122.6168700166
41,68,708830.6036350166
41,69,699776.0230350159
41,70,821779.0919450164
41,71,847326.4006050181
41,72,857361.9929250178
41,73,993029.0282500203
41,74,987463.4732200205
41,75,1021935.399275022
41,76,1013101.5647250222
41,77,1107259.3745800224
41,78,1114748.981160025
41,79,1023032.1431900216
41,80,1049057.6010650222
41,81,1052303.966090025
41,82,1012101.9471750237
41,83,1027751.9155250274
41,84,1025267.7099450252
41,85,1171439.9023150324
41,86,1196930.1619050326
41,87,1144083.5467200314
41,88,1153122.594370036
41,89,1080663.9120100294
41,90,1072075.346685031
42,10,996009.12556
42,11,925830.0723700003
42,12,925830.0723700003
42,13,922754.4682400004
42,14,775427.9453250008
42,15,717455.1929100013
42,16,673102.1291800013
42,17,675536.2096200024
42,18,608450.1387550017
42,19,543780.3048900027
42,20,526542.4064350025
42,21,485282.72808000236
42,22,563858.3577800026
42,23,416713.3130800019
42,24,441653.31049000233
42,25,385851.9418000024
42,26,392045.45123500325
42,27,389301.18131000333
42,28,399528.37320500397
42,29,535154.9326000047
42,30,574238.1833000063
42,31,534826.5071850062
42,32,536008.184315006
42,33,546532.534225006
42,34,561072.9629350064
42,35,544537.9390100059
42,36,511014.1058800059
42,37,507001.2530250063
42,38,609688.7890350071
42,39,601832.1390050075
42,40,542437.2855500072
42,41,570255.4660450071
42,42,584797.931995008
42,43,599358.9461400078
42,44,575723.3428050085
42,45,639265.4257000088
42,46,624591.1774750082
42,47,551773.1226700066
42,48,539889.9328350079
42,49,503500.44037500815
42,50,525873.7776900086
42,51,566178.0472150109
42,52,576054.8320600117
42,53,592196.9775050121
42,54,590191.7105450124
42,55,596128.3193600118
42,56,610674.7184200116
42,57,571953.7267000119
42,58,675080.7584000143
42,59,628679.6823400118
42,60,625706.1076400134
42,61,762118.2463150142
42,62,744519.8466900137
42,63,716799.7380050162
42,64,726348.7469900171
42,65,690153.2743800157
42,66,721203.0688550161
42,67,716122.6168700166
42,68,708830.6036350166
42,69,699776.0230350159
42,70,821779.0919450164
42,71,847326.4006050181
42,72,857361.9929250178
42,73,993029.0282500203
42,74,987463.4732200205
42,75,1021935.399275022
42,76,1013101.5647250222
42,77,1107259.3745800224
42,78,1114748.981160025
42,79,1023032.1431900216
42,80,1049057.6010650222
42,81,1052303.966090025
42,82,1012101.9471750237
42,83,1027751.9155250274
42,84,1025267.7099450252
42,85,1171439.9023150324
42,86,1196930.1619050326
42,87,1144083.5467200314
42,88,1153122.594370036
42,89,1080663.9120100294
42,90,1072075.346685031
43,10,996009.12556
43,11,925830.0723700003
43,12,925830.0723700003
43,13,922754.4682400004
43,14,775427.9453250008
43,15,717455.1929100013
43,16,673102.1291800013
43,17,675536.2096200024
43,18,608450.1387550017
43,19,543780.3048900027
43,20,526542.4064350025
43,21,485282.72808000236
43,22,563858.3577800026
43,23,416713.3130800019
43,24,441653.31049000233
43,25,385851.9418000024
43,26,392045.45123500325
43,27,389301.18131000333
43,28,399528.37320500397
43,29,535154.9326000047
43,30,574238.1833000063
43,31,534826.5071850062
43,32,536008.184315006
43,33,546532.534225006
43,34,567958.564445006
43,35,551395.5406000062
43,36,517945.0769850051
43,37,513523.675430006
43,38,618129.9297450071
43,39,610170.6840350071
43,40,549925.0143600082
43,41,577730.571710007
43,42,591523.0317450073
43,43,606723.9003500086
43,44,582344.6450800083
43,45,647370.3713750091
43,46,633212.7461000092
43,47,559310.8157500073
43,48,548248.2194950081
43,49,517776.958805009
43,50,540474.8800300097
43,51,582293.471055011
43,52,592603.2433450103
43,53,609695.3586550107
43,54,607429.8898100109
43,55,613613.297055012
43,56,628440.5840550119
43,57,588749.2745400115
43,58,694365.4376900137
43,59,646637.6692850142
43,60,643517.1103750132
43,61,783132.1916100163
43,62,764931.6654100157
43,63,737861.227435017
43,64,746196.9255500166
43,65,709278.8057750177
43,66,740453.9058700177
43,67,736704.5225100161
43,68,729212.8749150168
43,69,720298.8552200162
43,70,846171.9389050175
43,71,871596.8993950177
43,72,881513.1490250177
43,73,1022049.8757300213
43,74,1015682.0644300219
43,75,1050352.6637100216
43,76,1042047.4500350236
43,77,1138850.2646900248
43,78,1144883.0142500238
43,79,1053768.154030022
43,80,1078105.097955023
43,81,1082123.0379400258
43,82,1040466.9429750247
43,83,1056590.0939900267
43,84,1054205.4200700256
43,85,1205026.8639300307
43,86,1230310.493840032
43,87,1176260.8786600335
43,88,1185803.081335034
43,89,1111585.2071900312
43,90,1102470.1521300275
44,10,996009.12556
44,11,925830.0723700003
44,12,925830.0723700003
44,13,922754.4682400004
44,14,775427.9453250008
44,15,717455.1929100013
44,16,673102.1291800013
44,17,675536.2096200024
44,18,608450.1387550017
44,19,543780.3048900027
44,20,526542.4064350025
44,21,485282.72808000236
44,22,563858.3577800026
44,23,416713.3130800019
44,24,441653.31049000233
44,25,385851.9418000024
44,26,392045.45123500325
44,27,389301.18131000333
44,28,416202.980180004
44,29,549974.9853250046
44,30,590269.9602100063
44,31,549584.281935006
44,32,550874.3707750059
44,33,561626.646365006
44,34,583607.5732550058
44,35,530256.1015650049
44,36,497733.5776900062
44,37,493650.72354500636
44,38,594246.5444700066
44,39,586589.0883200071
44,40,529582.3726050066
44,41,556703.2263550075
44,42,570164.8468750062
44,43,584608.9243200072
44,44,561605.1303650064
44,45,623706.750075007
44,46,609709.1193750066
44,47,539002.2562000066
44,48,526169.3780650086
44,49,497557.3143050085
44,50,520699.7281700097
44,51,560161.8031000104
44,52,570255.0745500103
44,53,586641.32131001
44,54,584202.3191700096
44,55,590747.7622250112
44,56,605252.6585150119
44,57,566557.5052800114
44,58,669321.4111650138
44,59,622129.876320012
44,60,620000.4280200121
44,61,754786.7090300146
44,62,736914.951735015
44,63,709420.7276600145
44,64,718106.5322250145
44,65,682350.4414150151
44,66,712967.0390750146
44,67,709071.1040150166
44,68,701022.5077550157
44,69,693086.2436450169
44,70,813389.5697700166
44,71,840073.3871500146
44,72,848253.1123150178
44,73,983515.136155019
44,74,977413.2806500198
44,75,1011376.8505200216
44,76,1003528.71601502
44,77,1097414.371105024
44,78,1100385.4042650242
44,79,1012811.8481400255
44,80,1036612.4323500243
44,81,1039712.9636900232
44,82,1001270.3940250224
44,83,1016631.5476450239
44,84,1013140.0475450234
44,85,1159748.146055028
44,86,1182873.6632100297
44,87,1132417.98546503
44,88,1141594.0120900313
44,89,1067757.2889450311
44,90,1060337.0779450277
45,10,996009.12556
45,11,925830.0723700003
45,12,925830.0723700003
45,13,922754.4682400004
45,14,775427.9453250008
45,15,717455.1929100013
45,16,673102.1291800013
45,17,711749.091875002
45,18,641026.8133550017
45,19,572723.5950650024
45,20,554498.8713550025
45,21,511153.4593050022
45,22,594144.9817650027
45,23,439298.3459650022
45,24,465057.59468000225
45,25,406506.9239300031
45,26,412947.8027750033
45,27,410156.2947600037
45,28,438547.4699550037
45,29,579561.1167750051
45,30,621320.3786650053
45,31,579046.1131750058
45,32,580342.5259200057
45,33,561816.6666000055
45,34,583748.1314600058
45,35,530853.925490005
45,36,498027.95502500626
45,37,494379.1628900062
45,38,594532.3563550065
45,39,586808.502245007
45,40,529816.4328450066
45,41,556854.2121400073
45,42,570329.4429150067
45,43,584717.6622300076
45,44,561701.5574800065
45,45,623824.944615007
45,46,616230.291310007
45,47,549708.1650100067
45,48,550270.2325700085
45,49,520208.44653000863
45,50,544421.6834150089
45,51,585368.9491100096
45,52,595970.7940100115
45,53,612689.9640650115
45,54,610627.3588200115
45,55,617669.113820011
45,56,632426.2210250121
45,57,592599.7922150122
45,58,699512.2268300132
45,59,650871.6212850136
45,60,647969.852545012
45,61,790025.6242200142
45,62,771095.2890300148
45,63,741780.1290600153
45,64,750600.9234450145
45,65,713697.7036350137
45,66,745497.0465150133
45,67,740651.9477500152
45,68,733583.3740900145
45,69,724173.7350200143
45,70,850974.1387000163
45,71,878005.9368900168
45,72,887953.4916550163
45,73,1028906.8560500199
45,74,1021609.5975250218
45,75,1058680.5374250195
45,76,1049459.7810200218
45,77,1147513.6325600212
45,78,1151987.5247200248
45,79,1060035.0276250236
45,80,1084469.1214500233
45,81,1088079.1398650238
45,82,1045866.6361350247
45,83,1062115.5247300242
45,84,1060247.5292800239
45,85,1212985.5105850252
45,86,1238073.3201500298
45,87,1184547.1972950306
45,88,1192760.6575950317
45,89,1116913.5626050327
45,90,1108825.291270028
46,10,996009.12556
46,11,925830.0723700003
46,12,925830.0723700003
46,13,922754.4682400004
46,14,775427.9453250008
46,15,717455.1929100013
46,16,673102.1291800013
46,17,711749.091875002
46,18,641026.8133550017
46,19,572723.5950650024
46,20,554498.8713550025
46,21,511153.4593050022
46,22,594144.9817650027
46,23,439298.3459650022
46,24,465521.5951000022
46,25,393792.58582500287
46,26,400145.57973500335
46,27,397327.7774800032
46,28,424978.484995003
46,29,586133.8507450053
46,30,628574.1751650048
46,31,585631.8869800057
46,32,586793.9147650058
46,33,568513.4990350056
46,34,590497.5932750059
46,35,536251.8089600061
46,36,504040.9553250059
46,37,499635.6809150058
46,38,601082.9902600085
46,39,593290.4911600085
46,40,496604.7073700061
46,41,521997.6403750068
46,42,534526.4336100065
46,43,548350.6687800074
46,44,525763.1778250077
46,45,584211.5495950083
46,46,577401.8719350087
46,47,515140.1625700076
46,48,516679.23636500875
46,49,488724.82105500856
46,50,510884.10022000846
46,51,549314.4726200087
46,52,558853.1886500079
46,53,574162.9435350077
46,54,572443.9082600075
46,55,579006.3235850105
46,56,592851.2842950101
46,57,555399.6270900101
46,58,655647.0547850115
46,59,610302.7736700104
46,60,607646.4660350112
46,61,739535.4805550125
46,62,721954.0687750144
46,63,695959.859020014
46,64,703536.7862700149
46,65,668070.1432050135
46,66,698256.9994150142
46,67,693923.6427000137
46,68,687336.0252750141
46,69,679172.3802950138
46,70,797415.3784600148
46,71,821865.2055150175
46,72,833293.8287350162
46,73,965819.3873650199
46,74,958821.3999200194
46,75,992777.6755250192
46,76,983755.9090650203
46,77,1076530.638725022
46,78,1080278.039295022
46,79,994940.4066050216
46,80,1017890.5305000218
46,81,1020790.658070022
46,82,982365.0894700213
46,83,997071.1471900234
46,84,994821.4996350235
46,85,1138218.5456150277
46,86,1160019.8296600303
46,87,1112463.4140800275
46,88,1118984.618005028
46,89,1046979.7326050282
46,90,1040120.2264000247
47,10,996009.12556
47,11,925830.0723700003
47,12,925830.0723700003
47,13,922754.4682400004
47,14,775427.9453250008
47,15,717455.1929100013
47,16,673102.1291800013
47,17,711749.091875002
47,18,641026.8133550017
47,19,572723.5950650024
47,20,554498.8713550025
47,21,511153.4593050022
47,22,594144.9817650027
47,23,439298.3459650022
47,24,465521.5951000022
47,25,393792.58582500287
47,26,400145.57973500335
47,27,397327.7774800032
47,28,424978.484995003
47,29,586133.8507450053
47,30,628574.1751650048
47,31,585631.8869800057
47,32,586793.9147650058
47,33,568513.4990350056
47,34,590497.5932750059
47,35,536251.8089600061
47,36,504040.9553250059
47,37,499635.6809150058
47,38,601082.9902600085
47,39,593290.4911600085
47,40,496604.7073700061
47,41,521997.6403750068
47,42,534526.4336100065
47,43,548350.6687800074
47,44,525763.1778250077
47,45,584211.5495950083
47,46,577401.8719350087
47,47,515140.1625700076
47,48,516679.23636500875
47,49,488724.82105500856
47,50,510884.10022000846
47,51,549314.4726200087
47,52,558853.1886500079
47,53,574162.9435350077
47,54,572443.9082600075
47,55,579006.3235850105
47,56,592851.2842950101
47,57,555399.6270900101
47,58,655647.0547850115
47,59,610302.7736700104
47,60,607646.4660350112
47,61,739535.4805550125
47,62,721954.0687750144
47,63,695959.859020014
47,64,703536.7862700149
47,65,668070.1432050135
47,66,698256.9994150142
47,67,693923.6427000137
47,68,687336.0252750141
47,69,679172.3802950138
47,70,797415.3784600148
47,71,821865.2055150175
47,72,833293.8287350162
47,73,965819.3873650199
47,74,958821.3999200194
47,75,992777.6755250192
47,76,983755.9090650203
47,77,1076530.638725022
47,78,1080278.039295022
47,79,994940.4066050216
47,80,1017890.5305000218
47,81,1020790.658070022
47,82,982365.0894700213
47,83,997071.1471900234
47,84,994821.4996350235
47,85,1138218.5456150277
47,86,1160019.8296600303
47,87,1112463.4140800275
47,88,1118984.618005028
47,89,1046979.7326050282
47,90,1040120.2264000247
48,10,996009.12556
48,11,925830.0723700003
48,12,925830.0723700003
48,13,922754.4682400004
48,14,775427.9453250008
48,15,717455.1929100013
48,16,722548.2437550013
48,17,764022.043595002
48,18,688217.7998250015
48,19,614836.3319300023
48,20,595139.7307750024
48,21,548685.6707100023
48,22,637868.7561050027
48,23,471456.85997500224
48,24,499595.4102100022
48,25,422625.6918300028
48,26,429489.18290000333
48,27,426428.1597800032
48,28,456272.58495500294
48,29,629046.8340350052
48,30,674719.4240350048
48,31,628706.9451050049
48,32,629900.0089200055
48,33,610298.3458900055
48,34,633974.7286550057
48,35,575819.655070006
48,36,540966.732450006
48,37,536388.755205006
48,38,645244.5842350079
48,39,636941.660780008
48,40,533106.6049950067
48,41,560639.0524350071
48,42,573731.6730850067
48,43,560585.978740007
48,44,538001.4785450078
48,45,597606.1081650076
48,46,590573.0962800087
48,47,526521.1423700071
48,48,528853.1846850083
48,49,499624.9544600087
48,50,522452.9241650085
48,51,561278.6023400088
48,52,571188.3267700073
48,53,587358.3105250077
48,54,585407.9527100073
48,55,592328.3492550104
48,56,606390.1599450099
48,57,567836.2596900096
48,58,670960.8602950119
48,59,624099.3773250106
48,60,621406.6033950117
48,61,756284.9515400137
48,62,738927.4494700141
48,63,711783.212990014
48,64,719091.9804800149
48,65,683517.9006800139
48,66,714255.2354800142
48,67,709479.8865150135
48,68,702886.118950013
48,69,694754.8423100141
48,70,815756.2495350158
48,71,841002.7970300167
48,72,852573.066380016
