sellD,buyD,netAsset
28,66,572937.7275850179
28,67,570283.9027450169
28,68,563948.8686050157
28,69,556582.295575016
28,70,653994.3483600167
28,71,674334.5119050167
28,72,682405.1614000171
28,73,790762.3613900194
28,74,784929.7108050203
28,75,812725.8013550204
28,76,807020.1513450233
28,77,881695.2991100212
28,78,885279.4573600201
28,79,815157.9172200218
28,80,834292.5850750218
28,81,837364.1185150255
28,82,805093.5161100251
28,83,818193.4958800254
28,84,815471.0559900267
28,85,931815.3075400275
28,86,952455.3859700273
28,87,910997.1006350291
28,88,918315.3307950305
28,89,857491.997000031
28,90,852508.6270200281
29,10,996009.12556
29,11,896819.2996700002
29,12,896819.2996700002
29,13,893844.4944300003
29,14,844616.6239450008
29,15,794041.2648750009
29,16,736132.5875550008
29,17,755071.3167100021
29,18,687765.968355002
29,19,541217.5407700017
29,20,523884.6601600019
29,21,494583.73757000174
29,22,574681.0782300022
29,23,424634.60998000193
29,24,450031.9304550023
29,25,384427.59327000217
29,26,377396.89716500224
29,27,387233.87818000285
29,28,389523.841930003
29,29,495227.2902350053
29,30,540402.3570550065
29,31,449904.7347250041
29,32,441486.4378850047
29,33,424756.96924500534
29,34,423592.72024000605
29,35,401397.4405050048
29,36,376403.4166150057
29,37,375991.3490750057
29,38,451621.2353300062
29,39,444778.56034000637
29,40,428275.898450007
29,41,450363.1463700071
29,42,487860.3839050075
29,43,500545.22913000727
29,44,480819.62611000804
29,45,533884.4991150085
29,46,521652.4493500082
29,47,461203.5120250085
29,48,450681.0784750085
29,49,420391.75885001
29,50,439135.63585500873
29,51,471650.1032050104
29,52,480154.71698501107
29,53,494047.5163600111
29,54,492239.816650011
29,55,497880.899455012
29,56,509471.9918850119
29,57,477513.77484001184
29,58,563331.0434450124
29,59,524792.7327250133
29,60,522641.1038950123
29,61,637006.4459150146
29,62,621851.8290800157
29,63,597373.0285300149
29,64,605526.5380850165
29,65,575271.8493850151
29,66,600573.4946700158
29,67,598031.3399250172
29,68,591411.7121750178
29,69,583673.4812700159
29,70,685400.5524000154
29,71,706604.1846200178
29,72,716033.8580400195
29,73,829742.6787500206
29,74,823229.7280500199
29,75,852190.9598750208
29,76,845273.0380400219
29,77,924967.1741250232
29,78,928628.1101400217
29,79,854589.2655800229
29,80,874082.5705750224
29,81,878050.2270600254
29,82,843966.6387200229
29,83,857419.3026500269
29,84,855092.963555026
29,85,975691.2575600276
29,86,997736.9657500279
29,87,954834.9181950291
29,88,962665.2796800297
29,89,900217.9436250314
29,90,893905.1350150274
30,10,996009.12556
30,11,896819.2996700002
30,12,896819.2996700002
30,13,893844.4944300003
30,14,844616.6239450008
30,15,794041.2648750009
30,16,736132.5875550008
30,17,755071.3167100021
30,18,687765.968355002
30,19,610703.2071950015
30,20,591421.8600600017
30,21,553144.4600050014
30,22,643012.5126300018
30,23,474990.4334900021
30,24,503780.21847500355
30,25,430433.7280400033
30,26,422210.38803000277
30,27,418589.47138500266
30,28,429959.3814650033
30,29,547190.223955005
30,30,597515.9531500051
30,31,496760.0882800058
30,32,487925.68619000545
30,33,469752.6390750063
30,34,468107.84689000587
30,35,443272.5356050063
30,36,416258.4607700055
30,37,415512.1047150052
30,38,499538.44092000695
30,39,491772.81293500715
30,40,473986.99157500715
30,41,498173.1312600073
30,42,539611.387500009
30,43,552999.2767900086
30,44,531298.4824200093
30,45,590229.8285800092
30,46,576604.221895008
30,47,509641.3470650078
30,48,497922.4355700091
30,49,464726.6245850101
30,50,485150.8838650095
30,51,521446.6741750115
30,52,531153.5088500123
30,53,546128.2784650123
30,54,543680.3814900122
30,55,550816.069525011
30,56,563226.8453300118
30,57,527510.081045011
30,58,622555.0896550128
30,59,580364.2926250139
30,60,577910.8256500121
30,61,703385.9466700162
30,62,687009.6733400163
30,63,661201.5711550162
30,64,669315.3783400155
30,65,635598.9786450164
30,66,664201.1302650158
30,67,660331.3303050181
30,68,653375.0384100167
30,69,645312.0303050169
30,70,757746.8621800183
30,71,781245.8262250175
30,72,791780.4242450193
30,73,915825.731945022
30,74,909774.644270022
30,75,942872.416335023
30,76,934409.2223100231
30,77,1022709.0114450224
30,78,1026967.443205023
30,79,943715.0735200233
30,80,966418.2964700244
30,81,969512.8846650244
30,82,933327.8925750236
30,83,947523.957355027
30,84,945018.4569800267
30,85,1081033.28269503
30,86,1104399.275215031
30,87,1056677.3327750305
30,88,1063148.2249800335
30,89,994922.7489150323
30,90,987436.8918200303
31,10,996009.12556
31,11,896819.2996700002
31,12,896819.2996700002
31,13,893844.4944300003
31,14,844616.6239450008
31,15,794041.2648750009
31,16,736132.5875550008
31,17,732637.637735002
31,18,667649.3157700023
31,19,592166.1428350024
31,20,573221.4103050024
31,21,529063.9222000028
31,22,614305.3557050023
31,23,454319.1662350025
31,24,481144.25679500325
31,25,410828.6474300031
31,26,403430.9019850025
31,27,400140.3184550035
31,28,410775.1084800033
31,29,523191.1576350053
31,30,584558.2035450051
31,31,533465.0702400056
31,32,532742.5411500055
31,33,462451.66030000616
31,34,460517.347450005
31,35,437438.4119850056
31,36,410170.7171000059
31,37,409002.6131550054
31,38,492065.23627000663
31,39,484651.21005500626
31,40,466008.23774500843
31,41,489906.6530250077
31,42,531573.8155550086
31,43,544528.099890008
31,44,523159.40864000807
31,45,581100.5947250081
31,46,568230.2047400081
31,47,502166.4666950085
31,48,491667.3627400095
31,49,457974.4518500085
31,50,478251.51493001083
31,51,513809.7317650103
31,52,523523.21806001116
31,53,537642.0939850106
31,54,536569.524530011
31,55,542345.9488650123
31,56,555185.9852700117
31,57,520336.37900001137
31,58,613424.0569000134
31,59,571788.9210000121
31,60,568996.9760400124
31,61,692928.6193700155
31,62,676669.1570050155
31,63,652117.5919500159
31,64,659659.6466550167
31,65,625571.3122700144
31,66,653835.2017950155
31,67,649831.2945900181
31,68,642877.3126900169
31,69,635635.6669400155
31,70,746482.6859450154
31,71,770664.149215017
31,72,779606.2467100169
31,73,902023.4849950208
31,74,896457.1480500195
31,75,927950.1482650196
31,76,920281.1140250224
31,77,1006195.2671800221
31,78,1011728.2461550232
31,79,930181.7084850215
31,80,952664.2102200233
31,81,955470.1788000272
31,82,920568.6809150258
31,83,933356.7471700251
31,84,931399.6987550275
31,85,1063692.7837750316
31,86,1086902.016560031
31,87,1040191.241605032
31,88,1048369.7823600315
31,89,981343.2957400295
31,90,973604.749670031
32,10,996009.12556
32,11,896819.2996700002
32,12,896819.2996700002
32,13,893844.4944300003
32,14,844616.6239450008
32,15,794041.2648750009
32,16,736132.5875550008
32,17,732637.637735002
32,18,667649.3157700023
32,19,592166.1428350024
32,20,573221.4103050024
32,21,529063.9222000028
32,22,614305.3557050023
32,23,454319.1662350025
32,24,481144.25679500325
32,25,410828.6474300031
32,26,402546.9787700029
32,27,399651.7405150036
32,28,410390.3139550037
32,29,549362.3329950055
32,30,585544.7311250055
32,31,534651.7373350058
32,32,533786.1481800055
32,33,463049.84050000645
32,34,454121.7355400051
32,35,441120.5042100053
32,36,413981.3401550058
32,37,421467.2088300055
32,38,507065.51119000645
32,39,498822.74907000636
32,40,480285.9366200076
32,41,504377.7036100079
32,42,547445.0344900073
32,43,560909.1011500082
32,44,538681.0074000077
32,45,598082.531705008
32,46,585642.3400350086
32,47,517089.7068900077
32,48,506691.27857500856
32,49,470844.4502850094
32,50,492937.15733500937
32,51,529537.24757501
32,52,538477.8201050102
32,53,553750.17297501
32,54,552253.6892500102
32,55,558280.2547950114
32,56,571610.655770011
32,57,534963.1835200109
32,58,631543.5217600114
32,59,589284.0391100127
32,60,586123.1517400126
32,61,713686.368380016
32,62,696813.0812300168
32,63,670907.0396650136
32,64,678701.5251850155
32,65,645175.6119200147
32,66,673685.7420150146
32,67,669226.7901950154
32,68,662633.7622650162
32,69,654423.8582200161
32,70,769579.3077300169
32,71,793526.9679500172
32,72,803381.3409450161
32,73,929865.0192900221
32,74,922662.5177300201
32,75,955508.8304100217
32,76,948312.3959950221
32,77,1036521.1313650226
32,78,1043028.9608700228
32,79,957808.982045023
32,80,980792.5222350236
32,81,983831.9082600251
32,82,947810.6942700236
32,83,962002.0539500257
32,84,959105.6752250247
32,85,1096635.732550031
32,86,1119274.3944950306
32,87,1071954.415170033
32,88,1078733.7729350324
32,89,1010201.1298400309
32,90,1002447.1355100302
33,10,996009.12556
33,11,896819.2996700002
33,12,896819.2996700002
33,13,893844.4944300003
33,14,844616.6239450008
33,15,794041.2648750009
33,16,736132.5875550008
33,17,732637.637735002
33,18,667649.3157700023
33,19,592166.1428350024
33,20,573221.4103050024
33,21,529063.9222000028
33,22,614305.3557050023
33,23,454319.1662350025
33,24,481144.25679500325
33,25,410828.6474300031
33,26,402546.9787700029
33,27,399651.7405150036
33,28,410390.3139550037
33,29,549362.3329950055
33,30,585544.7311250055
33,31,534651.7373350058
33,32,533786.1481800055
33,33,463049.84050000645
33,34,454121.7355400051
33,35,441120.5042100053
33,36,413981.3401550058
33,37,421467.2088300055
33,38,507065.51119000645
33,39,498822.74907000636
33,40,480285.9366200076
33,41,504377.7036100079
33,42,547445.0344900073
33,43,560909.1011500082
33,44,538681.0074000077
33,45,598082.531705008
33,46,585642.3400350086
33,47,517089.7068900077
33,48,506691.27857500856
33,49,470844.4502850094
33,50,492937.15733500937
33,51,529537.24757501
33,52,538477.8201050102
33,53,553750.17297501
33,54,552253.6892500102
33,55,558280.2547950114
33,56,571610.655770011
33,57,534963.1835200109
33,58,631543.5217600114
33,59,589284.0391100127
33,60,586123.1517400126
33,61,713686.368380016
33,62,696813.0812300168
33,63,670907.0396650136
33,64,678701.5251850155
33,65,645175.6119200147
33,66,673685.7420150146
33,67,669226.7901950154
33,68,662633.7622650162
33,69,654423.8582200161
33,70,769579.3077300169
33,71,793526.9679500172
33,72,803381.3409450161
33,73,929865.0192900221
33,74,922662.5177300201
33,75,955508.8304100217
33,76,948312.3959950221
33,77,1036521.1313650226
33,78,1043028.9608700228
33,79,957808.982045023
33,80,980792.5222350236
33,81,983831.9082600251
33,82,947810.6942700236
33,83,962002.0539500257
33,84,959105.6752250247
33,85,1096635.732550031
33,86,1119274.3944950306
33,87,1071954.415170033
33,88,1078733.7729350324
33,89,1010201.1298400309
33,90,1002447.1355100302
34,10,996009.12556
34,11,896819.2996700002
34,12,896819.2996700002
34,13,893844.4944300003
34,14,751128.0898400005
34,15,706183.3027350006
34,16,654904.5443550011
34,17,651451.952245002
34,18,593296.0465250019
34,19,526724.8696550019
34,20,509895.69277000206
34,21,470344.1054550024
34,22,546835.399905002
34,23,404338.0757350019
34,24,427894.1665250028
34,25,365869.220240003
34,26,371285.9071950031
34,27,368732.01037000277
34,28,378714.1712350029
34,29,506714.4500100044
34,30,541004.2538250053
34,31,493610.4089650049
34,32,492888.7288500046
34,33,490583.3910850061
34,34,481839.166520006
34,35,467435.63005500607
34,36,438904.5493800065
34,37,446574.73830500606
34,38,536947.2094500087
34,39,530048.0840700091
34,40,510543.1753050077
34,41,536499.5825150075
34,42,581854.7401500065
34,43,596772.7568200071
34,44,572588.5561400075
34,45,636082.5336950079
34,46,622921.0580000086
34,47,548875.9431300083
