Date,Open,Close,DIF,DEA
2005-03-07,1024.48,1029.87,11.421752421267684,12.431754619704074
2005-03-08,1033.78,1048.98,12.341219415895921,12.413647578942445
2005-03-09,1051.26,1046.54,12.726314988144281,12.476181060782814
2005-03-10,1046.68,1022.41,10.958098527790185,12.172564554184287
2005-03-11,1021.08,1027.42,9.847523255116243,11.70755629437068
2005-03-14,1027.17,1031.02,9.152371423190857,11.196519320134716
2005-03-15,1030.85,1013.52,7.107424871988087,10.378700430505392
2005-03-16,1011.85,1003.06,4.5898465213649615,9.220929648677306
2005-03-17,1001.96,992.86,1.751403693710131,7.727024457683871
2005-03-18,991.88,978.66,-1.6251700737541341,5.856585551396271
2005-03-21,977.29,981.89,-3.99444957733715,3.8863785256495866
2005-03-22,981.7,964.02,-7.2307289653028874,1.662957027459092
2005-03-23,962.81,959.01,-10.083532144303945,-0.6863408068935155
2005-03-24,957.43,964.8,-11.74184196096519,-2.8974410377078503
2005-03-25,964.24,962.95,-13.054855726600294,-4.92892397548634
2005-03-28,961.65,960.69,-14.115081830997042,-6.766155546588481
2005-03-29,960.41,955.19,-15.223634114145511,-8.457651260099887
2005-03-30,952.71,937.03,-17.367330243516676,-10.239587056783245
2005-03-31,934.84,942.2,-18.436524302214707,-11.878974505869538
2005-04-01,941.43,978.14,-16.197100566981362,-12.742599718091903
2005-04-04,968.49,962.16,-15.53274179359937,-13.300628133193396
2005-04-05,960.54,955.59,-15.35932404472635,-13.712367315499987
2005-04-06,955.59,973.66,-13.606938924729207,-13.691281637345833
2005-04-07,975.97,984.73,-11.195845865760134,-13.192194483028693
2005-04-08,984.66,1003.45,-7.685891521943745,-12.090933890811705
2005-04-11,1003.88,995.42,-5.488908585655281,-10.770528829780421
2005-04-12,993.71,978.7,-5.038863167359182,-9.624195697296173
2005-04-13,987.95,1000.9,-2.8579003676414914,-8.270936631365238
2005-04-14,1004.64,986.97,-2.22782523546789,-7.062314352185769
2005-04-15,982.61,974.08,-2.7370504141299534,-6.197261564574607
2005-04-18,970.91,963.77,-3.927274694687185,-5.743264190597123
2005-04-19,962.92,965.89,-4.645914519115877,-5.5237942563008735
2005-04-20,964.15,950.87,-6.35418316196899,-5.689872037434497
2005-04-21,948.86,943.98,-8.169787561218868,-6.185855142191372
2005-04-22,942.91,939.1,-9.888454397540386,-6.926374993261175
2005-04-25,935.99,930.07,-11.842641184999707,-7.909628231608881
2005-04-26,928.43,937.08,-12.679538056257115,-8.863610196538529
2005-04-27,938.57,926.6,-14.02674172398008,-9.89623650202684
2005-04-28,923.53,942.07,-13.688320190441345,-10.654653239709742
2005-04-29,940.81,932.4,-14.03857887282038,-11.33143836633187
2005-05-09,934.65,909.17,-16.00611967670352,-12.2663746284062
2005-05-10,905.54,913.08,-17.05332549539594,-13.22376480180415
2005-05-11,911.84,901.85,-18.575286458811433,-14.294069133205607
2005-05-12,899.97,885.82,-20.83476827962056,-15.602208962488598
2005-05-13,883.51,887.54,-22.230376335472556,-16.927842437085392
2005-05-16,885.39,875.27,-24.04926724720292,-18.3521273991089
2005-05-17,873.08,881.46,-24.706469331923927,-19.622995785671904
2005-05-18,881.14,883.2,-24.8010126252874,-20.658599153595002
2005-05-19,882.84,884.17,-24.51507346623839,-21.429894016123683
2005-05-20,883.51,882.76,-24.124151635459384,-21.968745539990824
2005-05-23,880.28,863.34,-25.09212853002896,-22.593422137998452
2005-05-24,861.2,868.46,-25.15613175477688,-23.105964061354136
2005-05-25,867.66,868.45,-24.920394888071996,-23.468850226697707
2005-05-26,867.76,857.33,-25.338773184664205,-23.84283481829101
2005-05-27,855.59,849.51,-26.0016191642203,-24.274591687476867
2005-05-30,847.63,855.61,-25.73801850245684,-24.56727705047286
2005-05-31,856.56,855.95,-25.211060508169794,-24.696033742012247
2005-06-01,855.21,837.53,-25.98029785728204,-24.95288656506621
2005-06-02,835.47,818.38,-27.814540249238462,-25.52521730190066
2005-06-03,816.55,818.03,-28.96257015462629,-26.212687872445787
2005-06-06,816.73,839.0,-27.859145491843037,-26.54197939632524
2005-06-07,841.58,837.28,-26.814363827362172,-26.59645628253263
2005-06-08,848.54,905.77,-20.22663615487886,-25.322492257001876
2005-06-09,907.57,912.6,-14.289964774387727,-23.115986760479046
2005-06-10,911.94,894.56,-10.914966230989876,-20.675782654581212
2005-06-13,895.0,892.96,-8.273984851051523,-18.195423093875277
2005-06-14,895.39,883.54,-6.862002461059319,-15.928738967312086
2005-06-15,881.21,866.83,-7.010540446551886,-14.145099263160047
2005-06-16,866.66,879.24,-6.057052652319044,-12.527489940991847
2005-06-17,883.6,880.34,-5.15324252689652,-11.052640458172782
2005-06-20,881.62,906.26,-2.3187104625123993,-9.305854459040706
2005-06-21,906.31,896.17,-0.8763994666272765,-7.61996346055802
2005-06-22,894.77,900.65,0.6209826465774313,-5.971774239130931
2005-06-23,900.06,893.57,1.2222822207796753,-4.53296294714881
2005-06-24,892.06,898.3,2.0567786709863185,-3.215014623521785
2005-06-27,904.21,916.04,4.102304053102785,-1.751550888196871
2005-06-28,913.48,903.72,4.675381727945023,-0.46616436496849223
2005-06-29,906.75,898.9,4.686592080280661,0.5643869240813385
2005-06-30,897.1,878.69,3.0297729309108945,1.0574641254472497
2005-07-01,875.93,859.49,0.16554399130870934,0.8790800986195416
2005-07-04,855.32,855.93,-2.3643851664002113,0.2303870456155911
2005-07-05,853.68,849.68,-4.81815433364909,-0.7793212302373452
2005-07-06,850.25,842.56,-7.253692520711297,-2.074195488332136
2005-07-07,841.75,844.73,-8.906109134270423,-3.4405782175197936
2005-07-08,842.62,829.49,-11.314969909745287,-5.015456555964892
2005-07-11,837.86,824.1,-13.503279977029024,-6.713021240177719
2005-07-12,821.91,851.82,-12.852602337698272,-7.94093745968183
2005-07-13,850.47,846.23,-12.642269687650582,-8.88120390527558
2005-07-14,844.94,849.59,-12.065373512397855,-9.518037826700036
2005-07-15,849.87,841.0,-12.161134360705319,-10.046657133501093
2005-07-18,839.22,832.99,-12.736546599570602,-10.584635026714995
2005-07-19,831.5,835.61,-12.833219475039868,-11.03435191637997
2005-07-20,835.3,842.64,-12.201915095706227,-11.267864552245221
2005-07-21,842.75,843.99,-11.46055793131984,-11.306403228060145
2005-07-22,847.54,859.69,-9.496696244905252,-10.944461831429166
2005-07-25,858.33,856.86,-8.07558869862703,-10.370687204868739
2005-07-26,856.19,876.48,-5.305027644436109,-9.357555292782214
2005-07-27,876.94,894.01,-1.6754994379397203,-7.821144121813716
2005-07-28,893.88,890.89,0.9383531390923281,-6.069244669632508
2005-07-29,889.41,888.16,2.7577720739283222,-4.303841320920342
2005-08-01,887.72,891.61,4.427028822601187,-2.5576672922160366
2005-08-02,892.13,903.6,6.640867827144348,-0.7179602683439597
2005-08-03,905.18,909.57,8.775916986519746,1.1808151826287818
2005-08-04,907.42,904.15,9.916301177067226,2.927912381516471
2005-08-05,904.04,923.8,12.264279660521083,4.795185837317394
2005-08-08,926.57,927.47,14.256863604417845,6.687521390737485
2005-08-09,926.97,933.09,16.1038525792153,8.570787628433049
2005-08-10,933.26,940.37,17.94814476654426,10.446259056055291
2005-08-11,940.78,953.99,20.275061497169077,12.41201954427805
2005-08-12,954.72,938.32,20.617061083873068,14.053027852197054
2005-08-15,937.71,954.5,21.940769465662584,15.630576174890162
2005-08-16,955.27,945.06,21.974777235262195,16.899416386964567
2005-08-17,943.41,953.01,22.38518472158364,17.996570053888384
2005-08-18,954.16,920.67,19.871798168455598,18.371615676801827
2005-08-19,918.09,923.04,17.865221260238968,18.270336793489257
2005-08-22,923.11,931.67,16.777957628328636,17.971860960457132
2005-08-23,931.81,923.41,15.075993727221316,17.39268751380997
2005-08-24,923.56,930.65,14.14828988758211,16.7438079885644
2005-08-25,930.97,930.12,13.217943119915049,16.03863501483453
2005-08-26,930.25,928.26,12.190031058410455,15.268914223549714
2005-08-29,928.34,917.37,10.377051169101492,14.29054161266007
2005-08-30,916.09,914.88,8.63973585788699,13.160380461705454
2005-08-31,915.12,927.92,8.220360775221593,12.172376524408682
2005-09-01,928.52,944.56,9.125518636093716,11.56300494674569
2005-09-02,945.98,947.87,9.994738969983928,11.249351751393338
2005-09-05,949.08,952.72,10.948746479784177,11.189230697071505
2005-09-06,953.41,936.61,10.28628801618288,11.008642160893782
2005-09-07,934.99,952.76,10.938364285256625,10.994586585766351
2005-09-08,954.27,955.28,11.525622168032328,11.100793702219546
2005-09-09,955.11,949.07,11.358993760884687,11.152433713952576
2005-09-12,949.78,949.51,11.134096931798922,11.148766357521845
2005-09-13,949.58,963.77,11.968561274460399,11.312725340909557
2005-09-14,964.97,970.19,12.998086770568875,11.649797626841421
2005-09-15,970.58,969.6,13.609503193211594,12.041738740115456
2005-09-16,969.62,967.49,13.765120012168495,12.386414994526065
2005-09-19,967.44,971.14,14.02134264796473,12.7134005252138
2005-09-20,971.38,961.92,13.326800922187317,12.836080604608505
2005-09-21,961.37,944.41,11.233962807436455,12.515657045174096
2005-09-22,942.73,923.27,7.779870691236283,11.568499774386535
2005-09-23,921.51,916.15,4.417036461264956,10.13820711176222
2005-09-26,915.84,918.48,1.9178696262586072,8.494139614661497
2005-09-27,918.87,904.21,-1.2003707102991257,6.555237549669373
2005-09-28,903.33,903.72,-3.6688453818437665,4.510420963366745
2005-09-29,904.28,915.97,-4.583817328132682,2.69157330506686
2005-09-30,916.59,917.39,-5.135162102824779,1.1262262234885325
2005-10-10,917.21,907.32,-6.311911859602446,-0.36140139312966335
2005-10-11,906.63,919.72,-6.172762388592446,-1.52367359222222
2005-10-12,920.45,923.48,-5.6934542573043245,-2.357629725238641
2005-10-13,923.43,916.5,-5.809854390827354,-3.048074658356384
2005-10-14,916.34,904.83,-6.7657820807291955,-3.7916161428309465
2005-10-17,903.27,897.62,-8.01278204198286,-4.635849322661329
2005-10-18,897.37,902.37,-8.51954517923889,-5.412588493976841
2005-10-19,902.04,898.74,-9.10906564085849,-6.151883923353171
2005-10-20,898.89,899.91,-9.373800297217258,-6.796267198125989
2005-10-21,899.65,904.41,-9.115415195535661,-7.260096797607924
2005-10-24,905.13,906.65,-8.630407891420077,-7.534159016370355
2005-10-25,905.97,894.27,-9.139642534732161,-7.855255720042717
2005-10-26,892.62,875.82,-10.90625494718779,-8.465455565471732
2005-10-27,873.47,875.85,-12.163672023075378,-9.20509885699246
2005-10-28,875.86,867.73,-13.657959794519229,-10.095671044497815
2005-10-31,866.62,876.28,-13.991000529473467,-10.874736941492946
2005-11-01,875.96,872.86,-14.365308791566235,-11.572851311507604
2005-11-02,873.39,882.48,-13.72745562036755,-12.003772173279593
2005-11-03,882.19,874.58,-13.701474296831634,-12.343312597990003
2005-11-04,873.35,878.36,-13.223437940251301,-12.519337666442263
2005-11-07,877.62,877.28,-12.784367427941788,-12.57234361874217
2005-11-08,876.43,881.52,-11.956441899175843,-12.449163274828907
2005-11-09,881.51,879.25,-11.352609169810194,-12.229852453825165
2005-11-10,878.63,862.97,-12.048835844297969,-12.193649131919726
2005-11-11,861.22,864.79,-12.311818727793593,-12.2172830510945
2005-11-14,864.08,862.15,-12.588152112551597,-12.291456863385921
2005-11-15,862.07,856.64,-13.100742062290237,-12.453313903166784
2005-11-16,855.45,863.12,-12.83612459200242,-12.529876040933912
2005-11-17,863.08,862.66,-12.519217746711433,-12.527744382089418
2005-11-18,862.58,882.24,-10.566322437760277,-12.135459993223591
2005-11-21,882.79,883.87,-8.785833834590449,-11.465534761496963
2005-11-22,883.93,869.62,-8.427492805501856,-10.857926370297942
2005-11-23,868.01,876.23,-7.5234080356403865,-10.191022703366432
2005-11-24,875.83,881.49,-6.309741528932591,-9.414766468479664
2005-11-25,881.25,884.1,-5.078752197136623,-8.547563614211057
2005-11-28,883.24,880.17,-4.369928621545569,-7.71203661567796
2005-11-29,879.25,871.31,-4.471563385723016,-7.0639419696869705
2005-11-30,870.45,873.83,-4.299208133887987,-6.510995202527174
2005-12-01,873.47,873.07,-4.175804923659712,-6.043957146753682
2005-12-02,872.93,869.94,-4.281220586031623,-5.691409834609271
2005-12-05,869.43,859.61,-5.139067950157482,-5.580941457718914
2005-12-06,858.11,866.08,-5.236480352818262,-5.512049236738784
2005-12-07,865.72,873.84,-4.634094282506112,-5.33645824589225
2005-12-08,874.13,874.06,-4.09177933530998,-5.087522463775796
2005-12-09,873.69,887.36,-2.5592900822609863,-4.581875987472834
2005-12-12,887.06,888.52,-1.236920552581637,-3.912884900494595
2005-12-13,888.0,889.1,-0.14051228229061508,-3.158410376853799
2005-12-14,888.6,898.15,1.4420356477926362,-2.2383211719245124
2005-12-15,898.38,896.43,2.5282821953189796,-1.285000498475814
2005-12-16,895.83,902.56,3.839520576482755,-0.2600962834841003
2005-12-19,902.05,902.91,4.851009102163744,0.7621247936454685
2005-12-20,902.75,907.32,5.939998584083128,1.7976995517330003
2005-12-21,907.05,903.14,6.392055886622984,2.7165708187109976
2005-12-22,902.37,908.75,7.120909261699808,3.59743850730876
2005-12-23,908.96,915.89,8.180370917253413,4.514024989297691
2005-12-26,916.67,922.38,9.434930665424986,5.498206124523151
2005-12-27,922.44,919.36,10.069415588745528,6.412448017367627
2005-12-28,919.05,920.92,10.576212430791543,7.24520090005241
2005-12-29,921.14,932.03,11.739016652556415,8.143964050553212
2005-12-30,933.45,923.45,11.831823189237639,8.881535878290098
2006-01-04,926.56,941.43,13.204001265677562,9.746028955767592
2006-01-05,943.85,959.13,15.540562422253856,10.904935649064846
2006-01-06,961.91,970.03,18.063616748092727,12.336671868870422
2006-01-09,971.09,975.25,20.250925786877133,13.919522652471766
2006-01-10,975.28,978.15,21.965188700034446,15.528655861984303
2006-01-11,977.64,973.48,22.685421025727123,16.96000889473287
2006-01-12,972.39,983.72,23.808048391717307,18.329616794129755
2006-01-13,985.04,978.81,24.02460204436818,19.46861384417744
2006-01-16,977.89,961.44,22.534840922720036,20.08185925988596
2006-01-17,959.4,964.29,21.338192284132788,20.333125864735326
2006-01-18,964.16,983.62,21.69947107402436,20.606394906593135
2006-01-19,985.23,991.22,22.3415046436088,20.95341685399627
2006-01-20,991.57,993.34,22.75903516515075,21.31454051622717
2006-01-23,993.74,996.16,23.051755258493927,21.66198346468052
2006-01-24,997.79,999.09,23.25212849107345,21.980012469959107
2006-01-25,998.83,1009.6,23.982539103594945,22.380517796686277
2006-02-06,1013.42,1033.23,26.166507086583692,23.13771565466576
2006-02-07,1034.68,1029.94,27.316949157739145,23.97356235528044
2006-02-08,1028.44,1033.07,28.15667500656184,24.81018488553672
2006-02-09,1033.19,1019.6,27.419176170094715,25.331983142448323
2006-02-10,1019.42,1032.34,27.545190743573812,25.77462466267342
2006-02-13,1034.38,1031.61,27.27178118440702,26.074055967020143
2006-02-14,1032.65,1038.53,27.298804678684746,26.319005709353064
2006-02-15,1040.33,1041.66,27.25856605250715,26.506917777983883
2006-02-16,1041.67,1020.12,25.198110535672754,26.24515632952166
2006-02-17,1020.06,1020.37,23.316578600424464,25.65944078370222
2006-02-20,1020.74,1021.64,21.678038439185116,24.8631603147988
2006-02-21,1020.98,1038.82,21.517723059989862,24.194072863837015
2006-02-22,1039.65,1037.89,21.072715591275823,23.56980140932478
2006-02-23,1038.25,1041.37,20.76152494665621,23.008146116791064
2006-02-24,1041.97,1049.44,20.92487672142238,22.591492237717326
2006-02-27,1055.95,1047.84,20.686763419926933,22.210546474159248
2006-02-28,1046.71,1053.01,20.676882475223238,21.903813674372046
2006-03-01,1051.76,1056.62,20.721484213985605,21.667347782294758
2006-03-02,1055.86,1038.67,19.08837749405302,21.151553724646412
2006-03-03,1037.99,1041.68,17.83146051981464,20.48753508368006
2006-03-06,1041.66,1038.87,16.41932943720849,19.67389395438575
2006-03-07,1037.93,1014.97,13.219291358959026,18.382973435300407
2006-03-08,1012.58,1009.27,10.106790968775499,16.727736941995424
2006-03-09,1006.97,1004.34,7.159768828674146,14.81414331933117
2006-03-10,1004.75,1008.9,5.133016225134156,12.877917900491767
2006-03-13,1008.8,1019.86,4.36091072406839,11.174516465207091
2006-03-14,1020.47,1018.27,3.579450166548895,9.655503205475453
2006-03-15,1018.15,1028.96,3.7791668218649193,8.480235928753347
2006-03-16,1028.96,1027.62,3.7856779697979164,7.541324336962261
2006-03-17,1027.64,1024.02,3.4604581800608685,6.7251511055819835
2006-03-20,1024.5,1037.66,4.2543120977308035,6.2309833040117475
2006-03-21,1037.95,1040.76,5.075088675988013,5.999804378407001
2006-03-22,1041.14,1047.67,6.2115365515344365,6.042150813032488
2006-03-23,1047.35,1048.54,7.10053090928136,6.253826832282263
2006-03-24,1049.12,1042.6,7.242272575216475,6.451515980869106
2006-03-27,1042.63,1050.71,7.917742284137603,6.744761241522806
2006-03-28,1050.07,1055.98,8.777124622646852,7.151233917747616
2006-03-29,1058.74,1065.29,10.093083724069857,7.739603879012066
2006-03-30,1065.84,1055.63,10.238486624340567,8.239380428077766
2006-03-31,1053.85,1061.09,10.671283920856467,8.725761126633506
2006-04-03,1061.96,1079.32,12.34300506290333,9.449209913887472
2006-04-04,1080.86,1089.37,14.313806469773226,10.422129225064623
2006-04-05,1091.18,1099.97,16.54034539002987,11.645772458057673
2006-04-06,1102.54,1103.24,18.357145451313272,12.988047056708792
2006-04-07,1102.94,1103.15,19.56418657680524,14.303274960728084
2006-04-10,1104.32,1117.91,21.4643562725405,15.735491223090568
2006-04-11,1120.16,1123.31,23.139254395722674,17.21624385761699
2006-04-12,1123.78,1117.07,23.690023530458575,18.51099979218531
2006-04-13,1116.84,1093.93,22.005640105759085,19.209927854900066
2006-04-14,1091.69,1118.61,22.40396488577221,19.848735261074495
2006-04-17,1120.19,1124.41,22.923404928394802,20.463669194538557
2006-04-18,1127.51,1131.28,23.617172426992056,21.094369841029255
2006-04-19,1135.61,1138.24,24.446794570599877,21.76485478694338
2006-04-20,1139.64,1134.38,24.51026725210886,22.31393727997648
2006-04-21,1133.2,1149.16,25.459708615090676,22.94309154699932
2006-04-24,1156.91,1142.7,25.398106165972877,23.434094470794033
2006-04-25,1139.49,1141.93,24.99898053015704,23.747071682666636
2006-04-26,1142.9,1155.73,25.50224129377534,24.098105604888378
2006-04-27,1157.38,1155.27,25.569214925741107,24.392327469058923
2006-04-28,1143.59,1172.35,26.69280720234383,24.852423415715904
2006-05-08,1179.58,1218.44,30.9456181631881,26.071062365210345
2006-05-09,1226.31,1251.61,36.57097583150562,28.171045058469403
2006-05-10,1257.98,1265.93,41.7038802630193,30.877612099379384
2006-05-11,1267.22,1255.04,44.38141074055261,33.578371827614035
2006-05-12,1255.23,1296.26,49.26162509485289,36.71502248106181
2006-05-15,1312.14,1352.16,56.983028077910376,40.768623600431525
2006-05-16,1368.13,1331.13,60.705574254631756,44.75601373127157
2006-05-17,1331.69,1335.52,63.280497051155635,48.46091039524839
2006-05-18,1322.65,1331.2,64.23212605639605,51.61515352747793
2006-05-19,1334.07,1366.1,67.02975988037224,54.698074798056794
2006-05-22,1366.32,1373.67,69.0616409688962,57.570788032224684
2006-05-23,1365.1,1317.65,65.39771144031647,59.136172713843045
2006-05-24,1325.68,1308.24,61.03118304680993,59.515174780436425
2006-05-25,1304.69,1307.7,56.87152481204794,58.98644478675873
2006-05-26,1312.24,1331.02,54.82470967299446,58.154097764005876
2006-05-29,1339.9,1366.29,55.40985781563927,57.60524977433256
2006-05-30,1375.3,1378.76,56.231613678786516,57.330522555223354
2006-05-31,1377.45,1365.45,55.17285700542584,56.89898944526385
2006-06-01,1364.18,1402.88,56.70046522993903,56.85928460219889
2006-06-02,1406.62,1390.12,56.23325839467225,56.73407936069356
2006-06-05,1391.46,1403.16,56.26660622009376,56.6405847325736
2006-06-06,1400.27,1399.14,55.33083478736012,56.37863474353091
2006-06-07,1398.18,1320.23,47.67231489234268,54.63737077329327
2006-06-08,1309.07,1325.98,41.587465232231125,52.02738966508084
2006-06-09,1320.81,1294.19,33.8102472337705,48.38396117881877
2006-06-12,1283.83,1297.67,27.609290143993576,44.22902697185374
2006-06-13,1296.41,1298.28,22.48501561332523,39.88022470014804
2006-06-14,1291.69,1283.88,17.06531316777773,35.31724239367398
2006-06-15,1283.72,1285.39,12.745086885166302,30.802811291972446
2006-06-16,1290.0,1318.01,11.817216300383052,27.00569229365457
2006-06-19,1306.26,1334.89,12.302135741930442,24.064980983309745
2006-06-20,1333.62,1338.22,12.80750412785028,21.813485612217853
2006-06-21,1336.84,1333.53,12.683362502826185,19.98746099033952
2006-06-22,1331.93,1331.55,12.283612084327842,18.446691209137185
2006-06-23,1329.11,1339.45,12.460632558902262,17.2494794790902
2006-06-26,1341.61,1363.41,14.36866133460694,16.67331585019355
2006-06-27,1365.04,1363.9,15.738898565320142,16.48643239321887
2006-06-28,1361.79,1362.89,16.552515785220066,16.49964907161911
2006-06-29,1365.25,1395.12,19.5723866465637,17.11419658660803
2006-06-30,1402.59,1393.96,21.622799581843537,18.015917185655134
2006-07-03,1398.74,1420.33,25.086424535902324,19.430018655704572
2006-07-04,1423.08,1411.01,26.77072984707752,20.898160893979163
2006-07-05,1409.9,1393.01,26.349365292048788,21.98840177359309
2006-07-06,1391.64,1418.68,27.76670798777195,23.144063016428863
2006-07-07,1423.72,1410.43,27.90261228797931,24.09577287073895
2006-07-10,1410.5,1412.12,27.825926343264655,24.841803565244096
2006-07-11,1414.14,1418.57,27.96327010346522,25.466096872888322
2006-07-12,1419.07,1419.2,27.80246227908151,25.93336995412696
2006-07-13,1415.88,1346.09,21.527499313776843,25.052195826056938
2006-07-14,1333.74,1357.13,17.246573921429672,23.491071445131485
2006-07-17,1354.14,1372.25,14.902184238862219,21.773294003877634
2006-07-18,1370.9,1373.42,12.988919567462062,20.016419116594523
2006-07-19,1370.29,1336.64,8.407884060610513,17.694712105397723
2006-07-20,1335.41,1345.19,5.404988617229719,15.236767407764123
2006-07-21,1344.6,1356.03,3.8554267898830403,12.960499284187907
2006-07-24,1340.28,1358.12,2.7641697822482456,10.921233383799976
2006-07-25,1359.32,1374.17,3.158037713221347,9.36859424968425
2006-07-26,1377.78,1371.3,3.201688796311373,8.135213159009675
2006-07-27,1370.75,1355.55,1.9429916244152992,6.8967688520908
2006-07-28,1354.92,1341.39,-0.1948821327614496,5.4784386551203506
2006-07-31,1338.04,1294.33,-5.621707644706021,3.258409395155077
2006-08-01,1292.71,1282.06,-10.788232388882307,0.4490810383476007
2006-08-02,1281.89,1275.09,-15.269147987437918,-2.694564766809503
2006-08-03,1277.63,1271.74,-18.873065929469476,-5.930264999341498
2006-08-04,1272.36,1241.91,-23.861171827875978,-9.516446365048395
2006-08-07,1233.49,1224.1,-28.918050559358335,-13.396767203910382
2006-08-08,1225.04,1252.39,-30.29369001497139,-16.776151766122585
2006-08-09,1254.37,1251.3,-31.113194545551778,-19.643560322008423
2006-08-10,1251.16,1271.47,-29.791687331100093,-21.67318572382676
2006-08-11,1273.27,1275.65,-28.083364729109917,-22.95522152488339
2006-08-14,1275.14,1245.72,-28.81247534317322,-24.126672288541357
2006-08-15,1243.16,1265.86,-27.448758868799132,-24.791089604592916
2006-08-16,1266.82,1283.57,-24.654750133961443,-24.763821710466623
2006-08-17,1280.28,1271.63,-23.137224770382545,-24.438502322449807
2006-08-18,1270.22,1267.87,-21.984551339995505,-23.947712125958947
2006-08-21,1235.43,1270.56,-20.61633652883779,-23.281437006534716
2006-08-22,1270.1,1285.27,-18.135982058229047,-22.25234601687358
2006-08-23,1284.82,1285.68,-15.953299985151034,-20.99253681052907
2006-08-24,1284.83,1292.4,-13.52534907336485,-19.499099263096227
2006-08-25,1293.5,1295.44,-11.226466175829728,-17.844572645642927
2006-08-28,1298.46,1325.89,-6.8683503310280685,-15.649328182719957
2006-08-29,1328.61,1330.16,-3.0349735257727843,-13.126457251330523
2006-08-30,1328.37,1334.67,0.36274304274093083,-10.428617192516233
2006-08-31,1335.59,1338.69,3.3413216301205466,-7.674629427988878
2006-09-01,1339.31,1318.1,3.994380960630224,-5.340827350265058
2006-09-04,1315.71,1337.24,5.987354727147931,-3.0751909347824604
2006-09-05,1339.59,1340.68,7.754985402030343,-0.9091556674199
2006-09-06,1341.4,1346.37,9.505408461815477,1.1737571584271755
2006-09-07,1348.17,1328.38,9.333399081740254,2.8056855430897913
2006-09-08,1327.56,1332.15,9.393011116362459,4.1231506577443255
2006-09-11,1331.89,1338.76,9.85996628746102,5.270513783687664
2006-09-12,1338.81,1347.64,10.821826136185791,6.380776254187291
2006-09-13,1348.85,1338.39,10.714202642893497,7.247461531928533
2006-09-14,1338.35,1338.28,10.499008137973533,7.8977708531375335
2006-09-15,1338.41,1362.32,12.128482435965452,8.743913169703116
2006-09-18,1367.65,1375.56,14.323102100364395,9.859750955835374
2006-09-19,1377.72,1378.31,16.098680445971695,11.107536853862637
2006-09-20,1376.12,1378.46,17.318308147561766,12.349691112602464
2006-09-21,1378.46,1387.37,18.787266510373684,13.63720619215671
2006-09-22,1389.87,1374.85,18.725313472572452,14.65482764823986
2006-09-25,1372.81,1372.4,18.267939286573665,15.377449975906622
2006-09-26,1370.86,1357.65,16.524777866927025,15.606915554110703
2006-09-27,1357.28,1371.12,16.045266465586337,15.69458573640583
2006-09-28,1372.13,1387.0,16.753509482022537,15.906370485529171
2006-09-29,1389.07,1403.27,18.415369287127533,16.408170245848844
