Date,Open,Close
2005-11-01,875.96,872.86
2005-11-02,873.39,882.48
2005-11-03,882.19,874.58
2005-11-04,873.35,878.36
2005-11-07,877.62,877.28
2005-11-08,876.43,881.52
2005-11-09,881.51,879.25
2005-11-10,878.63,862.97
2005-11-11,861.22,864.79
2005-11-14,864.08,862.15
2005-11-15,862.07,856.64
2005-11-16,855.45,863.12
2005-11-17,863.08,862.66
2005-11-18,862.58,882.24
2005-11-21,882.79,883.87
2005-11-22,883.93,869.62
2005-11-23,868.01,876.23
2005-11-24,875.83,881.49
2005-11-25,881.25,884.1
2005-11-28,883.24,880.17
2005-11-29,879.25,871.31
2005-11-30,870.45,873.83
2005-12-01,873.47,873.07
2005-12-02,872.93,869.94
2005-12-05,869.43,859.61
2005-12-06,858.11,866.08
2005-12-07,865.72,873.84
2005-12-08,874.13,874.06
2005-12-09,873.69,887.36
2005-12-12,887.06,888.52
2005-12-13,888.0,889.1
2005-12-14,888.6,898.15
2005-12-15,898.38,896.43
2005-12-16,895.83,902.56
2005-12-19,902.05,902.91
2005-12-20,902.75,907.32
2005-12-21,907.05,903.14
2005-12-22,902.37,908.75
2005-12-23,908.96,915.89
2005-12-26,916.67,922.38
2005-12-27,922.44,919.36
2005-12-28,919.05,920.92
2005-12-29,921.14,932.03
2005-12-30,933.45,923.45
2006-01-04,926.56,941.43
2006-01-05,943.85,959.13
2006-01-06,961.91,970.03
2006-01-09,971.09,975.25
2006-01-10,975.28,978.15
2006-01-11,977.64,973.48
2006-01-12,972.39,983.72
2006-01-13,985.04,978.81
2006-01-16,977.89,961.44
2006-01-17,959.4,964.29
2006-01-18,964.16,983.62
2006-01-19,985.23,991.22
2006-01-20,991.57,993.34
2006-01-23,993.74,996.16
2006-01-24,997.79,999.09
2006-01-25,998.83,1009.6
2006-02-06,1013.42,1033.23
2006-02-07,1034.68,1029.94
2006-02-08,1028.44,1033.07
2006-02-09,1033.19,1019.6
2006-02-10,1019.42,1032.34
2006-02-13,1034.38,1031.61
2006-02-14,1032.65,1038.53
2006-02-15,1040.33,1041.66
2006-02-16,1041.67,1020.12
2006-02-17,1020.06,1020.37
2006-02-20,1020.74,1021.64
2006-02-21,1020.98,1038.82
2006-02-22,1039.65,1037.89
2006-02-23,1038.25,1041.37
2006-02-24,1041.97,1049.44
2006-02-27,1055.95,1047.84
2006-02-28,1046.71,1053.01
2006-03-01,1051.76,1056.62
2006-03-02,1055.86,1038.67
2006-03-03,1037.99,1041.68
2006-03-06,1041.66,1038.87
2006-03-07,1037.93,1014.97
2006-03-08,1012.58,1009.27
2006-03-09,1006.97,1004.34
2006-03-10,1004.75,1008.9
2006-03-13,1008.8,1019.86
2006-03-14,1020.47,1018.27
2006-03-15,1018.15,1028.96
2006-03-16,1028.96,1027.62
2006-03-17,1027.64,1024.02
2006-03-20,1024.5,1037.66
2006-03-21,1037.95,1040.76
2006-03-22,1041.14,1047.67
2006-03-23,1047.35,1048.54
2006-03-24,1049.12,1042.6
2006-03-27,1042.63,1050.71
2006-03-28,1050.07,1055.98
2006-03-29,1058.74,1065.29
2006-03-30,1065.84,1055.63
2006-03-31,1053.85,1061.09
2006-04-03,1061.96,1079.32
2006-04-04,1080.86,1089.37
2006-04-05,1091.18,1099.97
2006-04-06,1102.54,1103.24
2006-04-07,1102.94,1103.15
2006-04-10,1104.32,1117.91
2006-04-11,1120.16,1123.31
2006-04-12,1123.78,1117.07
2006-04-13,1116.84,1093.93
2006-04-14,1091.69,1118.61
2006-04-17,1120.19,1124.41
2006-04-18,1127.51,1131.28
2006-04-19,1135.61,1138.24
2006-04-20,1139.64,1134.38
2006-04-21,1133.2,1149.16
2006-04-24,1156.91,1142.7
2006-04-25,1139.49,1141.93
2006-04-26,1142.9,1155.73
2006-04-27,1157.38,1155.27
2006-04-28,1143.59,1172.35
2006-05-08,1179.58,1218.44
2006-05-09,1226.31,1251.61
2006-05-10,1257.98,1265.93
2006-05-11,1267.22,1255.04
2006-05-12,1255.23,1296.26
2006-05-15,1312.14,1352.16
2006-05-16,1368.13,1331.13
2006-05-17,1331.69,1335.52
2006-05-18,1322.65,1331.2
2006-05-19,1334.07,1366.1
2006-05-22,1366.32,1373.67
2006-05-23,1365.1,1317.65
2006-05-24,1325.68,1308.24
2006-05-25,1304.69,1307.7
2006-05-26,1312.24,1331.02
2006-05-29,1339.9,1366.29
2006-05-30,1375.3,1378.76
2006-05-31,1377.45,1365.45
2006-06-01,1364.18,1402.88
2006-06-02,1406.62,1390.12
2006-06-05,1391.46,1403.16
2006-06-06,1400.27,1399.14
2006-06-07,1398.18,1320.23
2006-06-08,1309.07,1325.98
2006-06-09,1320.81,1294.19
2006-06-12,1283.83,1297.67
2006-06-13,1296.41,1298.28
2006-06-14,1291.69,1283.88
2006-06-15,1283.72,1285.39
2006-06-16,1290.0,1318.01
2006-06-19,1306.26,1334.89
2006-06-20,1333.62,1338.22
2006-06-21,1336.84,1333.53
2006-06-22,1331.93,1331.55
2006-06-23,1329.11,1339.45
2006-06-26,1341.61,1363.41
2006-06-27,1365.04,1363.9
2006-06-28,1361.79,1362.89
2006-06-29,1365.25,1395.12
2006-06-30,1402.59,1393.96
2006-07-03,1398.74,1420.33
2006-07-04,1423.08,1411.01
2006-07-05,1409.9,1393.01
2006-07-06,1391.64,1418.68
2006-07-07,1423.72,1410.43
2006-07-10,1410.5,1412.12
2006-07-11,1414.14,1418.57
2006-07-12,1419.07,1419.2
2006-07-13,1415.88,1346.09
2006-07-14,1333.74,1357.13
2006-07-17,1354.14,1372.25
2006-07-18,1370.9,1373.42
2006-07-19,1370.29,1336.64
2006-07-20,1335.41,1345.19
2006-07-21,1344.6,1356.03
2006-07-24,1340.28,1358.12
2006-07-25,1359.32,1374.17
2006-07-26,1377.78,1371.3
2006-07-27,1370.75,1355.55
2006-07-28,1354.92,1341.39
2006-07-31,1338.04,1294.33
2006-08-01,1292.71,1282.06
2006-08-02,1281.89,1275.09
2006-08-03,1277.63,1271.74
2006-08-04,1272.36,1241.91
2006-08-07,1233.49,1224.1
2006-08-08,1225.04,1252.39
2006-08-09,1254.37,1251.3
2006-08-10,1251.16,1271.47
2006-08-11,1273.27,1275.65
2006-08-14,1275.14,1245.72
2006-08-15,1243.16,1265.86
2006-08-16,1266.82,1283.57
2006-08-17,1280.28,1271.63
2006-08-18,1270.22,1267.87
2006-08-21,1235.43,1270.56
2006-08-22,1270.1,1285.27
2006-08-23,1284.82,1285.68
2006-08-24,1284.83,1292.4
2006-08-25,1293.5,1295.44
2006-08-28,1298.46,1325.89
2006-08-29,1328.61,1330.16
2006-08-30,1328.37,1334.67
2006-08-31,1335.59,1338.69
2006-09-01,1339.31,1318.1
2006-09-04,1315.71,1337.24
2006-09-05,1339.59,1340.68
2006-09-06,1341.4,1346.37
2006-09-07,1348.17,1328.38
2006-09-08,1327.56,1332.15
2006-09-11,1331.89,1338.76
2006-09-12,1338.81,1347.64
2006-09-13,1348.85,1338.39
2006-09-14,1338.35,1338.28
2006-09-15,1338.41,1362.32
2006-09-18,1367.65,1375.56
2006-09-19,1377.72,1378.31
2006-09-20,1376.12,1378.46
2006-09-21,1378.46,1387.37
2006-09-22,1389.87,1374.85
2006-09-25,1372.81,1372.4
2006-09-26,1370.86,1357.65
2006-09-27,1357.28,1371.12
2006-09-28,1372.13,1387.0
2006-09-29,1389.07,1403.27
2006-10-09,1420.36,1436.07
2006-10-10,1437.69,1437.24
2006-10-11,1436.68,1435.91
2006-10-12,1436.2,1426.5
2006-10-13,1424.3,1430.88
2006-10-16,1432.31,1418.52
2006-10-17,1416.95,1414.45
2006-10-18,1413.91,1437.59
2006-10-19,1438.84,1439.38
2006-10-20,1440.67,1440.18
2006-10-23,1439.54,1408.71
2006-10-24,1408.58,1440.05
2006-10-25,1443.11,1446.82
2006-10-26,1447.09,1456.09
2006-10-27,1455.98,1439.05
2006-10-30,1436.66,1446.24
2006-10-31,1447.06,1464.47
2006-11-01,1465.67,1479.41
2006-11-02,1480.55,1479.66
2006-11-03,1481.58,1488.29
2006-11-06,1477.44,1507.89
2006-11-07,1512.65,1516.1
2006-11-08,1512.36,1498.17
2006-11-09,1491.8,1524.71
2006-11-10,1525.23,1504.06
2006-11-13,1498.06,1475.78
2006-11-14,1475.44,1493.78
2006-11-15,1494.11,1534.76
2006-11-16,1540.26,1533.29
2006-11-17,1528.01,1562.08
2006-11-20,1567.34,1593.16
2006-11-21,1591.47,1612.25
2006-11-22,1610.05,1624.03
2006-11-23,1623.71,1634.91
2006-11-24,1629.89,1636.58
2006-11-27,1632.66,1651.8
2006-11-28,1649.68,1644.01
2006-11-29,1617.69,1667.14
2006-11-30,1671.67,1714.36
2006-12-01,1719.28,1729.22
2006-12-04,1731.9,1780.74
2006-12-05,1785.44,1794.23
2006-12-06,1794.26,1779.41
2006-12-07,1774.19,1775.71
2006-12-08,1752.77,1711.58
2006-12-11,1705.91,1789.92
2006-12-12,1798.46,1802.79
2006-12-13,1805.42,1803.86
2006-12-14,1807.08,1836.14
2006-12-15,1842.88,1867.64
2006-12-18,1875.01,1916.11
2006-12-19,1924.8,1921.44
2006-12-20,1912.9,1936.55
2006-12-21,1935.78,1908.98
2006-12-22,1896.48,1895.64
2006-12-25,1898.82,1939.1
2006-12-26,1941.8,1938.24
2006-12-27,1940.41,1982.88
2006-12-28,1988.02,1979.93
2006-12-29,1991.88,2041.05
2007-01-04,2073.25,2067.09
2007-01-05,2051.15,2072.88
2007-01-08,2072.0,2131.56
2007-01-09,2137.49,2200.09
2007-01-10,2210.76,2255.97
2007-01-11,2257.01,2231.63
2007-01-12,2215.86,2173.75
2007-01-15,2170.94,2287.34
2007-01-16,2310.96,2353.87
2007-01-17,2360.41,2308.93
2007-01-18,2292.17,2317.09
2007-01-19,2320.87,2396.09
2007-01-22,2424.81,2491.31
2007-01-23,2508.26,2508.13
2007-01-24,2508.52,2536.43
2007-01-25,2512.46,2452.83
2007-01-26,2415.75,2512.92
2007-01-29,2529.94,2576.92
2007-01-30,2586.52,2551.88
2007-01-31,2544.3,2385.33
2007-02-01,2350.6,2395.17
2007-02-02,2397.06,2298.0
2007-02-05,2282.77,2271.8
2007-02-06,2271.37,2316.04
2007-02-07,2330.43,2369.79
2007-02-08,2376.63,2410.6
2007-02-09,2412.64,2397.25
2007-02-12,2397.85,2485.39
2007-02-13,2498.34,2522.63
2007-02-14,2527.56,2588.35
2007-02-15,2607.63,2668.63
2007-02-16,2692.67,2676.74
2007-02-26,2679.26,2707.68
2007-02-27,2717.81,2457.49
2007-02-28,2413.42,2544.57
2007-03-01,2550.26,2473.54
2007-03-02,2468.67,2508.73
2007-03-05,2503.82,2475.61
2007-03-06,2467.74,2520.29
2007-03-07,2532.98,2589.44
2007-03-08,2597.72,2627.63
2007-03-09,2632.8,2611.39
2007-03-12,2612.96,2616.17
2007-03-13,2620.72,2640.17
2007-03-14,2609.93,2597.36
2007-03-15,2595.54,2645.55
2007-03-16,2656.01,2604.23
2007-03-19,2533.71,2659.41
2007-03-20,2669.64,2672.77
2007-03-21,2685.93,2702.6
2007-03-22,2720.46,2711.32
2007-03-23,2710.36,2716.27
2007-03-26,2725.4,2764.03
2007-03-27,2770.35,2784.02
2007-03-28,2787.24,2797.65
2007-03-29,2802.38,2783.3
2007-03-30,2768.71,2781.78
2007-04-02,2793.96,2850.11
2007-04-03,2861.9,2888.11
2007-04-04,2893.38,2911.82
2007-04-05,2909.5,2945.04
2007-04-06,2921.73,2972.01
2007-04-09,2988.38,3038.17
2007-04-10,3053.35,3081.57
2007-04-11,3092.08,3121.32
2007-04-12,3129.25,3176.44
2007-04-13,3182.78,3169.23
2007-04-16,3177.3,3256.0
2007-04-17,3273.43,3283.6
2007-04-18,3294.21,3304.5
2007-04-19,3297.95,3150.3
2007-04-20,3165.67,3289.28
2007-04-23,3330.8,3431.32
2007-04-24,3462.48,3445.2
2007-04-25,3432.02,3448.28
2007-04-26,3465.11,3493.58
2007-04-27,3499.94,3470.52
2007-04-30,3487.36,3558.71
2007-05-08,3643.81,3686.03
2007-05-09,3699.3,3701.28
2007-05-10,3703.52,3724.51
2007-05-11,3696.29,3702.61
2007-05-14,3648.27,3734.42
2007-05-15,3739.05,3604.64
2007-05-16,3598.0,3700.29
2007-05-17,3716.44,3778.6
2007-05-18,3771.27,3776.63
2007-05-21,3650.8,3831.44
2007-05-22,3849.04,3870.49
2007-05-23,3879.76,3938.95
2007-05-24,3953.89,3919.75
2007-05-25,3907.73,3985.25
2007-05-28,4033.92,4072.58
2007-05-29,4090.9,4168.29
2007-05-30,3906.04,3886.46
2007-05-31,3828.92,3927.95
2007-06-01,3953.1,3803.96
2007-06-04,3804.96,3511.43
2007-06-05,3407.0,3634.63
2007-06-06,3652.89,3677.58
2007-06-07,3694.55,3802.3
2007-06-08,3814.19,3837.87
2007-06-11,3876.07,3931.86
2007-06-12,3953.96,4036.11
2007-06-13,4071.74,4118.27
2007-06-14,4103.52,4075.82
2007-06-15,4043.11,4099.38
2007-06-18,4178.76,4227.57
2007-06-19,4227.59,4253.0
2007-06-20,4268.65,4157.6
2007-06-21,4140.69,4197.28
2007-06-22,4203.13,4051.43
2007-06-25,4066.45,3877.59
2007-06-26,3804.41,3928.21
2007-06-27,3946.88,4040.48
2007-06-28,4038.38,3858.52
2007-06-29,3769.33,3764.08
2007-07-02,3746.18,3757.66
2007-07-03,3782.78,3832.23
2007-07-04,3840.41,3743.58
2007-07-05,3688.31,3537.44
2007-07-06,3517.6,3710.28
2007-07-09,3743.87,3821.3
2007-07-10,3832.76,3775.62
2007-07-11,3751.49,3789.87
2007-07-12,3799.19,3816.92
2007-07-13,3825.03,3820.12
2007-07-16,3824.91,3697.97
2007-07-17,3684.33,3789.65
2007-07-18,3776.94,3807.57
2007-07-19,3796.92,3807.0
2007-07-20,3808.08,3971.88
2007-07-23,4009.06,4156.72
2007-07-24,4187.33,4161.35
2007-07-25,4163.36,4255.46
2007-07-26,4282.68,4303.19
2007-07-27,4277.55,4307.14
2007-07-30,4305.18,4410.3
2007-07-31,4402.52,4460.56
2007-08-01,4479.3,4290.48
2007-08-02,4311.6,4436.19
2007-08-03,4472.89,4598.38
2007-08-06,4642.78,4703.98
2007-08-07,4715.39,4724.55
2007-08-08,4680.07,4668.09
2007-08-09,4666.42,4777.29
2007-08-10,4765.85,4726.68
2007-08-13,4724.52,4721.19
2007-08-14,4721.45,4795.57
2007-08-15,4804.68,4798.75
2007-08-16,4772.36,4721.94
2007-08-17,4694.2,4626.58
2007-08-20,4749.2,4885.43
2007-08-21,4915.52,4972.71
2007-08-22,4899.93,5051.69
2007-08-23,5075.51,5135.93
2007-08-24,5161.15,5217.58
2007-08-27,5250.62,5243.15
2007-08-28,5220.64,5251.77
2007-08-29,5215.65,5171.82
2007-08-30,5193.73,5241.23
2007-08-31,5255.09,5296.81
2007-09-03,5335.05,5419.17
2007-09-04,5421.25,5360.33
2007-09-05,5357.55,5363.25
2007-09-06,5389.49,5412.04
2007-09-07,5382.91,5294.79
2007-09-10,5226.74,5377.22
2007-09-11,5384.56,5124.09
2007-09-12,5102.58,5202.86
2007-09-13,5230.65,5349.97
2007-09-14,5362.46,5397.28
2007-09-17,5389.5,5498.91
2007-09-18,5524.1,5476.84
2007-09-19,5487.38,5419.27
2007-09-20,5436.64,5494.92
2007-09-21,5508.5,5468.1
2007-09-24,5481.38,5513.9
2007-09-25,5524.02,5454.62
2007-09-26,5433.63,5361.02
2007-09-27,5364.53,5427.66
2007-09-28,5479.85,5580.81
2007-10-08,5703.28,5653.14
2007-10-09,5638.63,5675.93
2007-10-10,5694.99,5685.76
2007-10-11,5695.13,5760.08
2007-10-12,5777.9,5737.22
2007-10-15,5761.87,5821.45
2007-10-16,5851.54,5877.2
2007-10-17,5862.38,5824.12
2007-10-18,5813.24,5615.75
2007-10-19,5651.03,5614.06
2007-10-22,5543.79,5472.68
2007-10-23,5467.83,5540.09
2007-10-24,5564.48,5588.01
2007-10-25,5549.66,5333.79
2007-10-26,5279.1,5394.81
2007-10-29,5428.68,5508.36
2007-10-30,5529.96,5596.07
2007-10-31,5663.76,5688.54
2007-11-01,5701.49,5605.23
2007-11-02,5514.85,5472.93
2007-11-05,5438.81,5360.31
2007-11-06,5331.31,5317.55
2007-11-07,5348.56,5350.63
2007-11-08,5321.86,5093.67
2007-11-09,5042.76,5040.52
2007-11-12,4916.82,4978.25
2007-11-13,5024.52,4939.24
2007-11-14,5013.78,5145.89
2007-11-15,5129.81,5081.11
2007-11-16,4999.84,5007.66
2007-11-19,5017.4,4994.42
2007-11-20,4964.56,5069.38
2007-11-21,5087.25,4997.62
2007-11-22,4902.63,4772.62
2007-11-23,4733.37,4856.16
2007-11-26,4931.6,4800.08
2007-11-27,4759.01,4711.15
2007-11-28,4724.47,4648.75
2007-11-29,4708.38,4842.07
2007-11-30,4841.08,4737.41
2007-12-03,4714.92,4772.67
2007-12-04,4786.64,4829.21
2007-12-05,4829.95,4965.95
2007-12-06,4986.25,4971.06
2007-12-07,4979.84,5041.35
2007-12-10,4961.67,5133.56
2007-12-11,5162.09,5140.0
2007-12-12,5108.58,5077.39
2007-12-13,5051.78,4884.3
2007-12-14,4827.39,4977.65
2007-12-17,4976.24,4857.29
2007-12-18,4827.26,4829.91
2007-12-19,4877.77,4946.29
2007-12-20,4968.03,5037.19
2007-12-21,5016.46,5101.85
2007-12-24,5142.16,5207.13
2007-12-25,5217.56,5216.81
2007-12-26,5231.97,5265.03
2007-12-27,5286.98,5367.53
2007-12-28,5379.52,5338.27
2008-01-02,5349.76,5385.1
2008-01-03,5381.15,5422.03
2008-01-04,5430.63,5483.65
2008-01-07,5480.44,5556.59
2008-01-08,5575.95,5528.05
2008-01-09,5507.12,5613.76
2008-01-10,5631.65,5672.15
2008-01-11,5688.56,5699.15
2008-01-14,5717.52,5731.76
2008-01-15,5743.43,5696.45
2008-01-16,5642.57,5505.72
2008-01-17,5445.8,5365.62
2008-01-18,5358.18,5414.47
2008-01-21,5424.64,5145.73
2008-01-22,5015.43,4753.87
2008-01-23,4787.17,4975.11
2008-01-24,5034.53,5027.21
2008-01-25,5022.9,5077.43
2008-01-28,5038.51,4731.88
2008-01-29,4742.9,4762.08
2008-01-30,4817.16,4710.65
2008-01-31,4693.61,4620.4
2008-02-01,4623.62,4571.94
2008-02-04,4695.55,4950.12
2008-02-05,4942.88,4921.83
2008-02-13,4858.81,4816.08
2008-02-14,4858.85,4880.25
2008-02-15,4846.02,4813.31
2008-02-18,4875.21,4910.99
2008-02-19,4926.84,5020.75
2008-02-20,5032.78,4908.72
2008-02-21,4878.57,4876.03
2008-02-22,4850.88,4702.24
2008-02-25,4704.32,4519.78
2008-02-26,4637.6,4515.53
2008-02-27,4543.1,4639.77
2008-02-28,4651.16,4622.06
2008-02-29,4616.24,4674.55
2008-03-03,4648.73,4790.74
2008-03-04,4813.4,4671.15
2008-03-05,4650.52,4628.72
2008-03-06,4645.07,4685.03
2008-03-07,4641.75,4621.69
2008-03-10,4588.73,4431.59
2008-03-11,4393.28,4441.18
2008-03-12,4534.81,4309.65
2008-03-13,4266.27,4198.96
2008-03-14,4179.44,4157.87
2008-03-17,4138.88,3965.28
2008-03-18,3924.87,3763.95
2008-03-19,3837.6,3888.86
2008-03-20,3833.21,4001.83
2008-03-21,3998.2,4037.83
2008-03-24,4086.07,3857.09
2008-03-25,3780.46,3905.77
2008-03-26,3926.86,3914.37
2008-03-27,3847.44,3748.92
2008-03-28,3712.98,3918.16
2008-03-31,3802.21,3790.53
2008-04-01,3776.27,3582.85
2008-04-02,3621.39,3547.98
2008-04-03,3518.22,3650.7
2008-04-07,3611.96,3845.82
2008-04-08,3852.01,3891.06
2008-04-09,3857.27,3688.13
2008-04-10,3641.66,3754.72
2008-04-11,3794.3,3783.73
2008-04-14,3699.14,3536.33
2008-04-15,3513.07,3583.3
2008-04-16,3573.66,3494.02
2008-04-17,3493.24,3386.63
2008-04-18,3356.56,3272.5
2008-04-21,3516.43,3267.55
2008-04-22,3207.88,3296.28
2008-04-23,3267.36,3453.73
2008-04-24,3739.32,3774.5
2008-04-25,3781.91,3803.07
2008-04-28,3740.95,3729.15
2008-04-29,3704.93,3776.94
2008-04-30,3793.85,3959.12
2008-05-05,4015.21,4055.78
2008-05-06,4021.07,4010.89
2008-05-07,3986.13,3821.32
2008-05-08,3774.04,3925.04
2008-05-09,3960.89,3878.92
2008-05-12,3804.99,3904.92
2008-05-13,3786.53,3851.69
2008-05-14,3843.47,3975.78
2008-05-15,4006.66,3948.09
2008-05-16,3948.03,3936.12
2008-05-19,3926.31,3914.07
2008-05-20,3911.1,3710.82
2008-05-21,3668.18,3783.05
2008-05-22,3732.64,3711.44
2008-05-23,3697.89,3675.15
2008-05-26,3643.01,3559.22
2008-05-27,3549.99,3576.2
2008-05-28,3583.28,3676.23
2008-05-29,3666.2,3580.87
2008-05-30,3585.6,3611.33
2008-06-02,3600.23,3625.83
2008-06-03,3624.57,3614.11
2008-06-04,3601.54,3546.92
2008-06-05,3529.98,3512.14
2008-06-06,3519.12,3489.5
2008-06-10,3344.45,3206.56
2008-06-11,3155.94,3140.3
2008-06-12,3123.64,3084.63
2008-06-13,3087.34,2979.12
2008-06-16,2981.08,2952.24
2008-06-17,2950.4,2842.68
2008-06-18,2820.24,2991.27
2008-06-19,2967.4,2773.08
2008-06-20,2795.47,2849.67
2008-06-23,2798.43,2789.94
2008-06-24,2775.69,2851.92
2008-06-25,2844.92,2969.54
2008-06-26,2964.52,2980.91
2008-06-27,2886.18,2816.02
2008-06-30,2782.84,2791.82
2008-07-01,2799.2,2698.35
2008-07-02,2702.63,2699.6
2008-07-03,2654.48,2760.61
2008-07-04,2751.21,2741.85
