Date,Open,Close,EMA120
2005-09-22,942.73,923.27,924.6286127412192
2005-09-23,921.51,916.15,924.4884703818602
2005-09-26,915.84,918.48,924.3891568218295
2005-09-27,918.87,904.21,924.0556170396505
2005-09-28,903.33,903.72,923.7194911381688
2005-09-29,904.28,915.97,923.5914003755545
2005-09-30,916.59,917.39,923.4888978900082
2005-10-10,917.21,907.32,923.2216433794296
2005-10-11,906.63,919.72,923.1637649764639
2005-10-12,920.45,923.48,923.1689920016463
2005-10-13,923.43,916.5,923.0587607288919
2005-10-14,916.34,904.83,922.7574588986623
2005-10-17,903.27,897.62,922.3419637102547
2005-10-18,897.37,902.37,922.011848607606
2005-10-19,902.04,898.74,921.6271899529348
2005-10-20,898.89,899.91,921.268228135531
2005-10-21,899.65,904.41,920.9895797365966
2005-10-24,905.13,906.65,920.7525618897108
2005-10-25,905.97,894.27,920.3148335940132
2005-10-26,892.62,875.82,919.5793817990709
2005-10-27,873.47,875.85,918.8565820999128
2005-10-28,875.86,867.73,918.011514627187
2005-10-31,866.62,876.28,917.3217375259112
2005-11-01,875.96,872.86,916.5868327734169
2005-11-02,873.39,882.48,916.0230834713769
2005-11-03,882.19,874.58,915.3380738272219
2005-11-04,873.35,878.36,914.726865995367
2005-11-07,877.62,877.28,914.1079095326337
2005-11-08,876.43,881.52,913.569266399863
2005-11-09,881.51,879.25,913.0020057982123
2005-11-10,878.63,862.97,912.1750304957625
2005-11-11,861.22,864.79,911.3918068512045
2005-11-14,864.08,862.15,910.5778926883747
2005-11-15,862.07,856.64,909.686357272038
2005-11-16,855.45,863.12,908.916665416302
2005-11-17,863.08,862.66,908.1520924342143
2005-11-18,862.58,882.24,907.7237933857149
2005-11-21,882.79,883.87,907.3295158090915
2005-11-22,883.93,869.62,906.7062180271231
2005-11-23,868.01,876.23,906.202478886179
2005-11-24,875.83,881.49,905.7940081607877
2005-11-25,881.25,884.1,905.435429513502
2005-11-28,883.24,880.17,905.0178191083202
2005-11-29,879.25,871.31,904.4606650734719
2005-11-30,870.45,873.83,903.9543730887864
2005-12-01,873.47,873.07,903.4438875831866
2005-12-02,872.93,869.94,902.8901043173488
2005-12-05,869.43,859.61,902.1747306922687
2005-12-06,858.11,866.08,901.5781235733882
2005-12-07,865.72,873.84,901.11964219201
2005-12-08,874.13,874.06,900.672375378919
2005-12-09,873.69,887.36,900.4523361164576
2005-12-12,887.06,888.52,900.2551074203178
2005-12-13,888.0,889.1,900.0707254794861
2005-12-14,888.6,898.15,900.0389779508996
2005-12-15,898.38,896.43,899.9793254227857
2005-12-16,895.83,902.56,900.0219812009215
2005-12-19,902.05,902.91,900.0697170488402
2005-12-20,902.75,907.32,900.1895564364627
2005-12-21,907.05,903.14,900.23832409867
2005-12-22,902.37,908.75,900.3790129565433
2005-12-23,908.96,915.89,900.6353929076748
2005-12-26,916.67,922.38,900.9948079009364
2005-12-27,922.44,919.36,901.2983647951359
2005-12-28,919.05,920.92,901.6226893439766
2005-12-29,921.14,932.03,902.1252895201093
2005-12-30,933.45,923.45,902.4777640734959
2006-01-04,926.56,941.43,903.1216026838514
2006-01-05,943.85,959.13,904.0473613171762
2006-01-06,961.91,970.03,905.1379834441651
2006-01-09,971.09,975.25,906.2968597508732
2006-01-10,975.28,978.15,907.4845149616026
2006-01-11,977.64,973.48,908.5753494250473
2006-01-12,972.39,983.72,909.8174097651292
2006-01-13,985.04,978.81,910.9577831574412
2006-01-16,977.89,961.44,911.7921999647564
2006-01-17,959.4,964.29,912.659932196744
2006-01-18,964.16,983.62,913.8328258794425
2006-01-19,985.23,991.22,915.1119527244103
2006-01-20,991.57,993.34,916.4049782992136
2006-01-23,993.74,996.16,917.7232431207142
2006-01-24,997.79,999.09,919.0681481930992
2006-01-25,998.83,1009.6,920.5645424378415
2006-02-06,1013.42,1033.23,922.4267814058112
2006-02-07,1034.68,1029.94,924.2038593991036
2006-02-08,1028.44,1033.07,926.0032997396144
2006-02-09,1033.19,1019.6,927.5503526364803
2006-02-10,1019.42,1032.34,929.2824129234806
2006-02-13,1034.38,1031.61,930.9737779991257
2006-02-14,1032.65,1038.53,932.7515667925286
2006-02-15,1040.33,1041.66,934.5517061843876
2006-02-16,1041.67,1020.12,935.9660581482822
2006-02-17,1020.06,1020.37,937.3611646251701
2006-02-20,1020.74,1021.64,938.7542032264071
2006-02-21,1020.98,1038.82,940.4081833383673
2006-02-22,1039.65,1037.89,942.0194530352538
2006-02-23,1038.25,1041.37,943.6616108363241
2006-02-24,1041.97,1049.44,945.4100139629965
2006-02-27,1055.95,1047.84,947.1030715834428
2006-02-28,1046.71,1053.01,948.8535993258653
2006-03-01,1051.76,1056.62,950.6348621469253
2006-03-02,1055.86,1038.67,952.0899883924308
2006-03-03,1037.99,1041.68,953.5708150305725
2006-03-06,1041.66,1038.87,954.9807189143647
2006-03-07,1037.93,1014.97,955.9722772794166
2006-03-08,1012.58,1009.27,956.8532313739718
2006-03-09,1006.97,1004.34,957.6381366405177
2006-03-10,1004.75,1008.9,958.4854401671207
2006-03-13,1008.8,1019.86,959.4998957015484
2006-03-14,1020.47,1018.27,960.4713023841675
2006-03-15,1018.15,1028.96,961.603346972859
2006-03-16,1028.96,1027.62,962.6945313204151
2006-03-17,1027.64,1024.02,963.7081754308215
2006-03-20,1024.5,1037.66,964.9305196385765
2006-03-21,1037.95,1040.76,966.1838994792612
2006-03-22,1041.14,1047.67,967.5307771738189
2006-03-23,1047.35,1048.54,968.8697725924336
2006-03-24,1049.12,1042.6,970.0884540371868
2006-03-27,1042.63,1050.71,971.4210415737623
2006-03-28,1050.07,1055.98,972.8187103080803
2006-03-29,1058.74,1065.29,974.3471613773683
2006-03-30,1065.84,1055.63,975.6906793711308
2006-03-31,1053.85,1061.09,977.1022383897899
2006-04-03,1061.96,1079.32,978.7917881684712
2006-04-04,1080.86,1089.37,980.6195272070088
2006-04-05,1091.18,1099.97,982.5922622944963
2006-04-06,1102.54,1103.24,984.5864397772319
2006-04-07,1102.94,1103.15,986.5461680453769
2006-04-10,1104.32,1117.91,988.7174710528915
2006-04-11,1120.16,1123.31,990.9421409528437
2006-04-12,1123.78,1117.07,993.0268989536232
2006-04-13,1116.84,1093.93,994.6947188056295
2006-04-14,1091.69,1118.61,996.7429052716521
2006-04-17,1120.19,1124.41,998.8531051845175
2006-04-18,1127.51,1131.28,1001.0419794789883
2006-04-19,1135.61,1138.24,1003.3097153553687
2006-04-20,1139.64,1134.38,1005.4761663412304
2006-04-21,1133.2,1149.16,1007.851105740549
2006-04-24,1156.91,1142.7,1010.0800130836805
2006-04-25,1139.49,1141.93,1012.2593517103966
2006-04-26,1142.9,1155.73,1014.630767384605
2006-04-27,1157.38,1155.27,1016.9553827997355
2006-04-28,1143.59,1172.35,1019.5238888691614
2006-05-08,1179.58,1218.44,1022.8117584746299
2006-05-09,1226.31,1251.61,1026.5935475907518
2006-05-10,1257.98,1265.93,1030.5495220107393
2006-05-11,1267.22,1255.04,1034.2601084237851
2006-05-12,1255.23,1296.26,1038.5906851440532
2006-05-15,1312.14,1352.16,1043.7736490259697
2006-05-16,1368.13,1331.13,1048.5233407776066
2006-05-17,1331.69,1335.52,1053.2670872110345
2006-05-18,1322.65,1331.2,1057.8610196538275
2006-05-19,1334.07,1366.1,1062.9558788331033
2006-05-22,1366.32,1373.67,1068.0916494309033
2006-05-23,1365.1,1317.65,1072.2165808452687
2006-05-24,1325.68,1308.24,1076.1177943850164
2006-05-25,1304.69,1307.7,1079.945599436504
2006-05-26,1312.24,1331.02,1084.0955895284626
2006-05-29,1339.9,1366.29,1088.7599599494797
2006-05-30,1375.3,1378.76,1093.5533490412238
2006-05-31,1377.45,1365.45,1098.0475085612036
2006-06-01,1364.18,1402.88,1103.0860621387044
2006-06-02,1406.62,1390.12,1107.830424747982
2006-06-05,1391.46,1403.16,1112.71190533066
2006-06-06,1400.27,1399.14,1117.4462540028806
2006-06-07,1398.18,1320.23,1120.7980514573785
2006-06-08,1309.07,1325.98,1124.1894886233724
2006-06-09,1320.81,1294.19,1126.9994144312507
2006-06-12,1283.83,1297.67,1129.8204158456103
2006-06-13,1296.41,1298.28,1132.6048717820465
2006-06-14,1291.69,1283.88,1135.1052871244922
2006-06-15,1283.72,1285.39,1137.5893319654097
2006-06-16,1290.0,1318.01,1140.5714917676344
2006-06-19,1306.26,1334.89,1143.7833679367643
2006-06-20,1333.62,1338.22,1146.9971965659088
2006-06-21,1336.84,1333.53,1150.08038339953
2006-06-22,1331.93,1331.55,1153.0798811945792
2006-06-23,1329.11,1339.45,1156.1603790260738
2006-06-26,1341.61,1363.41,1159.5859925958907
2006-06-27,1365.04,1363.9,1162.9630836273636
2006-06-28,1361.79,1362.89,1166.26766075749
2006-06-29,1365.25,1395.12,1170.0503440507546
2006-06-30,1402.59,1393.96,1173.7513300995024
2006-07-03,1398.74,1420.33,1177.8270105937254
2006-07-04,1423.08,1411.01,1181.6812748814323
2006-07-05,1409.9,1393.01,1185.1743116602515
2006-07-06,1391.64,1418.68,1189.0339098146276
2006-07-07,1423.72,1410.43,1192.693349321824
2006-07-10,1410.5,1412.12,1196.320236109893
2006-07-11,1414.14,1418.57,1199.9937859262584
2006-07-12,1419.07,1419.2,1203.6170291340889
2006-07-13,1415.88,1346.09,1205.9719542723685
2006-07-14,1333.74,1357.13,1208.47043436704
2006-07-17,1354.14,1372.25,1211.1775346254362
2006-07-18,1370.9,1373.42,1213.859228267991
2006-07-19,1370.29,1336.64,1215.8886625114953
2006-07-20,1335.41,1345.19,1218.0258747013881
2006-07-21,1344.6,1356.03,1220.3069346236794
2006-07-24,1340.28,1358.12,1222.584836530726
2006-07-25,1359.32,1374.17,1225.0903764227803
2006-07-26,1377.78,1371.3,1227.5070644157922
2006-07-27,1370.75,1355.55,1229.623476574209
2006-07-28,1354.92,1341.39,1231.4708571267015
2006-07-31,1338.04,1294.33,1232.5098512237807
2006-08-01,1292.71,1282.06,1233.3288619473547
2006-08-02,1281.89,1275.09,1234.0191286920267
2006-08-03,1277.63,1271.74,1234.6426141681916
2006-08-04,1272.36,1241.91,1234.7627362480564
2006-08-07,1233.49,1224.1,1234.5864926737083
2006-08-08,1225.04,1252.39,1234.880765522077
2006-08-09,1254.37,1251.3,1235.1521578274971
2006-08-10,1251.16,1271.47,1235.7524527394394
2006-08-11,1273.27,1275.65,1236.4119163305231
2006-08-14,1275.14,1245.72,1236.5657689531592
2006-08-15,1243.16,1265.86,1237.0499711192228
2006-08-16,1266.82,1283.57,1237.818897216426
2006-08-17,1280.28,1271.63,1238.3777584194604
2006-08-18,1270.22,1267.87,1238.8652334869073
2006-08-21,1235.43,1270.56,1239.3891139251402
2006-08-22,1270.1,1285.27,1240.147475678444
2006-08-23,1284.82,1285.68,1240.9000793862383
2006-08-24,1284.83,1292.4,1241.7513177434907
2006-08-25,1293.5,1295.44,1242.6387339791356
2006-08-28,1298.46,1325.89,1244.0147879629517
2006-08-29,1328.61,1330.16,1245.4386757652169
2006-08-30,1328.37,1334.67,1246.913573686453
2006-08-31,1335.59,1338.69,1248.4305394106439
2006-09-01,1339.31,1318.1,1249.5821007426994
2006-09-04,1315.71,1337.24,1251.0309916395145
2006-09-05,1339.59,1340.68,1252.512793430597
2006-09-06,1341.4,1346.37,1254.064152216868
2006-09-07,1348.17,1328.38,1255.2925133372505
2006-09-08,1327.56,1332.15,1256.5628850176267
2006-09-11,1331.89,1338.76,1257.9215150173354
2006-09-12,1338.81,1347.64,1259.4044651823383
2006-09-13,1348.85,1338.39,1260.7100112123824
2006-09-14,1338.35,1338.28,1261.9921597873845
2006-09-15,1338.41,1362.32,1263.6504711958573
2006-09-18,1367.65,1375.56,1265.5002154736117
2006-09-19,1377.72,1378.31,1267.3648400112381
2006-09-20,1376.12,1378.46,1269.2011236474161
2006-09-21,1378.46,1387.37,1271.1543282152275
2006-09-22,1389.87,1374.85,1272.868306261257
2006-09-25,1372.81,1372.4,1274.513458223881
2006-09-26,1370.86,1357.65,1275.8876159391887
2006-09-27,1357.28,1371.12,1277.4617049319295
2006-09-28,1372.13,1387.0,1279.272255263633
2006-09-29,1389.07,1403.27,1281.3218047634077
2006-10-09,1420.36,1436.07,1283.879626172277
2006-10-10,1437.69,1437.24,1286.4145083843057
2006-10-11,1436.68,1435.91,1288.8855082457221
2006-10-12,1436.2,1426.5,1291.16012794414
2006-10-13,1424.3,1430.88,1293.4695473169643
2006-10-16,1432.31,1418.52,1295.536496948089
2006-10-17,1416.95,1414.45,1297.502009395228
2006-10-18,1413.91,1437.59,1299.8175133721666
2006-10-19,1438.84,1439.38,1302.1243313329574
2006-10-20,1440.67,1440.18,1304.4062432117516
2006-10-23,1439.54,1408.71,1306.130272249574
2006-10-24,1408.58,1440.05,1308.3438214685893
2006-10-25,1443.11,1446.82,1310.632683923654
2006-10-26,1447.09,1456.09,1313.0369370819408
2006-10-27,1455.98,1439.05,1315.119797626041
2006-10-30,1436.66,1446.24,1317.2870736983377
2006-10-31,1447.06,1464.47,1319.7198493396877
2006-11-01,1465.67,1479.41,1322.3593559621722
2006-11-02,1480.55,1479.66,1324.9593666074259
2006-11-03,1481.58,1488.29,1327.6590464982123
2006-11-06,1477.44,1507.89,1330.6380705230354
2006-11-07,1512.65,1516.1,1333.7035569606712
2006-11-08,1512.36,1498.17,1336.422010564627
2006-11-09,1491.8,1524.71,1339.5342087371127
2006-11-10,1525.23,1504.06,1342.2536433034415
2006-11-13,1498.06,1475.78,1344.4606905215667
2006-11-14,1475.44,1493.78,1346.9287782815409
2006-11-15,1494.11,1534.76,1350.0334265744082
2006-11-16,1540.26,1533.29,1353.0624608459054
2006-11-17,1528.01,1562.08,1356.5172962038246
2006-11-20,1567.34,1593.16,1360.4287458533481
2006-11-21,1591.47,1612.25,1364.5910806326315
2006-11-22,1610.05,1624.03,1368.879327233745
2006-11-23,1623.71,1634.91,1373.2765284364932
2006-11-24,1629.89,1636.58,1377.6286519334108
2006-11-27,1632.66,1651.8,1382.160409752693
2006-11-28,1649.68,1644.01,1386.488502153475
2006-11-29,1617.69,1667.14,1391.1273698864757
2006-11-30,1671.67,1714.36,1396.4700579875257
2006-12-01,1719.28,1729.22,1401.9700570290543
2006-12-04,1731.9,1780.74,1408.23071724345
2006-12-05,1785.44,1794.23,1414.6108706774428
2006-12-06,1794.26,1779.41,1420.6406083521958
2006-12-07,1774.19,1775.71,1426.5095239166224
2006-12-08,1752.77,1711.58,1431.2214326122155
2006-12-11,1705.91,1789.92,1437.1503345525095
2006-12-12,1798.46,1802.79,1443.1939653863524
2006-12-13,1805.42,1803.86,1449.1553874460822
2006-12-14,1807.08,1836.14,1455.5518273230064
2006-12-15,1842.88,1867.64,1462.363202077998
2006-12-18,1875.01,1916.11,1469.8631491510891
2006-12-19,1924.8,1921.44,1477.32722933041
2006-12-20,1912.9,1936.55,1484.9176883497423
2006-12-21,1935.78,1908.98,1491.9269827571845
2006-12-22,1896.48,1895.64,1498.5999251909502
2006-12-25,1898.82,1939.1,1505.8809181630006
2006-12-26,1941.8,1938.24,1513.0273492677445
2006-12-27,1940.41,1982.88,1520.79350878398
2006-12-28,1988.02,1979.93,1528.3825416966417
2006-12-29,1991.88,2041.05,1536.8563839826477
2007-01-04,2073.25,2067.09,1545.6205759829345
2007-01-05,2051.15,2072.88,1554.3356077848696
2007-01-08,2072.0,2131.56,1563.876506829748
2007-01-09,2137.49,2200.09,1574.3924323366944
2007-01-10,2210.76,2255.97,1585.658177256749
2007-01-11,2257.01,2231.63,1596.3353974673814
2007-01-12,2215.86,2173.75,1605.8794404844496
2007-01-15,2170.94,2287.34,1617.1432513855332
2007-01-16,2310.96,2353.87,1629.3205530155246
2007-01-17,2360.41,2308.93,1640.553767015268
2007-01-18,2292.17,2317.09,1651.736184089396
2007-01-19,2320.87,2396.09,1664.0395529474224
2007-01-22,2424.81,2491.31,1677.7134446342418
2007-01-23,2508.26,2508.13,1691.4393381113618
2007-01-24,2508.52,2536.43,1705.406125911174
2007-01-25,2512.46,2452.83,1717.760239532477
2007-01-26,2415.75,2512.92,1730.9033760691304
2007-01-29,2529.94,2576.92,1744.8871219192276
2007-01-30,2586.52,2551.88,1758.2258471767611
2007-01-31,2544.3,2385.33,1768.591205074666
2007-02-01,2350.6,2395.17,1778.9478793709527
2007-02-02,2397.06,2298.0,1787.5272532656477
2007-02-05,2282.77,2271.8,1795.531761476133
2007-02-06,2271.37,2316.04,1804.1352034352053
2007-02-07,2330.43,2369.79,1813.4848694941277
2007-02-08,2376.63,2410.6,1823.3545410727372
2007-02-09,2412.64,2397.25,1832.840416426907
2007-02-12,2397.85,2485.39,1843.626359957041
2007-02-13,2498.34,2522.63,1854.849560618908
2007-02-14,2527.56,2588.35,1866.9735348235542
2007-02-15,2607.63,2668.63,1880.2240549091155
2007-02-16,2692.67,2676.74,1893.3896077205352
2007-02-26,2679.26,2707.68,1906.8489530474687
2007-02-27,2717.81,2457.49,1915.9504579557752
2007-02-28,2413.42,2544.57,1926.3408636093989
2007-03-01,2550.26,2473.54,1935.385477434037
2007-03-02,2468.67,2508.73,1944.8622464020698
2007-03-05,2503.82,2475.61,1953.6349365441845
2007-03-06,2467.74,2520.29,1963.0011359401485
2007-03-07,2532.98,2589.44,1973.3554973295675
2007-03-08,2597.72,2627.63,1984.1699519191616
2007-03-09,2632.8,2611.39,1994.537225441159
2007-03-12,2612.96,2616.17,2004.8121473346937
2007-03-13,2620.72,2640.17,2015.3139300233765
2007-03-14,2609.93,2597.36,2024.9345262213374
2007-03-15,2595.54,2645.55,2035.1926332259436
2007-03-16,2656.01,2604.23,2044.5982095362588
2007-03-19,2533.71,2659.41,2054.7603878910313
2007-03-20,2669.64,2672.77,2064.9754228019237
2007-03-21,2685.93,2702.6,2075.5146720118096
2007-03-22,2720.46,2711.32,2086.0238509868213
2007-03-23,2710.36,2716.27,2096.4411427060477
2007-03-26,2725.4,2764.03,2107.47566927289
2007-03-27,2770.35,2784.02,2118.6582201939996
2007-03-28,2787.24,2797.65,2129.8812248188924
2007-03-29,2802.38,2783.3,2140.6815351524647
2007-03-30,2768.71,2781.78,2151.27820399292
2007-04-02,2793.96,2850.11,2162.829142769897
2007-04-03,2861.9,2888.11,2174.8172561125434
2007-04-04,2893.38,2911.82,2186.9991196478736
2007-04-05,2909.5,2945.04,2199.528720976008
2007-04-06,2921.73,2972.01,2212.2970065797103
2007-04-09,2988.38,3038.17,2225.9477998593848
2007-04-10,3053.35,3081.57,2240.0903155641886
2007-04-11,3092.08,3121.32,2254.6560954722186
2007-04-12,3129.25,3176.44,2269.8921930677193
2007-04-13,3182.78,3169.23,2284.757280785608
2007-04-16,3177.3,3256.0,2300.810879450309
2007-04-17,3273.43,3283.6,2317.0553277238578
2007-04-18,3294.21,3304.5,2333.3767272656123
2007-04-19,3297.95,3150.3,2346.879591277751
2007-04-20,3165.67,3289.28,2362.4564575376226
2007-04-23,3330.8,3431.32,2380.1236235287365
2007-04-24,3462.48,3445.2,2397.7281917348732
2007-04-25,3432.02,3448.28,2415.0926844334704
2007-04-26,3465.11,3493.58,2432.918921054405
2007-04-27,3499.94,3470.52,2450.069352111357
2007-04-30,3487.36,3558.71,2468.3939909194337
2007-05-08,3643.81,3686.03,2488.5202059455587
2007-05-09,3699.3,3701.28,2508.5658223762107
2007-05-10,3703.52,3724.51,2528.6640732460255
2007-05-11,3696.29,3702.61,2548.0681381510503
2007-05-14,3648.27,3734.42,2567.677259834504
2007-05-15,3739.05,3604.64,2584.81713983724
2007-05-16,3598.0,3700.29,2603.2547077738145
2007-05-17,3716.44,3778.6,2622.681902686644
2007-05-18,3771.27,3776.63,2641.755424956287
2007-05-21,3650.8,3831.44,2661.419632808249
