,shortEMA,mediumEMA,longEMA,netAsset
0,1,5,120,1409434.7958900013
1,1,5,121,1409434.7958900013
2,1,5,122,1404516.141190002
3,1,5,123,1404516.141190002
4,1,5,124,1404516.141190002
5,1,5,125,1404516.141190002
6,1,5,126,1404516.141190002
7,1,5,127,1404516.141190002
8,1,5,128,1404516.141190002
9,1,5,129,1404516.141190002
10,1,5,130,1404516.141190002
11,1,5,131,1404516.141190002
12,1,5,132,1377201.8574600015
13,1,5,133,1377201.8574600015
14,1,5,134,1377201.8574600015
15,1,5,135,1377201.8574600015
16,1,5,136,1377201.8574600015
17,1,5,137,1400987.5949700011
18,1,5,138,1400987.5949700011
19,1,5,139,1400987.5949700011
20,1,5,140,1404844.034360002
21,1,5,141,1404844.034360002
22,1,5,142,1404844.034360002
23,1,5,143,1404844.034360002
24,1,5,144,1404844.034360002
25,1,5,145,1404844.034360002
26,1,5,146,1407602.8630950016
27,1,5,147,1407602.8630950016
28,1,5,148,1407602.8630950016
29,1,5,149,1407602.8630950016
30,1,5,150,1407602.8630950016
31,1,5,151,1407602.8630950016
32,1,5,152,1407602.8630950016
33,1,5,153,1407602.8630950016
34,1,5,154,1407602.8630950016
35,1,5,155,1407602.8630950016
36,1,5,156,1407602.8630950016
37,1,5,157,1407602.8630950016
38,1,5,158,1407602.8630950016
39,1,5,159,1407602.8630950016
40,1,5,160,1407602.8630950016
41,1,5,161,1407602.8630950016
42,1,5,162,1407602.8630950016
43,1,5,163,1407602.8630950016
44,1,5,164,1407602.8630950016
45,1,5,165,1407602.8630950016
46,1,5,166,1407602.8630950016
47,1,5,167,1407602.8630950016
48,1,5,168,1407602.8630950016
49,1,5,169,1407602.8630950016
50,1,5,170,1407602.8630950016
51,1,5,171,1407602.8630950016
52,1,5,172,1407602.8630950016
53,1,5,173,1407602.8630950016
54,1,5,174,1407602.8630950016
55,1,5,175,1407602.8630950016
56,1,5,176,1407602.8630950016
57,1,5,177,1407602.8630950016
58,1,5,178,1407602.8630950016
59,1,5,179,1407602.8630950016
60,1,5,180,1407602.8630950016
61,1,6,120,1404662.4019000016
62,1,6,121,1404662.4019000016
63,1,6,122,1398846.9852550013
64,1,6,123,1398846.9852550013
65,1,6,124,1398846.9852550013
66,1,6,125,1398846.9852550013
67,1,6,126,1398846.9852550013
68,1,6,127,1398846.9852550013
69,1,6,128,1398846.9852550013
70,1,6,129,1398846.9852550013
71,1,6,130,1398846.9852550013
72,1,6,131,1398846.9852550013
73,1,6,132,1372577.3127100014
74,1,6,133,1372577.3127100014
75,1,6,134,1372577.3127100014
76,1,6,135,1372577.3127100014
77,1,6,136,1372577.3127100014
78,1,6,137,1395362.8029700015
79,1,6,138,1395362.8029700015
80,1,6,139,1395362.8029700015
81,1,6,140,1399379.4585000018
82,1,6,141,1399379.4585000018
83,1,6,142,1399379.4585000018
84,1,6,143,1399379.4585000018
85,1,6,144,1399379.4585000018
86,1,6,145,1399379.4585000018
87,1,6,146,1401952.5876300011
88,1,6,147,1401952.5876300011
89,1,6,148,1401952.5876300011
90,1,6,149,1401952.5876300011
91,1,6,150,1401952.5876300011
92,1,6,151,1401952.5876300011
93,1,6,152,1401952.5876300011
94,1,6,153,1401952.5876300011
95,1,6,154,1401952.5876300011
96,1,6,155,1401952.5876300011
97,1,6,156,1401952.5876300011
98,1,6,157,1401952.5876300011
99,1,6,158,1401952.5876300011
100,1,6,159,1401952.5876300011
101,1,6,160,1401952.5876300011
102,1,6,161,1401952.5876300011
103,1,6,162,1401952.5876300011
104,1,6,163,1401952.5876300011
105,1,6,164,1401952.5876300011
106,1,6,165,1401952.5876300011
107,1,6,166,1401952.5876300011
108,1,6,167,1401952.5876300011
109,1,6,168,1401952.5876300011
110,1,6,169,1401952.5876300011
111,1,6,170,1401952.5876300011
112,1,6,171,1401952.5876300011
113,1,6,172,1401952.5876300011
114,1,6,173,1401952.5876300011
115,1,6,174,1401952.5876300011
116,1,6,175,1401952.5876300011
117,1,6,176,1401952.5876300011
118,1,6,177,1401952.5876300011
119,1,6,178,1401952.5876300011
120,1,6,179,1401952.5876300011
121,1,6,180,1401952.5876300011
122,1,7,120,1371991.983445001
123,1,7,121,1371991.983445001
124,1,7,122,1366331.8291300014
125,1,7,123,1366331.8291300014
126,1,7,124,1366331.8291300014
127,1,7,125,1366331.8291300014
128,1,7,126,1366331.8291300014
129,1,7,127,1366331.8291300014
130,1,7,128,1366331.8291300014
131,1,7,129,1366331.8291300014
132,1,7,130,1366331.8291300014
133,1,7,131,1366331.8291300014
134,1,7,132,1340605.5747400017
135,1,7,133,1340605.5747400017
136,1,7,134,1340605.5747400017
137,1,7,135,1340605.5747400017
138,1,7,136,1340605.5747400017
139,1,7,137,1362925.2780100014
140,1,7,138,1362925.2780100014
141,1,7,139,1362925.2780100014
142,1,7,140,1366675.9041950018
143,1,7,141,1366675.9041950018
144,1,7,142,1366675.9041950018
145,1,7,143,1366675.9041950018
146,1,7,144,1366675.9041950018
147,1,7,145,1366675.9041950018
148,1,7,146,1369359.8003400015
149,1,7,147,1369359.8003400015
150,1,7,148,1369359.8003400015
151,1,7,149,1369359.8003400015
152,1,7,150,1369359.8003400015
153,1,7,151,1369359.8003400015
154,1,7,152,1369359.8003400015
155,1,7,153,1369359.8003400015
156,1,7,154,1369359.8003400015
157,1,7,155,1369359.8003400015
158,1,7,156,1369359.8003400015
159,1,7,157,1369359.8003400015
160,1,7,158,1369359.8003400015
161,1,7,159,1369359.8003400015
162,1,7,160,1369359.8003400015
163,1,7,161,1369359.8003400015
164,1,7,162,1369359.8003400015
165,1,7,163,1369359.8003400015
166,1,7,164,1369359.8003400015
167,1,7,165,1369359.8003400015
168,1,7,166,1369359.8003400015
169,1,7,167,1369359.8003400015
170,1,7,168,1369359.8003400015
171,1,7,169,1369359.8003400015
172,1,7,170,1369359.8003400015
173,1,7,171,1369359.8003400015
174,1,7,172,1369359.8003400015
175,1,7,173,1369359.8003400015
176,1,7,174,1369359.8003400015
177,1,7,175,1369359.8003400015
178,1,7,176,1369359.8003400015
179,1,7,177,1369359.8003400015
180,1,7,178,1369359.8003400015
181,1,7,179,1369359.8003400015
182,1,7,180,1369359.8003400015
183,1,8,120,1371991.983445001
184,1,8,121,1371991.983445001
185,1,8,122,1366331.8291300014
186,1,8,123,1366331.8291300014
187,1,8,124,1366331.8291300014
188,1,8,125,1366331.8291300014
189,1,8,126,1366331.8291300014
190,1,8,127,1366331.8291300014
191,1,8,128,1366331.8291300014
192,1,8,129,1366331.8291300014
193,1,8,130,1366331.8291300014
194,1,8,131,1366331.8291300014
195,1,8,132,1340605.5747400017
196,1,8,133,1340605.5747400017
197,1,8,134,1340605.5747400017
198,1,8,135,1340605.5747400017
199,1,8,136,1340605.5747400017
200,1,8,137,1362925.2780100014
201,1,8,138,1362925.2780100014
202,1,8,139,1362925.2780100014
203,1,8,140,1366675.9041950018
204,1,8,141,1366675.9041950018
205,1,8,142,1366675.9041950018
206,1,8,143,1366675.9041950018
207,1,8,144,1366675.9041950018
208,1,8,145,1366675.9041950018
209,1,8,146,1369359.8003400015
210,1,8,147,1369359.8003400015
211,1,8,148,1369359.8003400015
212,1,8,149,1369359.8003400015
213,1,8,150,1369359.8003400015
214,1,8,151,1369359.8003400015
215,1,8,152,1369359.8003400015
216,1,8,153,1369359.8003400015
217,1,8,154,1369359.8003400015
218,1,8,155,1369359.8003400015
219,1,8,156,1369359.8003400015
220,1,8,157,1369359.8003400015
221,1,8,158,1369359.8003400015
222,1,8,159,1369359.8003400015
223,1,8,160,1369359.8003400015
224,1,8,161,1369359.8003400015
225,1,8,162,1369359.8003400015
226,1,8,163,1369359.8003400015
227,1,8,164,1369359.8003400015
228,1,8,165,1369359.8003400015
229,1,8,166,1369359.8003400015
230,1,8,167,1369359.8003400015
231,1,8,168,1369359.8003400015
232,1,8,169,1369359.8003400015
233,1,8,170,1369359.8003400015
234,1,8,171,1369359.8003400015
235,1,8,172,1369359.8003400015
236,1,8,173,1369359.8003400015
237,1,8,174,1369359.8003400015
238,1,8,175,1369359.8003400015
239,1,8,176,1369359.8003400015
240,1,8,177,1369359.8003400015
241,1,8,178,1369359.8003400015
242,1,8,179,1369359.8003400015
243,1,8,180,1369359.8003400015
244,1,9,120,1371123.211980001
245,1,9,121,1371123.211980001
246,1,9,122,1365402.5427700016
247,1,9,123,1365402.5427700016
248,1,9,124,1365402.5427700016
249,1,9,125,1365402.5427700016
250,1,9,126,1365402.5427700016
251,1,9,127,1365402.5427700016
252,1,9,128,1365402.5427700016
253,1,9,129,1365402.5427700016
254,1,9,130,1365402.5427700016
255,1,9,131,1365402.5427700016
256,1,9,132,1338806.1446900012
257,1,9,133,1338806.1446900012
258,1,9,134,1338806.1446900012
259,1,9,135,1338806.1446900012
260,1,9,136,1338806.1446900012
261,1,9,137,1361956.106840001
262,1,9,138,1361956.106840001
263,1,9,139,1361956.106840001
