,shortEMA,mediumEMA,longEMA,netAsset
5185,6,8,120,1036420.706
4331,5,9,120,1036420.706
3477,4,11,120,1036420.706
5186,6,8,121,1036420.706
4332,5,9,121,1036420.706
3478,4,11,121,1036420.706
5187,6,8,122,1036420.706
4333,5,9,122,1036420.706
3479,4,11,122,1036420.706
5188,6,8,123,1036420.706
4334,5,9,123,1036420.706
3480,4,11,123,1036420.706
5189,6,8,124,1036420.706
4335,5,9,124,1036420.706
3481,4,11,124,1036420.706
5190,6,8,125,1036420.706
4336,5,9,125,1036420.706
3482,4,11,125,1036420.706
5191,6,8,126,1036420.706
4337,5,9,126,1036420.706
3483,4,11,126,1036420.706
5192,6,8,127,1036420.706
4338,5,9,127,1036420.706
3484,4,11,127,1036420.706
5193,6,8,128,1036420.706
4339,5,9,128,1036420.706
3485,4,11,128,1036420.706
5194,6,8,129,1036420.706
4340,5,9,129,1036420.706
3486,4,11,129,1036420.706
5195,6,8,130,1036420.706
4341,5,9,130,1036420.706
3487,4,11,130,1036420.706
5196,6,8,131,1036420.706
4342,5,9,131,1036420.706
3488,4,11,131,1036420.706
5197,6,8,132,1036420.706
4343,5,9,132,1036420.706
3489,4,11,132,1036420.706
5198,6,8,133,1036420.706
4344,5,9,133,1036420.706
3490,4,11,133,1036420.706
5199,6,8,134,1036420.706
4345,5,9,134,1036420.706
3491,4,11,134,1036420.706
5200,6,8,135,1036420.706
4346,5,9,135,1036420.706
3492,4,11,135,1036420.706
5201,6,8,136,1036420.706
4347,5,9,136,1036420.706
3493,4,11,136,1036420.706
5202,6,8,137,1036420.706
4348,5,9,137,1036420.706
3494,4,11,137,1036420.706
5203,6,8,138,1036420.706
4349,5,9,138,1036420.706
3495,4,11,138,1036420.706
5204,6,8,139,1036420.706
4350,5,9,139,1036420.706
3496,4,11,139,1036420.706
5205,6,8,140,1036420.706
4351,5,9,140,1036420.706
3497,4,11,140,1036420.706
5206,6,8,141,1036420.706
4352,5,9,141,1036420.706
3498,4,11,141,1036420.706
5207,6,8,142,1036420.706
4353,5,9,142,1036420.706
3499,4,11,142,1036420.706
5208,6,8,143,1036420.706
4354,5,9,143,1036420.706
3500,4,11,143,1036420.706
5209,6,8,144,1036420.706
4355,5,9,144,1036420.706
3501,4,11,144,1036420.706
5210,6,8,145,1036420.706
4356,5,9,145,1036420.706
3502,4,11,145,1036420.706
5211,6,8,146,1036420.706
4357,5,9,146,1036420.706
3503,4,11,146,1036420.706
5212,6,8,147,1036420.706
4358,5,9,147,1036420.706
3504,4,11,147,1036420.706
5213,6,8,148,1036420.706
4359,5,9,148,1036420.706
3505,4,11,148,1036420.706
5214,6,8,149,1036420.706
4360,5,9,149,1036420.706
3506,4,11,149,1036420.706
5215,6,8,150,1036420.706
4361,5,9,150,1036420.706
3507,4,11,150,1036420.706
5216,6,8,151,1036420.706
4362,5,9,151,1036420.706
3508,4,11,151,1036420.706
5217,6,8,152,1036420.706
4363,5,9,152,1036420.706
3509,4,11,152,1036420.706
5218,6,8,153,1036420.706
4364,5,9,153,1036420.706
3510,4,11,153,1036420.706
5219,6,8,154,1036420.706
4365,5,9,154,1036420.706
3511,4,11,154,1036420.706
5220,6,8,155,1036420.706
4366,5,9,155,1036420.706
3512,4,11,155,1036420.706
5221,6,8,156,1036420.706
4367,5,9,156,1036420.706
3513,4,11,156,1036420.706
5222,6,8,157,1036420.706
4368,5,9,157,1036420.706
3514,4,11,157,1036420.706
5223,6,8,158,1036420.706
4369,5,9,158,1036420.706
3515,4,11,158,1036420.706
5224,6,8,159,1036420.706
4370,5,9,159,1036420.706
3516,4,11,159,1036420.706
5225,6,8,160,1036420.706
4371,5,9,160,1036420.706
3517,4,11,160,1036420.706
5226,6,8,161,1036420.706
4372,5,9,161,1036420.706
3518,4,11,161,1036420.706
5227,6,8,162,1036420.706
4373,5,9,162,1036420.706
3519,4,11,162,1036420.706
5228,6,8,163,1036420.706
4374,5,9,163,1036420.706
3520,4,11,163,1036420.706
5229,6,8,164,1036420.706
4375,5,9,164,1036420.706
3521,4,11,164,1036420.706
5230,6,8,165,1036420.706
4376,5,9,165,1036420.706
3522,4,11,165,1036420.706
5231,6,8,166,1036420.706
4377,5,9,166,1036420.706
3523,4,11,166,1036420.706
5232,6,8,167,1036420.706
4378,5,9,167,1036420.706
3524,4,11,167,1036420.706
5233,6,8,168,1036420.706
4379,5,9,168,1036420.706
3525,4,11,168,1036420.706
5234,6,8,169,1036420.706
4380,5,9,169,1036420.706
3526,4,11,169,1036420.706
5235,6,8,170,1036420.706
4381,5,9,170,1036420.706
3527,4,11,170,1036420.706
5236,6,8,171,1036420.706
4382,5,9,171,1036420.706
3528,4,11,171,1036420.706
5237,6,8,172,1036420.706
4383,5,9,172,1036420.706
3529,4,11,172,1036420.706
2074,3,5,120,1031983.177
2075,3,5,121,1031983.177
2076,3,5,122,1031983.177
2077,3,5,123,1031983.177
2078,3,5,124,1031983.177
2079,3,5,125,1031983.177
2080,3,5,126,1031983.177
2081,3,5,127,1031983.177
2082,3,5,128,1031983.177
2083,3,5,129,1031983.177
2084,3,5,130,1031983.177
2085,3,5,131,1031983.177
2086,3,5,132,1031983.177
2087,3,5,133,1031983.177
2088,3,5,134,1031983.177
2089,3,5,135,1031983.177
2090,3,5,136,1031983.177
2091,3,5,137,1031983.177
2092,3,5,138,1031983.177
2093,3,5,139,1031983.177
2094,3,5,140,1031983.177
2095,3,5,141,1031983.177
2096,3,5,142,1031983.177
2097,3,5,143,1031983.177
2098,3,5,144,1031983.177
2099,3,5,145,1031983.177
2100,3,5,146,1031983.177
2101,3,5,147,1031983.177
2102,3,5,148,1031983.177
2103,3,5,149,1031983.177
2104,3,5,150,1031983.177
2105,3,5,151,1031983.177
2106,3,5,152,1031983.177
2107,3,5,153,1031983.177
2108,3,5,154,1031983.177
2109,3,5,155,1031983.177
2110,3,5,156,1031983.177
2111,3,5,157,1031983.177
2112,3,5,158,1031983.177
2113,3,5,159,1031983.177
2114,3,5,160,1031983.177
2115,3,5,161,1031983.177
2116,3,5,162,1031983.177
2117,3,5,163,1031983.177
2118,3,5,164,1031983.177
2119,3,5,165,1031983.177
2120,3,5,166,1031983.177
2121,3,5,167,1031983.177
2122,3,5,168,1031983.177
2123,3,5,169,1031983.177
2124,3,5,170,1031983.177
2125,3,5,171,1031983.177
2126,3,5,172,1031983.177
5238,6,8,173,1031607.285
4384,5,9,173,1031607.285
3530,4,11,173,1031607.285
5239,6,8,174,1031607.285
4385,5,9,174,1031607.285
3531,4,11,174,1031607.285
5240,6,8,175,1031607.285
4386,5,9,175,1031607.285
3532,4,11,175,1031607.285
2127,3,5,173,1027187.989
2128,3,5,174,1027187.989
2129,3,5,175,1027187.989
1159,2,7,120,1025803.603
1160,2,7,121,1025803.603
1161,2,7,122,1025803.603
1162,2,7,123,1025803.603
1163,2,7,124,1025803.603
1164,2,7,125,1025803.603
1165,2,7,126,1025803.603
1166,2,7,127,1025803.603
1167,2,7,128,1025803.603
1168,2,7,129,1025803.603
1169,2,7,130,1025803.603
1170,2,7,131,1025803.603
1171,2,7,132,1025803.603
1172,2,7,133,1025803.603
1173,2,7,134,1025803.603
1174,2,7,135,1025803.603
1175,2,7,136,1025803.603
1176,2,7,137,1025803.603
1177,2,7,138,1025803.603
1178,2,7,139,1025803.603
1179,2,7,140,1025803.603
1180,2,7,141,1025803.603
1181,2,7,142,1025803.603
1182,2,7,143,1025803.603
1183,2,7,144,1025803.603
1184,2,7,145,1025803.603
1185,2,7,146,1025803.603
1186,2,7,147,1025803.603
1187,2,7,148,1025803.603
1188,2,7,149,1025803.603
1189,2,7,150,1025803.603
1190,2,7,151,1025803.603
1191,2,7,152,1025803.603
1192,2,7,153,1025803.603
1193,2,7,154,1025803.603
1194,2,7,155,1025803.603
1195,2,7,156,1025803.603
1196,2,7,157,1025803.603
1197,2,7,158,1025803.603
1198,2,7,159,1025803.603
1199,2,7,160,1025803.603
1200,2,7,161,1025803.603
1201,2,7,162,1025803.603
1202,2,7,163,1025803.603
1203,2,7,164,1025803.603
1204,2,7,165,1025803.603
1205,2,7,166,1025803.603
1206,2,7,167,1025803.603
1207,2,7,168,1025803.603
1208,2,7,169,1025803.603
1209,2,7,170,1025803.603
1210,2,7,171,1025803.603
1211,2,7,172,1025803.603
5241,6,8,176,1025174.687
4387,5,9,176,1025174.687
3533,4,11,176,1025174.687
5242,6,8,177,1025174.687
4388,5,9,177,1025174.687
3534,4,11,177,1025174.687
5243,6,8,178,1025174.687
4389,5,9,178,1025174.687
3535,4,11,178,1025174.687
5244,6,8,179,1025174.687
4390,5,9,179,1025174.687
3536,4,11,179,1025174.687
5245,6,8,180,1025174.687
4391,5,9,180,1025174.687
3537,4,11,180,1025174.687
6039,7,8,120,1021323.019
5246,6,9,120,1021323.019
6100,7,9,120,1021323.019
4392,5,10,120,1021323.019
5307,6,10,120,1021323.019
4453,5,11,120,1021323.019
3538,4,12,120,1021323.019
4514,5,12,120,1021323.019
3599,4,13,120,1021323.019
6040,7,8,121,1021323.019
5247,6,9,121,1021323.019
6101,7,9,121,1021323.019
4393,5,10,121,1021323.019
5308,6,10,121,1021323.019
4454,5,11,121,1021323.019
3539,4,12,121,1021323.019
4515,5,12,121,1021323.019
3600,4,13,121,1021323.019
6041,7,8,122,1021323.019
5248,6,9,122,1021323.019
6102,7,9,122,1021323.019
4394,5,10,122,1021323.019
5309,6,10,122,1021323.019
4455,5,11,122,1021323.019
3540,4,12,122,1021323.019
4516,5,12,122,1021323.019
3601,4,13,122,1021323.019
6042,7,8,123,1021323.019
5249,6,9,123,1021323.019
6103,7,9,123,1021323.019
4395,5,10,123,1021323.019
5310,6,10,123,1021323.019
4456,5,11,123,1021323.019
3541,4,12,123,1021323.019
4517,5,12,123,1021323.019
3602,4,13,123,1021323.019
6043,7,8,124,1021323.019
5250,6,9,124,1021323.019
6104,7,9,124,1021323.019
4396,5,10,124,1021323.019
5311,6,10,124,1021323.019
4457,5,11,124,1021323.019
3542,4,12,124,1021323.019
4518,5,12,124,1021323.019
3603,4,13,124,1021323.019
6044,7,8,125,1021323.019
5251,6,9,125,1021323.019
6105,7,9,125,1021323.019
4397,5,10,125,1021323.019
5312,6,10,125,1021323.019
4458,5,11,125,1021323.019
3543,4,12,125,1021323.019
4519,5,12,125,1021323.019
3604,4,13,125,1021323.019
6045,7,8,126,1021323.019
5252,6,9,126,1021323.019
6106,7,9,126,1021323.019
4398,5,10,126,1021323.019
5313,6,10,126,1021323.019
4459,5,11,126,1021323.019
3544,4,12,126,1021323.019
4520,5,12,126,1021323.019
3605,4,13,126,1021323.019
6046,7,8,127,1021323.019
5253,6,9,127,1021323.019
6107,7,9,127,1021323.019
4399,5,10,127,1021323.019
5314,6,10,127,1021323.019
4460,5,11,127,1021323.019
3545,4,12,127,1021323.019
4521,5,12,127,1021323.019
3606,4,13,127,1021323.019
6047,7,8,128,1021323.019
5254,6,9,128,1021323.019
6108,7,9,128,1021323.019
4400,5,10,128,1021323.019
5315,6,10,128,1021323.019
4461,5,11,128,1021323.019
3546,4,12,128,1021323.019
4522,5,12,128,1021323.019
3607,4,13,128,1021323.019
6048,7,8,129,1021323.019
5255,6,9,129,1021323.019
6109,7,9,129,1021323.019
4401,5,10,129,1021323.019
5316,6,10,129,1021323.019
4462,5,11,129,1021323.019
3547,4,12,129,1021323.019
4523,5,12,129,1021323.019
3608,4,13,129,1021323.019
6049,7,8,130,1021323.019
5256,6,9,130,1021323.019
6110,7,9,130,1021323.019
4402,5,10,130,1021323.019
5317,6,10,130,1021323.019
4463,5,11,130,1021323.019
3548,4,12,130,1021323.019
4524,5,12,130,1021323.019
3609,4,13,130,1021323.019
6050,7,8,131,1021323.019
5257,6,9,131,1021323.019
6111,7,9,131,1021323.019
4403,5,10,131,1021323.019
5318,6,10,131,1021323.019
4464,5,11,131,1021323.019
3549,4,12,131,1021323.019
4525,5,12,131,1021323.019
3610,4,13,131,1021323.019
6051,7,8,132,1021323.019
5258,6,9,132,1021323.019
6112,7,9,132,1021323.019
4404,5,10,132,1021323.019
5319,6,10,132,1021323.019
4465,5,11,132,1021323.019
3550,4,12,132,1021323.019
4526,5,12,132,1021323.019
3611,4,13,132,1021323.019
6052,7,8,133,1021323.019
5259,6,9,133,1021323.019
6113,7,9,133,1021323.019
4405,5,10,133,1021323.019
5320,6,10,133,1021323.019
4466,5,11,133,1021323.019
3551,4,12,133,1021323.019
4527,5,12,133,1021323.019
3612,4,13,133,1021323.019
6053,7,8,134,1021323.019
5260,6,9,134,1021323.019
6114,7,9,134,1021323.019
4406,5,10,134,1021323.019
5321,6,10,134,1021323.019
4467,5,11,134,1021323.019
3552,4,12,134,1021323.019
4528,5,12,134,1021323.019
3613,4,13,134,1021323.019
6054,7,8,135,1021323.019
5261,6,9,135,1021323.019
6115,7,9,135,1021323.019
4407,5,10,135,1021323.019
5322,6,10,135,1021323.019
4468,5,11,135,1021323.019
3553,4,12,135,1021323.019
4529,5,12,135,1021323.019
3614,4,13,135,1021323.019
6055,7,8,136,1021323.019
5262,6,9,136,1021323.019
6116,7,9,136,1021323.019
4408,5,10,136,1021323.019
5323,6,10,136,1021323.019
4469,5,11,136,1021323.019
3554,4,12,136,1021323.019
4530,5,12,136,1021323.019
3615,4,13,136,1021323.019
6056,7,8,137,1021323.019
5263,6,9,137,1021323.019
6117,7,9,137,1021323.019
4409,5,10,137,1021323.019
5324,6,10,137,1021323.019
4470,5,11,137,1021323.019
3555,4,12,137,1021323.019
4531,5,12,137,1021323.019
3616,4,13,137,1021323.019
6057,7,8,138,1021323.019
5264,6,9,138,1021323.019
6118,7,9,138,1021323.019
4410,5,10,138,1021323.019
5325,6,10,138,1021323.019
4471,5,11,138,1021323.019
3556,4,12,138,1021323.019
4532,5,12,138,1021323.019
3617,4,13,138,1021323.019
6058,7,8,139,1021323.019
5265,6,9,139,1021323.019
6119,7,9,139,1021323.019
4411,5,10,139,1021323.019
5326,6,10,139,1021323.019
4472,5,11,139,1021323.019
3557,4,12,139,1021323.019
4533,5,12,139,1021323.019
3618,4,13,139,1021323.019
6059,7,8,140,1021323.019
5266,6,9,140,1021323.019
6120,7,9,140,1021323.019
4412,5,10,140,1021323.019
5327,6,10,140,1021323.019
4473,5,11,140,1021323.019
3558,4,12,140,1021323.019
4534,5,12,140,1021323.019
3619,4,13,140,1021323.019
6060,7,8,141,1021323.019
5267,6,9,141,1021323.019
6121,7,9,141,1021323.019
4413,5,10,141,1021323.019
5328,6,10,141,1021323.019
4474,5,11,141,1021323.019
3559,4,12,141,1021323.019
4535,5,12,141,1021323.019
3620,4,13,141,1021323.019
6061,7,8,142,1021323.019
5268,6,9,142,1021323.019
6122,7,9,142,1021323.019
4414,5,10,142,1021323.019
5329,6,10,142,1021323.019
4475,5,11,142,1021323.019
3560,4,12,142,1021323.019
4536,5,12,142,1021323.019
3621,4,13,142,1021323.019
6062,7,8,143,1021323.019
5269,6,9,143,1021323.019
6123,7,9,143,1021323.019
4415,5,10,143,1021323.019
5330,6,10,143,1021323.019
4476,5,11,143,1021323.019
3561,4,12,143,1021323.019
4537,5,12,143,1021323.019
3622,4,13,143,1021323.019
6063,7,8,144,1021323.019
5270,6,9,144,1021323.019
6124,7,9,144,1021323.019
4416,5,10,144,1021323.019
5331,6,10,144,1021323.019
4477,5,11,144,1021323.019
3562,4,12,144,1021323.019
4538,5,12,144,1021323.019
3623,4,13,144,1021323.019
6064,7,8,145,1021323.019
5271,6,9,145,1021323.019
6125,7,9,145,1021323.019
4417,5,10,145,1021323.019
5332,6,10,145,1021323.019
4478,5,11,145,1021323.019
3563,4,12,145,1021323.019
4539,5,12,145,1021323.019
3624,4,13,145,1021323.019
6065,7,8,146,1021323.019
5272,6,9,146,1021323.019
6126,7,9,146,1021323.019
4418,5,10,146,1021323.019
5333,6,10,146,1021323.019
4479,5,11,146,1021323.019
3564,4,12,146,1021323.019
4540,5,12,146,1021323.019
3625,4,13,146,1021323.019
6066,7,8,147,1021323.019
5273,6,9,147,1021323.019
6127,7,9,147,1021323.019
4419,5,10,147,1021323.019
5334,6,10,147,1021323.019
4480,5,11,147,1021323.019
3565,4,12,147,1021323.019
4541,5,12,147,1021323.019
3626,4,13,147,1021323.019
6067,7,8,148,1021323.019
5274,6,9,148,1021323.019
6128,7,9,148,1021323.019
4420,5,10,148,1021323.019
5335,6,10,148,1021323.019
4481,5,11,148,1021323.019
3566,4,12,148,1021323.019
4542,5,12,148,1021323.019
3627,4,13,148,1021323.019
6068,7,8,149,1021323.019
5275,6,9,149,1021323.019
6129,7,9,149,1021323.019
4421,5,10,149,1021323.019
5336,6,10,149,1021323.019
4482,5,11,149,1021323.019
3567,4,12,149,1021323.019
4543,5,12,149,1021323.019
3628,4,13,149,1021323.019
6069,7,8,150,1021323.019
5276,6,9,150,1021323.019
6130,7,9,150,1021323.019
4422,5,10,150,1021323.019
5337,6,10,150,1021323.019
4483,5,11,150,1021323.019
3568,4,12,150,1021323.019
4544,5,12,150,1021323.019
3629,4,13,150,1021323.019
6070,7,8,151,1021323.019
5277,6,9,151,1021323.019
6131,7,9,151,1021323.019
4423,5,10,151,1021323.019
5338,6,10,151,1021323.019
4484,5,11,151,1021323.019
3569,4,12,151,1021323.019
4545,5,12,151,1021323.019
3630,4,13,151,1021323.019
6071,7,8,152,1021323.019
5278,6,9,152,1021323.019
6132,7,9,152,1021323.019
4424,5,10,152,1021323.019
5339,6,10,152,1021323.019
4485,5,11,152,1021323.019
3570,4,12,152,1021323.019
4546,5,12,152,1021323.019
3631,4,13,152,1021323.019
6072,7,8,153,1021323.019
5279,6,9,153,1021323.019
6133,7,9,153,1021323.019
4425,5,10,153,1021323.019
5340,6,10,153,1021323.019
4486,5,11,153,1021323.019
3571,4,12,153,1021323.019
4547,5,12,153,1021323.019
3632,4,13,153,1021323.019
6073,7,8,154,1021323.019
5280,6,9,154,1021323.019
6134,7,9,154,1021323.019
4426,5,10,154,1021323.019
5341,6,10,154,1021323.019
4487,5,11,154,1021323.019
3572,4,12,154,1021323.019
4548,5,12,154,1021323.019
3633,4,13,154,1021323.019
6074,7,8,155,1021323.019
5281,6,9,155,1021323.019
6135,7,9,155,1021323.019
4427,5,10,155,1021323.019
5342,6,10,155,1021323.019
4488,5,11,155,1021323.019
3573,4,12,155,1021323.019
4549,5,12,155,1021323.019
3634,4,13,155,1021323.019
6075,7,8,156,1021323.019
5282,6,9,156,1021323.019
6136,7,9,156,1021323.019
4428,5,10,156,1021323.019
5343,6,10,156,1021323.019
4489,5,11,156,1021323.019
3574,4,12,156,1021323.019
4550,5,12,156,1021323.019
3635,4,13,156,1021323.019
6076,7,8,157,1021323.019
5283,6,9,157,1021323.019
6137,7,9,157,1021323.019
4429,5,10,157,1021323.019
5344,6,10,157,1021323.019
4490,5,11,157,1021323.019
3575,4,12,157,1021323.019
4551,5,12,157,1021323.019
3636,4,13,157,1021323.019
6077,7,8,158,1021323.019
5284,6,9,158,1021323.019
6138,7,9,158,1021323.019
4430,5,10,158,1021323.019
5345,6,10,158,1021323.019
4491,5,11,158,1021323.019
3576,4,12,158,1021323.019
4552,5,12,158,1021323.019
3637,4,13,158,1021323.019
6078,7,8,159,1021323.019
5285,6,9,159,1021323.019
6139,7,9,159,1021323.019
4431,5,10,159,1021323.019
5346,6,10,159,1021323.019
4492,5,11,159,1021323.019
3577,4,12,159,1021323.019
4553,5,12,159,1021323.019
3638,4,13,159,1021323.019
6079,7,8,160,1021323.019
5286,6,9,160,1021323.019
6140,7,9,160,1021323.019
4432,5,10,160,1021323.019
5347,6,10,160,1021323.019
4493,5,11,160,1021323.019
3578,4,12,160,1021323.019
4554,5,12,160,1021323.019
3639,4,13,160,1021323.019
6080,7,8,161,1021323.019
5287,6,9,161,1021323.019
6141,7,9,161,1021323.019
4433,5,10,161,1021323.019
5348,6,10,161,1021323.019
4494,5,11,161,1021323.019
3579,4,12,161,1021323.019
4555,5,12,161,1021323.019
3640,4,13,161,1021323.019
6081,7,8,162,1021323.019
5288,6,9,162,1021323.019
6142,7,9,162,1021323.019
4434,5,10,162,1021323.019
5349,6,10,162,1021323.019
4495,5,11,162,1021323.019
3580,4,12,162,1021323.019
4556,5,12,162,1021323.019
3641,4,13,162,1021323.019
6082,7,8,163,1021323.019
5289,6,9,163,1021323.019
6143,7,9,163,1021323.019
4435,5,10,163,1021323.019
5350,6,10,163,1021323.019
4496,5,11,163,1021323.019
3581,4,12,163,1021323.019
4557,5,12,163,1021323.019
3642,4,13,163,1021323.019
6083,7,8,164,1021323.019
5290,6,9,164,1021323.019
6144,7,9,164,1021323.019
4436,5,10,164,1021323.019
5351,6,10,164,1021323.019
4497,5,11,164,1021323.019
3582,4,12,164,1021323.019
4558,5,12,164,1021323.019
3643,4,13,164,1021323.019
6084,7,8,165,1021323.019
5291,6,9,165,1021323.019
6145,7,9,165,1021323.019
4437,5,10,165,1021323.019
5352,6,10,165,1021323.019
4498,5,11,165,1021323.019
3583,4,12,165,1021323.019
4559,5,12,165,1021323.019
3644,4,13,165,1021323.019
6085,7,8,166,1021323.019
5292,6,9,166,1021323.019
6146,7,9,166,1021323.019
4438,5,10,166,1021323.019
5353,6,10,166,1021323.019
4499,5,11,166,1021323.019
3584,4,12,166,1021323.019
4560,5,12,166,1021323.019
3645,4,13,166,1021323.019
6086,7,8,167,1021323.019
5293,6,9,167,1021323.019
6147,7,9,167,1021323.019
4439,5,10,167,1021323.019
5354,6,10,167,1021323.019
4500,5,11,167,1021323.019
3585,4,12,167,1021323.019
4561,5,12,167,1021323.019
3646,4,13,167,1021323.019
6087,7,8,168,1021323.019
5294,6,9,168,1021323.019
6148,7,9,168,1021323.019
4440,5,10,168,1021323.019
5355,6,10,168,1021323.019
4501,5,11,168,1021323.019
3586,4,12,168,1021323.019
4562,5,12,168,1021323.019
3647,4,13,168,1021323.019
6088,7,8,169,1021323.019
5295,6,9,169,1021323.019
6149,7,9,169,1021323.019
4441,5,10,169,1021323.019
5356,6,10,169,1021323.019
4502,5,11,169,1021323.019
3587,4,12,169,1021323.019
4563,5,12,169,1021323.019
3648,4,13,169,1021323.019
6089,7,8,170,1021323.019
5296,6,9,170,1021323.019
6150,7,9,170,1021323.019
4442,5,10,170,1021323.019
5357,6,10,170,1021323.019
4503,5,11,170,1021323.019
3588,4,12,170,1021323.019
4564,5,12,170,1021323.019
3649,4,13,170,1021323.019
6090,7,8,171,1021323.019
5297,6,9,171,1021323.019
6151,7,9,171,1021323.019
4443,5,10,171,1021323.019
5358,6,10,171,1021323.019
4504,5,11,171,1021323.019
3589,4,12,171,1021323.019
4565,5,12,171,1021323.019
3650,4,13,171,1021323.019
6091,7,8,172,1021323.019
5298,6,9,172,1021323.019
6152,7,9,172,1021323.019
4444,5,10,172,1021323.019
5359,6,10,172,1021323.019
4505,5,11,172,1021323.019
3590,4,12,172,1021323.019
4566,5,12,172,1021323.019
3651,4,13,172,1021323.019
1212,2,7,173,1021026.647
1213,2,7,174,1021026.647
1214,2,7,175,1021026.647
2130,3,5,176,1020804.309
2131,3,5,177,1020804.309
2132,3,5,178,1020804.309
2133,3,5,179,1020804.309
2134,3,5,180,1020804.309
7442,8,18,120,1020470.221
7443,8,18,121,1020470.221
7444,8,18,122,1020470.221
7445,8,18,123,1020470.221
7446,8,18,124,1020470.221
7447,8,18,125,1020470.221
7448,8,18,126,1020470.221
7449,8,18,127,1020470.221
7450,8,18,128,1020470.221
7451,8,18,129,1020470.221
7452,8,18,130,1020470.221
7453,8,18,131,1020470.221
7454,8,18,132,1020470.221
7455,8,18,133,1020470.221
7456,8,18,134,1020470.221
7457,8,18,135,1020470.221
7458,8,18,136,1020470.221
7459,8,18,137,1020470.221
7460,8,18,138,1020470.221
7461,8,18,139,1020470.221
7462,8,18,140,1020470.221
7463,8,18,141,1020470.221
7464,8,18,142,1020470.221
7465,8,18,143,1020470.221
7466,8,18,144,1020470.221
7467,8,18,145,1020470.221
7468,8,18,146,1020470.221
7469,8,18,147,1020470.221
7470,8,18,148,1020470.221
7471,8,18,149,1020470.221
7472,8,18,150,1020470.221
7473,8,18,151,1020470.221
7474,8,18,152,1020470.221
7475,8,18,153,1020470.221
7476,8,18,154,1020470.221
7477,8,18,155,1020470.221
7478,8,18,156,1020470.221
7479,8,18,157,1020470.221
7480,8,18,158,1020470.221
7481,8,18,159,1020470.221
7482,8,18,160,1020470.221
7483,8,18,161,1020470.221
7484,8,18,162,1020470.221
7485,8,18,163,1020470.221
7486,8,18,164,1020470.221
7487,8,18,165,1020470.221
7488,8,18,166,1020470.221
7489,8,18,167,1020470.221
7490,8,18,168,1020470.221
7491,8,18,169,1020470.221
7492,8,18,170,1020470.221
7493,8,18,171,1020470.221
7494,8,18,172,1020470.221
1220,2,8,120,1017207.438
1221,2,8,121,1017207.438
1222,2,8,122,1017207.438
1223,2,8,123,1017207.438
1224,2,8,124,1017207.438
1225,2,8,125,1017207.438
1226,2,8,126,1017207.438
1227,2,8,127,1017207.438
1228,2,8,128,1017207.438
1229,2,8,129,1017207.438
1230,2,8,130,1017207.438
1231,2,8,131,1017207.438
1232,2,8,132,1017207.438
1233,2,8,133,1017207.438
1234,2,8,134,1017207.438
1235,2,8,135,1017207.438
1236,2,8,136,1017207.438
1237,2,8,137,1017207.438
1238,2,8,138,1017207.438
1239,2,8,139,1017207.438
1240,2,8,140,1017207.438
1241,2,8,141,1017207.438
1242,2,8,142,1017207.438
1243,2,8,143,1017207.438
1244,2,8,144,1017207.438
1245,2,8,145,1017207.438
1246,2,8,146,1017207.438
1247,2,8,147,1017207.438
1248,2,8,148,1017207.438
1249,2,8,149,1017207.438
1250,2,8,150,1017207.438
1251,2,8,151,1017207.438
1252,2,8,152,1017207.438
1253,2,8,153,1017207.438
1254,2,8,154,1017207.438
1255,2,8,155,1017207.438
1256,2,8,156,1017207.438
1257,2,8,157,1017207.438
1258,2,8,158,1017207.438
1259,2,8,159,1017207.438
1260,2,8,160,1017207.438
1261,2,8,161,1017207.438
1262,2,8,162,1017207.438
1263,2,8,163,1017207.438
1264,2,8,164,1017207.438
1265,2,8,165,1017207.438
1266,2,8,166,1017207.438
1267,2,8,167,1017207.438
1268,2,8,168,1017207.438
1269,2,8,169,1017207.438
1270,2,8,170,1017207.438
1271,2,8,171,1017207.438
1272,2,8,172,1017207.438
6092,7,8,173,1016564.296
5299,6,9,173,1016564.296
6153,7,9,173,1016564.296
4445,5,10,173,1016564.296
5360,6,10,173,1016564.296
4506,5,11,173,1016564.296
3591,4,12,173,1016564.296
4567,5,12,173,1016564.296
3652,4,13,173,1016564.296
6093,7,8,174,1016564.296
5300,6,9,174,1016564.296
6154,7,9,174,1016564.296
4446,5,10,174,1016564.296
5361,6,10,174,1016564.296
4507,5,11,174,1016564.296
3592,4,12,174,1016564.296
4568,5,12,174,1016564.296
3653,4,13,174,1016564.296
6094,7,8,175,1016564.296
5301,6,9,175,1016564.296
6155,7,9,175,1016564.296
4447,5,10,175,1016564.296
5362,6,10,175,1016564.296
4508,5,11,175,1016564.296
3593,4,12,175,1016564.296
4569,5,12,175,1016564.296
3654,4,13,175,1016564.296
7495,8,18,173,1015729.731
7496,8,18,174,1015729.731
7497,8,18,175,1015729.731
1098,2,6,120,1015251.417
1099,2,6,121,1015251.417
1100,2,6,122,1015251.417
1101,2,6,123,1015251.417
1102,2,6,124,1015251.417
1103,2,6,125,1015251.417
1104,2,6,126,1015251.417
1105,2,6,127,1015251.417
1106,2,6,128,1015251.417
1107,2,6,129,1015251.417
1108,2,6,130,1015251.417
1109,2,6,131,1015251.417
1110,2,6,132,1015251.417
1111,2,6,133,1015251.417
1112,2,6,134,1015251.417
1113,2,6,135,1015251.417
1114,2,6,136,1015251.417
1115,2,6,137,1015251.417
