sellJ,buyJ,netAsset
36,41,1092896.0759250189
36,42,1115634.5631150198
36,43,1178527.89135002
36,44,1235197.5132600202
36,45,1190443.41279002
36,46,1134763.0261550203
36,47,1235133.6295800249
36,48,1235133.6295800249
36,49,1222614.7146150242
36,50,1196141.8150800238
36,51,1211597.4407150235
36,52,1064192.086350022
36,53,1033066.2109850214
36,54,1065394.8981350223
36,55,1057597.6298950214
36,56,1041307.7642100214
36,57,1013500.0131550253
36,58,1019829.336930025
36,59,996432.303355025
36,60,1021288.6210150245
36,61,1040386.4701450232
36,62,1042238.0666050261
36,63,1123808.2040100275
36,64,1090883.6666450235
36,65,1106118.787400025
36,66,1251140.2158650276
36,67,1255896.3161950312
36,68,1229590.0838200282
36,69,1131479.8607200321
36,70,1187861.5070200318
36,71,1203526.0339700307
36,72,1170362.4466800299
36,73,1187931.2090950294
36,74,1262000.768370033
36,75,1262000.768370033
36,76,1269657.1719350342
36,77,1272510.3707200345
36,78,1247859.433130034
36,79,1158458.3705100333
36,80,1141820.168110035
36,81,1313022.3570950367
36,82,1302606.300855033
36,83,1355896.4430350407
36,84,1457078.2703900405
36,85,1409650.8368550383
36,86,1409650.8368550383
36,87,1402134.8106200395
36,88,1499038.2214500445
36,89,1408959.3627300442
36,90,1440912.6599850452
37,10,895625.6931600086
37,11,867767.1942500104
37,12,928901.5136950089
37,13,907784.4845200101
37,14,807868.2098600091
37,15,794352.2653450103
37,16,842711.346575011
37,17,913322.3915600121
37,18,906023.4350900132
37,19,983641.1494100125
37,20,857968.8427950129
37,21,921123.4920600135
37,22,920620.1452900138
37,23,887252.2812200133
37,24,863335.5846050142
37,25,834255.5229700131
37,26,925072.7704200144
37,27,913869.5251250146
37,28,950698.7634350165
37,29,1014062.6686900163
37,30,1014062.6686900163
37,31,1014062.6686900163
37,32,1042004.5142200167
37,33,1158469.4369150186
37,34,1149399.39339502
37,35,1135586.4204250183
37,36,1119225.781735018
37,37,981634.2442200177
37,38,1014043.5754200185
37,39,1054944.841060018
37,40,1020007.5544800182
37,41,1074298.8122200188
37,42,1097580.314985019
37,43,1158696.5113750189
37,44,1214844.3239700205
37,45,1171167.7889800214
37,46,1116336.3033650212
37,47,1214827.0445350222
37,48,1214827.0445350222
37,49,1202071.5464750247
37,50,1176332.7728500257
37,51,1190443.2892550237
37,52,1046623.3715650213
37,53,1015890.9911850211
37,54,1046198.2706850227
37,55,1039581.2122450202
37,56,1023530.0761500208
37,57,996715.4274650218
37,58,1002714.084370022
37,59,979662.5215600223
37,60,1004407.1117850225
37,61,1022879.8188800237
37,62,1026033.6452500244
37,63,1104896.5980050243
37,64,1070694.5556850256
37,65,1087986.7235300255
37,66,1230263.32792503
37,67,1235701.7367150316
37,68,1209502.1999350314
37,69,1112440.2564250291
37,70,1167596.0584150315
37,71,1183120.6124150287
37,72,1149092.1576650275
37,73,1166110.6204100288
37,74,1241008.729695029
37,75,1241008.729695029
37,76,1247785.9968450358
37,77,1251996.9149350324
37,78,1227132.6369250333
37,79,1137776.2538350315
37,80,1122553.2035500351
37,81,1290831.957445032
37,82,1280956.7271400345
37,83,1333107.9169550382
37,84,1433861.0557950381
37,85,1386915.3538200404
37,86,1386915.3538200404
37,87,1378165.2811250386
37,88,1475152.8276550418
37,89,1385638.6263050428
37,90,1416393.4885250428
38,10,889040.6536300086
38,11,861335.9440350089
38,12,921278.5516850089
38,13,900546.907955009
38,14,802125.9873500094
38,15,788309.30732501
38,16,835198.7696250104
38,17,906115.8768950118
38,18,898162.1437550113
38,19,975640.5996750136
38,20,850069.0141050123
38,21,914792.8495000124
38,22,914401.8469400124
38,23,881340.0375850126
38,24,855628.2435100138
38,25,826070.6916100138
38,26,918465.4681250149
38,27,906915.5566950159
38,28,941584.8688550157
38,29,1006109.1336500181
38,30,1006109.1336500181
38,31,1006109.1336500181
38,32,1033012.2901000157
38,33,1149045.447285018
38,34,1141207.9089100189
38,35,1126125.0108750171
38,36,1110097.9443200193
38,37,974439.5652350192
38,38,1005483.0451150198
38,39,1046662.8985250194
38,40,1011782.8538350193
38,41,1065029.4214850208
38,42,1087804.6809300203
38,43,1149386.6800400221
38,44,1205417.8527300216
38,45,1162092.8700900197
38,46,1107958.8126500193
38,47,1204886.68457502
38,48,1204886.68457502
38,49,1193395.3210450218
38,50,1167210.351255022
38,51,1181517.0258250202
38,52,1038338.4197450229
38,53,1007928.3316350231
38,54,1038463.798960023
38,55,1031865.736650022
38,56,1016060.304340022
38,57,989187.8327050221
38,58,995380.414150022
38,59,970976.2491900224
38,60,996086.0704100227
38,61,1013967.7286100244
38,62,1016017.7576150241
38,63,1094820.5401750244
38,64,1061515.8880050243
38,65,1078075.9038850223
38,66,1220352.8948000257
38,67,1224624.652815027
38,68,1198051.8976250282
38,69,1103480.6694400283
38,70,1158785.2675600313
38,71,1173438.6778100287
38,72,1140453.3387050277
38,73,1157752.0481300298
38,74,1230193.7915800277
38,75,1230193.7915800277
38,76,1236541.7173550318
38,77,1241245.9370100328
38,78,1216126.7965450312
38,79,1128759.0310700338
38,80,1112427.4785750327
38,81,1279693.9345300328
38,82,1269693.6124100345
38,83,1322630.4991600388
38,84,1422745.1180850398
38,85,1375728.0120000383
38,86,1375728.0120000383
38,87,1367917.9433650372
38,88,1461565.6670750417
38,89,1373598.8614100413
38,90,1403005.0966750404
39,10,1031691.4430650094
39,11,998580.0327100087
39,12,984645.3489150093
39,13,962023.5664850108
39,14,828824.29538001
39,15,814659.90084001
39,16,863346.2926100107
39,17,935913.7769850123
39,18,928035.5177300122
39,19,1008635.9718350123
39,20,879107.5206200122
39,21,944486.2674650152
39,22,944352.7125950153
39,23,910173.5504150151
39,24,884050.4123350128
39,25,854102.308405013
39,26,948627.0194200143
39,27,937375.7100550147
39,28,973035.0305750158
39,29,1039922.4771800148
39,30,1039922.4771800148
39,31,1039922.4771800148
39,32,1068274.2941650169
39,33,1188000.6730750154
39,34,1179194.4808250156
39,35,1163406.5032650165
39,36,1146652.3993550187
39,37,1006904.5649250187
39,38,1039381.6947350185
39,39,1081758.0265250187
39,40,1046394.9903200201
39,41,1102399.4385250204
39,42,1124724.0332500185
39,43,1188057.6557050196
39,44,1243856.8767150198
39,45,1199493.9609700216
39,46,1144274.0721950205
39,47,1244828.3016600227
39,48,1244828.3016600227
39,49,1232088.0218550204
39,50,1205915.0572200215
39,51,1220518.828115024
39,52,1073184.0853900225
39,53,1042183.1143050217
39,54,1073257.5052800225
39,55,1065691.873990022
39,56,1050239.3851700216
39,57,1021260.3453600217
39,58,1027205.098390022
39,59,1003577.6806150222
39,60,1028487.1931550228
39,61,1048431.0025500231
39,62,1048949.150330022
39,63,1132842.3411100246
39,64,1097304.5928200232
39,65,1113405.806085024
39,66,1259166.4818700266
39,67,1265665.8376450269
39,68,1238773.922720026
39,69,1139950.6894050308
39,70,1196523.296845028
39,71,1213317.9058700295
39,72,1178862.1392050306
39,73,1196082.5983050296
39,74,1271625.5469000314
39,75,1271625.5469000314
39,76,1277896.213605027
39,77,1281395.809590029
39,78,1257092.638040031
39,79,1165189.1149100324
39,80,1149500.739660033
39,81,1323502.542360031
39,82,1311826.5082200302
39,83,1367619.828185035
39,84,1468977.6723750408
39,85,1421165.3814250361
39,86,1421165.3814250361
39,87,1413375.919450038
39,88,1510442.7023000405
39,89,1420188.2931450396
39,90,1450646.3826800433
40,10,1031691.4430650094
40,11,998580.0327100087
40,12,984645.3489150093
40,13,962023.5664850108
40,14,828824.29538001
40,15,814659.90084001
40,16,863346.2926100107
40,17,935913.7769850123
40,18,928035.5177300122
40,19,988455.5404600127
40,20,862275.3715600123
40,21,925877.0940250139
40,22,925504.324745014
40,23,892042.7464150139
40,24,866107.4030200124
40,25,837157.3969150136
40,26,930114.851035013
40,27,918863.8462450146
40,28,953267.8604450172
40,29,1018990.0295000152
40,30,1018990.0295000152
40,31,1018990.0295000152
40,32,1047398.4763700159
40,33,1164567.756595015
40,34,1155651.3162700147
40,35,1140907.609105016
40,36,1124535.790115017
40,37,986994.8556150188
40,38,1018685.9400550183
40,39,1060430.6844150196
40,40,1025494.6011750198
40,41,1079974.9854500191
40,42,1102908.3241600196
40,43,1165273.73379002
40,44,1220255.1326950216
40,45,1176008.1222050197
40,46,1120905.803040019
40,47,1221134.8177200234
40,48,1221134.8177200234
40,49,1207524.0273500243
40,50,1181243.7087900194
40,51,1196125.5437300229
40,52,1051848.9052800215
40,53,1021294.5386950206
40,54,1051652.4103900213
40,55,1045219.2421250207
40,56,1028711.7063500212
40,57,1000868.6284900227
40,58,1006804.5776350227
40,59,982827.7212550209
40,60,1007957.0468100234
40,61,1027203.3743050233
40,62,1028375.6180550221
40,63,1110054.381290025
40,64,1075666.0013500226
40,65,1092467.7724900236
40,66,1235188.8003250284
40,67,1241434.1339000242
40,68,1213536.7341850265
40,69,1117606.2227750286
40,70,1173059.333390028
40,71,1189654.3255850307
40,72,1154894.3542950293
40,73,1172243.5872200292
40,74,1246774.5552500298
40,75,1246774.5552500298
40,76,1252751.1959100273
40,77,1256809.5858000305
40,78,1230869.7630200277
40,79,1142292.1063350327
40,80,1126783.065510032
40,81,1297440.6968100306
40,82,1286863.2082050305
40,83,1340311.1310200351
40,84,1440088.453965038
40,85,1393499.5658150383
40,86,1393499.5658150383
40,87,1385241.5229550381
40,88,1479882.4521250413
40,89,1391502.7841600406
40,90,1422303.9801050418
41,10,1042882.9382200091
41,11,1009711.7121700087
41,12,993539.0646800103
41,13,971242.5509100107
41,14,836013.6097950105
41,15,822778.8607700098
41,16,871076.5622450109
41,17,944902.2985600124
41,18,936279.936200012
41,19,998471.7277800118
41,20,870937.6300800125
41,21,935536.6185550137
41,22,935181.037595014
41,23,901450.2507050138
41,24,875225.4215500145
41,25,845860.2432350139
41,26,892379.4218100151
41,27,881091.4888650144
41,28,932434.494035016
41,29,995020.6694850159
41,30,995020.6694850159
41,31,995020.6694850159
41,32,1022432.7949750142
41,33,1137321.1089650143
41,34,1129081.557655015
41,35,1113938.4086300149
41,36,1098212.7757350176
41,37,963621.2152800176
41,38,994481.2727250188
41,39,1035641.8340450176
41,40,1002062.7265950171
41,41,1055121.9268250195
41,42,1076427.4167900188
41,43,1137886.7281950202
41,44,1192535.4313950196
41,45,1149775.65322002
41,46,1096121.6863300195
41,47,1193017.0008050206
41,48,1193017.0008050206
41,49,1179926.4303000227
41,50,1154728.8910700185
41,51,1169911.3868250237
41,52,1080668.6920750206
41,53,1050604.6336100213
41,54,1081526.5435600209
41,55,1075301.8515250203
41,56,1058926.3918250203
41,57,1028877.9295850216
41,58,1035111.2087650218
41,59,1010623.5277050209
41,60,1036199.2435350214
41,61,1054642.1141550222
41,62,1056909.3430900234
41,63,1139631.7250200247
41,64,1105352.3714050236
41,65,1122980.5694000227
41,66,1268920.6191350278
41,67,1274650.5932400282
41,68,1246978.342905028
41,69,1147477.6534950284
41,70,1205088.9347300294
41,71,1220414.413110031
41,72,1187063.6855650283
41,73,1204343.0596200265
41,74,1281159.5180400305
41,75,1281159.5180400305
41,76,1286990.6914350316
41,77,1292068.2779000308
41,78,1264933.4840200318
41,79,1174238.3339600295
41,80,1157728.894490032
41,81,1331996.3736600345
41,82,1320976.4675950361
41,83,1375783.6107600355
41,84,1480071.4248750426
41,85,1431076.012375038
41,86,1431076.012375038
41,87,1422871.0849300376
41,88,1520423.57835004
41,89,1431250.344165038
41,90,1461129.5805800415
42,10,1044674.9266550092
42,11,1011754.6228950091
42,12,996845.9506600107
42,13,973438.3389850109
42,14,838477.7400250107
42,15,824399.9313350098
42,16,873071.7483300109
42,17,947660.4240400118
42,18,939734.6367900124
42,19,1001363.4195300121
42,20,873439.0342750121
42,21,937241.3735300141
42,22,936864.5524100142
42,23,903024.0102150142
42,24,877859.6851800145
42,25,847647.2835650144
42,26,894881.8442550156
42,27,884006.2641750146
42,28,934265.028635016
42,29,998876.6983750165
42,30,998876.6983750165
42,31,998876.6983750165
42,32,1026191.0140300147
42,33,1143881.5174350145
42,34,1135388.4745550149
42,35,1114176.5295700156
42,36,1098171.548640018
42,37,964437.1499200171
42,38,989728.7094950174
42,39,1029770.9718900181
42,40,996480.7516600182
42,41,1048056.1877700192
42,42,1070296.42788002
42,43,1131299.2386950203
42,44,1185383.4640300183
42,45,1142985.1450450164
42,46,1088949.374400017
42,47,1185564.1315100195
42,48,1185564.1315100195
42,49,1172831.8622200168
42,50,1148026.3424600181
42,51,1163810.9720150235
42,52,1074301.9941400199
42,53,1043822.208080019
42,54,1075549.9069450202
42,55,1068214.722695023
42,56,1051692.3045500221
42,57,1022927.1988450201
42,58,1028795.3075300205
42,59,1004338.3366750221
42,60,1029707.9266350215
42,61,1048960.2885250226
42,62,1049767.9401050205
42,63,1133349.3137400239
42,64,1098219.3093700241
42,65,1115257.9442050222
42,66,1261928.4399700277
42,67,1267448.7642650274
42,68,1240893.2156300258
42,69,1140334.0485250263
42,70,1197929.212635028
42,71,1212971.4033200303
42,72,1180004.194900029
42,73,1197806.6043750301
42,74,1273353.740605031
42,75,1273353.740605031
42,76,1279994.177800033
42,77,1284602.27525503
42,78,1258288.206185031
42,79,1168451.7361650313
42,80,1151558.7649550291
42,81,1323747.4123500334
42,82,1313579.8989150359
42,83,1367918.0569050342
42,84,1470740.221955041
42,85,1423844.9926050396
42,86,1423844.9926050396
42,87,1414911.8658900398
42,88,1511974.2508550384
42,89,1420642.5301450386
42,90,1452677.4571100401
43,10,1044674.9266550092
43,11,1011754.6228950091
43,12,996845.9506600107
43,13,973438.3389850109
43,14,838477.7400250107
43,15,824399.9313350098
43,16,873071.7483300109
43,17,947660.4240400118
43,18,939734.6367900124
43,19,1001363.4195300121
43,20,873439.0342750121
43,21,937241.3735300141
43,22,936864.5524100142
43,23,903024.0102150142
43,24,877859.6851800145
43,25,847647.2835650144
43,26,894881.8442550156
43,27,884006.2641750146
43,28,934265.028635016
43,29,998876.6983750165
43,30,998876.6983750165
43,31,998876.6983750165
43,32,1026191.0140300147
43,33,1143881.5174350145
43,34,1135388.4745550149
43,35,1114176.5295700156
43,36,1098171.548640018
43,37,964437.1499200171
43,38,989728.7094950174
43,39,1029770.9718900181
43,40,996480.7516600182
43,41,1048056.1877700192
43,42,1070296.42788002
43,43,1131299.2386950203
43,44,1185383.4640300183
43,45,1142985.1450450164
43,46,1088949.374400017
43,47,1185564.1315100195
43,48,1185564.1315100195
43,49,1172831.8622200168
43,50,1148026.3424600181
43,51,1163810.9720150235
43,52,1074301.9941400199
43,53,1043822.208080019
43,54,1075549.9069450202
43,55,1068214.722695023
43,56,1051692.3045500221
43,57,1022927.1988450201
43,58,1028795.3075300205
43,59,1004338.3366750221
43,60,1029707.9266350215
43,61,1048960.2885250226
43,62,1049767.9401050205
43,63,1133349.3137400239
43,64,1098219.3093700241
43,65,1115257.9442050222
43,66,1261928.4399700277
