,real,predict,bestPastDays,bestMa,ratio
2014-01-02,1561.1,1540.617081469857,1.0,7.0,0.024002527847800787
2014-01-03,1536.07,1524.1632493126594,,,
2014-01-06,1512.93,1560.566730731649,,,
2014-01-07,1510.65,1547.9638878582264,,,
2014-01-08,1515.33,1586.6531985599268,,,
2014-01-09,1503.88,1556.3289400830654,,,
2014-01-10,1498.27,1536.9161532837645,,,
2014-01-13,1494.61,1512.4737497301492,,,
2014-01-14,1499.29,1511.9088712853957,,,
2014-01-15,1488.51,1520.7627026020352,,,
2014-01-16,1493.09,1511.690087731695,,,
2014-01-17,1475.67,1499.4604528364544,,,
2014-01-20,1464.84,1498.8615672136075,,,
2014-01-21,1478.88,1499.753934810759,,,
2014-01-22,1514.12,1485.055238589572,,,
2014-01-23,1499.03,1499.004340823972,,,
2014-01-24,1502.06,1475.8077859616026,,,
2014-01-27,1478.87,1463.3195212441826,,,
2014-01-28,1487.8,1485.5635221197658,,,
2014-01-29,1494.49,1524.7624174075138,,,
2014-01-30,1477.35,1501.4165566120853,,,
2014-02-07,1475.34,1512.2274480640071,,,
2014-02-10,1505.83,1478.9999662990929,,,
2014-02-11,1528.32,1487.3751300527888,,,
2014-02-12,1527.0,1493.2665607149265,,,
2014-02-13,1528.02,1474.5669824793606,,,
2014-02-14,1534.24,1470.7734040486143,,,
2014-02-17,1538.1,1515.9356929710088,,,
2014-02-18,1508.54,1546.8576812537692,,,
2014-02-19,1533.4,1534.385160889537,,,
2014-02-20,1520.14,1550.8723223533675,,,
2014-02-21,1505.33,1537.3122382884835,,,
2014-02-24,1468.06,1543.0264238605166,,,
2014-02-25,1440.89,1513.903080126961,,,
2014-02-26,1444.2,1551.0977718133447,,,
2014-02-27,1452.46,1545.3680278179413,,,
2014-02-28,1464.32,1508.3821121151568,,,
2014-03-03,1462.69,1472.1390473990032,,,
2014-03-04,1464.28,1451.8185956397012,,,
2014-03-05,1448.33,1448.0522495817313,,,
2014-03-06,1459.51,1463.168809566308,,,
2014-03-07,1455.58,1470.3159864762229,,,
2014-03-10,1408.87,1470.1885776054241,,,
2014-03-11,1412.73,1469.2834871710068,,,
2014-03-12,1418.7,1451.6861167051209,,,
2014-03-13,1437.39,1467.470141861919,,,
2014-03-14,1426.4,1469.154995951783,,,
2014-03-17,1434.16,1417.03670183882,,,
2014-03-18,1427.63,1419.5440519184021,,,
2014-03-19,1418.71,1430.1259289922048,,,
2014-03-20,1406.92,1454.3084699344313,,,
2014-03-21,1464.08,1431.1134632874398,,,
2014-03-24,1477.53,1430.442438762119,,,
2014-03-25,1470.12,1429.6771659547308,,,
2014-03-26,1467.08,1413.6077304598364,,,
2014-03-27,1464.53,1422.6424424431568,,,
2014-03-28,1472.05,1497.8066804075772,,,
2014-03-31,1465.78,1497.9520785717978,,,
2014-04-01,1473.14,1480.672851370437,,,
2014-04-02,1491.3,1470.8333720439564,,,
2014-04-03,1477.49,1480.8247054434978,,,
2014-04-04,1490.33,1486.2230787942813,,,
2014-04-08,1534.75,1467.7855213613034,,,
2014-04-09,1530.88,1479.3052964560904,,,
2014-04-10,1570.4,1497.848701747761,,,
2014-04-11,1565.31,1488.9749332767312,,,
2014-04-14,1557.7,1493.1178980136024,,,
2014-04-15,1523.22,1566.6498991108988,,,
2014-04-16,1527.05,1535.7276567891706,,,
2014-04-17,1520.56,1606.2735431602355,,,
2014-04-18,1521.28,1578.9981937622679,,,
2014-04-21,1493.76,1559.771079204569,,,
2014-04-22,1509.55,1528.0243556252362,,,
2014-04-23,1507.04,1534.7000400337333,,,
2014-04-24,1510.29,1519.1129563272393,,,
2014-04-25,1501.05,1520.5801333515733,,,
2014-04-28,1483.78,1507.0217379778724,,,
2014-04-29,1496.01,1512.8752847859241,,,
2014-04-30,1494.81,1511.5577723371541,,,
2014-05-05,1487.53,1517.7727727388758,,,
2014-05-06,1485.25,1509.4566326279516,,,
2014-05-07,1476.18,1489.0659440361935,,,
2014-05-08,1478.72,1497.3079275903028,,,
2014-05-09,1480.74,1494.1404117166085,,,
2014-05-12,1508.39,1484.944585715589,,,
