,real,predict,bestPastDays,bestMa,ratio
2014-01-02,1561.1,1539.9423031825222,2.0,9.0,0.023894015709062418
2014-01-03,1536.07,1515.0838430159001,,,
2014-01-06,1512.93,1559.4094599550644,,,
2014-01-07,1510.65,1551.3657768164169,,,
2014-01-08,1515.33,1577.8079590635275,,,
2014-01-09,1503.88,1552.7400332374857,,,
2014-01-10,1498.27,1528.5738717380175,,,
2014-01-13,1494.61,1508.9858137428682,,,
2014-01-14,1499.29,1506.2931597736106,,,
2014-01-15,1488.51,1523.4016763048144,,,
2014-01-16,1493.09,1516.7859798058503,,,
2014-01-17,1475.67,1504.5533911190767,,,
2014-01-20,1464.84,1500.6804863596528,,,
2014-01-21,1478.88,1498.1520411187269,,,
2014-01-22,1514.12,1478.8411419533243,,,
2014-01-23,1499.03,1494.6543425297607,,,
2014-01-24,1502.06,1475.7612683775938,,,
2014-01-27,1478.87,1461.721051064165,,,
2014-01-28,1487.8,1486.36655873638,,,
2014-01-29,1494.49,1526.7028250370417,,,
2014-01-30,1477.35,1499.2275778169512,,,
2014-02-07,1475.34,1509.733974050951,,,
2014-02-10,1505.83,1478.2672029124067,,,
2014-02-11,1528.32,1488.0320385767436,,,
2014-02-12,1527.0,1493.68057820762,,,
2014-02-13,1528.02,1472.689433528978,,,
2014-02-14,1534.24,1467.7334719211683,,,
2014-02-17,1538.1,1513.156951055141,,,
2014-02-18,1508.54,1542.9593467040575,,,
2014-02-19,1533.4,1536.021804311491,,,
2014-02-20,1520.14,1548.324613061548,,,
2014-02-21,1505.33,1546.3644732935384,,,
2014-02-24,1468.06,1544.300686236911,,,
2014-02-25,1440.89,1510.8684274891032,,,
2014-02-26,1444.2,1552.6898511493346,,,
2014-02-27,1452.46,1554.5166309832045,,,
2014-02-28,1464.32,1520.7479704754198,,,
2014-03-03,1462.69,1464.9146982363638,,,
2014-03-04,1464.28,1452.2925291084857,,,
2014-03-05,1448.33,1452.3709146346907,,,
2014-03-06,1459.51,1462.5875106232108,,,
2014-03-07,1455.58,1465.9577801111084,,,
2014-03-10,1408.87,1463.3093059434275,,,
2014-03-11,1412.73,1461.4859465958343,,,
2014-03-12,1418.7,1445.8241606330798,,,
2014-03-13,1437.39,1461.7163118939009,,,
2014-03-14,1426.4,1466.7818697034163,,,
2014-03-17,1434.16,1419.2885243630087,,,
2014-03-18,1427.63,1424.5079804160243,,,
2014-03-19,1418.71,1432.4679696039077,,,
2014-03-20,1406.92,1459.9078021989637,,,
2014-03-21,1464.08,1432.8510582611752,,,
2014-03-24,1477.53,1431.2360789365243,,,
2014-03-25,1470.12,1424.020879694496,,,
2014-03-26,1467.08,1407.788010410111,,,
2014-03-27,1464.53,1414.289120913414,,,
2014-03-28,1472.05,1502.0451132934913,,,
2014-03-31,1465.78,1503.9764924198366,,,
2014-04-01,1473.14,1480.8219085243545,,,
2014-04-02,1491.3,1473.6161956988872,,,
2014-04-03,1477.49,1478.0026076152474,,,
2014-04-04,1490.33,1491.8415231820138,,,
2014-04-08,1534.75,1474.137695911508,,,
2014-04-09,1530.88,1480.3030627258386,,,
2014-04-10,1570.4,1503.377294262569,,,
2014-04-11,1565.31,1489.4255995573492,,,
2014-04-14,1557.7,1494.3661163436238,,,
2014-04-15,1523.22,1558.5502539841023,,,
2014-04-16,1527.05,1542.0144240258294,,,
2014-04-17,1520.56,1598.6224587765944,,,
2014-04-18,1521.28,1583.4449545127345,,,
2014-04-21,1493.76,1560.5886017047433,,,
2014-04-22,1509.55,1524.6055112810652,,,
2014-04-23,1507.04,1538.0259039147948,,,
2014-04-24,1510.29,1530.5955670486483,,,
2014-04-25,1501.05,1520.5152426097475,,,
2014-04-28,1483.78,1502.5319122887481,,,
2014-04-29,1496.01,1522.5749067052127,,,
2014-04-30,1494.81,1506.9296625106917,,,
2014-05-05,1487.53,1518.1829517047843,,,
2014-05-06,1485.25,1512.570832345099,,,
2014-05-07,1476.18,1491.6826093677328,,,
2014-05-08,1478.72,1498.6077566104618,,,
2014-05-09,1480.74,1492.0622762371231,,,
2014-05-12,1508.39,1478.5342649808028,,,
2014-05-13,1503.52,1488.033495090037,,,
2014-05-14,1500.82,1480.023634173548,,,
2014-05-15,1488.77,1494.3140098818221,,,
2014-05-16,1487.74,1489.3139809126158,,,
2014-05-19,1459.21,1515.8256279533744,,,
2014-05-20,1460.82,1502.9482325595459,,,
2014-05-21,1474.14,1501.0615066348578,,,
2014-05-22,1471.55,1489.987361547992,,,
2014-05-23,1484.38,1486.040162895667,,,
2014-05-26,1486.05,1454.2568698340765,,,
2014-05-27,1479.73,1462.4406300360442,,,
2014-05-28,1491.76,1470.7739197685714,,,
2014-05-29,1484.31,1483.9796577128297,,,
2014-05-30,1482.1,1491.4521220215493,,,
2014-06-03,1477.52,1482.7285985378098,,,
2014-06-04,1466.39,1474.8222796929092,,,
2014-06-05,1484.24,1489.9734782460841,,,
2014-06-06,1472.27,1483.69025259175,,,
2014-06-09,1475.35,1484.668966149791,,,
2014-06-10,1493.53,1483.049825700378,,,
2014-06-11,1488.76,1466.2079297185362,,,
2014-06-12,1483.86,1482.5127744143222,,,
2014-06-13,1502.96,1465.433324323762,,,
2014-06-16,1518.7,1480.5629067128693,,,
2014-06-17,1501.94,1501.768302041011,,,
2014-06-18,1495.43,1480.9206627125245,,,
2014-06-19,1478.04,1479.5724048905402,,,
2014-06-20,1484.48,1511.2755809699208,,,
2014-06-23,1475.76,1527.8920837559149,,,
2014-06-24,1480.13,1499.592769936942,,,
2014-06-25,1469.95,1494.0745811454806,,,
2014-06-26,1478.01,1482.5006682339435,,,
2014-06-27,1473.76,1485.7274633756554,,,
2014-06-30,1482.41,1476.7733776273205,,,
2014-07-01,1481.66,1480.9450462962745,,,
2014-07-02,1484.84,1465.1531562026325,,,
2014-07-03,1489.55,1476.9460546235596,,,
2014-07-04,1492.46,1471.0950784295433,,,
2014-07-07,1492.84,1485.0771522189536,,,
2014-07-08,1491.96,1480.7857425730274,,,
2014-07-09,1475.14,1480.399195394735,,,
2014-07-10,1471.17,1486.6715407298075,,,
2014-07-11,1468.54,1492.5089062966501,,,
2014-07-14,1482.78,1492.400110010099,,,
2014-07-15,1484.66,1486.906762536477,,,
2014-07-16,1483.18,1473.429530718822,,,
2014-07-17,1473.67,1474.303830317808,,,
2014-07-18,1478.76,1470.4735385934873,,,
2014-07-21,1479.84,1487.3325454595804,,,
2014-07-22,1495.93,1484.6744732662746,,,
2014-07-23,1506.76,1487.3176035409087,,,
2014-07-24,1541.9,1470.7929217718117,,,
2014-07-25,1557.02,1480.7462747030015,,,
2014-07-28,1609.48,1482.3856145162288,,,
2014-07-29,1611.85,1503.0334718163303,,,
2014-07-30,1601.38,1519.034224726264,,,
2014-07-31,1621.85,1564.51068966969,,,
2014-08-01,1607.97,1566.4438936972495,,,
2014-08-04,1644.63,1639.9478364925087,,,
2014-08-05,1632.41,1632.3679924183546,,,
2014-08-06,1619.01,1618.4142254796584,,,
2014-08-07,1593.42,1637.4287569775918,,,
2014-08-08,1595.66,1635.1565309535613,,,
2014-08-11,1619.25,1675.920784377313,,,
2014-08-12,1607.91,1637.9715451476598,,,
2014-08-13,1610.14,1614.7561611913488,,,
2014-08-14,1596.84,1602.3854503990385,,,
2014-08-15,1612.0,1602.6353776222304,,,
2014-08-18,1613.13,1627.0417597930857,,,
2014-08-19,1609.09,1606.0263656152413,,,
2014-08-20,1600.34,1609.8294446794332,,,
2014-08-21,1587.03,1602.012078898244,,,
2014-08-22,1594.18,1616.8370356308558,,,
2014-08-25,1577.43,1617.394931458005,,,
2014-08-26,1573.39,1606.8407050213132,,,
2014-08-27,1572.79,1593.7627218502134,,,
2014-08-28,1563.89,1583.2939666747018,,,
2014-08-29,1581.28,1592.1323416170408,,,
2014-09-01,1586.02,1579.8774063553753,,,
2014-09-02,1607.5,1577.8925975067802,,,
2014-09-03,1624.03,1575.8185839323091,,,
2014-09-04,1637.29,1568.9193001430067,,,
2014-09-05,1656.24,1585.742602652923,,,
2014-09-09,1645.11,1580.3329385601548,,,
2014-09-10,1629.99,1608.5255260314582,,,
2014-09-11,1622.81,1632.5774352266435,,,
2014-09-12,1630.2,1641.9493447897908,,,
2014-09-15,1624.07,1663.354284512414,,,
2014-09-16,1600.92,1649.735294475228,,,
2014-09-17,1604.92,1628.3568196922884,,,
2014-09-18,1609.87,1643.5276657554969,,,
2014-09-19,1619.58,1643.6944593249493,,,
2014-09-22,1583.89,1621.1399996615835,,,
2014-09-23,1595.64,1612.4301392018176,,,
2014-09-24,1625.73,1613.4620218528153,,,
2014-09-25,1618.52,1613.349644182417,,,
2014-09-26,1616.09,1623.4499693019675,,,
2014-09-29,1621.82,1583.8792302794213,,,
2014-09-30,1619.7,1601.4326449401651,,,
2014-10-08,1633.57,1639.641988016843,,,
2014-10-09,1634.04,1628.6605624144306,,,
2014-10-10,1621.71,1611.8261341771736,,,
2014-10-13,1605.99,1625.539330968086,,,
2014-10-14,1600.3,1621.8747608391548,,,
2014-10-15,1612.77,1634.6508945961648,,,
2014-10-16,1608.74,1632.8539756228274,,,
2014-10-17,1608.52,1624.2680014217133,,,
2014-10-20,1612.4,1602.973031783238,,,
2014-10-21,1600.84,1605.2305256022403,,,
2014-10-22,1597.13,1622.3733305544345,,,
2014-10-23,1586.56,1628.9309653102384,,,
2014-10-24,1583.42,1624.1773418130215,,,
2014-10-27,1559.91,1612.0210496056156,,,
2014-10-28,1585.74,1601.7816772456365,,,
2014-10-29,1608.4,1607.9863358331506,,,
2014-10-30,1619.1,1600.5583661171756,,,
2014-10-31,1657.29,1592.593412977706,,,
2014-11-03,1651.05,1557.8716050491805,,,
2014-11-04,1645.62,1592.8023201585956,,,
2014-11-05,1637.63,1623.322017560658,,,
2014-11-06,1635.96,1631.868858607506,,,
2014-11-07,1640.32,1689.9224903353734,,,
2014-11-10,1689.02,1671.3014584977625,,,
2014-11-11,1710.88,1653.1996398786393,,,
2014-11-12,1731.02,1646.3599123746994,,,
