,real,predict,ratio
2014-01-02,1561.1,1552.373299534773,0.024365973126796555
2014-01-03,1536.07,1521.652232273217,
2014-01-06,1512.93,1544.725254558011,
2014-01-07,1510.65,1535.9341192707084,
2014-01-08,1515.33,1566.6025466626702,
2014-01-09,1503.88,1548.8683508740794,
2014-01-10,1498.27,1509.8202649987545,
2014-01-13,1494.61,1492.8042932367998,
2014-01-14,1499.29,1480.5184698815817,
2014-01-15,1488.51,1511.226101550121,
2014-01-16,1493.09,1505.7088630526428,
2014-01-17,1475.67,1493.0997511123078,
2014-01-20,1464.84,1488.6637024122265,
2014-01-21,1478.88,1491.740602240667,
2014-01-22,1514.12,1473.117471342355,
2014-01-23,1499.03,1484.2464637972193,
2014-01-24,1502.06,1465.4720448946437,
2014-01-27,1478.87,1452.1934108885712,
2014-01-28,1487.8,1479.535348424553,
2014-01-29,1494.49,1520.8994959538584,
2014-01-30,1477.35,1496.1481432614592,
2014-02-07,1475.34,1506.0755240203455,
2014-02-10,1505.83,1472.1581385547502,
2014-02-11,1528.32,1475.0770906615892,
2014-02-12,1527.0,1491.196700800004,
2014-02-13,1528.02,1470.5976247137332,
2014-02-14,1534.24,1461.365939766661,
2014-02-17,1538.1,1503.0474063304227,
2014-02-18,1508.54,1536.2396317477114,
2014-02-19,1533.4,1528.8987438078689,
2014-02-20,1520.14,1542.9818200538205,
2014-02-21,1505.33,1539.8795421056263,
2014-02-24,1468.06,1538.7896139900647,
2014-02-25,1440.89,1513.6667589202582,
2014-02-26,1444.2,1548.9016730136095,
2014-02-27,1452.46,1552.1790540232312,
2014-02-28,1464.32,1529.448220160244,
2014-03-03,1462.69,1477.283588264572,
2014-03-04,1464.28,1450.4431809646542,
2014-03-05,1448.33,1448.0179232937792,
2014-03-06,1459.51,1465.36138164682,
2014-03-07,1455.58,1464.4308973959514,
2014-03-10,1408.87,1456.0126883386986,
2014-03-11,1412.73,1445.738448350857,
2014-03-12,1418.7,1426.173931972574,
2014-03-13,1437.39,1449.8171332599725,
2014-03-14,1426.4,1455.517408474755,
2014-03-17,1434.16,1410.2932783746928,
2014-03-18,1427.63,1416.999520942023,
2014-03-19,1418.71,1414.6657839653071,
2014-03-20,1406.92,1455.1864359141255,
2014-03-21,1464.08,1432.3421436255096,
2014-03-24,1477.53,1423.0146557179173,
2014-03-25,1470.12,1417.1789815204415,
2014-03-26,1467.08,1400.3206412953668,
2014-03-27,1464.53,1408.4649170277155,
