shortMA,mediumMA,longMA,netAsset
5,9,135,5272755.789265064
6,9,135,5356564.524500077
7,9,135,6084638.21916508
8,9,135,5168886.339495083
1,10,135,4135048.8095000847
2,10,135,6765106.119020115
3,10,135,7187945.143540088
4,10,135,7844376.442135098
5,10,135,6083919.783635085
6,10,135,5950328.827190079
7,10,135,5966029.833385082
8,10,135,5742819.732255078
1,11,135,4114201.4246850666
2,11,135,6703966.897200106
3,11,135,8779194.717180096
4,11,135,8656535.987865089
5,11,135,7637790.700565074
6,11,135,8084419.8282250855
7,11,135,8503970.952380093
8,11,135,5318026.972770065
1,12,135,6597956.607520108
2,12,135,8055831.85017509
3,12,135,10752600.531405095
4,12,135,8176293.468855069
5,12,135,8607309.437475098
6,12,135,10135302.783380097
7,12,135,8518999.644040085
8,12,135,7116003.301065099
1,13,135,7269050.530635117
2,13,135,9079106.258635124
3,13,135,11548957.754270114
4,13,135,8336223.780870079
5,13,135,9529670.322710095
6,13,135,9271497.076735094
7,13,135,8050040.458950078
8,13,135,6560926.931710087
1,14,135,7858642.670210136
2,14,135,9858915.94606012
3,14,135,9451793.023360102
4,14,135,7484562.513165071
5,14,135,7003625.631495072
6,14,135,9278891.983245077
7,14,135,7410755.24012009
8,14,135,6467413.758450068
1,15,135,9835370.961380143
2,15,135,9477997.53792011
3,15,135,7916217.438435076
4,15,135,7396313.260790072
5,15,135,8337544.203250081
6,15,135,9689093.32097007
7,15,135,8123509.100585064
8,15,135,7024617.041855058
1,16,135,9997303.375915159
2,16,135,8640767.334700098
3,16,135,10007421.512515096
4,16,135,8388650.828860085
5,16,135,8610678.566185076
6,16,135,8591521.755005073
7,16,135,7428805.093550054
8,16,135,6002432.885445069
1,17,135,10778942.009105135
2,17,135,9548646.316130098
3,17,135,11427677.90743511
4,17,135,7608373.098235076
5,17,135,7376261.690915058
6,17,135,7145292.243645062
7,17,135,6678034.6468100585
8,17,135,6607543.013060051
1,18,135,9226065.873200107
2,18,135,10061283.102880111
3,18,135,10975069.085455094
4,18,135,6598792.7257850645
5,18,135,7923315.457005073
6,18,135,7485162.856900059
7,18,135,7226211.175480062
8,18,135,6190520.825880062
1,19,135,9755189.930625126
2,19,135,11082100.517535096
3,19,135,10861216.374995088
4,19,135,7644084.129160076
5,19,135,8468415.566350073
6,19,135,7309534.319535048
7,19,135,7500099.144400054
8,19,135,7380743.6265750555
1,20,135,8773691.995610127
2,20,135,11584695.013910104
3,20,135,9695575.217795098
4,20,135,7276766.801870065
5,20,135,8919589.170090081
6,20,135,6564529.60255005
7,20,135,7283384.547735055
8,20,135,7247299.086905059
1,21,135,7652255.215640102
2,21,135,10183601.766320096
3,21,135,8900145.854810087
4,21,135,7189461.242520074
5,21,135,8296811.98795507
6,21,135,6377208.3329150565
7,21,135,7660871.6385550555
8,21,135,7746342.432825059
1,5,136,2687929.9386100695
2,5,136,5920527.647080124
3,5,136,7302166.175220138
4,5,136,9646422.583015176
5,5,136,1000000.0
6,5,136,1004705.0774750331
7,5,136,1607255.8293400344
8,5,136,1517999.6997150292
1,6,136,4371333.1953351
2,6,136,6522304.970680119
3,6,136,8183927.123905134
4,6,136,6405846.920505113
5,6,136,6553897.148945147
6,6,136,1000000.0
7,6,136,2321171.6463900497
8,6,136,1228403.779615024
1,7,136,4042255.100665082
2,7,136,6112411.920930102
3,7,136,7574820.260305111
4,7,136,5724158.314040082
5,7,136,4585741.743550094
6,7,136,2936166.284485066
7,7,136,1000000.0
8,7,136,1085747.8446250276
1,8,136,3583189.7147250776
2,8,136,6295887.070100104
3,8,136,7842762.964000106
4,8,136,6702700.365950087
5,8,136,5147995.376485066
6,8,136,6208715.498610103
7,8,136,6443471.496975124
8,8,136,1000000.0
1,9,136,3416967.40420008
2,9,136,6306004.149465096
3,9,136,7199134.571975112
4,9,136,7634668.098605085
5,9,136,5272755.789265064
6,9,136,5356564.524500077
7,9,136,6084638.21916508
8,9,136,5222573.023165091
1,10,136,4204003.422535084
2,10,136,6765106.119020115
3,10,136,7187945.143540088
4,10,136,7844376.442135098
5,10,136,6083919.783635085
6,10,136,5950328.827190079
7,10,136,6027590.04511507
8,10,136,5869718.506140073
1,11,136,4182830.3961000657
2,11,136,6703966.897200106
3,11,136,8779194.717180096
4,11,136,8656535.987865089
5,11,136,7637790.700565074
6,11,136,8169159.835570087
7,11,136,8593471.410825089
8,11,136,5435915.695840072
1,12,136,6597956.607520108
2,12,136,8055831.85017509
3,12,136,10752600.531405095
4,12,136,8176293.468855069
5,12,136,8607309.437475098
6,12,136,10240778.67421511
7,12,136,8608119.123890081
8,12,136,7190829.159370085
1,13,136,7269050.530635117
2,13,136,9079106.258635124
3,13,136,11548957.754270114
4,13,136,8336223.780870079
5,13,136,9628672.307810085
6,13,136,9367745.439165087
7,13,136,8133354.874650094
8,13,136,6629241.781595089
1,14,136,7858642.670210136
2,14,136,9858915.94606012
3,14,136,9451793.023360102
4,14,136,7562625.524390075
5,14,136,7076622.824845064
6,14,136,9374615.699075092
7,14,136,7487873.561925083
8,14,136,6534739.004035064
1,15,136,9937614.700220155
2,15,136,9576952.306485103
3,15,136,7916217.438435076
4,15,136,7472829.729565068
5,15,136,8424534.824475082
6,15,136,9790266.09405507
7,15,136,8207633.783695074
8,15,136,7097958.523660057
1,16,136,10101153.810480144
2,16,136,8730515.449980104
3,16,136,10110888.670635099
4,16,136,8476482.095690079
5,16,136,8700345.183975086
6,16,136,8680850.860520076
7,16,136,7506487.912400053
8,16,136,6065390.877210064
1,17,136,10891765.320690129
2,17,136,9648167.989145106
3,17,136,11546731.251830112
4,17,136,7688365.557050077
5,17,136,7453285.046125058
6,17,136,7219526.450345064
7,17,136,6748206.917840065
8,17,136,6676966.2201650655
1,18,136,9321531.00145511
2,18,136,10165481.5245801
3,18,136,11089958.992885087
4,18,136,6666829.815320074
5,18,136,8005716.215520088
6,18,136,7563474.4963550735
7,18,136,7301344.2209600555
8,18,136,6255380.188940055
1,19,136,9856779.438975114
2,19,136,11197151.169290105
3,19,136,10974178.593345106
4,19,136,7723424.456735067
5,19,136,8556577.428230075
6,19,136,7312737.72110505
7,19,136,7503158.607730056
8,19,136,7383586.062325064
1,20,136,8864989.959375137
2,20,136,11706014.745860111
3,20,136,9796579.380415093
4,20,136,7352959.796880071
5,20,136,9012700.358315075
6,20,136,6567447.972095054
7,20,136,7278003.137710062
8,20,136,7243133.048075046
1,21,136,7860634.153470107
2,21,136,10289995.378675109
3,21,136,8992340.730860079
4,21,136,7264241.624705077
5,21,136,8300237.446065065
6,21,136,6374828.596010056
7,21,136,7655877.056170049
8,21,136,7742832.234380056
1,5,137,2555574.872960076
2,5,137,5570056.416820119
3,5,137,6948006.4136951445
4,5,137,9663829.692715177
5,5,137,1000000.0
6,5,137,914097.4242050296
7,5,137,1461466.7314550309
8,5,137,1368859.273175024
1,6,137,4137877.5365151
2,6,137,6499359.942015131
3,6,137,8231739.45706513
4,6,137,6383303.123860119
5,6,137,6521063.071220142
6,6,137,1000000.0
7,6,137,2112399.116845046
8,6,137,1107156.130825022
1,7,137,4066250.728205086
2,7,137,6084766.101280097
3,7,137,7619845.265620117
4,7,137,5704095.98586508
5,7,137,4563146.594445093
6,7,137,2921152.2381900623
7,7,137,1000000.0
8,7,137,977788.4750900279
1,8,137,3603506.150625083
2,8,137,6333249.709665103
3,8,137,7888843.9276001025
4,8,137,6679001.122215098
5,8,137,5165065.639015069
6,8,137,6229223.233245098
7,8,137,6481300.912390127
8,8,137,1000000.0
1,9,137,3437367.0549050816
2,9,137,6343220.92142511
3,9,137,7241853.038730097
4,9,137,7679368.7006651135
5,9,137,5303704.842335074
6,9,137,5388508.514545087
7,9,137,6120630.405955081
8,9,137,5253248.371665081
1,10,137,4228678.504830067
2,10,137,6805229.0239501195
3,10,137,7229870.885120086
4,10,137,7890797.866585099
5,10,137,6119627.360440087
6,10,137,5985402.659645074
7,10,137,6063170.43655508
8,10,137,5927139.518755076
1,11,137,4207344.141550081
2,11,137,6743869.816145107
3,11,137,8830115.924605098
4,11,137,8707072.288355084
5,11,137,7683032.898845083
6,11,137,8216999.5507900845
7,11,137,8644015.876395103
8,11,137,5489843.9842650825
1,12,137,6636446.529355107
2,12,137,8103614.3412701
3,12,137,10815514.587045072
4,12,137,8224493.3490650775
5,12,137,8657684.186205108
6,12,137,10301410.057810087
7,12,137,8658939.212380076
8,12,137,7232099.124815082
1,13,137,7312426.11215512
2,13,137,9132281.421370137
3,13,137,11617314.64399012
4,13,137,8385453.33404008
5,13,137,9684282.505170077
6,13,137,9423290.304285083
7,13,137,8181727.050300096
8,13,137,6668671.861080084
1,14,137,7904865.647090122
2,14,137,9916248.153210126
3,14,137,9507200.76928508
4,14,137,7607135.590560069
5,14,137,7118444.980040074
6,14,137,9430024.901730083
7,14,137,7531803.107490091
8,14,137,6573332.4849150665
1,15,137,9996414.93315015
2,15,137,9633154.598435119
3,15,137,7963726.407645066
4,15,137,7516774.320415079
5,15,137,8474289.308455087
6,15,137,9847827.166985074
7,15,137,8255626.128360075
8,15,137,7140142.6874500625
1,16,137,10160981.13929014
2,16,137,8782222.574770106
3,16,137,10170361.95755009
4,16,137,8447014.619130088
5,16,137,8750416.644965079
6,16,137,8732027.668625075
7,16,137,7549988.873125055
8,16,137,6100984.774795063
1,17,137,10955498.870945124
2,17,137,9705670.442765115
3,17,137,11614511.833980102
4,17,137,7660796.443630078
5,17,137,7426740.551370074
6,17,137,7261850.133620068
7,17,137,6786421.450870066
8,17,137,6653340.918975069
1,18,137,9376763.719480108
2,18,137,10225565.540230103
3,18,137,11050602.749680093
4,18,137,6643996.950440065
5,18,137,7965533.299360081
6,18,137,7537073.863310049
7,18,137,7276172.04824006
8,18,137,6234168.294305055
1,19,137,9915082.817605129
2,19,137,11156852.645220093
3,19,137,10935354.01053508
4,19,137,7684670.973105068
5,19,137,8514010.442940067
6,19,137,7276067.404910046
7,19,137,7466446.957205057
8,19,137,7346936.544655066
1,20,137,8833167.858355131
2,20,137,11665110.611985108
3,20,137,9747129.095895078
4,20,137,7316243.148150067
5,20,137,8967325.700645082
6,20,137,6534266.796205053
7,20,137,7241662.5461850595
8,20,137,7207137.412355052
1,21,137,7821153.692720081
2,21,137,10238555.215625104
3,21,137,8947468.165545078
4,21,137,7228386.080960074
5,21,137,8258790.429060076
6,21,137,6343149.266205056
7,21,137,7617688.722620056
8,21,137,7704641.452275056
1,5,138,2509193.8559700777
2,5,138,4982519.907275105
3,5,138,6181585.37625515
4,5,138,8726330.858580166
5,5,138,1000000.0
6,5,138,978777.1599650338
7,5,138,1546012.2081650356
8,5,138,1464871.1678250257
1,6,138,4062560.2229901
2,6,138,5814281.98719511
3,6,138,7323045.959540128
4,6,138,5775800.288340111
5,6,138,5932144.764590143
6,6,138,1000000.0
7,6,138,2230949.053025045
8,6,138,1183025.3042250238
1,7,138,3595497.102430074
2,7,138,5381726.8481650995
3,7,138,6778202.037800109
4,7,138,5322837.721320082
5,7,138,4210224.3777300855
6,7,138,2697504.501800066
7,7,138,1000000.0
8,7,138,1045605.6271800268
1,8,138,3286635.3237700765
2,8,138,5775179.162270106
3,8,138,7153558.212980091
4,8,138,6161981.141200095
5,8,138,4709777.438850066
6,8,138,5684535.87080509
7,8,138,5910047.887550126
8,8,138,1000000.0
1,9,138,3134480.6649000794
2,9,138,5784448.680770094
3,9,138,6603034.195685087
4,9,138,7003019.747410095
5,9,138,4836689.306625067
6,9,138,4913440.946325075
7,9,138,5575027.165310083
8,9,138,4796347.094645086
1,10,138,3855696.4927650862
2,10,138,6204708.144365111
3,10,138,6593222.410285079
4,10,138,7194642.160945088
5,10,138,5580462.376415078
6,10,138,5458086.079060071
7,10,138,5536952.833205076
8,10,138,6014834.460695088
1,11,138,3836980.952045075
2,11,138,6149400.057815094
3,11,138,8051522.210350104
4,11,138,7940093.741280077
5,11,138,7005310.145960072
6,11,138,7510205.930950082
7,11,138,7900576.887635085
8,11,138,5571345.530825068
1,12,138,6051804.965180097
2,12,138,7389089.149760076
3,12,138,9862071.884320088
4,12,138,7499567.808195077
5,12,138,7913550.5661250865
6,12,138,9415781.74771509
7,12,138,7915023.103910083
8,12,138,6610760.202800077
1,13,138,6667603.3367401175
2,13,138,8326991.138160127
3,13,138,10593001.837180099
4,13,138,7646213.140835081
5,13,138,8852162.263265083
6,13,138,8612489.727560077
7,13,138,7478115.31204008
8,13,138,6165686.158415073
1,14,138,7207734.131300117
2,14,138,9042169.54311011
3,14,138,8768982.560905093
4,14,138,6936828.904930063
5,14,138,6506665.986705058
6,14,138,8619876.510530075
7,14,138,6884123.689575078
8,14,138,6077125.285790059
1,15,138,9114460.053835148
2,15,138,8783925.008920098
3,15,138,7344964.587010073
4,15,138,6908177.163215069
5,15,138,7746672.193665083
6,15,138,9001401.575950062
7,15,138,7546510.5349350665
8,15,138,6601948.182865058
1,16,138,9265161.377915148
2,16,138,8100313.202435087
3,16,138,9381201.84470508
4,16,138,7854456.326950082
5,16,138,8093417.19317007
6,16,138,7980742.05474507
7,16,138,6981099.688375056
8,16,138,5738274.624230062
1,17,138,9990416.376110122
2,17,138,8951060.603330096
3,17,138,10712029.433020094
4,17,138,7122830.298900065
5,17,138,6948370.267140067
6,17,138,6714680.505390067
7,17,138,6275499.44633505
8,17,138,6255825.5378300585
1,18,138,8648716.1216551
2,18,138,9431076.574080093
3,18,138,10192965.054255087
4,18,138,6177300.494975063
5,18,138,7364806.246420073
6,18,138,6969112.990055059
7,18,138,6727165.079785054
8,18,138,5861581.753970054
1,19,138,9144856.787490131
2,19,138,10290901.565735102
3,19,138,10086290.901115092
4,19,138,7063413.174560072
5,19,138,7871302.019615054
6,19,138,6727527.795695045
7,19,138,6903042.776875054
8,19,138,6828242.018775064
1,20,138,8147284.796300115
2,20,138,10758236.528925104
3,20,138,8990168.502450077
4,20,138,6724045.171545063
5,20,138,8291707.891365049
6,20,138,6041624.898175043
7,20,138,6695460.6214600485
8,20,138,6698869.6259950595
1,21,138,7213817.778945095
2,21,138,9444299.592835087
3,21,138,8252894.819530078
4,21,138,6643050.818900073
5,21,138,7635946.342660061
6,21,138,5864750.536385053
7,21,138,7036475.680160056
8,21,138,7153006.23810006
1,5,139,2509193.8559700777
2,5,139,4990661.686735105
3,5,139,6198133.10451015
4,5,139,8740691.469220173
5,5,139,1000000.0
6,5,139,1012001.12279503
7,5,139,1598198.1720550333
8,5,139,1529420.7251100272
1,6,139,4062560.2229901
2,6,139,5823892.778445111
3,6,139,7587435.714730142
4,6,139,5984465.133155103
5,6,139,6199513.55317014
6,6,139,1000000.0
7,6,139,2328380.5937050497
8,6,139,1235168.2387950253
1,7,139,3719442.006355079
2,7,139,5575625.909300092
3,7,139,7024072.074065105
4,7,139,5505654.604475081
5,7,139,4400312.511170087
6,7,139,2790877.023965066
7,7,139,1000000.0
8,7,139,1093223.034365031
1,8,139,3399565.4158250783
2,8,139,5974575.742095102
3,8,139,7400717.958305086
4,8,139,6374589.19876509
5,8,139,4871906.320440074
6,8,139,5879736.625435087
7,8,139,6106026.143370129
8,8,139,1000000.0
1,9,139,3242433.9708100758
2,9,139,5983131.861645106
3,9,139,6830619.362505101
4,9,139,7243953.013980097
5,9,139,5002770.589055064
6,9,139,5077588.982065071
7,9,139,5760609.2528450815
8,9,139,4961129.728990084
1,10,139,3989098.8303500763
2,10,139,6418703.9819951
3,10,139,6819985.573100085
4,10,139,7434133.543375085
5,10,139,5765754.648420078
6,10,139,5639641.809445068
7,10,139,5726281.739485069
8,10,139,6221160.5802700855
1,11,139,3969140.9487600722
2,11,139,6360847.697680102
3,11,139,8329389.572090098
4,11,139,8204055.58990509
5,11,139,7238295.083400081
6,11,139,7767922.187400081
7,11,139,8171676.976375091
8,11,139,5793222.100175074
1,12,139,6259609.8526301095
2,12,139,7644443.621310084
3,12,139,10190410.599150084
4,12,139,7748980.570420059
5,12,139,8184929.439435081
6,12,139,9738759.380480098
7,12,139,8229716.0287100775
8,12,139,6874160.39477509
1,13,139,6897591.190695109
2,13,139,8614172.206650116
3,13,139,10945233.181495104
4,13,139,7900205.92834507
5,13,139,9156169.40778008
6,13,139,8955574.549505072
7,13,139,7775276.355890086
8,13,139,6411118.282010078
1,14,139,7456077.917860116
2,14,139,9354140.503290141
3,14,139,9061637.123960083
4,14,139,7167615.732315066
5,14,139,6730430.535145067
6,14,139,8962583.434515076
7,14,139,7165876.191155075
8,14,139,6325934.036165063
1,15,139,9428450.290930133
2,15,139,9086639.400250113
3,15,139,7589470.991495075
4,15,139,7144970.493990069
5,15,139,8011862.138890077
6,15,139,9360049.133325066
7,15,139,7854735.283110063
8,15,139,6871891.986015056
1,16,139,9585130.256880127
2,16,139,8379486.333615104
3,16,139,9693201.960725095
4,16,139,8124147.305110085
5,16,139,8370876.302300068
6,16,139,8299367.921225064
7,16,139,7266104.6239300445
8,16,139,5973841.9847250655
1,17,139,10334493.236350123
2,17,139,9260148.335280111
3,17,139,11068663.265570093
4,17,139,7367424.63047508
5,17,139,7186463.910015058
6,17,139,6982091.002560068
7,17,139,6531851.685315056
8,17,139,6511324.90206506
1,18,139,8946449.560750104
2,18,139,9755929.572500108
3,18,139,10531874.322560107
4,18,139,6389441.019455059
5,18,139,7616714.910050064
6,18,139,7246363.751265054
7,18,139,7003120.316590057
8,18,139,6101224.066815054
1,19,139,9460504.873205118
2,19,139,10645554.660650091
3,19,139,10421708.387620082
4,19,139,7305351.418230068
5,19,139,8141459.520530065
6,19,139,6995205.876785046
7,19,139,7185540.264355057
8,19,139,7107745.258170065
1,20,139,8428286.989725111
2,20,139,11128496.936260091
3,20,139,9289581.358445097
4,20,139,6954318.75033507
5,20,139,8575596.405720066
6,20,139,6282738.198860045
7,20,139,6968841.47648005
8,20,139,6973388.383010055
1,21,139,7462774.476280092
2,21,139,9769405.134885078
3,21,139,8527249.252830079
4,21,139,6870708.8982650675
5,21,139,7897957.249530058
6,21,139,6098559.27494505
7,21,139,7323764.456475054
8,21,139,7446069.169920057
1,5,140,2370674.3139500665
2,5,140,4706744.2699401
3,5,140,5841365.476940132
4,5,140,8182276.38174017
5,5,140,1000000.0
6,5,140,1054402.9782500365
7,5,140,1636707.3019000327
8,5,140,1565098.4609700285
1,6,140,3839305.542090089
2,6,140,5488249.558715112
3,6,140,7150399.831140135
4,6,140,5603502.201525096
5,6,140,5759572.698790129
6,6,140,1000000.0
7,6,140,2438566.3289050516
8,6,140,1291985.7066950272
1,7,140,3507817.718430083
2,7,140,5254948.38239008
3,7,140,6611204.095850094
4,7,140,5183926.875710083
5,7,140,4164730.700110082
6,7,140,2580473.126655071
7,7,140,1000000.0
8,7,140,1143186.9244500285
1,8,140,3206722.6042900723
2,8,140,5624058.381200094
3,8,140,6987818.428565106
4,8,140,6037975.895325091
5,8,140,4609502.734515062
6,8,140,5433143.581775092
7,8,140,5642595.935480112
8,8,140,1000000.0
1,9,140,3058594.448720072
2,9,140,5645012.215070096
3,9,140,6450328.685885091
4,9,140,6859940.25216508
5,9,140,4733759.606440068
6,9,140,4691335.881610069
7,9,140,5507998.0040400755
8,9,140,5018691.4747750815
1,10,140,3763562.1064850786
2,10,140,6054883.824385101
3,10,140,6453805.188600081
4,10,140,6950353.665105073
5,10,140,5455539.030125071
6,10,140,5709710.287675074
7,10,140,5725940.425855071
8,10,140,6218320.127665087
1,11,140,3744378.478005071
2,11,140,6019621.552610083
3,11,140,7881448.466780081
4,11,140,7669087.932300075
5,11,140,6997279.903770076
6,11,140,7772378.660275077
7,11,140,8176318.863435081
8,11,140,5790971.699850075
1,12,140,5904993.840625101
2,12,140,7231726.6126701
3,12,140,9977844.2426951
4,12,140,7496277.098775067
5,12,140,7910699.262840072
6,12,140,9731960.66715509
7,12,140,8224854.434710079
8,12,140,6871887.329385083
1,13,140,6504849.038460115
2,13,140,8150296.253155123
3,13,140,10588617.94400509
4,13,140,7643436.33963008
5,13,140,8847615.363430087
6,13,140,8654593.469930077
7,13,140,7773641.939830078
8,13,140,6407320.385145073
1,14,140,7033737.314925111
2,14,140,9159156.45944011
3,14,140,8766758.723710094
4,14,140,6929187.3941150615
5,14,140,6503894.017025054
6,14,140,8662414.815090066
7,14,140,7164605.558805058
8,14,140,6323482.403810055
1,15,140,8894370.866915118
2,15,140,8898333.138535095
3,15,140,7335667.791650074
4,15,140,6905031.916455067
5,15,140,7743752.836380069
6,15,140,9046725.385370063
7,15,140,7592911.34556007
8,15,140,6640897.0070750555
1,16,140,9041612.873970136
2,16,140,8098998.940325084
3,16,140,9367377.609520083
4,16,140,7851663.3619450675
5,16,140,8089619.037305069
6,16,140,8023119.362835065
7,16,140,7024440.741415049
8,16,140,5772123.000655057
1,17,140,9748898.181120126
2,17,140,8948719.204280088
3,17,140,10698644.007890096
4,17,140,7120405.418110071
5,17,140,6945414.259325063
6,17,140,6747533.579345059
7,17,140,6314560.358545054
8,17,140,6295937.848075057
1,18,140,8328402.525150093
2,18,140,9429040.898390096
3,18,140,10178270.557390109
4,18,140,6175674.83576506
5,18,140,7354067.638570067
6,18,140,7004170.668820064
7,18,140,6766268.431975052
8,18,140,5896765.775805052
1,19,140,8809630.955555107
2,19,140,10289240.286750099
3,19,140,10073141.061355084
4,19,140,7052148.748200062
5,19,140,7860209.42679007
6,19,140,6755940.288695048
7,19,140,6937079.143725053
8,19,140,6864563.87392506
1,20,140,7846586.5784201035
2,20,140,10757486.67209009
3,20,140,8969464.55744007
4,20,140,6714439.668875064
5,20,140,8280242.917445075
6,20,140,5927139.002795055
7,20,140,6576722.733215054
8,20,140,6805476.5590500515
1,21,140,6785520.499305089
2,21,140,9430534.63721008
3,21,140,8233334.554795082
4,21,140,6485473.421560066
5,21,140,7452763.154145063
6,21,140,5754036.276640048
7,21,140,7148442.420135058
8,21,140,7267517.272965056
1,5,141,2472263.049820075
2,5,141,4908987.639655116
3,5,141,6022130.4237401225
4,5,141,8439742.558695162
5,5,141,1000000.0
6,5,141,1102854.2711300359
7,5,141,1729095.7289850377
8,5,141,1655353.4327400299
1,6,141,4003994.2901550923
2,6,141,5723505.104455111
3,6,141,7374911.151435128
4,6,141,5727593.836875101
5,6,141,5947257.555070129
6,6,141,1000000.0
7,6,141,2574967.497250053
8,6,141,1366437.998470027
1,7,141,3659107.213445076
2,7,141,5431434.031555102
3,7,141,6758718.632360096
4,7,141,5299578.224540087
5,7,141,4255908.257535076
6,7,141,2634301.2648300645
7,7,141,1000000.0
8,7,141,1209605.6809750306
1,8,141,3344118.4056950766
2,8,141,5813073.420160084
3,8,141,7143976.882755102
4,8,141,6172019.231185088
5,8,141,4712589.297310063
6,8,141,5548363.710195092
7,8,141,5766626.410070111
8,8,141,1000000.0
1,9,141,3161689.8329900773
2,9,141,5769729.444680102
3,9,141,6592624.64433009
4,9,141,7012055.995325097
5,9,141,4838025.378255072
6,9,141,4795609.649300068
7,9,141,5630917.12706508
8,9,141,5129796.9278500825
1,10,141,3890244.6968500833
2,10,141,6188791.7333350945
3,10,141,6595585.326855086
4,10,141,7104396.777500079
5,10,141,5578135.627880065
6,10,141,5836481.976000074
7,10,141,5851042.489730061
8,10,141,6357790.171570084
1,11,141,3870034.002095078
2,11,141,6154450.29798508
3,11,141,8055784.097715076
4,11,141,7839689.722765075
5,11,141,7153601.097440066
6,11,141,7945395.157520075
7,11,141,8357306.276100088
8,11,141,5919496.273115066
1,12,141,6037040.647310107
2,12,141,7393742.141075096
3,12,141,10199405.955100095
4,12,141,7663703.992265067
5,12,141,8086533.99257008
6,12,141,9949481.354865089
7,12,141,8409376.047205081
8,12,141,7025267.641640084
1,13,141,6650229.278585116
2,13,141,8331098.508265093
3,13,141,10824733.398155095
4,13,141,7813564.414655077
5,13,141,9046104.869470082
6,13,141,8848514.484330082
7,13,141,7946332.196150085
8,13,141,6551453.066960074
1,14,141,7189556.279030105
2,14,141,9362627.26378511
3,14,141,8960875.013710063
4,14,141,7081716.895720067
5,14,141,6648651.112290064
6,14,141,8855518.357690068
7,14,141,7322953.987865067
8,14,141,6463139.93264506
1,15,141,9091675.448225122
2,15,141,9096021.396440098
3,15,141,7497436.076675065
4,15,141,7058632.36409508
5,15,141,7915038.375530075
6,15,141,9249101.407085065
7,15,141,7761876.607905064
8,15,141,6788708.070440055
1,16,141,9241865.977140116
2,16,141,8278546.923780091
3,16,141,9578922.0022351
4,16,141,8025870.538730077
5,16,141,8270149.0029550735
6,16,141,8199522.26551007
7,16,141,7179926.769915056
8,16,141,5901096.941600048
1,17,141,9964220.762475133
2,17,141,9148624.660130098
3,17,141,10935201.886360083
4,17,141,7278621.580135065
5,17,141,7099490.253075057
6,17,141,6897717.127995056
7,17,141,6454220.747660051
8,17,141,6436124.782690067
1,18,141,8514815.090365076
2,18,141,9639954.035515098
3,18,141,10406651.874795072
4,18,141,6313237.585805062
5,18,141,7518848.483145067
6,18,141,7159983.82484006
7,18,141,6916686.478600043
8,18,141,6028881.710585046
1,19,141,9005186.520285103
2,19,141,10518730.825200092
3,19,141,10296910.552620087
4,19,141,7209952.355730058
5,19,141,8035130.434710057
6,19,141,6903489.849980051
7,19,141,7091687.451240045
8,19,141,7015990.304735058
1,20,141,8022117.843480107
2,20,141,10995827.210105086
3,20,141,9168656.154070083
4,20,141,6863839.063040063
5,20,141,8462734.398890067
6,20,141,6059980.049930054
7,20,141,6722844.021920051
8,20,141,6956907.274790048
1,21,141,6935784.705185094
2,21,141,9639861.715060078
3,21,141,8416445.429780077
4,21,141,6628860.193895059
5,21,141,7618981.42085506
6,21,141,5881800.62311505
7,21,141,7305820.015190057
8,21,141,7428870.446715055
1,5,142,2561780.727735063
2,5,142,5085831.151770094
3,5,142,6111840.381095123
4,5,142,8369977.6176751545
5,5,142,1000000.0
6,5,142,1139256.6756250348
7,5,142,1770812.610485037
8,5,142,1695499.2305950308
1,6,142,4149191.0202550874
2,6,142,5927752.429845115
3,6,142,7411526.816125134
4,6,142,5757289.535040107
5,6,142,5928174.349385122
6,6,142,1000000.0
7,6,142,2554186.8253700486
8,6,142,1370632.2995300277
1,7,142,3789454.9460400804
2,7,142,5626591.281840094
3,7,142,6858383.739500106
4,7,142,5344989.4954750715
5,7,142,4287733.614785079
6,7,142,2734289.5945750712
7,7,142,1000000.0
8,7,142,1226436.0081050312
1,8,142,3465586.4379500747
2,8,142,6021165.496910082
3,8,142,7196032.041710101
4,8,142,6211751.96289509
5,8,142,4737479.595640068
6,8,142,5693448.499125075
7,8,142,5849028.390795108
8,8,142,1000000.0
1,9,142,3274698.44835007
2,9,142,5937760.529785094
3,9,142,6779212.158250088
4,9,142,7050505.247950089
5,9,142,4964149.423425072
6,9,142,5016064.256830069
7,9,142,5889474.694295077
8,9,142,5362188.8777450835
1,10,142,4029906.6598900724
2,10,142,6370380.946085107
3,10,142,6776780.681020091
4,10,142,7290920.434665084
5,10,142,5834095.657930074
6,10,142,6105320.217105075
7,10,142,6114193.617535074
8,10,142,6726146.752475081
1,11,142,4008815.939315068
2,11,142,6326335.172090085
3,11,142,8277212.066320084
4,11,142,7952138.418040076
5,11,142,7482002.337195091
6,11,142,8304738.250040069
7,11,142,8733985.6083351
8,11,142,6099744.715155071
1,12,142,6206336.362595102
2,12,142,7595164.311610101
3,12,142,10465709.249115102
4,12,142,7773254.822405079
5,12,142,8451253.54671508
6,12,142,10259298.267885098
7,12,142,8671178.212225072
8,12,142,7237137.730310079
1,13,142,6838673.549040104
2,13,142,8557841.7761851
3,13,142,10834270.80848008
4,13,142,8064550.332440063
5,13,142,9327675.24967007
6,13,142,9123878.764425082
7,13,142,8187463.599540082
8,13,142,6749097.482620074
1,14,142,7615793.621845119
2,14,142,9482316.728200104
3,14,142,8969496.848070111
4,14,142,7311154.054470064
5,14,142,6856102.022005065
6,14,142,9011328.522690082
7,14,142,7546053.377905065
