shortMA,mediumMA,longMA,netAsset
6,14,121,4859730.586055021
7,14,121,4554985.891030029
8,14,121,4198882.187145021
1,15,121,6109808.08804503
2,15,121,5843089.293045023
3,15,121,4152314.812360019
4,15,121,4481673.900880023
5,15,121,4696800.323580017
6,15,121,4908062.037910022
7,15,121,5027859.050190027
8,15,121,4214272.58148502
1,16,121,5827013.09119004
2,16,121,5161940.834555028
3,16,121,5169772.573835028
4,16,121,5184106.522525023
5,16,121,4807845.421875018
6,16,121,4338042.5618650215
7,16,121,4378287.441260022
8,16,121,3949673.0496100187
1,17,121,5760939.411020036
2,17,121,5302236.176685029
3,17,121,5445927.027120021
4,17,121,4672288.434020021
5,17,121,4712435.608900018
6,17,121,4431245.287875024
7,17,121,4006430.836025023
8,17,121,4159849.458690022
1,18,121,5220310.467135022
2,18,121,5591910.095720025
3,18,121,5903602.636820023
4,18,121,4363506.103265021
5,18,121,5075477.6994700115
6,18,121,4828579.497745015
7,18,121,4421695.887860023
8,18,121,3850369.0185300177
1,19,121,5806415.00019503
2,19,121,5852372.211670023
3,19,121,5643654.977135024
4,19,121,4541319.912665019
5,19,121,5363934.356815019
6,19,121,4812455.336630019
7,19,121,4673596.28377502
8,19,121,4647940.238170016
1,20,121,5582045.113405024
2,20,121,5725143.507345024
3,20,121,5623728.999980027
4,20,121,4548327.643155016
5,20,121,5482798.983415019
6,20,121,4495182.128775018
7,20,121,4288232.637220023
8,20,121,4683289.076785015
1,21,121,4929766.909360032
2,21,121,5673017.695410028
3,21,121,5242776.45883502
4,21,121,4648482.777525019
5,21,121,5471809.2260600235
6,21,121,4320844.647905021
7,21,121,4422196.785090019
8,21,121,4540408.385790016
1,5,122,1918227.9102850275
2,5,122,3612127.5983400377
3,5,122,3689143.556080039
4,5,122,4629493.371410055
5,5,122,1000000.0
6,5,122,1042586.2504100185
7,5,122,1242666.9485450166
8,5,122,1196281.8738900109
1,6,122,2750534.2893500268
2,6,122,3931303.985810049
3,6,122,4334893.319140037
4,6,122,3718164.2242950364
5,6,122,3972726.6185650453
6,6,122,1000000.0
7,6,122,1513507.8104900224
8,6,122,1052066.3825550135
1,7,122,2467500.1766200243
2,7,122,3226614.7251750394
3,7,122,3914005.0616400335
4,7,122,3442191.148570024
5,7,122,3522017.0137900272
6,7,122,2771631.357610028
7,7,122,1000000.0
8,7,122,1075672.8753200162
1,8,122,2596837.5869350317
2,8,122,3637457.716885029
3,8,122,4624116.697375034
4,8,122,4319279.484970028
5,8,122,3783718.7770150187
6,8,122,4234585.392720027
7,8,122,3981258.2110850303
8,8,122,1000000.0
1,9,122,2549874.37013003
2,9,122,4142525.871890035
3,9,122,4380558.620875033
4,9,122,5011532.707720028
5,9,122,3844742.91881002
6,9,122,3465538.5423400197
7,9,122,3167743.385890024
8,9,122,2825098.0709750266
1,10,122,3030378.2847000305
2,10,122,4685545.544525041
3,10,122,4591364.679275027
4,10,122,4457024.763050024
5,10,122,4364279.21868002
6,10,122,3482726.4010950173
7,10,122,3216966.039385021
8,10,122,3246384.846835026
1,11,122,3054351.3674700293
2,11,122,4488352.821865033
3,11,122,5133285.93870503
4,11,122,5081253.402630025
5,11,122,4595952.434510022
6,11,122,4151977.5100250156
7,11,122,4803679.76894502
8,11,122,3587737.393485019
1,12,122,4813783.956060038
2,12,122,5101582.637575035
3,12,122,5408220.475060033
4,12,122,4618093.367865021
5,12,122,4508529.709825024
6,12,122,4828718.103100018
7,12,122,4319290.547140024
8,12,122,3840377.3821700206
1,13,122,5140990.758125033
2,13,122,5672988.854550026
3,13,122,5576136.23114003
4,13,122,4488590.360100024
5,13,122,4507877.56892502
6,13,122,4452091.4244900225
7,13,122,4720623.112530026
8,13,122,3892198.8602450285
1,14,122,5181638.55412003
2,14,122,5749591.775580037
3,14,122,4828018.23896002
4,14,122,4011812.403410021
5,14,122,3949365.4166900143
6,14,122,4775446.766195016
7,14,122,4475108.741685027
8,14,122,4125483.0292000207
1,15,122,5817172.445875034
2,15,122,5741089.899900029
3,15,122,4080046.8185200193
4,15,122,4403123.022115026
5,15,122,4614652.852565018
6,15,122,4822260.931215017
7,15,122,4939551.522720026
8,15,122,4140926.486835014
1,16,122,5548716.153815033
2,16,122,5071377.067165026
3,16,122,5079221.725935023
4,16,122,5093245.543295021
5,16,122,4723472.2499850225
6,16,122,4262254.642315018
7,16,122,4301592.629245015
8,16,122,3880450.2021850264
1,17,122,5485312.213395035
2,17,122,5209053.082630024
3,17,122,5350481.848340025
4,17,122,4590795.009215022
5,17,122,4629778.011025015
6,17,122,4354116.922470015
7,17,122,3936451.0459250235
8,17,122,4086856.7033250197
1,18,122,4970896.798970029
2,18,122,5494098.358520023
3,18,122,5800957.417185024
4,18,122,4286487.295850027
5,18,122,4986610.183500017
6,18,122,4744293.147895019
7,18,122,4344615.778980021
8,18,122,3786942.1500250176
1,19,122,5528481.347000028
2,19,122,5749661.6222550245
3,19,122,5545293.573235029
4,19,122,4461704.8947250275
5,19,122,5269357.172095017
6,19,122,4733408.137110013
7,19,122,4596604.786515024
8,19,122,4571106.027020019
1,20,122,5419455.791285023
2,20,122,5624968.018495028
3,20,122,5525243.167715027
4,20,122,4468972.207405018
5,20,122,5387022.062325018
6,20,122,4420918.967080018
7,20,122,4295864.389165024
8,20,122,4691708.052270019
1,21,122,4786707.379310022
2,21,122,5573531.689960023
3,21,122,5151124.024365025
4,21,122,4566615.7885900205
5,21,122,5376176.834605018
6,21,122,4249434.1895100195
7,21,122,4429919.586345015
8,21,122,4548625.521990014
1,5,123,1980166.6558750267
2,5,123,3693215.0899800407
3,5,123,3832822.4546900494
4,5,123,4851423.160215054
5,5,123,1000000.0
6,5,123,1025966.4771950169
7,5,123,1234065.523955017
8,5,123,1224155.083990015
1,6,123,2812369.6276350324
2,6,123,4018980.7113550385
3,6,123,4548291.436085044
4,6,123,3837756.8627600456
5,6,123,4105285.105835052
6,6,123,1000000.0
7,6,123,1551952.999590023
8,6,123,1078657.8696500123
1,7,123,2522603.6790100294
2,7,123,3298473.225885037
3,7,123,4002360.95456504
4,7,123,3519652.937935025
5,7,123,3600899.4557550293
6,7,123,2744962.7884600265
7,7,123,1000000.0
8,7,123,1102698.3501500168
1,8,123,2654827.1878500334
2,8,123,3718994.3445750377
3,8,123,4726706.506560042
4,8,123,4416069.388085029
5,8,123,3747467.5053450195
6,8,123,4193619.088575025
7,8,123,3943061.4305600375
8,8,123,1000000.0
1,9,123,2607198.6653650277
2,9,123,4235973.487240033
3,9,123,4478255.60405003
4,9,123,5123866.820150027
5,9,123,3807867.3781750235
6,9,123,3432238.5569050205
7,9,123,3185051.494895024
8,9,123,2929096.3637350267
1,10,123,3098456.2404800267
2,10,123,4790202.440125033
3,10,123,4547666.932845028
4,10,123,4414533.88961003
5,10,123,4322564.229715024
6,10,123,3449234.374120019
7,10,123,3234503.826305019
8,10,123,3263909.977320027
1,11,123,3122739.9106350294
2,11,123,4445274.4602300385
3,11,123,5160964.343450029
4,11,123,5108654.941690019
5,11,123,4551859.797155022
6,11,123,4174578.284800018
7,11,123,4830016.908030024
8,11,123,3495740.5424050204
1,12,123,4767266.553535036
2,12,123,5129523.707560037
3,12,123,5437744.4415850295
4,12,123,4643199.558225022
5,12,123,4532834.801430027
6,12,123,4855087.696755015
7,12,123,4342965.222425023
8,12,123,3860987.931440025
1,13,123,5091948.346360035
2,13,123,5704204.669440034
3,13,123,5606784.669055026
4,13,123,4513098.479245025
5,13,123,4532430.253520024
6,13,123,4476067.566485019
7,13,123,4746175.392160032
8,13,123,3913537.172820025
1,14,123,5131948.932195036
2,14,123,5781148.155225038
3,14,123,4854507.303730021
4,14,123,4033698.266980024
5,14,123,3971156.8537500203
6,14,123,4801119.425995021
7,14,123,4499293.578660034
8,14,123,4147950.5345350234
1,15,123,5761364.049200033
2,15,123,5772374.297830028
3,15,123,4102183.856970023
4,15,123,4427192.079035023
5,15,123,4639822.861670016
6,15,123,4848376.1084800195
7,15,123,4966404.898795023
8,15,123,4163480.8474500226
1,16,123,5495205.936670037
2,16,123,5099001.867465034
3,16,123,5106816.052060024
4,16,123,5121103.017555019
5,16,123,4749107.140545019
6,16,123,4285399.161650019
7,16,123,4325140.437230019
8,16,123,3780996.823660027
1,17,123,5432669.7929750355
2,17,123,5237600.236845029
3,17,123,5379427.722270025
4,17,123,4615723.713660029
5,17,123,4654863.829050022
6,17,123,4377538.830095018
7,17,123,3957736.027895021
8,17,123,3981910.278815022
1,18,123,4922928.071175025
2,18,123,5523934.55428003
3,18,123,5832346.789600032
4,18,123,4309957.582955022
5,18,123,5013549.82670002
6,18,123,4770183.864165019
7,18,123,4233158.102145021
8,18,123,3689677.4597800164
1,19,123,5475253.223745023
2,19,123,5780977.299555028
3,19,123,5575689.890150029
4,19,123,4485765.22334002
5,19,123,5298505.699455018
6,19,123,4759027.089840019
7,19,123,4478518.233870021
8,19,123,4453686.231095018
1,20,123,5367472.969005021
2,20,123,5655451.556675024
3,20,123,5555259.135235026
4,20,123,4493394.1639850205
5,20,123,5416370.399110024
6,20,123,4307561.2035450265
7,20,123,4185781.443450025
8,20,123,4571128.805890019
1,21,123,4740685.256470025
2,21,123,5604040.24246502
3,21,123,5179069.098610025
4,21,123,4591162.238785023
5,21,123,5405235.331995023
6,21,123,4140459.20191502
7,21,123,4316067.294605014
8,21,123,4431849.969085014
1,5,124,1987277.9514000304
2,5,124,3706774.5766200405
3,5,124,3839351.00347504
4,5,124,4841880.648420058
5,5,124,1000000.0
6,5,124,1041569.4728450172
7,5,124,1253125.8864150157
8,5,124,1242711.0982100137
1,6,124,2822757.4020700315
2,6,124,4011383.9964900487
3,6,124,4539458.552295045
4,6,124,3826664.41881505
5,6,124,4093753.6457350478
6,6,124,1000000.0
7,6,124,1575730.7876100226
8,6,124,1095134.330770015
1,7,124,2532032.7563850316
2,7,124,3292486.9136100365
3,7,124,3994788.2357800384
4,7,124,3509434.700630034
5,7,124,3590420.7909600274
6,7,124,2737308.789005026
7,7,124,1000000.0
8,7,124,1106380.2573900153
1,8,124,2664374.8252500314
2,8,124,3712057.856490036
3,8,124,4713046.424390042
4,8,124,4402887.886945031
5,8,124,3736612.1014450234
6,8,124,4181588.553715022
7,8,124,3977342.1553000384
8,8,124,1000000.0
1,9,124,2616768.5258550267
2,9,124,4227850.686950034
3,9,124,4465087.876525035
4,9,124,5109209.966970027
5,9,124,3796518.1722400193
6,9,124,3422419.279455021
7,9,124,3184086.3193100244
8,9,124,2928456.8515100284
1,10,124,3109766.618920033
2,10,124,4781006.934275041
3,10,124,4534096.116785027
4,10,124,4401213.9753400255
5,10,124,4309959.241200026
6,10,124,3439285.0803800165
7,10,124,3233653.4996400196
8,10,124,3266399.716460026
1,11,124,3124963.218945029
2,11,124,4432308.716375032
3,11,124,5146064.327845027
4,11,124,5093815.518570021
5,11,124,4538692.224165022
6,11,124,4173507.8796750205
7,11,124,4833272.977140025
8,11,124,3498158.0160850226
1,12,124,4770800.215955041
2,12,124,5132954.952480036
3,12,124,5441182.122900026
4,12,124,4646605.303785025
5,12,124,4531711.430330025
6,12,124,4853595.389265019
7,12,124,4346166.431380026
8,12,124,3863841.6672650194
1,13,124,5095336.003055035
2,13,124,5708506.473715028
3,13,124,5610698.611875024
4,13,124,4516437.748190029
5,13,124,4535667.278070024
6,13,124,4479340.603070027
7,13,124,4749594.431855029
8,13,124,3916246.656030031
1,14,124,5135855.413395037
2,14,124,5785283.200425034
3,14,124,4857854.334535019
4,14,124,4036326.3039700193
5,14,124,3973906.408010014
6,14,124,4804655.486035025
7,14,124,4502805.211240031
8,14,124,4151104.418625018
1,15,124,5765379.251420037
2,15,124,5776468.721420026
3,15,124,4105393.1745400247
4,15,124,4430258.9933050275
5,15,124,4643238.39279002
6,15,124,4851976.156660018
7,15,124,4970082.9460700285
8,15,124,4166442.0380200157
1,16,124,5499283.454990033
2,16,124,5103006.726645028
3,16,124,5110634.279950033
4,16,124,5125052.430815025
5,16,124,4752518.68862502
6,16,124,4288503.587615024
7,16,124,4328285.735320017
8,16,124,3787137.1613400294
1,17,124,5436689.679885041
2,17,124,5241532.055350022
3,17,124,5383426.581265021
4,17,124,4619277.702230022
5,17,124,4658263.046595014
6,17,124,4380717.676720019
7,17,124,3960552.9064700236
8,17,124,3988353.1414750204
1,18,124,4926585.480155034
2,18,124,5528169.623675023
3,18,124,5836524.610450028
4,18,124,4313398.836220024
5,18,124,5022052.661065014
6,18,124,4778141.524810024
7,18,124,4240125.802905019
8,18,124,3695768.6907650176
1,19,124,5479014.474290035
2,19,124,5785249.760250026
3,19,124,5579585.308100029
4,19,124,4489104.632980021
5,19,124,5307060.843650018
6,19,124,4761972.148055014
7,19,124,4481671.187455021
8,19,124,4456760.8805800155
1,20,124,5371459.411195025
2,20,124,5659955.435765026
3,20,124,5559200.257920022
4,20,124,4500765.128115017
5,20,124,5425232.063405019
6,20,124,4310133.781535019
7,20,124,4188363.2841150197
8,20,124,4574067.729825018
1,21,124,4744085.093275027
2,21,124,5607969.211020028
3,21,124,5183277.031430027
4,21,124,4599021.929745021
5,21,124,5408884.332390022
6,21,124,4142961.1796400226
7,21,124,4318788.806150019
8,21,124,4434719.693845014
1,5,125,1970313.6981150296
2,5,125,3675112.9255600385
3,5,125,3859356.7002200466
4,5,125,4872401.829960063
5,5,125,1000000.0
6,5,125,1047811.7464500171
7,5,125,1278084.3603050169
8,5,125,1267546.5310800143
1,6,125,2824489.9173800293
2,6,125,4032196.878475049
3,6,125,4567805.556370044
4,6,125,3850627.54333504
5,6,125,4153289.6962100384
6,6,125,1000000.0
7,6,125,1571742.012880022
8,6,125,1092027.6920750116
1,7,125,2533684.9509700267
2,7,125,3294967.1532200407
3,7,125,4056745.6407500394
4,7,125,3530935.8567500277
5,7,125,3592922.9546200284
6,7,125,2803759.040755026
7,7,125,1000000.0
8,7,125,1102544.6634000132
1,8,125,2629954.345920031
2,8,125,3714782.7014650316
3,8,125,4781781.716580037
4,8,125,4405850.253565027
5,8,125,3739413.84027002
6,8,125,4283292.428860023
7,8,125,4074015.2755200374
8,8,125,1000000.0
1,9,125,2582870.8462300273
2,9,125,4231048.359955042
3,9,125,4468570.784025035
4,9,125,5065615.555885023
5,9,125,3888895.657245019
6,9,125,3505627.026685021
7,9,125,3228348.969575024
8,9,125,2928456.8515100284
1,10,125,3041098.895720034
2,10,125,4740573.613195038
3,10,125,4500160.42334003
4,10,125,4466865.8403200265
5,10,125,4414754.158430024
6,10,125,3490511.0631200164
7,10,125,3278625.1625050213
8,10,125,3282813.3592250235
1,11,125,3055921.0314150313
2,11,125,4394889.003950034
3,11,125,5107571.251300023
4,11,125,5055721.38012502
5,11,125,4500142.401770023
6,11,125,4235699.890810021
7,11,125,4833272.977140025
8,11,125,3438262.9313700246
1,12,125,4665396.865595042
2,12,125,5089634.131970039
3,12,125,5400677.069395032
4,12,125,4611727.81013502
5,12,125,4493420.19277503
6,12,125,4925920.686940017
7,12,125,4346166.431380026
8,12,125,3797915.540545025
1,13,125,4983049.069345035
2,13,125,5660011.989790028
3,13,125,5568620.787525025
4,13,125,4482572.203895025
5,13,125,4501723.675165022
6,13,125,4546084.547555028
7,13,125,4773473.725775027
8,13,125,3849181.0078350184
1,14,125,5022206.3746800395
2,14,125,5736107.03866503
3,14,125,4821588.823205019
4,14,125,4006190.480155025
5,14,125,3944153.000820017
6,14,125,4788079.470350023
7,14,125,4425733.525005026
8,14,125,4083686.962865023
1,15,125,5638253.387250036
2,15,125,5727639.530950028
3,15,125,4074639.64063502
4,15,125,4397135.070270026
5,15,125,4608079.730885018
6,15,125,4835024.810125017
7,15,125,4884868.580665027
8,15,125,4099026.7177300206
1,16,125,5377823.597150035
2,16,125,5059697.620780032
3,16,125,5072293.040130027
4,16,125,5086497.126755021
5,16,125,4740843.896885018
6,16,125,4273958.8078050185
7,16,125,4258395.426780019
8,16,125,3725945.7998200245
1,17,125,5316618.604475033
2,17,125,5196819.932490027
3,17,125,5343162.3355050245
4,17,125,4607581.988045015
5,17,125,4646485.383975015
6,17,125,4369776.312700021
7,17,125,3896709.186020022
8,17,125,3923963.983120017
1,18,125,4817948.964955028
2,18,125,5480975.8231200315
3,18,125,5821761.833285031
4,18,125,4302572.679900023
5,18,125,5004490.799235021
6,18,125,4700571.336480014
7,18,125,4171474.5780450185
8,18,125,3635710.923180017
1,19,125,5358298.08188003
2,19,125,5657484.229800028
3,19,125,5565755.821180028
4,19,125,4473626.240800019
5,19,125,5221041.649560014
6,19,125,4685065.336630014
7,19,125,4409344.008030023
8,19,125,4384683.230940017
1,20,125,5252656.669650033
2,20,125,5534988.820455024
3,20,125,5545417.125195019
4,20,125,4423510.813435019
5,20,125,5337585.761595018
6,20,125,4240796.970225024
7,20,125,4121064.7353050234
8,20,125,4500393.017205011
1,21,125,4639501.631925024
2,21,125,5484282.542495022
3,21,125,5160017.899415032
4,21,125,4519977.9272900205
5,21,125,5321572.115015021
6,21,125,4076138.0612600213
7,21,125,4249496.490665018
8,21,125,4363218.815000015
1,5,126,1989498.6371150322
2,5,126,3711202.277640038
3,5,126,3896919.172695043
4,5,126,4919727.931990051
5,5,126,1000000.0
6,5,126,1009138.8477400154
7,5,126,1231165.3992600157
8,5,126,1221308.4711550127
1,6,126,2852202.9305600296
2,6,126,4071541.2604650445
3,6,126,4570715.234440049
4,6,126,3853212.313765042
5,6,126,4155759.166645047
6,6,126,1000000.0
7,6,126,1503757.7004100229
8,6,126,1044947.1645050121
1,7,126,2558105.9353650277
2,7,126,3297181.722295038
3,7,126,4059215.464780037
4,7,126,3533367.9141750266
5,7,126,3595141.650400036
6,7,126,2824589.5285350294
7,7,126,1000000.0
8,7,126,1061927.0815700144
1,8,126,2655457.13189003
2,8,126,3717275.920990032
3,8,126,4784714.172100038
4,8,126,4409380.943685033
5,8,126,3741723.6848150203
6,8,126,4314894.462870022
7,8,126,4076654.174285032
8,8,126,1000000.0
1,9,126,2607778.0718950285
2,9,126,4233948.220780036
3,9,126,4471555.110070035
4,9,126,5068897.424790021
5,9,126,3891454.8191250237
6,9,126,3507893.9711050177
7,9,126,3230517.7179350243
8,9,126,2930499.9129250296
1,10,126,3070874.8817100297
2,10,126,4743502.30422004
3,10,126,4503152.72186003
4,10,126,4470111.600880029
5,10,126,4417532.083775029
6,10,126,3492870.9740100186
7,10,126,3280678.7943900214
8,10,126,3285012.125510023
1,11,126,3057808.9776950288
2,11,126,4397600.805015035
3,11,126,5110881.396215024
4,11,126,5058812.043875019
5,11,126,4502987.899645024
6,11,126,4238445.49401002
7,11,126,4836509.352205023
8,11,126,3440356.451565022
1,12,126,4668454.760350037
2,12,126,5092980.3439450385
3,12,126,5404249.575245032
4,12,126,4614658.918135014
5,12,126,4496198.938380026
6,12,126,4929132.618620017
7,12,126,4348922.792950029
8,12,126,3800175.4906650223
1,13,126,4986272.054955034
2,13,126,5663353.218975024
3,13,126,5572361.537445026
4,13,126,4485602.4169600345
5,13,126,4504482.338660027
6,13,126,4549288.068180023
7,13,126,4776494.079980028
8,13,126,3676433.5093450244
1,14,126,5025563.545130031
2,14,126,5739791.346350035
3,14,126,4824622.872025023
4,14,126,4008947.8955050204
5,14,126,3946671.593600018
6,14,126,4790919.395385023
7,14,126,4428330.065170028
8,14,126,3900484.090860025
1,15,126,5642038.188285037
2,15,126,5731080.6510550305
3,15,126,4077323.57977002
4,15,126,4400024.235770025
5,15,126,4611385.591850019
6,15,126,4838011.929565021
7,15,126,4665683.172325026
8,15,126,3914889.2893700213
1,16,126,5381493.633195039
2,16,126,5062845.242585026
3,16,126,5075563.490325021
4,16,126,5089609.858865018
5,16,126,4743860.696455019
6,16,126,4276549.52121502
7,16,126,4067055.7959750216
8,16,126,3558996.411505022
1,17,126,5319730.718735039
2,17,126,5200294.896370025
3,17,126,5346281.385405023
4,17,126,4610256.978725021
5,17,126,4649712.420850018
6,17,126,4372595.405665015
7,17,126,3721793.684495021
8,17,126,3747998.3672900167
1,18,126,4820848.483995028
2,18,126,5484713.196385031
3,18,126,5825465.29387503
4,18,126,4305363.39312502
5,18,126,5007478.535080024
6,18,126,4489609.392715016
7,18,126,3984070.5016950127
8,18,126,3447466.7535650167
1,19,126,5361535.09610003
2,19,126,5661187.707430028
3,19,126,5569460.881680031
4,19,126,4476349.441915021
5,19,126,5224477.373140012
6,19,126,4474848.678325021
7,19,126,4210852.655365019
8,19,126,4157382.981180021
1,20,126,5256411.103235029
2,20,126,5538282.0357100265
3,20,126,5548883.2123300275
4,20,126,4426298.981145017
5,20,126,5340815.301885023
6,20,126,4050568.990605021
7,20,126,3935726.2271800186
8,20,126,4266867.5647450145
1,21,126,4642599.031190022
2,21,126,5487655.865690026
3,21,126,5163079.623480028
4,21,126,4523135.647080025
5,21,126,5082894.452625031
6,21,126,3893504.343645017
7,21,126,4028550.369030018
8,21,126,4136320.0752500137
1,5,127,1989498.6371150322
2,5,127,3711202.277640038
3,5,127,3896919.172695043
4,5,127,4919727.931990051
5,5,127,1000000.0
6,5,127,996825.5837650168
7,5,127,1231165.3992600157
8,5,127,1221308.4711550127
1,6,127,2852202.9305600296
2,6,127,4071541.2604650445
3,6,127,4570715.234440049
4,6,127,3807613.914225041
5,6,127,4106941.348770047
6,6,127,1000000.0
7,6,127,1503757.7004100229
8,6,127,1044947.1645050121
1,7,127,2558105.9353650277
2,7,127,3297181.722295038
3,7,127,4059215.464780037
4,7,127,3491668.782760027
5,7,127,3506588.2962000296
6,7,127,2754614.001015029
7,7,127,1000000.0
8,7,127,1061927.0815700144
1,8,127,2623235.515965028
2,8,127,3717275.920990032
3,8,127,4728209.013220037
4,8,127,4299933.282875032
5,8,127,3649242.111040021
