shortMA,mediumMA,longMA,netAsset
1,11,135,2809105.501980027
2,11,135,4038786.6248450372
3,11,135,4694300.522160028
4,11,135,4646541.516590022
5,11,135,4217932.840185021
6,11,135,4043783.3827400226
7,11,135,4699812.535695024
8,11,135,3377650.3050550213
1,12,135,4287952.259210035
2,12,135,4677520.834535027
3,12,135,4963708.555220022
4,12,135,4282638.256830021
5,12,135,4211633.167830027
6,12,135,4834415.411560018
7,12,135,4269490.085155023
8,12,135,3733633.4415000253
1,13,135,4580499.264315037
2,13,135,5201754.622155037
3,13,135,5118181.284330032
4,13,135,4162853.588855025
5,13,135,4258779.60093002
6,13,135,4461648.337840019
7,13,135,4693409.874535023
8,13,135,3613009.87164003
1,14,135,4616019.876770036
2,14,135,5272436.100175039
3,14,135,4431138.315140025
4,14,135,3720332.2339750207
5,14,135,3731662.973735022
6,14,135,4698978.374000025
7,14,135,4386348.835585029
8,14,135,3864202.0204700227
1,15,135,5181778.075265036
2,15,135,5319566.576100033
3,15,135,3784249.751570019
4,15,135,4083523.059935025
5,15,135,4440353.681875027
6,15,135,4696176.715550018
7,15,135,4621837.117530024
8,15,135,3878255.771475019
1,16,135,4942883.055290039
2,16,135,4698800.063955034
3,16,135,4710378.532675019
4,16,135,4767909.689990023
5,16,135,4567772.50608502
6,16,135,4155142.349695023
7,16,135,4029362.7323750146
8,16,135,3525277.0088850246
1,17,135,4885803.69407003
2,17,135,4826614.657440028
3,17,135,4962292.157805029
4,17,135,4318330.844595023
5,17,135,4433280.436355021
6,17,135,4206116.312945022
7,17,135,3686862.1994250184
8,17,135,3712322.437235018
1,18,135,4428157.370235031
2,18,135,5089634.082655029
3,18,135,5455819.947655022
4,18,135,4032401.397780021
5,18,135,4817338.509260022
6,18,135,4319187.774175016
7,18,135,3946910.231015019
8,18,135,3313624.871715016
1,19,135,4924490.485830033
2,19,135,5254879.665815023
3,19,135,5312007.281355028
4,19,135,4232297.712960024
5,19,135,4979280.825640019
6,19,135,4300737.603625012
7,19,135,4004315.8126900215
8,19,135,3956562.8846400226
1,20,135,4827102.256440033
2,20,135,5187263.172080026
3,20,135,5146387.008345029
4,20,135,4137631.225925023
5,20,135,5085180.416480019
6,20,135,3893196.565425019
7,20,135,3735004.17592502
8,20,135,4052760.8925900175
1,21,135,4263589.703120026
2,21,135,5140049.44850503
3,21,135,4738955.105235027
4,21,135,4223848.123665026
5,21,135,4839445.929800022
6,21,135,3627276.68231002
7,21,135,3787462.7271650187
8,21,135,3892328.755305016
1,5,136,1891306.4762850262
2,5,136,3579788.228575041
3,5,136,3702887.9980800403
4,5,136,4757378.694085057
5,5,136,1000000.0
6,5,136,1072915.4912800167
7,5,136,1326926.579665016
8,5,136,1317199.7939500127
1,6,136,2709499.1171050314
2,6,136,3927831.6818350437
3,6,136,4342781.071490037
4,6,136,3577339.0152400415
5,6,136,3820400.3840750502
6,6,136,1000000.0
7,6,136,1608208.9745900203
8,6,136,1103984.446855013
1,7,136,2431247.7632350265
2,7,136,3148690.743575035
3,7,136,3857534.216815036
4,7,136,3280522.7448550253
5,7,136,3261958.3016500357
6,7,136,2586999.3376750243
7,7,136,1000000.0
8,7,136,1101881.323310014
1,8,136,2492721.4524650276
2,8,136,3500622.8880650382
3,8,136,4493401.833760036
4,8,136,4000227.7716250326
5,8,136,3395550.6872650194
6,8,136,3998228.2241000305
7,8,136,3851621.494630038
8,8,136,1000000.0
1,9,136,2426306.6126450305
2,9,136,3986834.5827050395
3,9,136,4161417.898220035
4,9,136,4655923.225660032
5,9,136,3531498.984300022
6,9,136,3253431.644840024
7,9,136,3082363.492585027
8,9,136,2876718.3330750302
1,10,136,2856909.2016000315
2,10,136,4467501.297405039
3,10,136,4136249.688355025
4,10,136,4105340.772475025
5,10,136,4095868.7116000205
6,10,136,3271913.055840022
7,10,136,3130058.9198650224
8,10,136,3262099.2072600243
1,11,136,2809105.501980027
2,11,136,4038786.6248450372
3,11,136,4694300.522160028
4,11,136,4646541.516590022
5,11,136,4217932.840185021
6,11,136,4043783.3827400226
7,11,136,4699812.535695024
8,11,136,3416652.5876200222
1,12,136,4287952.259210035
2,12,136,4677520.834535027
3,12,136,4963708.555220022
4,12,136,4282638.256830021
5,12,136,4211633.167830027
6,12,136,4834415.411560018
7,12,136,4269490.085155023
8,12,136,3733633.4415000253
1,13,136,4580499.264315037
2,13,136,5201754.622155037
3,13,136,5118181.284330032
4,13,136,4162853.588855025
5,13,136,4258779.60093002
6,13,136,4461648.337840019
7,13,136,4693409.874535023
8,13,136,3613009.87164003
1,14,136,4616019.876770036
2,14,136,5272436.100175039
3,14,136,4431138.315140025
4,14,136,3720332.2339750207
5,14,136,3731662.973735022
6,14,136,4698978.374000025
7,14,136,4386348.835585029
8,14,136,3864202.0204700227
1,15,136,5181778.075265036
2,15,136,5319566.576100033
3,15,136,3784249.751570019
4,15,136,4083523.059935025
5,15,136,4440353.681875027
6,15,136,4696176.715550018
7,15,136,4621837.117530024
8,15,136,3878255.771475019
1,16,136,4942883.055290039
2,16,136,4698800.063955034
3,16,136,4710378.532675019
4,16,136,4767909.689990023
5,16,136,4567772.50608502
6,16,136,4155142.349695023
7,16,136,4029362.7323750146
8,16,136,3525277.0088850246
1,17,136,4885803.69407003
2,17,136,4826614.657440028
3,17,136,4962292.157805029
4,17,136,4318330.844595023
5,17,136,4433280.436355021
6,17,136,4206116.312945022
7,17,136,3686862.1994250184
8,17,136,3712322.437235018
1,18,136,4428157.370235031
2,18,136,5089634.082655029
3,18,136,5455819.947655022
4,18,136,4032401.397780021
5,18,136,4817338.509260022
6,18,136,4319187.774175016
7,18,136,3946910.231015019
8,18,136,3313624.871715016
1,19,136,4924490.485830033
2,19,136,5254879.665815023
3,19,136,5312007.281355028
4,19,136,4232297.712960024
5,19,136,4979280.825640019
6,19,136,4258124.532415012
7,19,136,3964613.483590021
8,19,136,3917339.0959000224
1,20,136,4827102.256440033
2,20,136,5187263.172080026
3,20,136,5146387.008345029
4,20,136,4137631.225925023
5,20,136,5085180.416480019
6,20,136,3854621.9562800177
7,20,136,3694286.810855021
8,20,136,4008605.379525017
1,21,136,4263589.703120026
2,21,136,5140049.44850503
3,21,136,4738955.105235027
4,21,136,4223848.123665026
5,21,136,4791470.528320021
6,21,136,3587726.1930600205
7,21,136,3746245.782845019
8,21,136,3849917.608005016
1,5,137,1778542.6946100306
2,5,137,3345243.4636300406
3,5,137,3499577.132650045
4,5,137,4776722.791715063
5,5,137,1000000.0
6,5,137,966363.6991750156
7,5,137,1194169.7165850159
8,5,137,1186135.1367300127
1,6,137,2548031.593630033
2,6,137,3887350.2291300427
3,6,137,4342781.071490037
4,6,137,3577339.0152400415
5,6,137,3820400.3840750502
6,6,137,1000000.0
7,6,137,1448237.8962150202
8,6,137,993441.641325012
1,7,137,2431247.7632350265
2,7,137,3116198.4431250347
3,7,137,3857534.216815036
4,7,137,3280522.7448550253
5,7,137,3261958.3016500357
6,7,137,2586999.3376750243
7,7,137,1000000.0
8,7,137,991721.6803200128
1,8,137,2492721.4524650276
2,8,137,3500622.8880650382
3,8,137,4493401.833760036
4,8,137,4000227.7716250326
5,8,137,3395550.6872650194
6,8,137,3998228.2241000305
7,8,137,3851621.494630038
8,8,137,1000000.0
1,9,137,2426306.6126450305
2,9,137,3986834.5827050395
3,9,137,4161417.898220035
4,9,137,4655923.225660032
5,9,137,3531498.984300022
6,9,137,3253431.644840024
7,9,137,3082363.492585027
8,9,137,2876718.3330750302
1,10,137,2856909.2016000315
2,10,137,4467501.297405039
3,10,137,4136249.688355025
4,10,137,4105340.772475025
5,10,137,4095868.7116000205
6,10,137,3271913.055840022
7,10,137,3130058.9198650224
8,10,137,3275216.7089550234
1,11,137,2809105.501980027
2,11,137,4038786.6248450372
3,11,137,4694300.522160028
4,11,137,4646541.516590022
5,11,137,4217932.840185021
6,11,137,4043783.3827400226
7,11,137,4699812.535695024
8,11,137,3430609.989295022
1,12,137,4287952.259210035
2,12,137,4677520.834535027
3,12,137,4963708.555220022
4,12,137,4282638.256830021
5,12,137,4211633.167830027
6,12,137,4834415.411560018
7,12,137,4269490.085155023
8,12,137,3733633.4415000253
1,13,137,4580499.264315037
2,13,137,5201754.622155037
3,13,137,5118181.284330032
4,13,137,4162853.588855025
5,13,137,4258779.60093002
6,13,137,4461648.337840019
7,13,137,4693409.874535023
8,13,137,3613009.87164003
1,14,137,4616019.876770036
2,14,137,5272436.100175039
3,14,137,4431138.315140025
4,14,137,3720332.2339750207
5,14,137,3731662.973735022
6,14,137,4698978.374000025
7,14,137,4386348.835585029
8,14,137,3864202.0204700227
1,15,137,5181778.075265036
2,15,137,5319566.576100033
3,15,137,3784249.751570019
4,15,137,4083523.059935025
5,15,137,4440353.681875027
6,15,137,4696176.715550018
7,15,137,4621837.117530024
8,15,137,3878255.771475019
1,16,137,4942883.055290039
2,16,137,4698800.063955034
3,16,137,4710378.532675019
4,16,137,4767909.689990023
5,16,137,4567772.50608502
6,16,137,4155142.349695023
7,16,137,4029362.7323750146
8,16,137,3525277.0088850246
1,17,137,4885803.69407003
2,17,137,4826614.657440028
3,17,137,4962292.157805029
4,17,137,4318330.844595023
5,17,137,4433280.436355021
6,17,137,4206116.312945022
7,17,137,3686862.1994250184
8,17,137,3712322.437235018
1,18,137,4428157.370235031
2,18,137,5089634.082655029
3,18,137,5455819.947655022
4,18,137,4032401.397780021
5,18,137,4817338.509260022
6,18,137,4319187.774175016
7,18,137,3946910.231015019
8,18,137,3313624.871715016
1,19,137,4924490.485830033
2,19,137,5254879.665815023
3,19,137,5312007.281355028
4,19,137,4232297.712960024
5,19,137,4979280.825640019
6,19,137,4258124.532415012
7,19,137,3964613.483590021
8,19,137,3917339.0959000224
1,20,137,4827102.256440033
2,20,137,5187263.172080026
3,20,137,5146387.008345029
4,20,137,4137631.225925023
5,20,137,5085180.416480019
6,20,137,3854621.9562800177
7,20,137,3694286.810855021
8,20,137,4008605.379525017
1,21,137,4263589.703120026
2,21,137,5140049.44850503
3,21,137,4738955.105235027
4,21,137,4223848.123665026
5,21,137,4791470.528320021
6,21,137,3587726.1930600205
7,21,137,3746245.782845019
8,21,137,3849917.608005016
1,5,138,1778542.6946100306
2,5,138,3345243.4636300406
3,5,138,3499577.132650045
4,5,138,4832955.662000062
5,5,138,1000000.0
6,5,138,1024386.3245200166
7,5,138,1265614.6800850178
8,5,138,1271525.703250014
1,6,138,2548031.593630033
2,6,138,3887350.2291300427
3,6,138,4342781.071490037
4,6,138,3619460.9128200407
5,6,138,3865417.9070200496
6,6,138,1000000.0
7,6,138,1535105.6310050206
8,6,138,1065101.797095011
1,7,138,2431247.7632350265
2,7,138,3116198.4431250347
3,7,138,3857534.216815036
4,7,138,3319174.4201150257
5,7,138,3303648.837920035
6,7,138,2620075.2519950243
7,7,138,1000000.0
8,7,138,1063165.3280750138
1,8,138,2492721.4524650276
2,8,138,3500622.8880650382
3,8,138,4493401.833760036
4,8,138,4051341.295690032
5,8,138,3395550.6872650194
6,8,138,3998228.2241000305
7,8,138,3851621.494630038
8,8,138,1000000.0
1,9,138,2426306.6126450305
2,9,138,3986834.5827050395
3,9,138,4161417.898220035
4,9,138,4655923.225660032
5,9,138,3531498.984300022
6,9,138,3253431.644840024
7,9,138,3082363.492585027
8,9,138,2876718.3330750302
1,10,138,2856909.2016000315
2,10,138,4467501.297405039
3,10,138,4136249.688355025
4,10,138,4105340.772475025
5,10,138,4095868.7116000205
6,10,138,3271913.055840022
7,10,138,3130058.9198650224
8,10,138,3275216.7089550234
1,11,138,2809105.501980027
2,11,138,4038786.6248450372
3,11,138,4694300.522160028
4,11,138,4646541.516590022
5,11,138,4217932.840185021
6,11,138,4043783.3827400226
7,11,138,4699812.535695024
8,11,138,3430609.989295022
1,12,138,4287952.259210035
2,12,138,4677520.834535027
3,12,138,4963708.555220022
4,12,138,4282638.256830021
5,12,138,4211633.167830027
6,12,138,4834415.411560018
7,12,138,4269490.085155023
8,12,138,3733633.4415000253
1,13,138,4580499.264315037
2,13,138,5201754.622155037
3,13,138,5118181.284330032
4,13,138,4162853.588855025
5,13,138,4258779.60093002
6,13,138,4461648.337840019
7,13,138,4693409.874535023
8,13,138,3613009.87164003
1,14,138,4616019.876770036
2,14,138,5272436.100175039
3,14,138,4431138.315140025
4,14,138,3720332.2339750207
5,14,138,3731662.973735022
6,14,138,4698978.374000025
7,14,138,4386348.835585029
8,14,138,3864202.0204700227
1,15,138,5181778.075265036
2,15,138,5319566.576100033
3,15,138,3784249.751570019
4,15,138,4083523.059935025
5,15,138,4440353.681875027
6,15,138,4696176.715550018
7,15,138,4621837.117530024
8,15,138,3878255.771475019
1,16,138,4942883.055290039
2,16,138,4698800.063955034
3,16,138,4710378.532675019
4,16,138,4824074.184040023
5,16,138,4621580.997930018
6,16,138,4155142.349695023
7,16,138,4029362.7323750146
8,16,138,3585788.2111800243
1,17,138,4885803.69407003
2,17,138,4826614.657440028
3,17,138,4962292.157805029
4,17,138,4369204.575320024
5,17,138,4485496.574775019
6,17,138,4206116.312945022
7,17,138,3686862.1994250184
8,17,138,3776072.8191300193
1,18,138,4428157.370235031
2,18,138,5089634.082655029
3,18,138,5455819.947655022
4,18,138,4079889.4421800207
5,18,138,4817338.509260022
6,18,138,4319187.774175016
7,18,138,3946910.231015019
8,18,138,3370484.547185017
1,19,138,4924490.485830033
2,19,138,5254879.665815023
3,19,138,5312007.281355028
4,19,138,4232297.712960024
5,19,138,4979280.825640019
6,19,138,4258124.532415012
7,19,138,3964613.483590021
8,19,138,3938215.932260023
1,20,138,4827102.256440033
2,20,138,5187263.172080026
3,20,138,5146387.008345029
4,20,138,4137631.225925023
5,20,138,5085180.416480019
6,20,138,3854621.9562800177
7,20,138,3694286.810855021
8,20,138,4029959.2572450177
1,21,138,4263589.703120026
2,21,138,5140049.44850503
3,21,138,4738955.105235027
4,21,138,4223848.123665026
5,21,138,4791470.528320021
6,21,138,3587726.1930600205
7,21,138,3746245.782845019
8,21,138,3870430.3864850164
1,5,139,1778542.6946100306
2,5,139,3345243.4636300406
3,5,139,3499577.132650045
4,5,139,4832955.662000062
5,5,139,1000000.0
6,5,139,1051010.457215016
7,5,139,1298959.650600017
8,5,139,1317025.560270014
1,6,139,2548031.593630033
2,6,139,3887350.2291300427
3,6,139,4342781.071490037
4,6,139,3619460.9128200407
5,6,139,3905504.0195200443
6,6,139,1000000.0
7,6,139,1589863.9655300227
8,6,139,1103233.199070012
1,7,139,2431247.7632350265
2,7,139,3116198.4431250347
3,7,139,3857534.216815036
4,7,139,3319174.4201150257
5,7,139,3338020.8797250316
6,7,139,2620075.2519950243
7,7,139,1000000.0
8,7,139,1101265.9477100149
1,8,139,2492721.4524650276
2,8,139,3500622.8880650382
3,8,139,4493401.833760036
4,8,139,4051341.295690032
5,8,139,3395550.6872650194
6,8,139,3998228.2241000305
7,8,139,3851621.494630038
8,8,139,1000000.0
1,9,139,2426306.6126450305
2,9,139,3986834.5827050395
3,9,139,4161417.898220035
4,9,139,4655923.225660032
5,9,139,3531498.984300022
6,9,139,3253431.644840024
7,9,139,3082363.492585027
8,9,139,2876718.3330750302
1,10,139,2856909.2016000315
2,10,139,4467501.297405039
3,10,139,4136249.688355025
4,10,139,4105340.772475025
5,10,139,4095868.7116000205
6,10,139,3271913.055840022
7,10,139,3130058.9198650224
8,10,139,3275216.7089550234
1,11,139,2809105.501980027
2,11,139,4038786.6248450372
3,11,139,4694300.522160028
4,11,139,4646541.516590022
5,11,139,4217932.840185021
6,11,139,4043783.3827400226
7,11,139,4699812.535695024
8,11,139,3430609.989295022
1,12,139,4287952.259210035
2,12,139,4677520.834535027
3,12,139,4963708.555220022
4,12,139,4282638.256830021
5,12,139,4211633.167830027
6,12,139,4834415.411560018
7,12,139,4269490.085155023
8,12,139,3733633.4415000253
1,13,139,4580499.264315037
2,13,139,5201754.622155037
3,13,139,5118181.284330032
4,13,139,4162853.588855025
5,13,139,4258779.60093002
6,13,139,4461648.337840019
7,13,139,4693409.874535023
8,13,139,3613009.87164003
1,14,139,4616019.876770036
2,14,139,5272436.100175039
3,14,139,4431138.315140025
4,14,139,3720332.2339750207
5,14,139,3731662.973735022
6,14,139,4698978.374000025
7,14,139,4386348.835585029
8,14,139,3864202.0204700227
1,15,139,5181778.075265036
2,15,139,5319566.576100033
3,15,139,3784249.751570019
4,15,139,4083523.059935025
5,15,139,4440353.681875027
6,15,139,4696176.715550018
7,15,139,4621837.117530024
8,15,139,3878255.771475019
1,16,139,4942883.055290039
2,16,139,4698800.063955034
3,16,139,4710378.532675019
4,16,139,4824074.184040023
5,16,139,4621580.997930018
6,16,139,4155142.349695023
7,16,139,4029362.7323750146
8,16,139,3585788.2111800243
1,17,139,4885803.69407003
2,17,139,4826614.657440028
3,17,139,4962292.157805029
4,17,139,4369204.575320024
5,17,139,4485496.574775019
6,17,139,4206116.312945022
7,17,139,3686862.1994250184
8,17,139,3776072.8191300193
1,18,139,4428157.370235031
2,18,139,5089634.082655029
3,18,139,5455819.947655022
4,18,139,4079889.4421800207
5,18,139,4817338.509260022
6,18,139,4319187.774175016
7,18,139,3946910.231015019
8,18,139,3370484.547185017
1,19,139,4924490.485830033
2,19,139,5254879.665815023
3,19,139,5312007.281355028
4,19,139,4232297.712960024
5,19,139,4979280.825640019
6,19,139,4258124.532415012
7,19,139,3964613.483590021
8,19,139,3938215.932260023
1,20,139,4827102.256440033
2,20,139,5187263.172080026
3,20,139,5146387.008345029
4,20,139,4137631.225925023
5,20,139,5085180.416480019
6,20,139,3854621.9562800177
7,20,139,3694286.810855021
8,20,139,4029959.2572450177
1,21,139,4263589.703120026
2,21,139,5140049.44850503
3,21,139,4738955.105235027
4,21,139,4223848.123665026
5,21,139,4791470.528320021
6,21,139,3587726.1930600205
7,21,139,3746245.782845019
8,21,139,3870430.3864850164
1,5,140,1634116.401880027
2,5,140,3067833.771805034
3,5,140,3209422.6846250417
4,5,140,4402766.444525062
5,5,140,1000000.0
6,5,140,1058745.0763450183
7,5,140,1290383.0832100161
8,5,140,1307085.8492450141
1,6,140,2341392.766210026
2,6,140,3565251.2509750477
3,6,140,3982672.1207500407
4,6,140,3297888.4603600344
5,6,140,3538692.3369300454
6,6,140,1000000.0
7,6,140,1579511.7511300216
8,6,140,1094898.6794100124
1,7,140,2233835.314545028
2,7,140,2858094.0886900355
3,7,140,3537326.1007150356
4,7,140,3044003.1219200287
5,7,140,3070656.5716600292
6,7,140,2410079.5191300292
7,7,140,1000000.0
8,7,140,1094097.8373600137
1,8,140,2290468.4815500276
2,8,140,3210724.669220034
3,8,140,4120815.7539850436
4,8,140,3727409.773145029
5,8,140,3123150.0130650196
6,8,140,3673777.8922050265
7,8,140,3539507.097250037
8,8,140,1000000.0
1,9,140,2229581.6810050285
2,9,140,3663832.4702600343
3,9,140,3816144.5903200316
4,9,140,4282585.546765023
5,9,140,3244931.7081150226
6,9,140,2990094.321915022
7,9,140,2931816.0070350287
8,9,140,2735610.813665026
1,10,140,2625585.9558950304
2,10,140,4105128.1691500386
3,10,140,3800843.908110031
4,10,140,3727455.4195400225
5,10,140,3763714.434880021
6,10,140,3111315.6098050205
7,10,140,2941589.2254700186
8,10,140,3077465.8344100257
1,11,140,2581305.14464003
2,11,140,3711946.1067450303
3,11,140,4314077.331295032
4,11,140,4218613.411110026
5,11,140,3959737.4683250184
6,11,140,3799787.383670024
7,11,140,4416107.304370024
8,11,140,3220274.5363800228
1,12,140,3940016.9084800375
2,12,140,4298261.217260041
3,12,140,4720408.593295033
4,12,140,4023832.385435025
5,12,140,3953288.931710028
6,12,140,4537515.629430025
7,12,140,4007247.9174350253
8,12,140,3505202.426065033
1,13,140,4208444.665065033
2,13,140,4779840.979140037
3,13,140,4808897.594705027
4,13,140,3911572.4127500285
5,13,140,3997671.9185600327
6,13,140,4188074.6914150226
7,13,140,4405478.691075019
8,13,140,3391454.291975025
1,14,140,4241834.84911503
2,14,140,5013782.761320037
3,14,140,4163741.56460002
4,14,140,3492468.1086250213
5,14,140,3502655.494400023
6,14,140,4410482.691290026
7,14,140,4117922.7446850208
8,14,140,3627225.21037502
1,15,140,4761357.606450033
2,15,140,5058737.329035029
3,15,140,3551959.958025019
4,15,140,3833141.081030022
5,15,140,4168123.864925018
6,15,140,4408378.2181000225
7,15,140,4338561.161330029
8,15,140,3640416.230415019
1,16,140,4541657.388280039
2,16,140,4410571.781480033
3,16,140,4421606.166625026
4,16,140,4527712.79063502
5,16,140,4337895.19705502
6,16,140,3900576.9406850208
7,16,140,3782442.518425019
8,16,140,3365409.836645021
1,17,140,4489727.38326004
2,17,140,4529960.292030022
3,17,140,4657902.377270028
4,17,140,4101178.312885026
5,17,140,4210573.35674002
6,17,140,3948290.8169850195
7,17,140,3460871.123680019
8,17,140,3545315.641735024
1,18,140,4016187.511750031
2,18,140,4777484.08370003
3,18,140,5121164.395725033
4,18,140,3829925.458190015
5,18,140,4522146.618475023
6,18,140,4054370.5656200154
7,18,140,3704749.033815019
8,18,140,3163640.482105018
1,19,140,4467315.191930034
2,19,140,4932378.990280024
3,19,140,4986432.7308650315
4,19,140,3972799.165665022
5,19,140,4673784.662765023
6,19,140,3997089.9309100164
7,19,140,3721391.3519250196
8,19,140,3697084.5765300193
1,20,140,4378197.277180028
2,20,140,4869071.102595028
3,20,140,4830962.076490027
4,20,140,3883856.497510023
5,20,140,4773193.034545025
6,20,140,3617933.5132150203
7,20,140,3467389.4252300216
8,20,140,3782475.4870950202
1,21,140,3867716.0308550266
2,21,140,4824525.689440031
3,21,140,4448318.822800024
4,21,140,3965257.589505021
5,21,140,4497601.677265023
6,21,140,3367646.6156400153
7,21,140,3516443.4727050215
8,21,140,3633366.5514100175
1,5,141,1660597.3731650263
2,5,141,3116948.64450504
3,5,141,3260989.719700038
4,5,141,4473243.109750055
5,5,141,1000000.0
6,5,141,1097580.627450018
7,5,141,1337529.698310018
8,5,141,1355090.4237800138
1,6,141,2378992.5667700293
2,6,141,3622450.917860043
3,6,141,4046562.0919150356
4,6,141,3350682.9801100325
5,6,141,3595339.338860042
6,6,141,1000000.0
7,6,141,1637033.855245023
8,6,141,1135161.8338800129
1,7,141,2269556.7025200245
2,7,141,2903650.3691100343
3,7,141,3594105.630630033
4,7,141,3092817.4044350283
5,7,141,3119739.7655500285
6,7,141,2445840.692020028
7,7,141,1000000.0
8,7,141,1134272.2374000135
1,8,141,2327048.444100027
2,8,141,3261941.582310031
3,8,141,4186896.476140037
4,8,141,3786629.7251100303
5,8,141,3173349.72019002
6,8,141,3729275.4638850307
7,8,141,3595804.8513900377
8,8,141,1000000.0
1,9,141,2265282.2799350284
2,9,141,3722392.9449550393
3,9,141,3877166.2950200276
4,9,141,4351117.629565024
5,9,141,3296832.506845022
6,9,141,3037884.5704400195
7,9,141,2978836.038170025
8,9,141,2779231.8708850266
1,10,141,2667612.4706600322
2,10,141,4171001.886230034
3,10,141,3861670.644545033
4,10,141,3787146.4115250274
5,10,141,3823882.938675019
6,10,141,3161174.49348502
7,10,141,2988521.483065018
8,10,141,3126991.2380200257
1,11,141,2622302.784190028
2,11,141,3771476.4062800314
3,11,141,4382982.252930023
4,11,141,4286575.632075027
5,11,141,4023416.310655019
6,11,141,3860339.9204250257
7,11,141,4486813.925440029
8,11,141,3271641.8636500253
1,12,141,4003361.014585036
2,12,141,4367354.630440034
3,12,141,4795623.331710029
4,12,141,4088267.703565025
5,12,141,4016425.6663050237
6,12,141,4610408.434125025
7,12,141,4071671.8316800296
8,12,141,3561573.8847100306
1,13,141,4276209.912140036
2,13,141,4856332.876970034
3,13,141,4885927.771530024
4,13,141,3974193.7611700217
5,13,141,4061778.2467550235
6,13,141,4255254.140655024
7,13,141,4476229.812805027
8,13,141,3445782.7439350244
1,14,141,4309680.2902850285
2,14,141,5094079.901655032
3,14,141,4230389.4971950175
4,14,141,3548244.35313502
5,14,141,3558806.8397600222
6,14,141,4481138.572895022
7,14,141,4183833.811165025
8,14,141,3685282.6042600176
1,15,141,4837753.91189503
2,15,141,5140002.644080029
3,15,141,3608685.2587650185
4,15,141,3894880.817760029
5,15,141,4234667.282585021
6,15,141,4478944.405085022
7,15,141,4407843.016300029
8,15,141,3698719.46188002
1,16,141,4614487.174790037
2,16,141,4481244.683360027
3,16,141,4492681.096225029
4,16,141,4600047.527825026
5,16,141,4407402.330820018
6,16,141,3962779.754795025
7,16,141,3842956.4694850175
8,16,141,3419459.8067650218
1,17,141,4561683.334420035
2,17,141,4602675.014970022
3,17,141,4732406.356060027
4,17,141,4166768.977595018
5,17,141,4277860.69601502
6,17,141,4011594.2778650154
7,17,141,3516231.978575016
8,17,141,3602162.69302002
1,18,141,4080189.187055025
2,18,141,4854193.192940032
3,18,141,5203306.223320031
4,18,141,3891577.0338100223
5,18,141,4594397.251005019
6,18,141,4119456.9715950126
7,18,141,3763822.876575016
8,18,141,3214186.786220018
1,19,141,4538788.717660036
2,19,141,5011517.198380026
3,19,141,5066215.960665029
4,19,141,4036428.576065021
5,19,141,4748682.861855017
6,19,141,4060803.23150502
7,19,141,3780964.0515100174
8,19,141,3756040.9591350197
1,20,141,4448375.327550029
2,20,141,4947182.416350027
3,20,141,4908287.175620027
4,20,141,3945855.1047950224
5,20,141,4849726.934360025
6,20,141,3675684.4974400187
7,20,141,3522891.382305021
8,20,141,3843266.2525450205
1,21,141,3929414.445205028
2,21,141,4901585.796075024
3,21,141,4519577.408030023
4,21,141,4028455.40153002
5,21,141,4569667.584370023
6,21,141,3421399.241375018
7,21,141,3572398.823245021
8,21,141,3691526.9407300176
1,5,142,1707206.6479850246
2,5,142,3204345.728185036
3,5,142,3284031.3461050396
4,5,142,4462372.807735051
5,5,142,1000000.0
6,5,142,1120185.9101800171
7,5,142,1351965.017275017
8,5,142,1371456.073530015
1,6,142,2445948.276205028
2,6,142,3723393.6482900474
3,6,142,4036225.737560046
4,6,142,3342133.3433050397
5,6,142,3559565.2242000457
6,6,142,1000000.0
7,6,142,1653262.4494050224
8,6,142,1124014.0570500118
1,7,142,2333341.582800027
2,7,142,2985124.598830038
3,7,142,3619721.2264200347
4,7,142,3095439.440825024
5,7,142,3122299.3115850314
6,7,142,2448068.4696150296
7,7,142,1000000.0
8,7,142,1123267.3236750143
1,8,142,2392879.2712250277
2,8,142,3352987.9145850297
3,8,142,4189448.99571004
4,8,142,3789381.82882503
5,8,142,3172331.013345021
6,8,142,3805983.6448200247
7,8,142,3669775.9506900343
8,8,142,1000000.0
1,9,142,2328593.534215028
2,9,142,3802011.2555800304
3,9,142,3960316.846795035
4,9,142,4350155.982580025
5,9,142,3363813.046105023
6,9,142,3100492.0436100233
7,9,142,3039082.3023700276
8,9,142,2836836.6387500283
1,10,142,2742205.3050500285
2,10,142,4260272.021920039
3,10,142,3940899.030185022
4,10,142,3864814.457255026
5,10,142,3902316.748605023
6,10,142,3225555.9320700187
7,10,142,3049590.7807800197
8,10,142,3190891.5471100206
1,11,142,2695932.7870050315
2,11,142,3851642.7407900365
3,11,142,4473086.1334100235
4,11,142,4373717.036030019
5,11,142,4105105.427885028
6,11,142,3939899.4151850217
7,11,142,4578343.639890029
8,11,142,3338927.697845024
1,12,142,4084859.3202000363
2,12,142,4456683.777360038
3,12,142,4893493.992565032
4,12,142,4171944.406710022
5,12,142,4098923.7853050265
6,12,142,4704812.779365023
7,12,142,4155082.017640023
8,12,142,3633964.1166400285
1,13,142,4363605.981325038
2,13,142,4955479.355980036
3,13,142,4985390.087225025
4,13,142,4055448.969370023
5,13,142,4144727.412480024
6,13,142,4341838.840615025
7,13,142,4567529.613280023
8,13,142,3516414.049325024
1,14,142,4397584.461035035
2,14,142,5198753.735810028
3,14,142,4316740.508945023
4,14,142,3620920.606695022
5,14,142,3631835.621770026
