sellJ,buyJ,netAsset
34,62,1211541.0561600295
34,63,1202096.1827350275
34,64,1238932.7840400303
34,65,1202023.1805750327
34,66,1322003.075065032
34,67,1427630.5024850362
34,68,1397525.3371800357
34,69,1422215.2840950377
34,70,1469868.7614650363
34,71,1487645.358875042
34,72,1338982.8350750392
34,73,1348916.7662400363
34,74,1433732.2745200384
34,75,1437347.0087200382
34,76,1445214.6997250395
34,77,1517846.136880043
34,78,1453650.5596200475
34,79,1359999.9044700451
34,80,1338521.9186350403
34,81,1555327.6983250445
34,82,1541945.900065046
34,83,1592250.9629900476
34,84,1680609.437520055
34,85,1613924.7413050537
34,86,1618024.5773950561
34,87,1597271.9106100556
34,88,1668504.7100100596
34,89,1605208.6136150635
34,90,1569338.270530061
35,10,826935.3213200094
35,11,799579.1010000099
35,12,955004.5409900105
35,13,775495.7310700113
35,14,711777.9592350093
35,15,728019.6792350105
35,16,758707.5148700128
35,17,822919.3481900138
35,18,866990.2979300141
35,19,960410.0780750149
35,20,875451.922110015
35,21,940431.6637200143
35,22,939654.5164950141
35,23,963799.5321200154
35,24,869972.8345950161
35,25,815236.4246800153
35,26,888730.9319450157
35,27,892983.8351400155
35,28,908299.6415900164
35,29,971641.6282300181
35,30,971641.6282300181
35,31,971641.6282300181
35,32,997892.9507350209
35,33,1108977.907695021
35,34,1126560.5982950237
35,35,1112631.611880023
35,36,1095442.799835022
35,37,961880.5308600186
35,38,992503.8640700193
35,39,1033361.5905600203
35,40,993483.818950022
35,41,1048918.227345021
35,42,1071562.348190022
35,43,1132169.7597250238
35,44,1174976.3803350215
35,45,1132255.321845021
35,46,1135809.3478950218
35,47,1235316.8817200242
35,48,1252629.7996250247
35,49,1327041.8966200287
35,50,1285119.1632250277
35,51,1294114.2079850293
35,52,1159706.4069450274
35,53,1142063.088770027
35,54,1176693.7512750272
35,55,1153554.993085029
35,56,1130327.5100000284
35,57,1135139.6198600263
35,58,1106268.401645027
35,59,1182493.5256950269
35,60,1168984.6656350275
35,61,1151626.7386750274
35,62,1214852.458140029
35,63,1205269.9263100277
35,64,1242483.6426000297
35,65,1205137.5185650329
35,66,1325194.2053150325
35,67,1431553.2279300366
35,68,1401439.294420036
35,69,1426020.006385038
35,70,1473610.3086150363
35,71,1491621.3431550416
35,72,1342604.616980038
35,73,1352748.624685036
35,74,1437400.2377150375
35,75,1441235.9092750389
35,76,1449131.1249500392
35,77,1522059.4540900423
35,78,1457548.6696650474
35,79,1363824.7456450444
35,80,1341952.1785600393
35,81,1559511.4377700437
35,82,1546065.1201050454
35,83,1596115.9078850488
35,84,1685216.2940700555
35,85,1618433.8035400533
35,86,1622007.0735250558
35,87,1601276.427465055
35,88,1672697.4364200602
35,89,1609489.9988700636
35,90,1573554.4317050602
36,10,826935.3213200094
36,11,799579.1010000099
36,12,952126.8824550105
36,13,772608.5590900112
36,14,708293.5552800088
36,15,724563.1118600115
36,16,756320.8779000127
36,17,819170.4497050138
36,18,863556.2952000145
36,19,956854.339075015
36,20,874233.8127800146
36,21,938243.8645700142
36,22,937844.7583300142
36,23,960969.4438450151
36,24,867409.4160900164
36,25,812816.747510016
36,26,886562.7515900171
36,27,874639.4110450171
36,28,890322.0892450174
36,29,952207.2535450208
36,30,952207.2535450208
36,31,952207.2535450208
36,32,977292.1751300188
36,33,1086927.3450950207
36,34,1103559.9097800225
36,35,1090153.411995022
36,36,1074339.8302800246
36,37,942145.0298950181
36,38,971926.5155250187
36,39,1011914.4716350184
36,40,986785.2065600203
36,41,1042261.4646300216
36,42,1064290.497700021
36,43,1125364.032655023
36,44,1168385.1226300225
36,45,1125887.297995022
36,46,1128744.215470022
36,47,1226987.341830026
36,48,1244206.621645026
36,49,1317614.46381503
36,50,1277170.970595027
36,51,1286196.7378550258
36,52,1151688.9763000247
36,53,1134663.381825024
36,54,1169750.2295100256
36,55,1146023.1077050269
36,56,1122988.8783000254
36,57,1126676.2864450268
36,58,1099064.7067150262
36,59,1174339.4438200295
36,60,1162145.1504400298
36,61,1144297.2051700288
36,62,1207761.36987503
36,63,1198140.242115029
36,64,1235306.2012950298
36,65,1197039.103015032
36,66,1317518.4366850352
36,67,1421747.0721100352
36,68,1391674.1903250364
36,69,1416393.1507150354
36,70,1463454.2703250381
36,71,1482536.4952300389
36,72,1334851.9218650355
36,73,1344280.7504900366
36,74,1428111.40064504
36,75,1432062.7384250406
36,76,1438294.5159350412
36,77,1534107.7173550457
36,78,1468805.9005400436
36,79,1374294.5105850422
36,80,1351013.2024900415
36,81,1571775.6280750462
36,82,1557817.3934150485
36,83,1608158.6912250463
36,84,1697417.3266200535
36,85,1629984.0011250554
36,86,1634396.3655150568
36,87,1613494.1530650547
36,88,1685384.1739950592
36,89,1621353.43605506
36,90,1585255.1764950622
37,10,870176.1292650105
37,11,842398.1373600092
37,12,962832.0995850109
37,13,816916.7338550097
37,14,749515.1441550093
37,15,766442.5135600109
37,16,800408.7036200131
37,17,866871.5025050142
37,18,913290.4808100129
37,19,1012256.0655650166
37,20,924445.787585014
37,21,992575.7927650142
37,22,992033.2157550146
37,23,956234.1116050143
37,24,863378.9096550148
37,25,808499.4064150145
37,26,881255.9127050162
37,27,870820.6722850174
37,28,886172.3268600167
37,29,947169.107175018
37,30,947169.107175018
37,31,947169.107175018
37,32,973386.50560502
37,33,1082299.5316800203
37,34,1091862.6602950199
37,35,1076788.283175021
37,36,1061232.476070021
37,37,931598.5140500199
37,38,962032.01380002
37,39,1000979.8197200197
37,40,975479.8557700193
37,41,1031090.0356800215
37,42,1051755.6996800203
37,43,1111272.0081550218
37,44,1154290.2108800225
37,45,1112163.9161750232
37,46,1115710.9692800224
37,47,1212092.0698100226
37,48,1229758.0964300225
37,49,1302511.277325029
37,50,1262283.4742100278
37,51,1270463.9758800266
37,52,1136778.374940024
37,53,1135527.1789900244
37,54,1170651.0420350255
37,55,1148295.234475026
37,56,1124150.8597650267
37,57,1128231.4803100277
37,58,1099658.241735027
37,59,1177107.0229450297
37,60,1162755.8110400299
37,61,1145487.2059600302
37,62,1208735.9330550309
37,63,1198970.3124050274
37,64,1235554.605055029
37,65,1199511.3587250286
37,66,1318029.3639500332
37,67,1424379.1589200327
37,68,1393607.6283650345
37,69,1419509.2417100356
37,70,1465803.771070039
37,71,1484985.9656250414
37,72,1335388.817040038
37,73,1345164.3685000378
37,74,1430253.964325041
37,75,1433107.3251450402
37,76,1439876.9495950392
37,77,1535749.5377750453
37,78,1470297.9276800419
37,79,1376772.2553750402
37,80,1353636.4312850444
37,81,1574246.3238850464
37,82,1558835.6094400468
37,83,1609917.6167750454
37,84,1700639.5069100547
37,85,1631950.2161250594
37,86,1635571.5855650604
37,87,1615329.433080055
37,88,1687475.351995061
37,89,1622783.6725500578
37,90,1587063.5783100592
38,10,870071.7590700095
38,11,842443.1466050092
38,12,962792.03782501
38,13,816729.8752150112
38,14,749422.0323200099
38,15,767299.3754500132
38,16,800686.165455013
38,17,868824.5073800135
38,18,913934.1781850143
38,19,1014112.0550400151
38,20,923818.1309350148
38,21,992586.0145200132
38,22,992310.2345250135
38,23,956491.8907600134
38,24,863140.5972100152
38,25,808780.7892550144
38,26,881649.0203900154
38,27,871388.7665500179
38,28,886219.5463450179
38,29,948090.9501750193
38,30,948090.9501750193
38,31,948090.9501750193
38,32,973443.2755150202
38,33,1082417.338665021
38,34,1091305.557805022
38,35,1077861.920215021
38,36,1062435.3480200232
38,37,932079.7554900197
38,38,962469.6430200199
38,39,1001281.3285550198
38,40,952306.5647200199
38,41,1006060.5954550218
38,42,1027097.878955021
38,43,1086169.7104800215
38,44,1182283.4338350245
38,45,1140106.0458450206
38,46,1143173.7956400204
38,47,1243711.4194650245
38,48,1261163.8758250242
38,49,1335366.7134750283
38,50,1293487.2292100277
38,51,1309989.4204600265
38,52,1173061.7159800266
38,53,1171289.4189750266
38,54,1205633.2057500267
38,55,1182692.3368850257
38,56,1159251.665420027
38,57,1163487.5705050284
38,58,1134770.3941450284
38,59,1213375.0392950284
38,60,1198897.3445450277
38,61,1179859.0268250285
38,62,1246090.2388450261
38,63,1235746.944530028
38,64,1273406.8399100313
38,65,1235750.606800029
38,66,1358027.629520032
38,67,1467021.4593900382
38,68,1435665.3532500365
38,69,1463269.3158100382
38,70,1511028.2908850363
38,71,1531146.906275041
38,72,1281136.1948950356
38,73,1289773.6650550356
38,74,1370680.796695039
38,75,1374678.0983150383
38,76,1382012.4385800387
38,77,1473007.1627200372
38,78,1411808.924215043
38,79,1320187.9846500405
38,80,1297766.4893250398
38,81,1509343.0599950426
38,82,1496849.5152300445
38,83,1544264.6122600432
38,84,1632154.7203850548
38,85,1567085.4342200523
38,86,1571274.3745600518
38,87,1550967.8404600571
38,88,1653788.495260059
38,89,1591844.4982000566
38,90,1555288.181550055
39,10,1009745.4534300099
39,11,978384.8582250106
39,12,1023216.8123900099
39,13,866992.1780200106
39,14,771346.0537900092
39,15,787205.7016100126
39,16,822575.6741000114
39,17,890915.0576850137
39,18,939325.0798000153
39,19,1040347.0860550159
39,20,949476.0284550149
39,21,1019292.3587350141
39,22,1018377.189145014
39,23,981673.5659350144
39,24,886255.1478150148
39,25,830790.7102200161
39,26,905563.2253050148
39,27,895924.0672300152
39,28,909142.1152300161
39,29,972788.955165017
39,30,972788.955165017
39,31,972788.955165017
39,32,999526.62461502
39,33,1111157.7288900209
39,34,1120490.2387750219
39,35,1106709.237910022
39,36,1090447.73124502
39,37,956975.4541450191
39,38,988098.501080019
39,39,1028116.9003400193
39,40,977987.0648650193
39,41,1033589.408860019
39,42,1054384.62585502
39,43,1115142.449440022
39,44,1214255.2877100194
39,45,1169799.22735002
39,46,1115220.5474300194
39,47,1213627.2419300238
39,48,1230897.5767950246
39,49,1302513.4188300278
39,50,1263336.8072500245
39,51,1278136.0565350272
39,52,1143843.7936800225
39,53,1142922.8006500246
39,54,1176781.453665027
39,55,1154229.6098700252
39,56,1140794.4016400245
39,57,1146338.861035028
39,58,1117983.5941950271
39,59,1194494.3196600275
39,60,1180993.7810800262
39,61,1163404.5491400273
39,62,1227641.4724850284
39,63,1217744.8247850293
39,64,1255034.2757550273
39,65,1217436.6317100297
39,66,1338291.7605850329
39,67,1447253.4217750342
39,68,1416273.0395550334
39,69,1440510.1169000338
39,70,1487339.450430033
39,71,1508000.3075350395
39,72,1261290.5790350332
39,73,1270391.320575031
39,74,1351387.5991200306
39,75,1356009.82667504
39,76,1361725.4240350348
39,77,1450039.777800039
39,78,1391589.164700041
39,79,1301519.5043350412
39,80,1278383.6287800379
39,81,1487476.53897504
39,82,1473525.205845037
39,83,1522318.1451800452
39,84,1607120.9232250478
39,85,1544470.3968700499
39,86,1548426.33920005
39,87,1527485.2984400503
39,88,1628305.1728650539
39,89,1568810.6762350567
39,90,1532382.1293000574
40,10,1009745.4534300099
40,11,978384.8582250106
40,12,1023216.8123900099
40,13,866992.1780200106
40,14,771346.0537900092
40,15,787205.7016100126
40,16,822575.6741000114
40,17,890915.0576850137
40,18,939325.0798000153
40,19,1020421.1163800157
40,20,930578.4730200149
40,21,998819.4410500153
40,22,998074.0634300152
40,23,962051.9567850152
40,24,868693.0400700148
40,25,814499.9198250145
40,26,887232.256755014
40,27,877775.4057900159
40,28,891408.1272650158
40,29,953459.582770017
40,30,953459.582770017
40,31,953459.582770017
40,32,980014.9706350195
40,33,1089828.3424050212
40,34,1098453.818900022
40,35,1084819.2211200218
40,36,1069202.3793750193
40,37,937279.4955250184
40,38,968352.0601650185
40,39,1008068.32940502
40,40,958237.6853400188
40,41,1013037.1364900192
40,42,1033491.3437350191
40,43,1093111.840450021
40,44,1190407.2734950208
40,45,1146720.0426150193
40,46,1093312.5898350198
40,47,1190276.870190024
40,48,1206919.3932750246
40,49,1276710.178910023
40,50,1238045.4382200255
40,51,1253211.9663450262
40,52,1121186.3291350228
40,53,1119534.6440200228
40,54,1153812.8397100242
40,55,1130729.4543950267
40,56,1113630.8269500267
40,57,1118701.4955400259
40,58,1111085.311355027
40,59,1188067.8530550294
40,60,1174077.9973050263
40,61,1155455.3005250243
40,62,1220020.5469400291
40,63,1210586.6079450275
40,64,1247263.013085029
40,65,1210412.18990503
40,66,1330525.8901500313
40,67,1437655.4730300328
40,68,1407594.8735800346
40,69,1431514.366240033
40,70,1478354.7703250344
40,71,1498878.1709000382
40,72,1253207.547330031
40,73,1263265.8498200309
40,74,1343128.4517150358
40,75,1347676.484840038
40,76,1353399.692730037
40,77,1441383.3781100374
40,78,1382879.0215400404
40,79,1293391.7269150391
40,80,1271437.7985400413
40,81,1478306.3853500423
40,82,1465097.1170100388
40,83,1514022.5785400427
40,84,1597730.0477950478
40,85,1535557.0533500486
40,86,1538881.7156250493
40,87,1517781.8531900477
40,88,1618372.3650050561
40,89,1558944.152260055
40,90,1522600.2275200565
41,10,1019932.780275011
41,11,988274.0048200105
41,12,1032829.3701000104
41,13,876165.3964450108
41,14,777765.4037350105
41,15,794552.311810011
41,16,829772.7358950126
41,17,900019.5702500131
41,18,948060.2339150134
41,19,1029354.8716150167
41,20,940990.8675450146
41,21,1009103.951130014
41,22,1008700.7930500141
41,23,972298.396355014
41,24,876992.381570014
41,25,822275.4259350133
41,26,865583.9015550143
41,27,855277.745850015
41,28,890330.8541650159
41,29,949633.424495017
41,30,949633.424495017
41,31,949633.424495017
41,32,975046.0647700184
41,33,1084890.308930019
41,34,1093475.4330250178
41,35,1080315.667230019
41,36,1064486.1538850183
41,37,934321.8359500188
41,38,964366.4363700184
41,39,1004049.2384950189
41,40,954102.2761300188
41,41,1008893.4699450182
41,42,1029391.1762200195
41,43,1088505.2179550205
41,44,1186420.9069350222
41,45,1143456.8625000196
41,46,1089866.236060021
41,47,1185268.0802250213
41,48,1202542.8451950215
41,49,1272009.6582800238
41,50,1231556.9578800276
41,51,1246607.2627200256
41,52,1152218.4590250237
41,53,1150991.9449150239
41,54,1184760.403750025
41,55,1179355.3146400254
41,56,1161108.3479700238
41,57,1164313.4047250275
41,58,1155799.966030026
41,59,1238185.8111750297
41,60,1223201.125440027
41,61,1206058.1331150304
41,62,1271767.7238850275
41,63,1261871.9339450262
41,64,1300895.9680950304
41,65,1260965.4027750308
41,66,1385383.1016150315
41,67,1496355.1586350368
41,68,1464705.960375038
41,69,1492877.410475036
41,70,1565739.7048650335
41,71,1587544.959085038
41,72,1329391.3282250345
41,73,1338203.5005450367
41,74,1422149.7452800344
41,75,1426553.2459950368
41,76,1433768.7217200382
41,77,1526348.4037400405
41,78,1465326.0577950433
41,79,1369264.4696850423
41,80,1347361.406495041
41,81,1565626.5066150406
41,82,1561835.6007050416
41,83,1615042.7115250442
41,84,1706237.69659005
41,85,1637182.1770800543
41,86,1640783.7038800537
41,87,1621573.113250051
41,88,1728702.2434750535
41,89,1664234.1556650572
41,90,1626479.5121650586
42,10,986383.7140450103
42,11,955159.8934600102
42,12,986010.0788050119
42,13,837659.4935300085
42,14,742193.1250650085
42,15,758056.2469350117
42,16,792266.8613750122
42,17,858527.5667750132
42,18,898620.2030900131
42,19,976401.8144050145
42,20,891149.4415500143
42,21,956981.262105014
42,22,956551.1773000144
42,23,921972.2461450141
42,24,830701.6777300158
42,25,778287.1341200138
42,26,821457.7728650153
42,27,811576.2116850154
42,28,842827.1392200172
42,29,900362.0500300176
42,30,900362.0500300176
42,31,900362.0500300176
42,32,925101.8003800163
42,33,1031845.1235650171
42,34,1040384.4019900165
42,35,1021612.0926350172
42,36,1006944.1822850185
42,37,883166.332945017
42,38,905997.8378600159
42,39,942745.5263400167
42,40,896755.351840016
42,41,947766.6591250182
42,42,967235.465785018
42,43,1022760.294895019
42,44,1114317.989615022
42,45,1073668.572790021
42,46,1023806.1410550203
42,47,1113498.8391200225
42,48,1129181.173695022
42,49,1194563.5897800198
42,50,1157422.1833950218
42,51,1171759.8488600233
42,52,1081693.5893350225
42,53,1079842.9194350226
42,54,1112942.1372650254
42,55,1107553.1455750256
42,56,1090557.918465025
42,57,1094520.7460350255
42,58,1085913.0137800258
42,59,1162882.3832850263
42,60,1148964.7803600254
42,61,1132259.354675026
42,62,1193762.036575026
42,63,1183874.9147200254
42,64,1219839.5551550288
42,65,1184487.281120028
42,66,1302396.2296900307
42,67,1406649.1315500352
42,68,1375983.817440034
42,69,1403720.7329750345
42,70,1470803.557240035
42,71,1490630.5248300345
42,72,1249969.8686650319
42,73,1259037.8115900343
42,74,1337818.0535600344
42,75,1339307.315950036
42,76,1346031.4016900314
42,77,1435996.4686900382
42,78,1374053.4227300398
42,79,1287707.9467750392
42,80,1266305.4536800396
42,81,1471587.8746000398
42,82,1470455.52053004
42,83,1517010.969160043
42,84,1601631.9209300468
42,85,1538925.5037550495
42,86,1542813.6400800478
42,87,1523056.8654750476
42,88,1625182.7968850525
42,89,1563542.721715052
42,90,1528278.2403000556
43,10,1026854.8872150105
43,11,993688.7617350101
43,12,1026828.5641550132
43,13,871581.0655850088
43,14,773157.4183200082
43,15,790253.1994500125
43,16,825053.5686700114
43,17,894071.6889900137
43,18,886128.9775250133
43,19,962769.4701150144
43,20,878293.9771000141
43,21,942975.967005014
43,22,942599.1458850141
43,23,908664.8894300138
43,24,819816.2424850141
43,25,767516.4164850133
43,26,809923.8112450137
43,27,800112.5343200137
43,28,830901.8741150171
43,29,887923.9876750165
43,30,887923.9876750165
43,31,887923.9876750165
43,32,912532.1315900157
43,33,1017098.6349800157
43,34,1026132.5293250167
43,35,1007944.5130400168
43,36,993170.936240019
43,37,871035.2158400161
43,38,893660.8051850153
43,39,930490.9676400165
43,40,884946.3377550159
43,41,934874.5690900185
43,42,955010.3735650181
43,43,1009065.7202200193
43,44,1098935.08178002
43,45,1059897.3660550204
43,46,1010547.25698002
43,47,1098779.4878450197
43,48,1115057.2190750213
43,49,1177541.5333550216
43,50,1141727.3390350204
43,51,1155785.7760750242
43,52,1067325.377125021
43,53,1065229.1732550212
43,54,1097701.5079900215
43,55,1092480.7320200235
43,56,1075576.966460024
43,57,1079850.6765700202
43,58,1072424.165955021
43,59,1146379.7657900243
43,60,1132808.0221500255
43,61,1115257.259170024
43,62,1179022.9444900253
43,63,1168600.3132550279
43,64,1204867.4569850273
43,65,1168802.3983750292
43,66,1284585.715835031
43,67,1386798.919840032
43,68,1357772.223335032
43,69,1384489.114610033
43,70,1451983.7900300336
43,71,1471075.3021350352
43,72,1232758.1430950332
