sellJ,buyJ,netAsset
43,73,1241185.554165031
43,74,1319169.022440034
43,75,1320020.3679700366
43,76,1327354.5384500322
43,77,1416787.3812350365
43,78,1355784.8155500381
43,79,1268365.9530750378
43,80,1247922.8875500404
43,81,1451466.0482950397
43,82,1450496.6809900396
43,83,1495236.2130950415
43,84,1579191.27173505
43,85,1517997.77116005
43,86,1521286.664850049
43,87,1501649.803750047
43,88,1602879.5550550513
43,89,1542736.2204700513
43,90,1506655.6064150534
44,10,1026854.8872150105
44,11,993688.7617350101
44,12,1026828.5641550132
44,13,871581.0655850088
44,14,773157.4183200082
44,15,790253.1994500125
44,16,825053.5686700114
44,17,894071.6889900137
44,18,886128.9775250133
44,19,962769.4701150144
44,20,878293.9771000141
44,21,942975.967005014
44,22,942599.1458850141
44,23,908664.8894300138
44,24,819816.2424850141
44,25,767516.4164850133
44,26,809923.8112450137
44,27,800112.5343200137
44,28,830901.8741150171
44,29,887923.9876750165
44,30,887923.9876750165
44,31,887923.9876750165
44,32,912532.1315900157
44,33,1017098.6349800157
44,34,1026132.5293250167
44,35,1007944.5130400168
44,36,993170.936240019
44,37,871035.2158400161
44,38,893660.8051850153
44,39,930490.9676400165
44,40,884946.3377550159
44,41,934874.5690900185
44,42,955010.3735650181
44,43,1009065.7202200193
44,44,1098935.08178002
44,45,1059897.3660550204
44,46,1010547.25698002
44,47,1098779.4878450197
44,48,1115057.2190750213
44,49,1177541.5333550216
44,50,1141727.3390350204
44,51,1155785.7760750242
44,52,1067325.377125021
44,53,1065229.1732550212
44,54,1097701.5079900215
44,55,1092480.7320200235
44,56,1075576.966460024
44,57,1079850.6765700202
44,58,1072424.165955021
44,59,1146379.7657900243
44,60,1132808.0221500255
44,61,1115257.259170024
44,62,1179022.9444900253
44,63,1168600.3132550279
44,64,1204867.4569850273
44,65,1168802.3983750292
44,66,1284585.715835031
44,67,1336613.728580033
44,68,1307693.3269900335
44,69,1334092.2390350327
44,70,1399044.288830031
44,71,1417796.3247850314
44,72,1187427.8228500322
44,73,1196677.1803050314
44,74,1271557.8584100313
44,75,1271927.4086900332
44,76,1278960.0205300343
44,77,1365871.1083800362
44,78,1306708.888870038
44,79,1222726.1512200357
44,80,1203125.9774950403
44,81,1399077.5992950413
44,82,1397990.5072900418
44,83,1440790.291190041
44,84,1521223.515750048
44,85,1462205.8441850485
44,86,1466032.5888450476
44,87,1447884.9291400465
44,88,1543722.2052150501
44,89,1486806.9130550514
44,90,1451539.613595051
45,10,1088341.49169001
45,11,1053949.8346250106
45,12,1087228.8138650125
45,13,922216.8174900092
45,14,817878.7681250084
45,15,836159.6231250133
45,16,874120.1106250116
45,17,947463.6596200139
45,18,937986.164835014
45,19,1019862.1237950147
45,20,930854.1895850148
45,21,999410.4274450148
45,22,999124.7830650146
45,23,963102.6764200146
45,24,868107.6100050145
45,25,813296.114280015
45,26,857530.8760950145
45,27,848231.1567300154
45,28,880103.1081250168
45,29,940725.7907450171
45,30,940725.7907450171
45,31,940725.7907450171
45,32,965884.9592650166
45,33,1055067.890980018
45,34,1063699.0383100167
45,35,1044806.7127400163
45,36,1029754.2069600186
45,37,904231.1247900162
45,38,926895.020600017
45,39,965460.5441500166
45,40,917653.6336700168
45,41,968986.4644600176
45,42,989997.0913700178
45,43,1046695.8799200179
45,44,1139980.4245450199
45,45,1098749.5499600207
45,46,1047949.0372000211
45,47,1138849.08490502
45,48,1138849.08490502
45,49,1204259.8577100204
45,50,1166884.982055021
45,51,1181660.1840950244
45,52,1090719.914945023
45,53,1089113.7681250225
45,54,1121729.3521200232
45,55,1117371.1185550226
45,56,1099753.566335024
45,57,1103010.3666250235
45,58,1095639.2431100234
45,59,1173718.7267850223
45,60,1157598.5900000245
45,61,1140930.0111000251
45,62,1204657.4543450254
45,63,1194585.184415028
45,64,1230439.0912250264
45,65,1193966.2281450294
45,66,1313056.2129300348
45,67,1365774.4566900341
45,68,1336650.9801200342
45,69,1364010.1935450316
45,70,1429853.482040037
45,71,1446171.3361100347
45,72,1212034.2051500292
45,73,1220004.650355033
45,74,1297385.214785033
45,75,1298306.9133800347
45,76,1305412.653945033
45,77,1393447.8165850355
45,78,1334076.4470150357
45,79,1248243.024245035
45,80,1226958.538400037
45,81,1427718.003150039
45,82,1425992.3213150385
45,83,1470837.7538950427
45,84,1554169.7092950454
45,85,1492224.087275053
45,86,1496040.1015500538
45,87,1476306.8976150497
45,88,1575924.5474750497
45,89,1516818.5001050483
45,90,1481912.731800051
46,10,1106586.1210000091
46,11,1070236.0069950114
46,12,1106067.1713300124
46,13,938878.1663800105
46,14,833061.4952550087
46,15,850847.2983650117
46,16,889101.8032600124
46,17,962369.132420013
46,18,954573.8352150129
46,19,1037573.3130500142
46,20,946578.3351250143
46,21,1017589.0776750136
46,22,1017134.9102300137
46,23,980393.1109600133
46,24,882743.9939400126
46,25,826575.0047850133
46,26,871907.8921100143
46,27,862399.9351850151
46,28,894503.1860300156
46,29,957263.3216150174
46,30,957263.3216150174
46,31,957263.3216150174
46,32,982292.7687200161
46,33,1073522.8597700165
46,34,1082770.3027500163
46,35,1062400.7512700167
46,36,1047234.4956350173
46,37,919514.8116850156
46,38,943146.6260600163
46,39,982101.925040016
46,40,933581.5043750175
46,41,982647.3859600178
46,42,1002438.9070250186
46,43,1059743.3523600188
46,44,1154728.0104950184
46,45,1112936.8932150193
46,46,1061342.3991300196
46,47,1154873.2968200191
46,48,1154873.2968200191
46,49,1230637.3782850222
46,50,1192535.5726100204
46,51,1207846.9774200257
46,52,1115183.4958400251
46,53,1113531.8334850252
46,54,1147423.4097100224
46,55,1142149.3340650212
46,56,1125245.7644550216
46,57,1128560.3657450231
46,58,1120901.2822350229
46,59,1198981.736815023
46,60,1184422.5446600243
46,61,1166871.1699450265
46,62,1232563.2871350257
46,63,1215125.0281200265
46,64,1250478.4905300278
46,65,1214310.841960029
46,66,1334138.5781600296
46,67,1389070.7515950329
46,68,1359315.4774100333
46,69,1385869.077350032
46,70,1453279.4603400356
46,71,1470145.1132950343
46,72,1233039.1719900311
46,73,1241414.628710033
46,74,1319691.7098600348
46,75,1319458.928825037
46,76,1327484.0543450336
46,77,1414542.6411000364
46,78,1354540.5478250368
46,79,1268922.1761900405
46,80,1247844.3593200382
46,81,1450831.706410039
46,82,1450096.861845039
46,83,1494026.5349500407
46,84,1578690.3094300479
46,85,1516398.38961005
46,86,1519525.7107050503
46,87,1500371.0756200491
46,88,1602250.2055300511
46,89,1541911.9994950492
46,90,1506570.691285055
47,10,1106586.1210000091
47,11,1070236.0069950114
47,12,1106067.1713300124
47,13,938878.1663800105
47,14,833061.4952550087
47,15,850847.2983650117
47,16,889101.8032600124
47,17,962369.132420013
47,18,954573.8352150129
47,19,1037573.3130500142
47,20,946578.3351250143
47,21,1017589.0776750136
47,22,1017134.9102300137
47,23,980393.1109600133
47,24,882743.9939400126
47,25,788127.4975100126
47,26,832221.3842650147
47,27,822049.9919950133
47,28,853822.6010300169
47,29,912576.2523700168
47,30,912576.2523700168
47,31,912576.2523700168
47,32,937124.8466400155
47,33,1023603.7202850158
47,34,1031839.2546400159
47,35,1012989.1626600164
47,36,998605.6434650181
47,37,877018.980230016
47,38,900133.957740016
47,39,936125.8825500162
47,40,890912.1156250165
47,41,937373.0193400172
47,42,956628.4742500175
47,43,1010853.2088700184
47,44,1101195.5117900183
47,45,1061629.2401900187
47,46,1012387.2981500187
47,47,1100834.5717200201
47,48,1100834.5717200201
47,49,1174047.10417502
47,50,1140030.9881400208
47,51,1154752.0119800244
47,52,1065387.1733700233
47,53,1064080.7425000218
47,54,1096993.017035021
47,55,1091262.5030400234
47,56,1074383.0638500238
47,57,1078498.1166200237
47,58,1070811.0644600247
47,59,1145081.575200022
47,60,1131467.9334850244
47,61,1115482.0040550262
47,62,1177387.192705022
47,63,1160838.1254050245
47,64,1216728.641570027
47,65,1181192.993420029
47,66,1298609.473650029
47,67,1350962.3057600341
47,68,1321968.4230350358
47,69,1348167.5005950301
47,70,1414177.784625033
47,71,1429883.0940800332
47,72,1199076.5366800337
47,73,1207312.9115150329
47,74,1283831.4127400331
47,75,1282858.9355250336
47,76,1291377.770235035
47,77,1376210.2355800362
47,78,1337866.890160035
47,79,1252628.7978050348
47,80,1232147.613130035
47,81,1433032.5477750376
47,82,1432396.9781550376
47,83,1476449.1215500415
47,84,1558265.585250047
47,85,1497812.5092950475
47,86,1501028.7174850483
47,87,1482510.697035048
47,88,1581138.9646950497
47,89,1523142.3992400486
47,90,1486773.8347600542
48,10,1106586.1210000091
48,11,1070236.0069950114
48,12,1106067.1713300124
48,13,938878.1663800105
48,14,833061.4952550087
48,15,850847.2983650117
48,16,889101.8032600124
48,17,962369.132420013
48,18,954573.8352150129
48,19,1037573.3130500142
48,20,946578.3351250143
48,21,1017589.0776750136
48,22,1017134.9102300137
48,23,980393.1109600133
48,24,882743.9939400126
48,25,788127.4975100126
48,26,832221.3842650147
48,27,822049.9919950133
48,28,853822.6010300169
48,29,914813.6741350169
48,30,914813.6741350169
48,31,914813.6741350169
48,32,939152.1548150153
48,33,1025932.2349300156
48,34,1033904.1426600157
48,35,1015210.032150016
48,36,1000734.4462000177
48,37,878935.4270750157
48,38,901829.249670016
48,39,937894.4278350159
48,40,893446.5747200164
48,41,940401.3624550169
48,42,959282.7801900171
48,43,1013314.6613000184
48,44,1103671.385210018
48,45,1064847.903920019
48,46,1015458.7355850182
48,47,1104058.52898502
48,48,1104058.52898502
48,49,1177204.1057750192
48,50,1143155.2450900201
48,51,1158149.1961650243
48,52,1067895.4085100223
48,53,1073938.005960022
48,54,1107392.19699002
48,55,1099773.2114750233
48,56,1082785.6963250234
48,57,1087070.5335900232
48,58,1078822.8663350237
48,59,1153946.5470700213
48,60,1140637.1607600248
48,61,1124070.670550026
48,62,1186793.9637400224
48,63,1169224.5334200242
48,64,1225897.2148100263
48,65,1190743.496395028
48,66,1308489.359510029
48,67,1381493.7032550352
48,68,1352110.3277900363
48,69,1314724.6956200292
48,70,1377912.672210035
48,71,1394706.9779000336
48,72,1169159.7968600325
48,73,1177034.0351750327
48,74,1252560.443065034
48,75,1251222.5826250324
48,76,1259008.9239950322
48,77,1342537.6783850337
48,78,1304364.3843750348
48,79,1221990.931345034
48,80,1201406.3977050341
48,81,1396827.5408100353
48,82,1396233.5086700357
48,83,1439683.8688150386
48,84,1518720.5767900466
48,85,1460362.4267300465
48,86,1463677.572670048
48,87,1462624.118875047
48,88,1560785.0929400472
48,89,1503508.9819650473
48,90,1468203.1584600534
49,10,1161330.2012550097
49,11,1122774.609860011
49,12,1160237.7137950126
49,13,983801.7958350101
49,14,874123.1507100099
49,15,892302.4165000118
49,16,931975.3581350126
49,17,1008888.0142800129
49,18,1000935.131895013
49,19,1087962.2651000146
49,20,993226.3036150142
49,21,1091242.989450014
49,22,1090777.476145014
49,23,1051538.130810014
49,24,947101.8459300126
49,25,845534.9425250131
49,26,893211.1905850144
49,27,881989.5357150151
49,28,916561.8815600169
49,29,981769.0421400168
49,30,981769.0421400168
49,31,981769.0421400168
49,32,1007317.551770016
49,33,1100498.509540016
49,34,1109701.5633150158
49,35,1089438.381510016
49,36,1073509.215930018
49,37,942397.9397300165
49,38,967473.7281750162
49,39,1006646.0337200167
49,40,957695.600105017
49,41,1009315.1603950175
49,42,1028845.854810018
49,43,1088216.884425018
49,44,1185154.9644150196
49,45,1142127.9109650198
49,46,1088721.3873600194
49,47,1184622.1857850226
49,48,1184622.1857850226
49,49,1263539.900940022
49,50,1227017.516965021
49,51,1242518.479365024
49,52,1146711.9846400232
49,53,1151912.5667450228
49,54,1188329.2241050233
49,55,1180691.0751650236
49,56,1162032.6605250216
49,57,1166585.842815025
49,58,1157690.162255024
49,59,1238528.8973550233
49,60,1223452.4380850245
49,61,1195576.6836300248
49,62,1262623.6917400253
49,63,1244031.3527200285
49,64,1304489.4648100275
49,65,1267871.1135700294
49,66,1380774.6793750303
49,67,1458761.8902250358
49,68,1427073.3928000347
49,69,1387950.7944900303
49,70,1454590.3800000336
49,71,1471727.5625650326
49,72,1234050.6335700287
49,73,1241729.6832100342
49,74,1320643.6028900344
49,75,1328095.9666000316
49,76,1337177.232345031
49,77,1425722.4555250355
49,78,1384613.6812550377
49,79,1296516.996130035
49,80,1259726.8910900375
49,81,1464884.569285036
49,82,1463606.274540036
49,83,1509142.5992150402
49,84,1592992.4765450442
49,85,1531812.481965048
49,86,1535009.1785100454
49,87,1533908.2845850443
49,88,1636810.8031100465
49,89,1575824.195360049
49,90,1540021.1563850553
50,10,1191863.0637900098
50,11,1152435.8369450103
50,12,1190888.778750013
50,13,1010279.92695501
50,14,897017.4168250097
50,15,916273.6629050117
50,16,956760.5090800127
50,17,1035844.2429700128
50,18,1027322.6778150131
50,19,1116842.0025300146
50,20,1019639.5138850143
50,21,1120363.1373100139
50,22,1119818.321160014
50,23,1079383.1056650141
50,24,972439.9107100127
50,25,868175.8233150131
50,26,916699.3124650145
50,27,905456.4158900146
50,28,940763.124120017
50,29,1007625.8619900171
50,30,1007625.8619900171
50,31,1007625.8619900171
50,32,1033955.9023600159
50,33,1129803.5453900164
50,34,1139297.0091000164
50,35,1118467.1657700166
50,36,1102344.711370018
50,37,967308.2112750164
50,38,993141.1697450166
50,39,1016380.7148550167
50,40,966923.4346300166
50,41,1019112.9265750174
50,42,1038923.4853500176
50,43,1098769.8117450185
50,44,1196745.060735019
50,45,1153428.493140018
50,46,1099336.8115300199
50,47,1196033.473090022
50,48,1196033.473090022
50,49,1275985.6217750218
50,50,1238840.197100021
50,51,1254558.766320025
50,52,1158061.4571450222
50,53,1163297.0832500223
50,54,1200007.0825900226
50,55,1192142.7368950238
50,56,1173514.9576900217
50,57,1177756.4532150251
50,58,1169123.5690900253
50,59,1194047.7095950262
50,60,1180193.479265023
50,61,1151432.5553750235
50,62,1216001.7886800235
50,63,1199154.232670027
50,64,1258051.8112150242
50,65,1235045.3827700252
50,66,1346191.9026400286
50,67,1421690.4908100304
50,68,1391080.5300500283
50,69,1352350.9432500289
50,70,1419061.737280034
50,71,1434567.3825250308
50,72,1202069.3405350288
50,73,1209763.9063950267
50,74,1286771.0234900275
50,75,1294926.3151900314
50,76,1303248.0025300318
50,77,1388654.9834550356
50,78,1351957.7444200348
50,79,1263647.1982950333
50,80,1228107.0924350328
50,81,1427115.0457950362
50,82,1425728.687225036
50,83,1471254.677710037
50,84,1554231.4324200414
50,85,1492455.583625042
50,86,1495807.3740100425
50,87,1494923.5168600408
50,88,1595695.5685400476
50,89,1534914.64060505
50,90,1501280.9714750515
51,10,1191863.0637900098
51,11,1152435.8369450103
51,12,1190888.778750013
51,13,1010279.92695501
51,14,897017.4168250097
51,15,916273.6629050117
51,16,956760.5090800127
51,17,1035844.2429700128
51,18,1027322.6778150131
51,19,1116842.0025300146
51,20,1019639.5138850143
51,21,1120363.1373100139
51,22,1119818.321160014
51,23,1079383.1056650141
51,24,972439.9107100127
51,25,868175.8233150131
51,26,916699.3124650145
51,27,905456.4158900146
51,28,940763.124120017
51,29,1007625.8619900171
51,30,1007625.8619900171
51,31,1007625.8619900171
51,32,1033955.9023600159
51,33,1129803.5453900164
51,34,1139297.0091000164
51,35,1118467.1657700166
51,36,1102344.711370018
51,37,967308.2112750164
51,38,993141.1697450166
51,39,1016380.7148550167
51,40,966923.4346300166
51,41,1019112.9265750174
51,42,1038923.4853500176
51,43,1098769.8117450185
51,44,1196745.060735019
51,45,1153428.493140018
51,46,1099336.8115300199
51,47,1196033.473090022
51,48,1196033.473090022
51,49,1275985.6217750218
51,50,1238840.197100021
51,51,1254558.766320025
51,52,1158061.4571450222
51,53,1163297.0832500223
51,54,1200007.0825900226
51,55,1192142.7368950238
51,56,1173514.9576900217
51,57,1177756.4532150251
51,58,1184690.1238150257
51,59,1209943.999370025
51,60,1195864.8003150246
51,61,1166699.5623450244
51,62,1238054.8260000222
51,63,1220355.989170024
51,64,1280831.484805026
51,65,1257143.5640300266
51,66,1403010.0940150276
51,67,1482363.0740700294
51,68,1450819.0389000282
51,69,1409034.5561800285
51,70,1479439.6187850307
51,71,1495848.3986950307
51,72,1252290.0777400266
51,73,1262180.03362503
51,74,1342358.9581200308
51,75,1350451.4663300305
51,76,1358928.2917250292
51,77,1447989.5672150322
51,78,1409361.814290036
51,79,1317834.584640035
51,80,1279635.3921450344
51,81,1487824.703245034
51,82,1486403.9546000345
51,83,1533598.3687750383
51,84,1620288.680685044
51,85,1571419.6487200453
51,86,1575148.122405044
51,87,1573877.0482850412
51,88,1679819.2306100458
51,89,1615797.6730350472
51,90,1578721.1236700518
52,10,1191863.0637900098
52,11,1152435.8369450103
52,12,1190888.778750013
52,13,1010279.92695501
52,14,897017.4168250097
52,15,916273.6629050117
52,16,956760.5090800127
52,17,1035844.2429700128
52,18,1027322.6778150131
52,19,1116842.0025300146
52,20,1019639.5138850143
52,21,1120363.1373100139
52,22,1119818.321160014
52,23,1079383.1056650141
52,24,972439.9107100127
52,25,868175.8233150131
52,26,916699.3124650145
52,27,905456.4158900146
52,28,940763.124120017
52,29,1007625.8619900171
52,30,1007625.8619900171
52,31,1007625.8619900171
52,32,1033955.9023600159
52,33,1129803.5453900164
52,34,1139297.0091000164
52,35,1118467.1657700166
52,36,1102344.711370018
52,37,967308.2112750164
52,38,993141.1697450166
52,39,1016380.7148550167
52,40,966923.4346300166
52,41,1019112.9265750174
52,42,1038923.4853500176
52,43,1098769.8117450185
52,44,1196745.060735019
52,45,1153428.493140018
52,46,1099336.8115300199
52,47,1196033.473090022
52,48,1196033.473090022
52,49,1275985.6217750218
52,50,1238840.197100021
52,51,1254558.766320025
52,52,1158061.4571450222
52,53,1163297.0832500223
52,54,1200007.0825900226
52,55,1192142.7368950238
52,56,1173514.9576900217
52,57,1177756.4532150251
52,58,1184690.1238150257
52,59,1209943.999370025
52,60,1195864.8003150246
52,61,1166699.5623450244
52,62,1241012.2929350226
52,63,1222952.0449150237
52,64,1282720.150425026
52,65,1273932.0370900251
52,66,1421646.4552900263
52,67,1501826.4280850277
52,68,1469801.136310028
52,69,1427111.0070050305
52,70,1499153.3171300313
52,71,1515997.5649700316
52,72,1269117.7901150289
52,73,1278835.0995000275
52,74,1359680.8538250295
52,75,1385692.0855050297
52,76,1394277.520465029
52,77,1485389.458865035
52,78,1445746.980770034
52,79,1352523.219660035
52,80,1312828.9821050349
52,81,1527336.6836050365
52,82,1526002.9409300368
52,83,1573822.641555039
52,84,1663161.173105043
52,85,1612720.0586200412
52,86,1615814.537715043
52,87,1615265.8490800406
52,88,1723344.0344150478
52,89,1658964.6605900475
52,90,1620314.7232300485
53,10,1191863.0637900098
53,11,1152435.8369450103
53,12,1190888.778750013
53,13,1010279.92695501
53,14,897017.4168250097
53,15,916273.6629050117
53,16,956760.5090800127
53,17,1035844.2429700128
53,18,1027322.6778150131
53,19,1116842.0025300146
53,20,1019639.5138850143
53,21,1120363.1373100139
53,22,1119818.321160014
53,23,1079383.1056650141
53,24,972439.9107100127
53,25,868175.8233150131
53,26,916699.3124650145
53,27,905456.4158900146
53,28,940763.124120017
53,29,1007625.8619900171
53,30,1007625.8619900171
53,31,1007625.8619900171
53,32,1033955.9023600159
53,33,1129803.5453900164
53,34,1139297.0091000164
53,35,1118467.1657700166
53,36,1102344.711370018
53,37,967308.2112750164
53,38,993141.1697450166
53,39,1016380.7148550167
53,40,966923.4346300166
53,41,1019112.9265750174
53,42,1038923.4853500176
53,43,1098769.8117450185
53,44,1196745.060735019
53,45,1153428.493140018
53,46,1099336.8115300199
53,47,1196033.473090022
53,48,1196033.473090022
53,49,1275985.6217750218
53,50,1238840.197100021
53,51,1254558.766320025
53,52,1103066.2821550234
53,53,1109537.5594300232
53,54,1143369.6485300232
53,55,1135740.4036350206
53,56,1118491.5170700196
53,57,1121195.746465021
53,58,1128075.831165022
53,59,1150732.083240024
53,60,1138734.5461800245
53,61,1112258.9155100246
53,62,1180643.5925650229
53,63,1163470.6770000232
53,64,1221966.6191250263
53,65,1211710.4451450247
53,66,1351076.8752950265
53,67,1429540.3715500254
53,68,1399078.0004500262
53,69,1359442.4429600309
53,70,1427641.9481450324
53,71,1442163.22115003
53,72,1207210.3875300272
53,73,1215953.1549750268
53,74,1292624.93583503
53,75,1319830.0085600284
53,76,1326973.24965003
53,77,1414586.2951150308
53,78,1374990.2054750342
53,79,1286826.2111500301
53,80,1250084.1340000315
53,81,1452694.9826500297
53,82,1450087.1066600322
53,83,1497999.9319100322
53,84,1583154.2213250431
53,85,1535830.2407200406
53,86,1538650.3786950414
53,87,1536460.2087600406
53,88,1639969.9571550463
53,89,1578079.759190047
53,90,1541272.2722200474
54,10,1191863.0637900098
54,11,1152435.8369450103
54,12,1190888.778750013
54,13,1010279.92695501
54,14,897017.4168250097
54,15,916273.6629050117
54,16,956760.5090800127
54,17,1035844.2429700128
54,18,1027322.6778150131
54,19,1116842.0025300146
54,20,1019639.5138850143
54,21,1120363.1373100139
54,22,1119818.321160014
54,23,1079383.1056650141
54,24,972439.9107100127
54,25,868175.8233150131
54,26,916699.3124650145
54,27,905456.4158900146
54,28,940763.124120017
54,29,1007625.8619900171
54,30,1007625.8619900171
54,31,1007625.8619900171
54,32,1033955.9023600159
54,33,1129803.5453900164
54,34,1139297.0091000164
54,35,1118467.1657700166
54,36,1102344.711370018
54,37,967308.2112750164
54,38,993141.1697450166
54,39,1016380.7148550167
54,40,966923.4346300166
54,41,1019112.9265750174
54,42,1038923.4853500176
54,43,1098769.8117450185
54,44,1196745.060735019
54,45,1153428.493140018
54,46,1099336.8115300199
54,47,1196033.473090022
54,48,1196033.473090022
54,49,1275985.6217750218
54,50,1238840.197100021
54,51,1254558.766320025
54,52,1103066.2821550234
54,53,1109537.5594300232
54,54,1143369.6485300232
54,55,1135740.4036350206
54,56,1118491.5170700196
54,57,1121195.746465021
54,58,1128075.831165022
54,59,1150732.083240024
54,60,1138734.5461800245
54,61,1112258.9155100246
54,62,1180643.5925650229
54,63,1163470.6770000232
54,64,1221966.6191250263
54,65,1211710.4451450247
54,66,1351076.8752950265
54,67,1429540.3715500254
54,68,1399078.0004500262
54,69,1359442.4429600309
54,70,1427641.9481450324
54,71,1442163.22115003
54,72,1207210.3875300272
54,73,1215953.1549750268
54,74,1292624.93583503
54,75,1319830.0085600284
54,76,1326973.24965003
54,77,1414586.2951150308
54,78,1374990.2054750342
54,79,1286826.2111500301
54,80,1250084.1340000315
54,81,1452694.9826500297
54,82,1450087.1066600322
54,83,1497999.9319100322
54,84,1583154.2213250431
54,85,1535830.2407200406
54,86,1538650.3786950414
54,87,1536460.2087600406
54,88,1639969.9571550463
54,89,1578079.759190047
54,90,1541272.2722200474
55,10,1216212.9917800114
55,11,1178047.1737450121
55,12,1216138.892835014
55,13,1031890.7391900112
55,14,916227.5268200114
55,15,936035.3566550128
55,16,977434.1121350117
55,17,1059853.0300450122
55,18,1050598.0655150115
55,19,1140235.0257750142
55,20,1041559.9570450137
55,21,1144278.6202050159
55,22,1143367.249815016
55,23,1102220.2998450156
55,24,994435.7867900146
55,25,888291.3488050138
55,26,936425.4765900152
55,27,925865.7662900148
55,28,961341.8170400162
55,29,1029065.5750850171
55,30,1029065.5750850171
55,31,1029065.5750850171
55,32,1056737.7862100184
55,33,1153780.656025017
55,34,1163363.45129002
55,35,1141611.0736350208
55,36,1126432.0370600203
55,37,988279.0365600177
55,38,1014159.8045850183
55,39,1037855.8524550181
55,40,987773.1804850169
55,41,1039947.2573350183
55,42,1150505.7733350191
55,43,1216018.504045019
55,44,1324559.5362850216
55,45,1276672.4779200219
55,46,1216672.7652100215
55,47,1323734.3777150228
55,48,1323734.3777150228
55,49,1411968.778545023
55,50,1371154.3914650232
55,51,1388171.4761000227
55,52,1221348.755015024
55,53,1228251.4868500237
55,54,1265200.7378700248
55,55,1256708.1430850225
55,56,1237418.7351100226
55,57,1242173.9047000238
55,58,1250087.8382300236
55,59,1186933.8580000247
55,60,1174253.5558250218
55,61,1145504.4264750252
55,62,1217411.3245500247
55,63,1200018.8717700245
55,64,1258442.4231250274
55,65,1249554.7229950225
55,66,1394746.8164500277
55,67,1473803.0970700267
55,68,1442736.4283550272
55,69,1401813.3247500286
55,70,1470839.6425750323
55,71,1487128.030550029
55,72,1244901.6974700275
55,73,1254077.2520000287
55,74,1331877.4132100306
55,75,1359370.3999550296
55,76,1367264.14576503
55,77,1455172.4623450304
55,78,1413903.6307950327
55,79,1324422.9673600313
55,80,1286701.6743050315
55,81,1495266.1771450364
55,82,1492210.084430033
55,83,1540740.8483950372
55,84,1626582.9016950422
55,85,1577566.9697200407
55,86,1581152.9801100397
55,87,1581177.670180044
55,88,1686773.7139800484
55,89,1623042.279375048
55,90,1588477.0188550476
56,10,1288129.1190550115
56,11,1248977.117585012
56,12,1288560.6874050144
56,13,1092816.5435500122
56,14,970776.9854200121
56,15,991954.2081550127
56,16,1035312.5544950122
56,17,1122606.3574500121
56,18,1112201.400665013
56,19,1209066.7817100137
56,20,1103016.759325014
56,21,1211948.732305016
56,22,1211245.758920016
56,23,1167470.980905016
56,24,1054216.8662950145
56,25,940797.2752000132
56,26,992716.5913850155
56,27,980501.0830850154
56,28,1019167.2821900169
56,29,1089904.1735150174
56,30,1089904.1735150174
56,31,1089904.1735150174
56,32,1120387.7160500183
56,33,1222765.0509800187
56,34,1233605.7148800185
56,35,1210760.5560700193
56,36,1193079.131695022
56,37,1047753.2840400173
56,38,1075414.4078750173
56,39,1099903.894400018
56,40,1046784.6317350168
56,41,1102562.3791450183
56,42,1219373.918050019
56,43,1288688.1556400198
56,44,1403442.7806000207
56,45,1353297.7720650216
56,46,1289887.6025800218
56,47,1402345.0167900226
56,48,1402345.0167900226
56,49,1495022.9448650246
56,50,1453042.648855024
56,51,1352286.2047300227
56,52,1188100.1465700236
56,53,1194257.8113450222
56,54,1230310.0162550225
56,55,1222898.883930022
56,56,1204109.6001000227
56,57,1177046.7471500195
56,58,1183868.2603750199
56,59,1125553.2122500215
56,60,1085908.315575021
56,61,1059184.8735650228
56,62,1125580.391265022
56,63,1109570.3510950238
56,64,1128783.3664100228
56,65,1119739.8622900215
56,66,1249001.508210025
56,67,1319034.663240025
56,68,1291130.6975000238
56,69,1256547.2109250252
56,70,1315250.4836750277
56,71,1331678.8526000297
56,72,1114705.0627100277
56,73,1123678.5663600257
56,74,1194391.4653050273
56,75,1218573.9143500277
56,76,1224931.5527600287
56,77,1302634.1459150277
56,78,1268019.7007000274
56,79,1187590.7286450292
56,80,1151995.1122800303
56,81,1338719.5055750296
56,82,1337384.765945032
56,83,1380484.8146000367
56,84,1458595.6837150396
56,85,1413967.8252000378
56,86,1417648.7043350374
56,87,1415751.773320041
56,88,1510790.4712850435
56,89,1454036.4879350448
56,90,1423532.7187350437
57,10,1307475.2903950126
57,11,1268599.555375013
57,12,1308679.704620013
57,13,1109440.290910012
57,14,985762.1370600122
57,15,1007278.5882750122
57,16,1050023.7203800133
57,17,1139572.761095014
57,18,1128850.190115013
57,19,1227375.3389300148
57,20,1118377.2212250137
57,21,1230015.6122550154
57,22,1229056.5370550158
57,23,1184656.0783900162
57,24,1069801.2948350147
57,25,955319.1484300151
57,26,1007265.322905016
57,27,995843.9686650166
57,28,1033979.4050000174
57,29,1106563.0498100175
57,30,1106563.0498100175
57,31,1106563.0498100175
57,32,1136898.5371700178
57,33,1240963.358425019
57,34,1251038.255455017
57,35,1228156.9961800182
57,36,1211536.2382400192
57,37,1062735.4743950176
57,38,1090629.815775017
57,39,1116419.0041250181
57,40,1062475.4557050173
57,41,1118111.6449250192
57,42,1236485.9505400178
57,43,1307783.1901500188
57,44,1424286.1308900216
57,45,1372950.3612150198
57,46,1308599.9995100196
57,47,1424032.882585022
57,48,1424032.882585022
